,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,,,
★,-,20,2018/10/14 17:33,3301,乗客アプリ（目的地から）,1952,854,2,1,,2018/10/14 20:28,2018/10/14 20:58,35.443659 139.650847,横浜マリンタワー,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/14 20:30,2018/10/14 20:30,2018/10/14 20:59,2018/10/14 21:16,2018/10/14 20:30,2018/10/14 20:30,0:29:26,0:29:26,373,00,00,02,02,,,,
★,-,20,2018/10/14 18:52,3335,乗客アプリ（目的地から）,2446,1022,7,1,,2018/10/14 20:31,2018/10/14 20:37,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/14 20:35,2018/10/14 20:41,2018/10/14 20:48,2018/10/14 20:54,2018/10/14 20:35,2018/10/14 20:35,0:05:49,0:05:49,,00,00,,,,,,
★,-,20,2018/10/14 17:35,3302,乗客アプリ（簡単予約）,2477,952,4,1,,2018/10/14 20:10,2018/10/14 20:13,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/14 20:10,2018/10/14 20:10,2018/10/14 20:21,2018/10/14 20:31,2018/10/14 20:10,2018/10/14 20:10,0:03:24,0:03:24,,00,00,,,,,,
★,-,20,2018/10/14 19:21,3343,乗客アプリ（地図から）,2021,367,2,3,,2018/10/14 20:48,2018/10/14 20:58,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/14 20:50,2018/10/14 20:50,2018/10/14 21:17,2018/10/14 21:18,2018/10/14 20:50,2018/10/14 20:50,0:10:13,0:30:39,,00,00,,,,,,
★,-,20,2018/10/14 19:37,3347,乗客アプリ（目的地から）,2840,1284,6,4,,2018/10/14 19:53,2018/10/14 20:11,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.454389 139.630904,横浜ランドマークタワー,2018/10/14 20:00,2018/10/14 20:00,2018/10/14 20:21,2018/10/14 20:26,2018/10/14 20:00,2018/10/14 20:00,0:17:20,1:09:20,,00,00,,,,,,
★,-,20,2018/10/14 19:41,3350,乗客アプリ（目的地から）,2084,553,6,1,,2018/10/14 20:27,2018/10/14 20:33,35.454389 139.630904,横浜ランドマークタワー,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/14 20:30,2018/10/14 20:32,2018/10/14 20:41,2018/10/14 20:43,2018/10/14 20:30,2018/10/14 20:30,0:06:52,0:06:52,,00,00,,,,,,
★,-,20,2018/10/14 19:42,3352,乗客アプリ（目的地から）,2803,830,4,2,,2018/10/14 19:53,2018/10/14 19:58,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.454389 139.630904,横浜ランドマークタワー,2018/10/14 20:00,2018/10/14 20:00,2018/10/14 20:25,2018/10/14 20:25,2018/10/14 20:00,2018/10/14 20:00,0:05:44,0:11:28,,00,00,,,,,,
★,-,20,2018/10/14 19:45,3353,乗客アプリ（地図から）,1740,1223,7,1,,2018/10/14 20:02,2018/10/14 20:12,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/14 20:05,2018/10/14 20:05,2018/10/14 20:28,2018/10/14 20:28,2018/10/14 20:05,2018/10/14 20:05,0:09:17,0:09:17,,00,00,,,,,,
★,-,20,2018/10/14 19:53,3354,乗客アプリ（地図から）,2828,1050,8,2,,2018/10/14 20:06,2018/10/14 20:14,35.443908 139.635249,イセザキ・モール,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/14 20:10,2018/10/14 20:10,2018/10/14 20:29,2018/10/14 20:29,2018/10/14 20:10,2018/10/14 20:10,0:08:15,0:16:30,,00,00,,,,,,
-,-,20,2018/10/14 20:09,3359,乗客アプリ（地図から）,1107,393,3,2,,2018/10/14 20:17,2018/10/14 20:24,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/14 20:22,2018/10/14 20:22,2018/10/14 20:37,2018/10/14 20:37,,2018/10/14 20:09,0:06:19,0:12:38,,00,08,,,,,,
-,-,20,2018/10/14 20:09,3360,乗客アプリ（地図から）,2837,734,2,2,,2018/10/14 20:13,2018/10/14 20:17,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443659 139.650847,横浜マリンタワー,2018/10/14 20:19,2018/10/14 20:19,2018/10/14 20:30,2018/10/14 20:30,,2018/10/14 20:09,0:04:46,0:09:32,,00,03,,,,,,
★,-,20,2018/10/14 20:15,3362,乗客アプリ（地図から）,2351,716,6,2,,2018/10/14 20:21,2018/10/14 20:36,35.450681 139.632446,横浜桜木町ワシントンホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/14 20:24,2018/10/14 20:24,2018/10/14 20:47,2018/10/14 20:47,2018/10/14 20:20,2018/10/14 20:20,0:14:41,0:29:22,,00,01,,,,,,
-,-,20,2018/10/14 20:21,3363,乗客アプリ（目的地から）,2669,808,5,1,,2018/10/14 20:25,2018/10/14 20:32,35.453715 139.638133,横浜ワールドポーターズ,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/14 20:26,2018/10/14 20:26,2018/10/14 20:42,2018/10/14 20:42,,2018/10/14 20:21,0:07:22,0:07:22,,00,03,,,,,,
-,-,20,2018/10/14 20:30,3364,乗客アプリ（目的地から）,1751,767,2,1,,2018/10/14 20:33,2018/10/14 20:58,35.447546 139.64358,横浜開港資料館,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/14 20:38,2018/10/14 20:38,2018/10/14 21:16,2018/10/14 21:16,,2018/10/14 20:30,0:24:29,0:24:29,,00,03,,,,,,
-,-,20,2018/10/14 20:35,3365,乗客アプリ（地図から）,2677,526,1,1,,2018/10/14 20:40,2018/10/14 20:49,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/14 20:42,2018/10/14 20:42,2018/10/14 20:56,2018/10/14 20:56,,2018/10/14 20:35,0:08:18,0:08:18,,00,05,,,,,,
-,-,20,2018/10/14 20:36,3366,乗客アプリ（地図から）,2837,729,3,2,,2018/10/14 20:41,2018/10/14 20:55,35.445857 139.647636,ホテルモントレ横浜,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/14 20:42,2018/10/14 20:42,2018/10/14 21:07,2018/10/14 21:18,,2018/10/14 20:36,0:14:11,0:28:22,,00,04,,,,,,
-,-,20,2018/10/14 20:40,3367,乗客アプリ（目的地から）,2669,1009,3,1,,2018/10/14 20:44,2018/10/14 20:51,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.45435 139.631762,横浜ロイヤルパークホテル,2018/10/14 20:49,2018/10/14 20:49,2018/10/14 21:06,2018/10/14 21:06,,2018/10/14 20:40,0:07:20,0:07:20,,00,03,,,,,,
-,-,20,2018/10/14 20:41,3368,街角設置端末（地図から）,0,1154,1,3,,2018/10/14 20:44,2018/10/14 20:49,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/14 20:51,2018/10/14 20:51,2018/10/14 21:06,2018/10/14 21:06,,2018/10/14 20:41,0:04:39,0:13:57,,00,03,,,,,,
★,-,20,2018/10/14 20:49,3369,乗客アプリ（目的地から）,2833,877,4,1,,2018/10/14 20:55,2018/10/14 20:59,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.448676 139.635696,横浜平和プラザホテル,2018/10/14 21:00,2018/10/14 21:00,2018/10/14 21:11,2018/10/14 21:11,2018/10/14 21:00,2018/10/14 21:00,0:03:56,0:03:56,,00,00,,,,,,
-,-,20,2018/10/14 20:50,3370,街角設置端末（店舗から）,0,976,8,2,,2018/10/14 20:55,2018/10/14 21:10,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/14 20:53,2018/10/14 20:57,2018/10/14 21:05,2018/10/14 21:13,,2018/10/14 20:50,0:14:35,0:29:10,,02,05,,,,,,
★,-,20,2018/10/14 20:54,3371,乗客アプリ（地図から）,2817,1123,8,2,,2018/10/14 21:10,2018/10/14 21:18,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/14 21:09,2018/10/14 21:09,2018/10/14 21:23,2018/10/14 21:23,2018/10/14 21:00,2018/10/14 21:00,0:08:01,0:16:02,,01,10,,,,,,
★,☆,20,2018/10/14 12:48,3131,乗客アプリ（目的地から）,990,910,2,1,2018/10/14 12:49,,,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/14 21:00,,2018/10/14 21:14,,2018/10/14 21:00,2018/10/14 21:00,0:00:00,0:00:00,,00,00,,,,,,
★,☆,20,2018/10/14 19:57,3355,乗客アプリ（地図から）,2351,351,8,2,2018/10/14 20:15,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/14 20:29,,2018/10/14 20:39,,2018/10/14 20:20,2018/10/14 20:20,0:00:00,0:00:00,,00,08,,,,,,
-,☆,20,2018/10/14 20:09,3358,乗客アプリ（地図から）,2837,800,9,2,2018/10/14 20:09,,,35.443659 139.650847,横浜マリンタワー,35.453715 139.638133,横浜ワールドポーターズ,2018/10/14 20:15,,2018/10/14 20:31,,,2018/10/14 20:09,0:00:00,0:00:00,,00,06,,,,,,
★,☆,20,2018/10/14 20:14,3361,乗客アプリ（目的地から）,2846,456,4,1,2018/10/14 20:14,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/14 20:20,,2018/10/14 20:41,,2018/10/14 10:00,2018/10/14 10:00,0:00:00,0:00:00,,00,,,,,,,
