,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,,,
★,-,15,2018/10/14 15:20,3213,乗客アプリ（地図から）,2794,546,2,3,,2018/10/14 15:35,2018/10/14 15:59,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443659 139.650847,横浜マリンタワー,2018/10/14 15:36,2018/10/14 15:36,2018/10/14 16:00,2018/10/14 16:15,2018/10/14 15:30,2018/10/14 15:30,0:24:29,1:13:27,,00,04,,,,,,
-,-,15,2018/10/14 15:25,3214,乗客アプリ（地図から）,2787,763,10,1,,2018/10/14 15:31,2018/10/14 15:41,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/14 15:37,2018/10/14 15:37,2018/10/14 15:52,2018/10/14 15:52,,2018/10/14 15:25,0:09:35,0:09:35,,00,06,,,,,,
★,-,15,2018/10/14 15:25,3215,乗客アプリ（目的地から）,2791,494,8,2,,2018/10/14 15:32,2018/10/14 15:43,35.453715 139.638133,横浜ワールドポーターズ,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/14 15:30,2018/10/14 15:30,2018/10/14 15:45,2018/10/14 15:45,2018/10/14 15:30,2018/10/14 15:30,0:10:42,0:21:24,,02,02,,,,,,
-,-,15,2018/10/14 15:27,3216,街角設置端末（店舗から）,0,348,9,2,,2018/10/14 15:34,2018/10/14 15:42,35.448676 139.635696,横浜平和プラザホテル,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/14 15:35,2018/10/14 15:35,2018/10/14 15:50,2018/10/14 15:50,,2018/10/14 15:27,0:07:43,0:15:26,,00,06,,,,,,
★,-,15,2018/10/14 15:32,3217,乗客アプリ（地図から）,1889,451,3,1,,2018/10/14 15:38,2018/10/14 15:41,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.445857 139.647636,ホテルモントレ横浜,2018/10/14 15:40,2018/10/14 15:40,2018/10/14 15:47,2018/10/14 15:47,2018/10/14 15:40,2018/10/14 15:40,0:03:13,0:03:13,,00,00,,,,,,
-,-,15,2018/10/14 15:32,3218,街角設置端末（店舗から）,0,1055,2,2,,2018/10/14 15:42,2018/10/14 15:54,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/14 15:45,2018/10/14 15:51,2018/10/14 16:04,2018/10/14 16:10,,2018/10/14 15:32,0:11:26,0:22:52,,00,10,,,,,,
-,-,15,2018/10/14 15:37,3221,街角設置端末（店舗から）,0,514,3,1,,2018/10/14 15:38,2018/10/14 15:54,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443908 139.635249,イセザキ・モール,2018/10/14 15:40,2018/10/14 15:40,2018/10/14 16:01,2018/10/14 16:01,,2018/10/14 15:37,0:16:37,0:16:37,,00,00,,,,,,
-,-,15,2018/10/14 15:41,3224,乗客アプリ（地図から）,2300,739,3,1,,2018/10/14 15:46,2018/10/14 16:04,35.441441 139.648505,横浜中華街朱雀門,35.456605 139.635327,横浜ベイホテル東急,2018/10/14 15:47,2018/10/14 15:47,2018/10/14 16:16,2018/10/14 16:16,,2018/10/14 15:41,0:17:54,0:17:54,,00,05,,,,,,
-,-,15,2018/10/14 15:44,3226,街角設置端末（店舗から）,0,663,7,2,,2018/10/14 15:47,2018/10/14 15:53,35.447541 139.644914,シルク博物館,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/14 15:46,2018/10/14 15:46,2018/10/14 15:59,2018/10/14 15:59,,2018/10/14 15:44,0:06:34,0:13:08,,00,03,,,,,,
-,-,15,2018/10/14 15:45,3227,乗客アプリ（目的地から）,2735,995,9,3,,2018/10/14 15:52,2018/10/14 16:01,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.454389 139.630904,横浜ランドマークタワー,2018/10/14 15:49,2018/10/14 15:49,2018/10/14 16:11,2018/10/14 16:11,,2018/10/14 15:45,0:09:02,0:27:06,,02,07,,,,,,
-,-,15,2018/10/14 15:45,3228,街角設置端末（店舗から）,0,511,5,1,,2018/10/14 15:52,2018/10/14 15:58,35.45435 139.631762,横浜ロイヤルパークホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/14 15:55,2018/10/14 15:55,2018/10/14 16:07,2018/10/14 16:07,,2018/10/14 15:45,0:06:22,0:06:22,,00,06,,,,,,
-,-,15,2018/10/14 15:48,3230,街角設置端末（店舗から）,0,361,8,2,,2018/10/14 15:58,2018/10/14 16:02,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/14 15:57,2018/10/14 15:57,2018/10/14 16:07,2018/10/14 16:07,,2018/10/14 15:48,0:04:15,0:08:30,,00,10,,,,,,
-,-,15,2018/10/14 15:51,3232,乗客アプリ（地図から）,1310,470,10,1,,2018/10/14 15:59,2018/10/14 16:08,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/10/14 16:01,2018/10/14 16:01,2018/10/14 16:18,2018/10/14 16:18,,2018/10/14 15:51,0:08:30,0:08:30,,00,08,,,,,,
★,☆,15,2018/10/14 14:30,3174,街角設置端末（地図から）,0,528,4,6,2018/10/14 15:53,,,35.445857 139.647636,ホテルモントレ横浜,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/14 15:50,,2018/10/14 16:02,,2018/10/14 15:50,2018/10/14 15:50,0:00:00,0:00:00,,00,03,,,,,,
-,☆,15,2018/10/14 15:00,3201,乗客アプリ（地図から）,2761,1152,9,1,2018/10/14 15:01,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/14 15:53,,2018/10/14 16:02,,,2018/10/14 15:00,0:00:00,0:00:00,,00,52,,,,,,
★,☆,15,2018/10/14 15:02,3202,乗客アプリ（地図から）,1310,830,5,1,2018/10/14 15:39,,,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/10/14 15:48,,2018/10/14 16:05,,2018/10/14 15:40,2018/10/14 15:40,0:00:00,0:00:00,,00,08,,,,,,
★,☆,15,2018/10/14 15:02,3203,乗客アプリ（目的地から）,2791,1185,6,2,2018/10/14 15:17,,,35.453715 139.638133,横浜ワールドポーターズ,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/14 15:25,,2018/10/14 15:41,,2018/10/14 15:25,2018/10/14 15:25,0:00:00,0:00:00,,00,00,,,,,,
-,☆,15,2018/10/14 15:03,3205,乗客アプリ（地図から）,1727,907,7,1,2018/10/14 15:03,,,35.443704 139.651332,ホテルメルパルク横浜,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/14 15:28,,2018/10/14 15:38,,,2018/10/14 15:03,0:00:00,0:00:00,,00,25,,,,,,
-,☆,15,2018/10/14 15:10,3207,乗客アプリ（目的地から）,2756,548,9,1,2018/10/14 15:10,,,35.450447 139.635947,みなとみらい線　馬車道駅,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/14 15:35,,2018/10/14 15:44,,,2018/10/14 15:10,0:00:00,0:00:00,,00,25,,,,,,
-,☆,15,2018/10/14 15:14,3209,乗客アプリ（地図から）,2776,1005,7,2,2018/10/14 15:39,,,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/14 15:38,,2018/10/14 15:51,,,2018/10/14 15:14,0:00:00,0:00:00,,00,25,,,,,,
-,☆,15,2018/10/14 15:16,3211,乗客アプリ（地図から）,1340,317,2,1,2018/10/14 15:18,,,35.456605 139.635327,横浜ベイホテル東急,35.443659 139.650847,横浜マリンタワー,2018/10/14 15:37,,2018/10/14 15:55,,,2018/10/14 15:16,0:00:00,0:00:00,,00,20,,,,,,
-,☆,15,2018/10/14 15:35,3219,街角設置端末（店舗から）,0,1052,3,4,2018/10/14 15:35,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/14 16:10,,2018/10/14 16:23,,,2018/10/14 15:35,0:00:00,0:00:00,,00,35,,,,,,
-,☆,15,2018/10/14 15:36,3220,乗客アプリ（地図から）,2544,855,1,4,2018/10/14 15:36,,,35.456605 139.635327,横浜ベイホテル東急,35.443659 139.650847,横浜マリンタワー,2018/10/14 16:03,,2018/10/14 16:24,,,2018/10/14 15:36,0:00:00,0:00:00,,00,27,,,,,,
-,☆,15,2018/10/14 15:42,3225,乗客アプリ（地図から）,2776,495,8,1,2018/10/14 15:42,,,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/14 16:02,,2018/10/14 16:14,,,2018/10/14 15:42,0:00:00,0:00:00,,00,20,,,,,,
-,☆,15,2018/10/14 15:52,3233,乗客アプリ（目的地から）,1334,1167,1,1,2018/10/14 15:52,,,35.450447 139.635947,みなとみらい線　馬車道駅,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/14 16:05,,2018/10/14 16:17,,,2018/10/14 15:52,0:00:00,0:00:00,,00,12,,,,,,
★,-,16,2018/10/14 15:46,3229,乗客アプリ（地図から）,2541,522,4,2,,2018/10/14 16:05,2018/10/14 16:24,35.443659 139.650847,横浜マリンタワー,35.443908 139.635249,イセザキ・モール,2018/10/14 16:07,2018/10/14 16:07,2018/10/14 16:25,2018/10/14 16:33,2018/10/14 16:00,2018/10/14 16:00,0:18:40,0:37:20,758,00,05,12,10,,,,
★,-,16,2018/10/14 15:48,3231,乗客アプリ（目的地から）,2550,923,4,1,,2018/10/14 16:15,2018/10/14 16:40,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/10/14 16:18,2018/10/14 16:18,2018/10/14 16:48,2018/10/14 16:48,2018/10/14 16:10,2018/10/14 16:10,0:24:24,0:24:24,,00,05,,,,,,
★,-,16,2018/10/14 15:56,3234,乗客アプリ（地図から）,2677,969,10,1,,2018/10/14 16:08,2018/10/14 16:17,35.443908 139.635249,イセザキ・モール,35.453715 139.638133,横浜ワールドポーターズ,2018/10/14 16:18,2018/10/14 16:18,2018/10/14 16:30,2018/10/14 16:30,2018/10/14 16:10,2018/10/14 16:10,0:08:21,0:08:21,,00,00,,,,,,
-,-,16,2018/10/14 16:01,3235,乗客アプリ（目的地から）,1236,356,3,2,,2018/10/14 16:11,2018/10/14 16:19,35.452963 139.642093,横浜赤レンガ倉庫,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/14 16:11,2018/10/14 16:14,2018/10/14 16:25,2018/10/14 16:29,,2018/10/14 16:01,0:08:03,0:16:06,,00,10,,,,,,
-,-,16,2018/10/14 16:04,3236,乗客アプリ（目的地から）,2779,1182,6,2,,2018/10/14 16:11,2018/10/14 16:19,35.445857 139.647636,ホテルモントレ横浜,35.45435 139.631762,横浜ロイヤルパークホテル,2018/10/14 16:12,2018/10/14 16:12,2018/10/14 16:29,2018/10/14 16:29,,2018/10/14 16:04,0:08:07,0:16:14,,00,07,,,,,,
-,-,16,2018/10/14 16:06,3237,乗客アプリ（地図から）,2775,1069,2,2,,2018/10/14 16:11,2018/10/14 16:17,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.453715 139.638133,横浜ワールドポーターズ,2018/10/14 16:16,2018/10/14 16:16,2018/10/14 16:29,2018/10/14 16:29,,2018/10/14 16:06,0:05:34,0:11:08,,00,04,,,,,,
★,-,16,2018/10/14 16:09,3238,乗客アプリ（地図から）,2812,941,1,1,,2018/10/14 16:20,2018/10/14 16:35,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.441441 139.648505,横浜中華街朱雀門,2018/10/14 16:20,2018/10/14 16:20,2018/10/14 16:44,2018/10/14 16:46,2018/10/14 16:20,2018/10/14 16:20,0:14:31,0:14:31,,00,00,,,,,,
★,-,16,2018/10/14 16:09,3239,乗客アプリ（地図から）,2498,718,1,1,,2018/10/14 16:20,2018/10/14 16:35,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.441441 139.648505,横浜中華街朱雀門,2018/10/14 16:20,2018/10/14 16:20,2018/10/14 16:45,2018/10/14 16:45,2018/10/14 16:20,2018/10/14 16:20,0:14:28,0:14:28,,00,00,,,,,,
-,-,16,2018/10/14 16:18,3241,街角設置端末（地図から）,0,463,5,2,,2018/10/14 16:26,2018/10/14 16:39,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/14 16:27,2018/10/14 16:31,2018/10/14 16:43,2018/10/14 16:47,,2018/10/14 16:18,0:12:16,0:24:32,,00,07,,,,,,
-,-,16,2018/10/14 16:22,3249,街角設置端末（店舗から）,0,1116,4,5,,2018/10/14 16:33,2018/10/14 16:43,35.450681 139.632446,横浜桜木町ワシントンホテル,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/14 16:36,2018/10/14 16:36,2018/10/14 16:54,2018/10/14 16:54,,2018/10/14 16:22,0:09:57,0:49:45,,00,11,,,,,,
-,-,16,2018/10/14 16:26,3251,街角設置端末（店舗から）,0,1140,5,1,,2018/10/14 16:27,2018/10/14 16:44,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/10/14 16:28,2018/10/14 16:28,2018/10/14 16:59,2018/10/14 16:59,,2018/10/14 16:26,0:16:22,0:16:22,,00,01,,,,,,
★,-,16,2018/10/14 16:27,3252,乗客アプリ（地図から）,2791,1234,6,2,,2018/10/14 16:41,2018/10/14 17:03,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/14 16:49,2018/10/14 16:49,2018/10/14 17:05,2018/10/14 17:05,2018/10/14 16:40,2018/10/14 16:40,0:22:50,0:45:40,,00,01,,,,,,
-,-,16,2018/10/14 16:29,3253,乗客アプリ（地図から）,2769,933,3,3,,2018/10/14 16:37,2018/10/14 16:54,35.450681 139.632446,横浜桜木町ワシントンホテル,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/14 16:39,2018/10/14 16:40,2018/10/14 17:00,2018/10/14 17:07,,2018/10/14 16:29,0:16:57,0:50:51,,00,08,,,,,,
-,-,16,2018/10/14 16:30,3254,乗客アプリ（目的地から）,2735,806,8,3,,2018/10/14 16:37,2018/10/14 16:43,35.454389 139.630904,横浜ランドマークタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/14 16:38,2018/10/14 16:49,2018/10/14 16:57,2018/10/14 17:07,,2018/10/14 16:30,0:06:50,0:20:30,,00,06,,,,,,
-,-,16,2018/10/14 16:31,3255,乗客アプリ（目的地から）,1888,736,2,1,,2018/10/14 16:31,2018/10/14 16:38,35.447546 139.64358,横浜開港資料館,35.456605 139.635327,横浜ベイホテル東急,2018/10/14 16:36,2018/10/14 16:36,2018/10/14 16:51,2018/10/14 16:51,,2018/10/14 16:31,0:07:18,0:07:18,,00,00,,,,,,
-,-,16,2018/10/14 16:33,3258,街角設置端末（店舗から）,0,1000,5,2,,2018/10/14 17:09,2018/10/14 17:27,35.445783 139.642958,横浜情報文化センター,35.456605 139.635327,横浜ベイホテル東急,2018/10/14 17:06,2018/10/14 17:09,2018/10/14 17:24,2018/10/14 17:35,,2018/10/14 16:33,0:17:30,0:35:00,,02,36,,,,,,
★,-,16,2018/10/14 16:33,3259,乗客アプリ（地図から）,2697,791,8,2,,2018/10/14 17:04,2018/10/14 17:29,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/14 17:07,2018/10/14 17:07,2018/10/14 17:25,2018/10/14 17:36,2018/10/14 16:40,2018/10/14 16:40,0:25:25,0:50:50,,00,23,,,,,,
-,-,16,2018/10/14 16:34,3261,乗客アプリ（目的地から）,2613,616,2,3,,2018/10/14 16:49,2018/10/14 16:54,35.447541 139.644914,シルク博物館,35.443659 139.650847,横浜マリンタワー,2018/10/14 16:56,2018/10/14 16:56,2018/10/14 17:05,2018/10/14 17:05,,2018/10/14 16:34,0:04:38,0:13:54,,00,14,,,,,,
-,-,16,2018/10/14 16:37,3265,乗客アプリ（地図から）,2049,886,1,2,,2018/10/14 16:47,2018/10/14 16:57,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/14 16:48,2018/10/14 16:48,2018/10/14 17:03,2018/10/14 17:03,,2018/10/14 16:37,0:10:16,0:20:32,,00,09,,,,,,
-,-,16,2018/10/14 16:39,3266,乗客アプリ（目的地から）,1107,535,7,2,,2018/10/14 16:43,2018/10/14 16:48,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/14 16:46,2018/10/14 16:46,2018/10/14 16:59,2018/10/14 16:59,,2018/10/14 16:39,0:05:11,0:10:22,,00,04,,,,,,
-,-,16,2018/10/14 16:39,3267,街角設置端末（地図から）,0,500,4,3,,2018/10/14 16:55,2018/10/14 17:11,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/14 16:55,2018/10/14 16:55,2018/10/14 17:08,2018/10/14 17:08,,2018/10/14 16:39,0:15:27,0:46:21,,00,16,,,,,,
★,-,16,2018/10/14 16:39,3268,乗客アプリ（地図から）,1889,1175,3,1,,2018/10/14 16:55,2018/10/14 17:09,35.441002 139.650809,横浜元町ショッピングストリート,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/14 16:55,2018/10/14 16:55,2018/10/14 17:22,2018/10/14 17:22,2018/10/14 16:50,2018/10/14 16:50,0:13:40,0:13:40,,00,05,,,,,,
-,-,16,2018/10/14 16:42,3270,乗客アプリ（地図から）,1782,527,6,3,,2018/10/14 16:47,2018/10/14 17:17,35.453715 139.638133,横浜ワールドポーターズ,35.443908 139.635249,イセザキ・モール,2018/10/14 16:54,2018/10/14 16:54,2018/10/14 17:19,2018/10/14 17:19,,2018/10/14 16:42,0:29:41,1:29:03,,00,04,,,,,,
-,-,16,2018/10/14 16:43,3271,乗客アプリ（目的地から）,1952,794,9,1,,2018/10/14 16:50,2018/10/14 16:57,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443659 139.650847,横浜マリンタワー,2018/10/14 16:53,2018/10/14 16:53,2018/10/14 17:03,2018/10/14 17:03,,2018/10/14 16:43,0:07:09,0:07:09,,00,07,,,,,,
-,-,16,2018/10/14 16:48,3274,街角設置端末（地図から）,0,884,7,2,,2018/10/14 16:59,2018/10/14 17:09,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.453715 139.638133,横浜ワールドポーターズ,2018/10/14 17:04,2018/10/14 17:04,2018/10/14 17:20,2018/10/14 17:20,,2018/10/14 16:48,0:09:08,0:18:16,,00,11,,,,,,
-,-,16,2018/10/14 16:51,3276,乗客アプリ（目的地から）,2302,464,6,1,,2018/10/14 17:04,2018/10/14 17:09,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/14 17:01,2018/10/14 17:01,2018/10/14 17:12,2018/10/14 17:15,,2018/10/14 16:51,0:04:49,0:04:49,,03,13,,,,,,
-,-,16,2018/10/14 16:52,3278,乗客アプリ（地図から）,2775,1215,7,2,,2018/10/14 17:14,2018/10/14 17:20,35.453715 139.638133,横浜ワールドポーターズ,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/14 17:20,2018/10/14 17:20,2018/10/14 17:32,2018/10/14 17:26,,2018/10/14 16:52,0:06:22,0:12:44,,00,21,,,,,,
-,-,16,2018/10/14 16:54,3280,乗客アプリ（目的地から）,1334,1195,1,1,,2018/10/14 17:06,2018/10/14 17:12,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443659 139.650847,横浜マリンタワー,2018/10/14 17:03,2018/10/14 17:03,2018/10/14 17:16,2018/10/14 17:16,,2018/10/14 16:54,0:05:24,0:05:24,,03,12,,,,,,
-,-,16,2018/10/14 16:55,3281,乗客アプリ（目的地から）,2818,1192,3,3,,2018/10/14 17:22,2018/10/14 17:36,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/14 17:29,2018/10/14 17:29,2018/10/14 17:53,2018/10/14 17:53,,2018/10/14 16:55,0:14:39,0:43:57,,00,27,,,,,,
-,-,16,2018/10/14 16:58,3282,乗客アプリ（地図から）,2777,891,2,2,,2018/10/14 17:09,2018/10/14 17:18,35.445783 139.642958,横浜情報文化センター,35.454389 139.630904,横浜ランドマークタワー,2018/10/14 17:07,2018/10/14 17:07,2018/10/14 17:23,2018/10/14 17:23,,2018/10/14 16:58,0:08:26,0:16:52,,02,11,,,,,,
-,-,16,2018/10/14 16:58,3283,乗客アプリ（地図から）,2209,309,5,1,,2018/10/14 17:01,2018/10/14 17:14,35.450681 139.632446,横浜桜木町ワシントンホテル,35.445857 139.647636,ホテルモントレ横浜,2018/10/14 17:02,2018/10/14 17:02,2018/10/14 17:19,2018/10/14 17:19,,2018/10/14 16:58,0:12:35,0:12:35,,00,02,,,,,,
★,☆,16,2018/10/14 15:41,3223,乗客アプリ（目的地から）,1888,397,6,1,2018/10/14 16:15,,,35.447546 139.64358,横浜開港資料館,35.456605 139.635327,横浜ベイホテル東急,2018/10/14 16:40,,2018/10/14 16:55,,2018/10/14 16:40,2018/10/14 16:40,0:00:00,0:00:00,,00,00,,,,,,
-,☆,16,2018/10/14 16:59,3284,街角設置端末（店舗から）,0,712,2,4,2018/10/14 16:59,,,35.456605 139.635327,横浜ベイホテル東急,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/14 17:29,,2018/10/14 17:40,,,2018/10/14 16:59,0:00:00,0:00:00,,00,30,,,,,,
★,☆,16,2018/10/14 16:10,3240,乗客アプリ（地図から）,1782,350,3,3,2018/10/14 16:11,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.443908 139.635249,イセザキ・モール,2018/10/14 16:39,,2018/10/14 17:00,,2018/10/14 16:13,2018/10/14 16:13,0:00:00,0:00:00,,00,26,,,,,,
-,☆,16,2018/10/14 16:19,3243,乗客アプリ（目的地から）,1952,1112,6,1,2018/10/14 16:19,,,35.443659 139.650847,横浜マリンタワー,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/10/14 16:38,,2018/10/14 16:58,,,2018/10/14 16:19,0:00:00,0:00:00,,00,18,,,,※199行と同一人物と思われるため一番短いものを採用,,
-,☆,16,2018/10/14 16:20,3244,乗客アプリ（目的地から）,1334,564,2,1,2018/10/14 16:29,,,35.445783 139.642958,横浜情報文化センター,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/14 16:28,,2018/10/14 16:35,,,2018/10/14 16:20,0:00:00,0:00:00,,00,09,,,,,,
-,☆,16,2018/10/14 16:21,3245,乗客アプリ（目的地から）,1952,1282,6,1,2018/10/14 16:40,2018/10/14 16:28,,35.443659 139.650847,横浜マリンタワー,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/10/14 16:39,2018/10/14 16:39,2018/10/14 16:59,,,2018/10/14 16:21,,,,00,19,,,,※197行と同一人物と思われるため一番短いものを採用,,
★,☆,16,2018/10/14 16:21,3246,乗客アプリ（地図から）,2697,745,5,1,2018/10/14 16:31,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/14 16:32,,2018/10/14 16:51,,2018/10/14 16:30,2018/10/14 16:30,0:00:00,0:00:00,,00,01,,,,※205行と同一人物と思われるため一番短いものを採用,,
-,☆,16,2018/10/14 16:21,3247,乗客アプリ（目的地から）,2793,1098,3,2,2018/10/14 16:28,,,35.441002 139.650809,横浜元町ショッピングストリート,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/14 16:43,,2018/10/14 17:13,,,2018/10/14 16:21,0:00:00,0:00:00,,00,21,,,,,,
-,☆,16,2018/10/14 16:22,3248,乗客アプリ（地図から）,2787,996,1,1,2018/10/14 16:37,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/10/14 16:33,,2018/10/14 16:46,,,2018/10/14 16:22,0:00:00,0:00:00,,00,14,,,,,,
-,☆,16,2018/10/14 16:24,3250,街角設置端末（店舗から）,0,793,7,3,2018/10/14 16:35,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443908 139.635249,イセザキ・モール,2018/10/14 16:32,,2018/10/14 16:53,,,2018/10/14 16:24,0:00:00,0:00:00,,00,11,,,,,,
-,☆,16,2018/10/14 16:31,3256,乗客アプリ（地図から）,2049,414,9,2,2018/10/14 16:37,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.443659 139.650847,横浜マリンタワー,2018/10/14 16:57,,2018/10/14 17:12,,,2018/10/14 16:31,0:00:00,0:00:00,,00,25,,,,,,
-,☆,16,2018/10/14 16:32,3257,乗客アプリ（地図から）,2697,1154,8,2,2018/10/14 16:33,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/14 17:09,,2018/10/14 17:26,,,2018/10/14 16:32,0:00:00,0:00:00,,00,,,,,※200行と同一人物と思われるため一番短いものを採用,,
-,☆,16,2018/10/14 16:33,3260,乗客アプリ（地図から）,2756,903,3,1,2018/10/14 16:36,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.443704 139.651332,ホテルメルパルク横浜,2018/10/14 16:44,,2018/10/14 17:01,,,2018/10/14 16:33,0:00:00,0:00:00,,00,10,,,,※209行と同一人物と思われるため一番短いものを採用,,
-,☆,16,2018/10/14 16:35,3262,乗客アプリ（地図から）,1604,505,3,3,2018/10/14 16:36,,,35.441002 139.650809,横浜元町ショッピングストリート,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/14 17:07,,2018/10/14 17:33,,,2018/10/14 16:35,0:00:00,0:00:00,,00,32,,,,,,
-,☆,16,2018/10/14 16:35,3263,乗客アプリ（目的地から）,2755,1007,4,1,2018/10/14 16:37,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.443704 139.651332,ホテルメルパルク横浜,2018/10/14 16:58,,2018/10/14 17:14,,,2018/10/14 16:35,0:00:00,0:00:00,,00,22,,,,,,
-,☆,16,2018/10/14 16:37,3264,乗客アプリ（地図から）,2756,398,7,1,2018/10/14 16:37,,,35.443704 139.651332,ホテルメルパルク横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/14 16:59,,2018/10/14 17:17,,,2018/10/14 16:37,0:00:00,0:00:00,,00,,,,,※206行と同一人物と思われるため一番短いものを採用,,
-,☆,16,2018/10/14 16:42,3269,乗客アプリ（目的地から）,2818,305,9,3,2018/10/14 16:42,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/14 17:08,,2018/10/14 17:32,,,2018/10/14 16:42,0:00:00,0:00:00,,00,26,,,,,,
