,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,計算用ダミー,
-,-,14,2018/10/18 14:49,4309,乗客アプリ（目的地から）,3279,765,1,2,,2018/10/18 14:54,2018/10/18 14:59,35.452963 139.642093,横浜赤レンガ倉庫,35.456605 139.635327,横浜ベイホテル東急,2018/10/18 14:52,2018/10/18 14:52,2018/10/18 15:09,2018/10/18 15:09,,2018/10/18 14:49,0:05:01,0:10:02,,02,04,,,,,
-,-,14,2018/10/18 14:50,4310,まちかど設置端末（地図から）,0,622,6,1,,2018/10/18 15:03,2018/10/18 15:14,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/18 15:06,2018/10/18 15:06,2018/10/18 15:28,2018/10/18 15:28,,2018/10/18 14:50,0:10:48,0:10:48,,00,13,,,,,
-,-,14,2018/10/18 14:51,4311,まちかど設置端末（地図から）,0,456,7,1,,2018/10/18 15:05,2018/10/18 15:33,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443659 139.650847,横浜マリンタワー,2018/10/18 15:14,2018/10/18 15:14,2018/10/18 15:38,2018/10/18 15:53,,2018/10/18 14:51,0:28:00,0:28:00,,00,14,,,,,
-,-,14,2018/10/18 14:57,4313,まちかど設置端末（店舗から）,0,391,10,1,,2018/10/18 15:02,2018/10/18 15:21,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/18 15:05,2018/10/18 15:05,2018/10/18 15:20,2018/10/18 15:20,,2018/10/18 14:57,0:19:34,0:19:34,,00,04,,,,,
-,-,14,2018/10/18 14:58,4314,まちかど設置端末（地図から）,0,1113,8,2,,2018/10/18 15:10,2018/10/18 15:17,35.445857 139.647636,ホテルモントレ横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/18 15:07,2018/10/18 15:11,2018/10/18 15:23,2018/10/18 15:26,,2018/10/18 14:58,0:07:10,0:14:20,,02,11,,,,,
-,-,14,2018/10/18 14:59,4315,乗客アプリ（地図から）,3305,774,8,2,,2018/10/18 15:07,2018/10/18 15:28,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/18 15:06,2018/10/18 15:06,2018/10/18 15:41,2018/10/18 15:41,,2018/10/18 14:59,0:20:45,0:41:30,,00,08,,,,,
-,☆,14,2018/10/18 14:01,4281,乗客アプリ（目的地から）,2078,1196,9,1,2018/10/18 14:02,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/18 14:10,,2018/10/18 14:21,,,2018/10/18 14:01,0:00:00,0:00:00,,00,08,,,,,
-,☆,14,2018/10/18 14:18,4291,乗客アプリ（地図から）,2424,877,10,1,2018/10/18 14:19,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/18 14:36,,2018/10/18 14:45,,,2018/10/18 14:18,0:00:00,0:00:00,,00,17,,,,,
-,☆,14,2018/10/18 14:21,4293,乗客アプリ（地図から）,1310,1076,1,1,2018/10/18 14:26,,,35.456605 139.635327,横浜ベイホテル東急,35.448676 139.635696,横浜平和プラザホテル,2018/10/18 14:57,,2018/10/18 15:09,,,2018/10/18 14:21,0:00:00,0:00:00,,00,36,,,,,
★,☆,14,2018/10/18 14:35,4299,まちかど設置端末（店舗から）,0,1287,7,2,2018/10/18 15:48,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.45435 139.631762,横浜ロイヤルパークホテル,2018/10/18 16:32,,2018/10/18 16:46,,2018/10/18 16:32,2018/10/18 16:32,0:00:00,0:00:00,,00,00,,,,,
-,☆,14,2018/10/18 14:37,4302,乗客アプリ（地図から）,59,642,6,1,2018/10/18 14:38,,,35.443908 139.635249,イセザキ・モール,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/18 15:01,,2018/10/18 15:16,,,2018/10/18 14:37,0:00:00,0:00:00,,00,23,,,,,
-,☆,14,2018/10/18 14:48,4307,乗客アプリ（地図から）,1310,438,7,1,2018/10/18 14:48,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/18 14:53,,2018/10/18 14:58,,,2018/10/18 14:48,0:00:00,0:00:00,,00,04,,,,,
-,☆,14,2018/10/18 14:56,4312,まちかど設置端末（店舗から）,0,925,10,1,2018/10/18 14:57,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/18 15:04,,2018/10/18 15:19,,,2018/10/18 14:56,0:00:00,0:00:00,,00,08,,,,,
-,-,15,2018/10/18 15:01,4316,乗客アプリ（地図から）,2526,474,1,1,,2018/10/18 15:03,2018/10/18 15:09,35.454389 139.630904,横浜ランドマークタワー,35.445783 139.642958,横浜情報文化センター,2018/10/18 15:07,2018/10/18 15:07,2018/10/18 15:19,2018/10/18 15:19,,2018/10/18 15:01,0:05:18,0:05:18,423,00,02,07,05,,,
★,-,15,2018/10/18 15:02,4317,乗客アプリ（地図から）,2424,401,7,1,,2018/10/18 15:19,2018/10/18 15:25,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.453715 139.638133,横浜ワールドポーターズ,2018/10/18 15:22,2018/10/18 15:22,2018/10/18 15:37,2018/10/18 15:37,2018/10/18 15:22,2018/10/18 15:22,0:06:23,0:06:23,,00,00,,,,,
-,-,15,2018/10/18 15:04,4318,乗客アプリ（目的地から）,2535,410,10,1,,2018/10/18 15:17,2018/10/18 15:17,35.443908 139.635249,イセザキ・モール,35.454389 139.630904,横浜ランドマークタワー,2018/10/18 15:15,2018/10/18 15:15,2018/10/18 15:31,2018/10/18 15:31,,2018/10/18 15:04,0:00:07,0:00:07,,02,13,,,,,
-,-,15,2018/10/18 15:10,4319,乗客アプリ（地図から）,1310,1177,8,1,,2018/10/18 15:14,2018/10/18 15:21,35.448676 139.635696,横浜平和プラザホテル,35.456605 139.635327,横浜ベイホテル東急,2018/10/18 15:20,2018/10/18 15:20,2018/10/18 15:35,2018/10/18 15:35,,2018/10/18 15:10,0:07:27,0:07:27,,00,03,,,,,
★,-,15,2018/10/18 15:11,4320,まちかど設置端末（地図から）,0,1024,9,1,,2018/10/18 15:32,2018/10/18 15:40,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.454389 139.630904,横浜ランドマークタワー,2018/10/18 15:30,2018/10/18 15:30,2018/10/18 15:48,2018/10/18 15:52,2018/10/18 15:30,2018/10/18 15:30,0:07:39,0:07:39,,02,02,,,,,
-,-,15,2018/10/18 15:12,4321,まちかど設置端末（地図から）,0,844,9,2,,2018/10/18 15:16,2018/10/18 15:25,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.45435 139.631762,横浜ロイヤルパークホテル,2018/10/18 15:16,2018/10/18 15:16,2018/10/18 15:47,2018/10/18 15:47,,2018/10/18 15:12,0:09:34,0:19:08,,00,03,,,,,
-,-,15,2018/10/18 15:13,4322,まちかど設置端末（地図から）,0,928,1,2,,2018/10/18 15:16,2018/10/18 15:33,35.45435 139.631762,横浜ロイヤルパークホテル,35.443659 139.650847,横浜マリンタワー,2018/10/18 15:18,2018/10/18 15:18,2018/10/18 15:38,2018/10/18 15:38,,2018/10/18 15:13,0:16:52,0:33:44,,00,03,,,,,
-,-,15,2018/10/18 15:13,4323,まちかど設置端末（店舗から）,0,698,2,1,,2018/10/18 15:20,2018/10/18 15:31,35.443704 139.651332,ホテルメルパルク横浜,35.443908 139.635249,イセザキ・モール,2018/10/18 15:20,2018/10/18 15:20,2018/10/18 15:37,2018/10/18 15:37,,2018/10/18 15:13,0:11:39,0:11:39,,00,06,,,,,
-,-,15,2018/10/18 15:17,4326,乗客アプリ（目的地から）,3171,950,1,1,,2018/10/18 15:24,2018/10/18 15:38,35.453715 139.638133,横浜ワールドポーターズ,35.441441 139.648505,横浜中華街朱雀門,2018/10/18 15:28,2018/10/18 15:28,2018/10/18 15:47,2018/10/18 15:47,,2018/10/18 15:17,0:14:08,0:14:08,,00,07,,,,,
★,-,15,2018/10/18 15:17,4327,乗客アプリ（地図から）,3263,590,3,1,,2018/10/18 15:36,2018/10/18 15:42,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/18 15:38,2018/10/18 15:38,2018/10/18 15:47,2018/10/18 15:47,2018/10/18 15:38,2018/10/18 15:38,0:06:37,0:06:37,,00,00,,,,,
★,-,15,2018/10/18 15:20,4328,まちかど設置端末（地図から）,0,435,5,2,,2018/10/18 15:47,2018/10/18 15:54,35.452963 139.642093,横浜赤レンガ倉庫,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/18 15:49,2018/10/18 15:49,2018/10/18 16:01,2018/10/18 16:01,2018/10/18 15:45,2018/10/18 15:45,0:06:47,0:13:34,,00,02,,,,,
-,-,15,2018/10/18 15:21,4329,乗客アプリ（目的地から）,1751,513,2,1,,2018/10/18 15:25,2018/10/18 15:35,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/18 15:26,2018/10/18 15:26,2018/10/18 15:50,2018/10/18 15:50,,2018/10/18 15:21,0:10:52,0:10:52,,00,03,,,,,
-,-,15,2018/10/18 15:25,4332,まちかど設置端末（地図から）,0,650,8,4,,2018/10/18 15:37,2018/10/18 15:41,35.450447 139.635947,みなとみらい線　馬車道駅,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/18 15:43,2018/10/18 15:43,2018/10/18 15:55,2018/10/18 15:55,,2018/10/18 15:25,0:04:16,0:17:04,,00,12,,,,,
-,-,15,2018/10/18 15:26,4334,乗客アプリ（地図から）,1603,584,3,3,,2018/10/18 15:28,2018/10/18 16:01,35.443704 139.651332,ホテルメルパルク横浜,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/18 15:30,2018/10/18 15:30,2018/10/18 16:10,2018/10/18 16:10,,2018/10/18 15:26,0:33:02,1:39:06,,00,01,,,,,
-,-,15,2018/10/18 15:30,4336,乗客アプリ（簡単予約）,3311,899,5,2,,2018/10/18 15:43,2018/10/18 15:57,35.452963 139.642093,横浜赤レンガ倉庫,35.454389 139.630904,横浜ランドマークタワー,2018/10/18 15:46,2018/10/18 15:46,2018/10/18 16:09,2018/10/18 16:09,,2018/10/18 15:30,0:13:27,0:26:54,,00,13,,,,,
-,-,15,2018/10/18 15:34,4337,まちかど設置端末（店舗から）,0,1006,7,1,,2018/10/18 15:37,2018/10/18 15:43,35.447541 139.644914,シルク博物館,35.443908 139.635249,イセザキ・モール,2018/10/18 15:40,2018/10/18 15:40,2018/10/18 15:52,2018/10/18 15:52,,2018/10/18 15:34,0:06:03,0:06:03,,00,02,,,,,
★,-,15,2018/10/18 15:36,4339,乗客アプリ（地図から）,1594,966,4,2,,2018/10/18 15:38,2018/10/18 15:50,35.452963 139.642093,横浜赤レンガ倉庫,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/18 15:42,2018/10/18 15:42,2018/10/18 16:00,2018/10/18 16:00,2018/10/18 15:42,2018/10/18 15:42,0:11:19,0:22:38,,00,00,,,,,
-,-,15,2018/10/18 15:37,4340,乗客アプリ（目的地から）,2535,418,9,1,,2018/10/18 15:40,2018/10/18 15:48,35.454389 139.630904,横浜ランドマークタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/18 15:43,2018/10/18 15:43,2018/10/18 15:59,2018/10/18 15:59,,2018/10/18 15:37,0:07:54,0:07:54,,00,03,,,,,
-,-,15,2018/10/18 15:41,4343,乗客アプリ（地図から）,2303,351,8,2,,2018/10/18 15:50,2018/10/18 15:54,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/18 15:59,2018/10/18 15:59,2018/10/18 16:09,2018/10/18 16:09,,2018/10/18 15:41,0:04:26,0:08:52,,00,09,,,,,
-,-,15,2018/10/18 15:43,4344,乗客アプリ（目的地から）,2839,538,3,1,,2018/10/18 15:47,2018/10/18 16:00,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/18 15:51,2018/10/18 15:51,2018/10/18 16:14,2018/10/18 16:14,,2018/10/18 15:43,0:13:44,0:13:44,,00,03,,,,,
-,-,15,2018/10/18 15:45,4345,乗客アプリ（地図から）,3308,975,10,1,,2018/10/18 15:49,2018/10/18 15:56,35.450447 139.635947,みなとみらい線　馬車道駅,35.441441 139.648505,横浜中華街朱雀門,2018/10/18 15:50,2018/10/18 15:50,2018/10/18 16:05,2018/10/18 16:05,,2018/10/18 15:45,0:07:41,0:07:41,,00,04,,,,,
-,-,15,2018/10/18 15:45,4346,乗客アプリ（地図から）,1987,971,2,1,,2018/10/18 15:50,2018/10/18 15:55,35.450681 139.632446,横浜桜木町ワシントンホテル,35.453715 139.638133,横浜ワールドポーターズ,2018/10/18 15:54,2018/10/18 15:54,2018/10/18 16:04,2018/10/18 16:04,,2018/10/18 15:45,0:05:39,0:05:39,,00,05,,,,,
-,-,15,2018/10/18 15:45,4347,乗客アプリ（簡単予約）,3303,754,1,1,,2018/10/18 16:01,2018/10/18 16:17,35.454389 139.630904,横浜ランドマークタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/18 16:06,2018/10/18 16:06,2018/10/18 16:26,2018/10/18 16:27,,2018/10/18 15:45,0:16:11,0:16:11,,00,16,,,,,
-,-,15,2018/10/18 15:48,4348,まちかど設置端末（店舗から）,0,332,9,1,,2018/10/18 15:51,2018/10/18 15:57,35.447541 139.644914,シルク博物館,35.443908 139.635249,イセザキ・モール,2018/10/18 15:52,2018/10/18 15:52,2018/10/18 16:04,2018/10/18 16:04,,2018/10/18 15:48,0:06:06,0:06:06,,00,03,,,,,
-,-,15,2018/10/18 15:49,4349,まちかど設置端末（店舗から）,0,1221,4,2,,2018/10/18 15:57,2018/10/18 16:02,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.45435 139.631762,横浜ロイヤルパークホテル,2018/10/18 16:09,2018/10/18 16:09,2018/10/18 16:23,2018/10/18 16:23,,2018/10/18 15:49,0:04:30,0:09:00,,00,08,,,,,
-,-,15,2018/10/18 15:52,4350,まちかど設置端末（地図から）,0,822,2,2,,2018/10/18 16:03,2018/10/18 16:10,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/10/18 16:12,2018/10/18 16:12,2018/10/18 16:25,2018/10/18 16:25,,2018/10/18 15:52,0:06:56,0:13:52,,00,11,,,,,
★,-,15,2018/10/18 15:55,4351,まちかど設置端末（店舗から）,0,1081,7,2,,2018/10/18 20:53,2018/10/18 21:04,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/18 21:00,2018/10/18 21:00,2018/10/18 21:18,2018/10/18 21:25,2018/10/18 21:00,2018/10/18 21:00,0:10:16,0:20:32,,00,00,,,,,
-,-,15,2018/10/18 15:58,4352,まちかど設置端末（地図から）,0,1138,9,1,,2018/10/18 16:17,2018/10/18 16:22,35.450447 139.635947,みなとみらい線　馬車道駅,35.445857 139.647636,ホテルモントレ横浜,2018/10/18 16:08,2018/10/18 16:08,2018/10/18 16:20,2018/10/18 16:20,,2018/10/18 15:58,0:05:23,0:05:23,,08,18,,,,,
-,☆,15,2018/10/18 15:15,4324,乗客アプリWeb（目的地から）,3091,860,6,1,2018/10/18 15:15,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.453715 139.638133,横浜ワールドポーターズ,2018/10/18 15:27,,2018/10/18 15:34,,,2018/10/18 15:15,0:00:00,0:00:00,,00,11,,,,,
-,☆,15,2018/10/18 15:15,4325,乗客アプリ（目的地から）,1204,586,8,1,2018/10/18 15:16,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/10/18 15:48,,2018/10/18 16:05,,,2018/10/18 15:15,0:00:00,0:00:00,,00,32,,,,,
-,☆,15,2018/10/18 15:21,4330,乗客アプリ（地図から）,1603,819,3,3,2018/10/18 15:21,,,35.443704 139.651332,ホテルメルパルク横浜,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/18 15:30,,2018/10/18 16:10,,,2018/10/18 15:21,0:00:00,0:00:00,,00,08,,,,,"※177,178行と同一人物と思われるため一番短いものを採用"
-,☆,15,2018/10/18 15:22,4331,乗客アプリ（目的地から）,1603,1052,3,3,2018/10/18 15:25,,,35.443704 139.651332,ホテルメルパルク横浜,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/18 15:31,,2018/10/18 16:12,,,2018/10/18 15:22,0:00:00,0:00:00,,00,09,,,,,"※176,178行と同一人物と思われるため一番短いものを採用"
-,☆,15,2018/10/18 15:25,4333,乗客アプリ（目的地から）,1603,839,3,1,2018/10/18 15:25,,,35.443704 139.651332,ホテルメルパルク横浜,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/18 15:29,,2018/10/18 16:11,,,2018/10/18 15:25,0:00:00,0:00:00,,00,04,,,,,"※176,177行と同一人物と思われるため一番短いものを採用"
-,☆,15,2018/10/18 15:29,4335,乗客アプリ（目的地から）,1204,1235,7,1,2018/10/18 15:30,,,35.445783 139.642958,横浜情報文化センター,35.443908 139.635249,イセザキ・モール,2018/10/18 15:47,,2018/10/18 15:57,,,2018/10/18 15:29,0:00:00,0:00:00,,00,18,,,,,
-,☆,15,2018/10/18 15:35,4338,乗客アプリ（簡単予約）,2535,1248,10,1,2018/10/18 15:36,,,35.454389 139.630904,横浜ランドマークタワー,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/18 15:38,,2018/10/18 15:54,,,2018/10/18 15:35,0:00:00,0:00:00,,00,03,,,,,
-,☆,15,2018/10/18 15:39,4341,乗客アプリ（地図から）,2303,1137,2,2,2018/10/18 15:39,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/18 15:58,,2018/10/18 16:08,,,2018/10/18 15:39,0:00:00,0:00:00,,00,19,,,,,※182行と同一人物と思われるため一番短いものを採用
-,☆,15,2018/10/18 15:40,4342,乗客アプリ（地図から）,2303,1082,2,2,2018/10/18 15:41,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/18 15:59,,2018/10/18 16:08,,,2018/10/18 15:40,0:00:00,0:00:00,,00,19,,,,,※181行と同一人物と思われるため一番短いものを採用
-,☆,15,2018/10/18 15:58,4353,まちかど設置端末（店舗から）,0,1051,1,1,2018/10/18 16:00,,,35.454389 139.630904,横浜ランドマークタワー,35.443908 139.635249,イセザキ・モール,2018/10/18 16:06,,2018/10/18 16:19,,,2018/10/18 15:58,0:00:00,0:00:00,,00,07,,,,,
-,☆,15,2018/10/18 15:59,4354,乗客アプリ（目的地から）,2535,992,10,1,2018/10/18 15:59,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/18 16:08,,2018/10/18 16:21,,,2018/10/18 15:59,0:00:00,0:00:00,,00,08,,,,,
-,-,16,2018/10/18 16:01,4355,まちかど設置端末（地図から）,0,1093,1,1,,2018/10/18 16:04,2018/10/18 16:17,35.454389 139.630904,横浜ランドマークタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/18 16:06,2018/10/18 16:06,2018/10/18 16:27,2018/10/18 16:28,,2018/10/18 16:01,0:13:13,0:13:13,448,00,03,05,03,,,
-,-,16,2018/10/18 16:02,4356,乗客アプリ（目的地から）,3311,1216,1,2,,2018/10/18 16:06,2018/10/18 16:12,35.454389 139.630904,横浜ランドマークタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/18 16:05,2018/10/18 16:05,2018/10/18 16:23,2018/10/18 16:23,,2018/10/18 16:02,0:06:32,0:13:04,,00,03,,,,,
-,-,16,2018/10/18 16:03,4357,乗客アプリ（地図から）,2535,310,10,1,,2018/10/18 16:06,2018/10/18 16:12,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/18 16:09,2018/10/18 16:09,2018/10/18 16:22,2018/10/18 16:22,,2018/10/18 16:03,0:06:25,0:06:25,,00,03,,,,,
-,-,16,2018/10/18 16:04,4358,乗客アプリ（地図から）,3308,390,6,1,,2018/10/18 16:24,2018/10/18 16:34,35.441441 139.648505,横浜中華街朱雀門,35.443908 139.635249,イセザキ・モール,2018/10/18 16:23,2018/10/18 16:23,2018/10/18 16:37,2018/10/18 16:37,,2018/10/18 16:04,0:10:00,0:10:00,,01,20,,,,,
★,-,16,2018/10/18 16:05,4360,乗客アプリ（地図から）,2999,675,3,1,,2018/10/18 16:19,2018/10/18 16:25,35.443908 139.635249,イセザキ・モール,35.456605 139.635327,横浜ベイホテル東急,2018/10/18 16:20,2018/10/18 16:20,2018/10/18 16:35,2018/10/18 16:35,2018/10/18 16:20,2018/10/18 16:20,0:05:19,0:05:19,,00,00,,,,,
★,-,16,2018/10/18 16:12,4361,乗客アプリ（簡単予約）,1210,364,3,1,,2018/10/18 17:18,2018/10/18 17:25,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/18 17:20,2018/10/18 17:23,2018/10/18 17:31,2018/10/18 17:34,2018/10/18 17:20,2018/10/18 17:20,0:06:39,0:06:39,,00,00,,,,,
-,-,16,2018/10/18 16:13,4362,乗客アプリ（地図から）,1949,384,4,1,,2018/10/18 16:17,2018/10/18 16:34,35.445783 139.642958,横浜情報文化センター,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/18 16:17,2018/10/18 16:17,2018/10/18 16:38,2018/10/18 16:45,,2018/10/18 16:13,0:17:43,0:17:43,,00,03,,,,,
★,-,16,2018/10/18 16:17,4363,乗客アプリ（地図から）,2163,934,4,2,,2018/10/18 16:34,2018/10/18 16:49,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443073 139.651914,横浜人形の家,2018/10/18 16:36,2018/10/18 16:36,2018/10/18 17:09,2018/10/18 17:00,2018/10/18 16:35,2018/10/18 16:35,0:14:14,0:28:28,,00,00,,,,,
-,-,16,2018/10/18 16:18,4365,乗客アプリ（地図から）,2303,632,10,2,,2018/10/18 16:27,2018/10/18 16:32,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.443908 139.635249,イセザキ・モール,2018/10/18 16:29,2018/10/18 16:29,2018/10/18 16:42,2018/10/18 16:42,,2018/10/18 16:18,0:05:24,0:10:48,,00,08,,,,,
-,-,16,2018/10/18 16:19,4366,まちかど設置端末（地図から）,0,788,2,1,,2018/10/18 16:29,2018/10/18 16:44,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.445857 139.647636,ホテルモントレ横浜,2018/10/18 16:24,2018/10/18 16:28,2018/10/18 16:45,2018/10/18 16:48,,2018/10/18 16:19,0:14:31,0:14:31,,05,10,,,,,
-,-,16,2018/10/18 16:24,4368,乗客アプリ（地図から）,3035,935,2,2,,2018/10/18 16:29,2018/10/18 16:47,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/18 16:27,2018/10/18 16:27,2018/10/18 16:53,2018/10/18 16:53,,2018/10/18 16:24,0:18:14,0:36:28,,01,04,,,,,
★,-,16,2018/10/18 16:26,4369,乗客アプリ（目的地から）,3311,686,7,2,,2018/10/18 16:49,2018/10/18 17:04,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.45435 139.631762,横浜ロイヤルパークホテル,2018/10/18 16:50,2018/10/18 16:55,2018/10/18 17:07,2018/10/18 17:17,2018/10/18 16:50,2018/10/18 16:50,0:14:49,0:29:38,,00,00,,,,,
-,-,16,2018/10/18 16:34,4371,乗客アプリ（地図から）,1751,1136,2,1,,2018/10/18 16:37,2018/10/18 16:47,35.448801 139.636702,ホテルルートイン横浜馬車道,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/18 16:38,2018/10/18 16:38,2018/10/18 16:54,2018/10/18 16:54,,2018/10/18 16:34,0:09:44,0:09:44,,00,03,,,,,
★,-,16,2018/10/18 16:39,4374,乗客アプリ（地図から）,1987,989,5,2,,2018/10/18 17:01,2018/10/18 17:06,35.453715 139.638133,横浜ワールドポーターズ,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/18 17:00,2018/10/18 17:00,2018/10/18 17:13,2018/10/18 17:13,2018/10/18 17:00,2018/10/18 17:00,0:05:24,0:10:48,,00,00,,,,,
-,-,16,2018/10/18 16:43,4375,まちかど設置端末（地図から）,0,409,7,2,,2018/10/18 16:44,2018/10/18 16:58,35.443073 139.651914,横浜人形の家,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/18 16:47,2018/10/18 16:47,2018/10/18 17:12,2018/10/18 17:12,,2018/10/18 16:43,0:13:59,0:27:58,,00,01,,,,,
-,-,16,2018/10/18 16:43,4376,乗客アプリ（目的地から）,3118,384,8,1,,2018/10/18 16:50,2018/10/18 16:56,35.443908 139.635249,イセザキ・モール,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/18 16:54,2018/10/18 16:54,2018/10/18 17:08,2018/10/18 17:08,,2018/10/18 16:43,0:05:26,0:05:26,,00,07,,,,,
-,-,16,2018/10/18 16:44,4377,まちかど設置端末（店舗から）,0,784,1,2,,2018/10/18 16:51,2018/10/18 17:02,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/10/18 16:59,2018/10/18 16:59,2018/10/18 17:17,2018/10/18 17:17,,2018/10/18 16:44,0:10:59,0:21:58,,00,07,,,,,
-,-,16,2018/10/18 16:46,4378,まちかど設置端末（地図から）,0,1297,9,1,,2018/10/18 16:51,2018/10/18 17:14,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/18 16:53,2018/10/18 16:53,2018/10/18 17:18,2018/10/18 17:29,,2018/10/18 16:46,0:22:12,0:22:12,,00,05,,,,,
-,-,16,2018/10/18 16:49,4379,乗客アプリ（目的地から）,3303,986,4,1,,2018/10/18 16:55,2018/10/18 17:04,35.441002 139.650809,横浜元町ショッピングストリート,35.443908 139.635249,イセザキ・モール,2018/10/18 16:56,2018/10/18 16:56,2018/10/18 17:12,2018/10/18 17:12,,2018/10/18 16:49,0:09:02,0:09:02,,00,05,,,,,
-,-,16,2018/10/18 16:50,4380,まちかど設置端末（地図から）,0,659,9,2,,2018/10/18 16:59,2018/10/18 17:08,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/18 17:01,2018/10/18 17:01,2018/10/18 17:20,2018/10/18 17:20,,2018/10/18 16:50,0:08:49,0:17:38,,00,09,,,,,
