,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,,
-,-,14,2018/10/7 14:16,1326,乗客アプリ（目的地から）,1742,913,10,1,,2018/10/7 14:29,2018/10/7 14:56,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/7 14:24,2018/10/7 14:25,2018/10/7 14:49,2018/10/7 14:52,,0:26:11,0:26:11,,05,13,,,
-,-,14,2018/10/7 14:17,1327,乗客アプリ（目的地から）,1740,718,10,1,,2018/10/7 14:29,2018/10/7 15:01,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443659 139.650847,横浜マリンタワー,2018/10/7 14:24,2018/10/7 14:25,2018/10/7 14:59,2018/10/7 15:01,,0:31:20,0:31:20,,05,11,,,
-,-,14,2018/10/7 14:31,1333,乗客アプリ（目的地から）,1334,344,7,1,,2018/10/7 14:35,2018/10/7 14:44,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/7 14:37,2018/10/7 14:37,2018/10/7 14:48,2018/10/7 14:48,,0:09:03,0:09:03,,00,03,,,
-,-,14,2018/10/7 14:21,1329,乗客アプリ（地図から）,1753,922,3,1,,2018/10/7 14:35,2018/10/7 14:42,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/7 14:28,2018/10/7 14:32,2018/10/7 14:38,2018/10/7 14:43,,0:07:36,0:07:36,,07,13,,,
-,-,14,2018/10/7 14:31,1332,乗客アプリ（地図から）,1951,955,9,2,,2018/10/7 14:42,2018/10/7 15:12,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443863 139.64702,ローズホテル横浜,2018/10/7 14:51,2018/10/7 14:52,2018/10/7 15:14,2018/10/7 15:24,,0:29:33,0:59:06,,00,11,,,
-,-,14,2018/10/7 14:34,1334,街角設置端末（地図から）,0,1182,9,1,,2018/10/7 14:45,2018/10/7 15:03,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/7 14:53,2018/10/7 14:53,2018/10/7 15:05,2018/10/7 15:05,,0:18:22,0:18:22,,00,10,,,
-,-,14,2018/10/7 14:41,1339,街角設置端末（店舗から）,0,1008,4,2,,2018/10/7 14:50,2018/10/7 15:11,35.443704 139.651332,ホテルメルパルク横浜,35.443908 139.635249,イセザキ・モール,2018/10/7 14:48,2018/10/7 14:48,2018/10/7 15:05,2018/10/7 15:05,,0:20:54,0:41:48,,02,09,,,
-,-,14,2018/10/7 14:44,1341,乗客アプリ（目的地から）,1811,1169,7,1,,2018/10/7 14:50,2018/10/7 15:17,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/7 14:53,2018/10/7 14:53,2018/10/7 15:14,2018/10/7 15:14,,0:27:07,0:27:07,,00,05,,,
-,-,14,2018/10/7 14:37,1337,乗客アプリ（地図から）,1952,721,5,2,,2018/10/7 14:53,2018/10/7 15:00,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/7 15:01,2018/10/7 15:01,2018/10/7 15:14,2018/10/7 15:14,,0:06:57,0:13:54,,00,15,,,
-,-,14,2018/10/7 14:46,1342,乗客アプリ（目的地から）,1334,474,1,1,,2018/10/7 14:56,2018/10/7 15:14,35.450447 139.635947,みなとみらい線　馬車道駅,35.456605 139.635327,横浜ベイホテル東急,2018/10/7 14:57,2018/10/7 14:57,2018/10/7 15:08,2018/10/7 15:08,,0:17:38,0:17:38,,00,09,,,
-,-,14,2018/10/7 14:47,1343,乗客アプリ（目的地から）,1623,1233,6,4,,2018/10/7 15:01,2018/10/7 15:17,35.443863 139.64702,ローズホテル横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/7 15:02,2018/10/7 15:02,2018/10/7 15:20,2018/10/7 15:26,,0:15:21,1:01:24,,00,14,,,
-,-,14,2018/10/7 14:54,1347,乗客アプリ（地図から）,1752,1109,5,2,,2018/10/7 15:10,2018/10/7 15:21,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/7 15:14,2018/10/7 15:14,2018/10/7 15:28,2018/10/7 15:28,,0:11:10,0:22:20,,00,15,,,
★,-,14,2018/10/7 14:50,1344,乗客アプリ（地図から）,1386,348,1,3,,2018/10/7 15:14,2018/10/7 15:30,35.456605 139.635327,横浜ベイホテル東急,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/7 15:08,2018/10/7 15:20,2018/10/7 15:26,2018/10/7 15:38,2018/10/7 14:55,0:16:03,0:48:09,,05,13,,,
-,-,14,2018/10/7 14:50,1345,乗客アプリ（地図から）,1905,350,9,2,,2018/10/7 15:18,2018/10/7 15:30,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/7 15:01,2018/10/7 15:21,2018/10/7 15:13,2018/10/7 15:33,,0:12:22,0:24:44,,16,27,,,
★,☆,14,2018/10/7 12:51,1263,乗客アプリ（地図から）,1753,1183,2,1,2018/10/7 14:21,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/7 14:28,,2018/10/7 14:40,,2018/10/7 14:28,,,,00,00,,,
★,☆,14,2018/10/7 13:26,1290,乗客アプリ（地図から）,1706,987,7,1,2018/10/7 13:36,,,35.452963 139.642093,横浜赤レンガ倉庫,35.443908 139.635249,イセザキ・モール,2018/10/7 14:00,,2018/10/7 14:24,,2018/10/7 14:00,,,,00,00,,,
★,☆,14,2018/10/7 13:36,1296,乗客アプリ（地図から）,1944,957,7,1,2018/10/7 13:37,,,35.450447 139.635947,みなとみらい線　馬車道駅,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/7 14:00,,2018/10/7 14:34,,2018/10/7 14:00,,,,00,00,,,
-,☆,14,2018/10/7 14:00,1322,乗客アプリ（目的地から）,1024,844,9,1,2018/10/7 14:01,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.441441 139.648505,横浜中華街朱雀門,2018/10/7 14:30,,2018/10/7 14:51,,,,,,00,29,,,
-,☆,14,2018/10/7 14:22,1331,乗客アプリ（目的地から）,1333,711,7,1,2018/10/7 14:37,,,35.454389 139.630904,横浜ランドマークタワー,35.445783 139.642958,横浜情報文化センター,2018/10/7 14:36,,2018/10/7 14:50,,,,,,00,13,,,
-,☆,14,2018/10/7 14:50,1346,乗客アプリ（地図から）,1961,684,6,3,2018/10/7 14:54,,,35.452963 139.642093,横浜赤レンガ倉庫,35.443704 139.651332,ホテルメルパルク横浜,2018/10/7 15:20,,2018/10/7 15:36,,,,,,00,29,,,
-,☆,14,2018/10/7 14:57,1348,乗客アプリ（地図から）,1328,1154,10,1,2018/10/7 14:57,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.447541 139.644914,シルク博物館,2018/10/7 15:15,,2018/10/7 15:19,,,,,,00,18,,,
★,-,15,2018/10/7 14:57,1349,街角設置端末（店舗から）,0,503,7,2,,2018/10/7 15:05,2018/10/7 15:05,35.445783 139.642958,横浜情報文化センター,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/7 15:04,2018/10/7 15:04,2018/10/7 15:17,2018/10/7 15:17,2018/10/7 15:00,0:00:08,0:00:16,566,00,04,17,,
-,-,15,2018/10/7 15:00,1350,乗客アプリ（目的地から）,1922,548,6,2,,2018/10/7 15:07,2018/10/7 15:21,35.443659 139.650847,横浜マリンタワー,35.454389 139.630904,横浜ランドマークタワー,2018/10/7 15:07,2018/10/7 15:07,2018/10/7 15:40,2018/10/7 15:40,,0:14:10,0:28:20,,00,07,,,
★,-,15,2018/10/7 15:08,1363,街角設置端末（店舗から）,0,584,2,2,,2018/10/7 15:13,2018/10/7 15:18,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/7 15:15,2018/10/7 15:15,2018/10/7 15:24,2018/10/7 15:24,2018/10/7 15:15,0:05:10,0:10:20,,00,00,,,
★,-,15,2018/10/7 14:36,1336,乗客アプリ（地図から）,1901,1289,8,2,,2018/10/7 15:17,2018/10/7 15:30,35.443863 139.64702,ローズホテル横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/7 15:11,2018/10/7 15:11,2018/10/7 15:27,2018/10/7 15:27,2018/10/7 15:10,0:12:23,0:24:46,,05,01,,,
-,-,15,2018/10/7 15:07,1362,街角設置端末（地図から）,0,501,10,2,,2018/10/7 15:23,2018/10/7 15:33,35.450447 139.635947,みなとみらい線　馬車道駅,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/7 15:17,2018/10/7 15:17,2018/10/7 15:35,2018/10/7 15:35,,0:09:44,0:19:28,,05,15,,,
-,-,15,2018/10/7 15:10,1366,街角設置端末（地図から）,0,1086,2,3,,2018/10/7 15:26,2018/10/7 15:55,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.441441 139.648505,横浜中華街朱雀門,2018/10/7 15:36,2018/10/7 15:36,2018/10/7 16:05,2018/10/7 16:06,,0:28:43,1:26:09,,00,15,,,
-,-,15,2018/10/7 15:09,1364,乗客アプリ（目的地から）,1671,559,7,2,,2018/10/7 15:27,2018/10/7 15:35,35.448676 139.635696,横浜平和プラザホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/7 15:34,2018/10/7 15:34,2018/10/7 15:48,2018/10/7 15:48,,0:07:39,0:15:18,,00,18,,,
-,-,15,2018/10/7 15:23,1372,街角設置端末（地図から）,0,1195,2,2,,2018/10/7 15:30,2018/10/7 15:54,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441441 139.648505,横浜中華街朱雀門,2018/10/7 15:41,2018/10/7 15:41,2018/10/7 16:05,2018/10/7 16:05,,0:23:59,0:47:58,,00,07,,,
-,-,15,2018/10/7 15:02,1352,街角設置端末（地図から）,0,538,10,4,,2018/10/7 15:33,2018/10/7 15:43,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/7 15:29,2018/10/7 15:36,2018/10/7 15:46,2018/10/7 15:53,,0:09:11,0:36:44,,04,31,,,
-,-,15,2018/10/7 15:30,1374,乗客アプリ（目的地から）,1886,1246,4,1,,2018/10/7 15:34,2018/10/7 15:59,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/7 15:36,2018/10/7 15:36,2018/10/7 16:04,2018/10/7 16:04,,0:25:18,0:25:18,,00,03,,,
-,-,15,2018/10/7 15:16,1371,街角設置端末（店舗から）,0,1279,3,1,,2018/10/7 15:34,2018/10/7 15:45,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/10/7 15:39,2018/10/7 15:39,2018/10/7 15:56,2018/10/7 15:56,,0:10:32,0:10:32,,00,18,,,
-,-,15,2018/10/7 15:34,1378,街角設置端末（地図から）,0,1162,7,1,,2018/10/7 15:40,2018/10/7 15:50,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443908 139.635249,イセザキ・モール,2018/10/7 15:42,2018/10/7 15:42,2018/10/7 15:57,2018/10/7 15:57,,0:09:49,0:09:49,,00,06,,,
★,-,15,2018/10/7 14:43,1340,乗客アプリ（地図から）,1512,728,8,2,,2018/10/7 15:41,2018/10/7 15:52,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/7 15:43,2018/10/7 15:43,2018/10/7 15:58,2018/10/7 15:58,2018/10/7 15:40,0:11:09,0:22:18,,00,03,,,
-,-,15,2018/10/7 15:11,1367,乗客アプリ（目的地から）,1875,496,4,1,,2018/10/7 15:43,2018/10/7 16:04,35.441002 139.650809,横浜元町ショッピングストリート,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/7 15:44,2018/10/7 15:44,2018/10/7 16:03,2018/10/7 16:09,,0:20:59,0:20:59,,00,31,,,
-,-,15,2018/10/7 15:36,1380,街角設置端末（店舗から）,0,1000,2,1,,2018/10/7 15:44,2018/10/7 15:54,35.450447 139.635947,みなとみらい線　馬車道駅,35.441441 139.648505,横浜中華街朱雀門,2018/10/7 15:44,2018/10/7 15:44,2018/10/7 15:57,2018/10/7 15:57,,0:10:44,0:10:44,,00,07,,,
-,-,15,2018/10/7 15:25,1373,乗客アプリ（目的地から）,1162,598,9,2,,2018/10/7 15:45,2018/10/7 15:51,35.445783 139.642958,横浜情報文化センター,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/7 15:49,2018/10/7 15:49,2018/10/7 16:02,2018/10/7 16:03,,0:05:59,0:11:58,,00,19,,,
-,-,15,2018/10/7 15:39,1382,乗客アプリ（目的地から）,1214,946,9,1,,2018/10/7 15:46,2018/10/7 15:51,35.445783 139.642958,横浜情報文化センター,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/7 15:50,2018/10/7 15:50,2018/10/7 16:02,2018/10/7 16:02,,0:05:23,0:05:23,,00,06,,,
-,-,15,2018/10/7 15:34,1379,乗客アプリ（地図から）,1901,1043,10,2,,2018/10/7 15:53,2018/10/7 15:57,35.447541 139.644914,シルク博物館,35.443073 139.651914,横浜人形の家,2018/10/7 15:57,2018/10/7 15:57,2018/10/7 16:05,2018/10/7 16:05,,0:04:28,0:08:56,,00,18,,,
-,-,15,2018/10/7 15:13,1370,乗客アプリ（目的地から）,1921,709,1,2,,2018/10/7 16:00,2018/10/7 16:10,35.452963 139.642093,横浜赤レンガ倉庫,35.448676 139.635696,横浜平和プラザホテル,2018/10/7 15:50,2018/10/7 15:59,2018/10/7 16:01,2018/10/7 16:09,,0:10:09,0:20:18,,09,47,,,
-,-,15,2018/10/7 15:55,1391,街角設置端末（店舗から）,0,516,2,1,,2018/10/7 16:02,2018/10/7 16:22,35.443073 139.651914,横浜人形の家,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/7 16:01,2018/10/7 16:01,2018/10/7 16:21,2018/10/7 16:21,,0:19:33,0:19:33,,01,07,,,
-,-,15,2018/10/7 15:54,1390,乗客アプリ（地図から）,1913,659,10,2,,2018/10/7 16:06,2018/10/7 16:30,35.441002 139.650809,横浜元町ショッピングストリート,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/7 16:03,2018/10/7 16:08,2018/10/7 16:29,2018/10/7 16:35,,0:23:28,0:46:56,,03,12,,,
-,-,15,2018/10/7 15:39,1383,乗客アプリ（目的地から）,1038,616,2,2,,2018/10/7 16:08,2018/10/7 16:22,35.445857 139.647636,ホテルモントレ横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/7 16:06,2018/10/7 16:07,2018/10/7 16:20,2018/10/7 16:22,,0:14:21,0:28:42,,01,28,,,
-,-,15,2018/10/7 15:44,1386,乗客アプリ（目的地から）,1334,650,4,1,,2018/10/7 16:13,2018/10/7 16:43,35.456605 139.635327,横浜ベイホテル東急,35.443704 139.651332,ホテルメルパルク横浜,2018/10/7 16:17,2018/10/7 16:17,2018/10/7 16:35,2018/10/7 16:42,,0:29:55,0:29:55,,00,29,,,
-,-,15,2018/10/7 15:58,1394,乗客アプリ（地図から）,1157,694,9,2,,2018/10/7 16:16,2018/10/7 16:28,35.443704 139.651332,ホテルメルパルク横浜,35.443908 139.635249,イセザキ・モール,2018/10/7 16:11,2018/10/7 16:11,2018/10/7 16:29,2018/10/7 16:29,,0:12:46,0:25:32,,04,17,,,
-,☆,15,2018/10/7 15:57,1393,乗客アプリ（地図から）,1885,915,3,1,2018/10/7 16:43,2018/10/7 16:15,,35.443659 139.650847,横浜マリンタワー,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/7 16:22,2018/10/7 16:22,2018/10/7 16:51,,,,,,20,25,,,
★,☆,15,2018/10/7 14:36,1335,街角設置端末（店舗から）,0,1013,8,2,2018/10/7 15:16,,,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/7 15:07,,2018/10/7 15:24,,2018/10/7 15:07,,,,09,00,,,
★,☆,15,2018/10/7 14:38,1338,乗客アプリ（目的地から）,1960,1218,2,3,2018/10/7 15:11,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.454389 139.630904,横浜ランドマークタワー,2018/10/7 15:30,,2018/10/7 15:39,,2018/10/7 15:30,,,,00,00,,,
-,☆,15,2018/10/7 15:02,1353,乗客アプリ（地図から）,1961,1231,1,3,2018/10/7 15:03,,,35.452963 139.642093,横浜赤レンガ倉庫,35.456605 139.635327,横浜ベイホテル東急,2018/10/7 15:38,,2018/10/7 15:56,,,,,,00,35,,,
-,☆,15,2018/10/7 15:03,1354,乗客アプリ（目的地から）,1107,600,4,1,2018/10/7 15:04,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/7 15:37,,2018/10/7 15:49,,,,,,00,33,,,
-,☆,15,2018/10/7 15:04,1355,乗客アプリ（簡単予約）,1671,356,1,1,2018/10/7 15:05,,,35.448676 139.635696,横浜平和プラザホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/7 15:21,,2018/10/7 15:34,,,,,,00,17,,,※195行と同一人物と思われるため一番短い待ち時間を採用
-,☆,15,2018/10/7 15:04,1356,乗客アプリ（目的地から）,1939,556,4,1,2018/10/7 15:05,,,35.448676 139.635696,横浜平和プラザホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/7 15:35,,2018/10/7 15:48,,,,,,00,,,,※194行と同一人物と思われるため一番短い待ち時間を採用
-,☆,15,2018/10/7 15:04,1357,乗客アプリ（目的地から）,1107,1059,2,1,2018/10/7 15:05,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/7 15:42,,2018/10/7 15:54,,,,,,00,,,,※196行と同一人物と思われるため一番短い待ち時間を採用
-,☆,15,2018/10/7 15:05,1358,乗客アプリ（目的地から）,1107,717,7,1,2018/10/7 15:06,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/7 15:31,,2018/10/7 15:42,,,,,,00,25,,,※197行と同一人物と思われるため一番短い待ち時間を採用
-,☆,15,2018/10/7 15:06,1359,乗客アプリ（目的地から）,1939,1039,1,1,2018/10/7 15:07,,,35.448676 139.635696,横浜平和プラザホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/7 15:22,,2018/10/7 15:35,,,,,,00,16,,,※199行と同一人物と思われるため一番短い待ち時間を採用
-,☆,15,2018/10/7 15:06,1360,乗客アプリ（簡単予約）,1671,669,7,1,2018/10/7 15:07,,,35.448676 139.635696,横浜平和プラザホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/7 15:34,,2018/10/7 15:47,,,,,,00,,,,※198行と同一人物と思われるため一番短い待ち時間を採用
-,☆,15,2018/10/7 15:07,1361,乗客アプリ（目的地から）,1886,482,1,1,2018/10/7 15:07,,,35.441002 139.650809,横浜元町ショッピングストリート,35.447699 139.644009,横浜開港資料館,2018/10/7 15:42,,2018/10/7 15:53,,,,,,00,,,,※201行と同一人物と思われるため一番短い待ち時間を採用
-,☆,15,2018/10/7 15:09,1365,乗客アプリ（目的地から）,1886,1019,4,1,2018/10/7 15:11,,,35.441441 139.648505,横浜中華街朱雀門,35.447699 139.644009,横浜開港資料館,2018/10/7 15:42,,2018/10/7 15:51,,,,,,00,32,,,※200行と同一人物と思われるため一番短い待ち時間を採用
-,☆,15,2018/10/7 15:12,1368,街角設置端末（店舗から）,0,1300,9,1,2018/10/7 15:15,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/10/7 15:44,,2018/10/7 16:01,,,,,,00,32,,,
-,☆,15,2018/10/7 15:31,1375,乗客アプリ（地図から）,1901,382,10,1,2018/10/7 15:32,,,35.452963 139.642093,横浜赤レンガ倉庫,35.443073 139.651914,横浜人形の家,2018/10/7 16:01,,2018/10/7 16:16,,,,,,00,30,,,
-,☆,15,2018/10/7 15:33,1376,街角設置端末（店舗から）,0,429,1,2,2018/10/7 15:47,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/7 15:40,,2018/10/7 15:58,,,,,,07,07,,,
-,☆,15,2018/10/7 15:33,1377,乗客アプリ（簡単予約）,1896,1175,2,1,2018/10/7 15:33,,,35.448676 139.635696,横浜平和プラザホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/7 15:43,,2018/10/7 15:54,,,,,,00,09,,,
-,☆,15,2018/10/7 15:37,1381,街角設置端末（地図から）,0,772,3,2,2018/10/7 16:10,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.441441 139.648505,横浜中華街朱雀門,2018/10/7 16:05,,2018/10/7 16:18,,,,,,04,27,,,
-,☆,15,2018/10/7 15:41,1384,乗客アプリ（地図から）,1902,1299,9,2,2018/10/7 15:42,,,35.452963 139.642093,横浜赤レンガ倉庫,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/10/7 16:13,,2018/10/7 16:24,,,,,,00,31,,,
-,☆,15,2018/10/7 15:42,1385,乗客アプリ（目的地から）,1334,389,4,1,2018/10/7 15:43,,,35.456605 139.635327,横浜ベイホテル東急,35.443704 139.651332,ホテルメルパルク横浜,2018/10/7 16:18,,2018/10/7 16:36,,,,,,00,36,,,
-,☆,15,2018/10/7 15:51,1387,乗客アプリ（地図から）,1338,428,5,1,2018/10/7 15:51,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/10/7 16:04,,2018/10/7 16:15,,,,,,00,13,,,
-,☆,15,2018/10/7 15:51,1388,街角設置端末（店舗から）,0,1167,8,3,2018/10/7 15:59,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/7 15:54,,2018/10/7 16:11,,,,,,04,03,,,
-,☆,15,2018/10/7 15:57,1392,乗客アプリ（地図から）,1157,838,9,2,2018/10/7 15:57,,,35.443908 139.635249,イセザキ・モール,35.443704 139.651332,ホテルメルパルク横浜,2018/10/7 16:06,,2018/10/7 16:23,,,,,,00,09,,,
★,-,16,2018/10/7 15:12,1369,乗客アプリ（目的地から）,1960,313,6,3,,2018/10/7 16:10,2018/10/7 16:15,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.454389 139.630904,横浜ランドマークタワー,2018/10/7 16:10,2018/10/7 16:10,2018/10/7 16:19,2018/10/7 16:18,2018/10/7 16:10,0:05:03,0:15:09,643,00,00,08,,
-,-,16,2018/10/7 16:08,1398,乗客アプリWeb（目的地から）,1895,622,4,2,,2018/10/7 16:13,2018/10/7 16:25,35.456605 139.635327,横浜ベイホテル東急,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/7 16:17,2018/10/7 16:17,2018/10/7 16:29,2018/10/7 16:29,,0:11:48,0:23:36,,00,05,,,
★,-,16,2018/10/7 15:52,1389,乗客アプリ（地図から）,1338,567,5,1,,2018/10/7 16:14,2018/10/7 16:31,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/10/7 16:15,2018/10/7 16:15,2018/10/7 16:26,2018/10/7 16:29,2018/10/7 16:15,0:17:38,0:17:38,,00,00,,,
-,-,16,2018/10/7 16:09,1399,街角設置端末（地図から）,0,549,5,1,,2018/10/7 16:16,2018/10/7 16:34,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/10/7 16:19,2018/10/7 16:19,2018/10/7 16:34,2018/10/7 16:34,,0:18:11,0:18:11,,00,06,,,
★,-,16,2018/10/7 15:58,1395,乗客アプリ（地図から）,1436,974,1,2,,2018/10/7 16:17,2018/10/7 16:36,35.445783 139.642958,横浜情報文化センター,35.454389 139.630904,横浜ランドマークタワー,2018/10/7 16:16,2018/10/7 16:16,2018/10/7 16:32,2018/10/7 16:33,2018/10/7 16:00,0:18:06,0:36:12,,01,15,,,
-,-,16,2018/10/7 16:12,1402,乗客アプリ（目的地から）,1882,624,1,1,,2018/10/7 16:17,2018/10/7 16:41,35.445783 139.642958,横浜情報文化センター,35.456605 139.635327,横浜ベイホテル東急,2018/10/7 16:17,2018/10/7 16:17,2018/10/7 16:38,2018/10/7 16:38,,0:23:07,0:23:07,,00,05,,,
-,-,16,2018/10/7 16:10,1400,街角設置端末（地図から）,0,389,6,2,,2018/10/7 16:24,2018/10/7 16:45,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/7 16:25,2018/10/7 16:26,2018/10/7 16:44,2018/10/7 16:53,,0:21:05,0:42:10,,00,14,,,
★,-,16,2018/10/7 16:11,1401,乗客アプリ（目的地から）,1328,373,3,1,,2018/10/7 16:27,2018/10/7 16:36,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/10/7 16:35,2018/10/7 16:35,2018/10/7 16:55,2018/10/7 16:55,2018/10/7 16:35,0:09:34,0:09:34,,00,00,,,
★,-,16,2018/10/7 16:15,1404,乗客アプリ（地図から）,1706,1136,6,1,,2018/10/7 16:34,2018/10/7 16:50,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.443863 139.64702,ローズホテル横浜,2018/10/7 16:37,2018/10/7 16:37,2018/10/7 16:59,2018/10/7 16:59,2018/10/7 16:30,0:15:46,0:15:46,,00,07,,,
-,-,16,2018/10/7 16:20,1405,街角設置端末（店舗から）,0,837,7,4,,2018/10/7 16:35,2018/10/7 16:40,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/7 16:37,2018/10/7 16:37,2018/10/7 16:50,2018/10/7 16:50,,0:05:05,0:20:20,,00,15,,,
-,-,16,2018/10/7 16:36,1408,乗客アプリ（地図から）,1979,938,5,4,,2018/10/7 16:38,2018/10/7 16:50,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/7 16:38,2018/10/7 16:38,2018/10/7 16:53,2018/10/7 16:53,,0:12:03,0:48:12,,00,02,,,
-,-,16,2018/10/7 16:27,1406,乗客アプリ（地図から）,1616,956,4,1,,2018/10/7 16:40,2018/10/7 16:48,35.441441 139.648505,横浜中華街朱雀門,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/7 16:36,2018/10/7 16:38,2018/10/7 16:51,2018/10/7 16:53,,0:08:30,0:08:30,,03,12,,,
