,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,,
-,-,10,2018/10/22 10:39,5470,乗客アプリ（地図から）,3672,1228,9,1,,2018/10/22 10:42,2018/10/22 10:56,35.450681 139.632446,横浜桜木町ワシントンホテル,35.443704 139.651332,ホテルメルパルク横浜,2018/10/22 10:43,2018/10/22 10:43,2018/10/22 10:54,2018/10/22 11:04,,2018/10/22 10:39,0:14:31,0:14:31,,00,02,,,,,
-,-,10,2018/10/22 10:41,5471,まちかど設置端末（地図から）,0,786,9,1,,2018/10/22 10:46,2018/10/22 10:49,35.454389 139.630904,横浜ランドマークタワー,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/10/22 10:48,2018/10/22 10:48,2018/10/22 10:54,2018/10/22 10:54,,2018/10/22 10:41,0:02:51,0:02:51,,00,05,,,,,
-,☆,10,2018/10/22 10:18,5467,乗客アプリ（地図から）,2511,818,8,1,2018/10/22 10:18,,,35.441002 139.650809,横浜元町ショッピングストリート,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/22 10:21,,2018/10/22 10:40,,,2018/10/22 10:18,0:00:00,0:00:00,,00,02,,,,,
-,☆,10,2018/10/22 10:59,5473,乗客アプリ（地図から）,3681,634,8,1,2018/10/22 11:05,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.447546 139.64358,横浜開港資料館,2018/10/22 11:00,,2018/10/22 11:11,,,2018/10/22 10:59,0:00:00,0:00:00,,00,06,,,,,
-,☆,10,2018/10/22 10:59,5474,乗客アプリWeb（地図から）,79,1276,7,1,2018/10/22 11:00,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443659 139.650847,横浜マリンタワー,2018/10/22 11:02,,2018/10/22 11:18,,,2018/10/22 10:59,0:00:00,0:00:00,,00,03,,,,,
★,-,11,2018/10/22 10:14,5466,乗客アプリ（地図から）,3662,652,10,1,,2018/10/22 11:04,2018/10/22 11:13,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.441441 139.648505,横浜中華街朱雀門,2018/10/22 11:14,2018/10/22 11:14,2018/10/22 11:22,2018/10/22 11:22,2018/10/22 11:14,2018/10/22 11:14,0:08:11,0:08:11,263,00,00,04,03,,,
-,-,11,2018/10/22 11:00,5475,まちかど設置端末（店舗から）,0,463,7,3,,2018/10/22 11:04,2018/10/22 11:08,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/22 11:04,2018/10/22 11:04,2018/10/22 11:13,2018/10/22 11:13,,2018/10/22 11:00,0:04:13,0:12:39,,00,03,,,,,
-,-,11,2018/10/22 11:07,5477,まちかど設置端末（地図から）,0,968,2,1,,2018/10/22 11:09,2018/10/22 11:20,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/22 11:10,2018/10/22 11:10,2018/10/22 11:17,2018/10/22 11:21,,2018/10/22 11:07,0:10:34,0:10:34,,00,02,,,,,
-,-,11,2018/10/22 11:08,5478,乗客アプリ（地図から）,3681,1085,2,1,,2018/10/22 11:15,2018/10/22 11:25,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.447546 139.64358,横浜開港資料館,2018/10/22 11:17,2018/10/22 11:17,2018/10/22 11:28,2018/10/22 11:28,,2018/10/22 11:08,0:10:18,0:10:18,,00,07,,,,,
★,-,11,2018/10/22 11:10,5480,乗客アプリ（地図から）,2361,1114,5,3,,2018/10/22 11:38,2018/10/22 11:47,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/10/22 11:40,2018/10/22 11:40,2018/10/22 11:53,2018/10/22 11:53,2018/10/22 11:40,2018/10/22 11:40,0:09:34,0:28:42,,00,00,,,,,
-,-,11,2018/10/22 11:15,5481,乗客アプリ（地図から）,2314,1211,7,1,,2018/10/22 11:22,2018/10/22 11:28,35.443704 139.651332,ホテルメルパルク横浜,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/22 11:17,2018/10/22 11:17,2018/10/22 11:28,2018/10/22 11:28,,2018/10/22 11:15,0:06:09,0:06:09,,04,06,,,,,
-,-,11,2018/10/22 11:28,5482,乗客アプリ（簡単予約）,2137,565,9,1,,2018/10/22 11:32,2018/10/22 11:38,35.443908 139.635249,イセザキ・モール,35.441441 139.648505,横浜中華街朱雀門,2018/10/22 11:32,2018/10/22 11:33,2018/10/22 11:41,2018/10/22 11:43,,2018/10/22 11:28,0:05:42,0:05:42,,00,04,,,,,
-,-,11,2018/10/22 11:30,5483,乗客アプリ（地図から）,2471,573,10,2,,2018/10/22 11:33,2018/10/22 11:46,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/10/22 11:32,2018/10/22 11:32,2018/10/22 11:45,2018/10/22 11:45,,2018/10/22 11:30,0:13:06,0:26:12,,00,03,,,,,
-,-,11,2018/10/22 11:37,5486,まちかど設置端末（店舗から）,0,1173,4,2,,2018/10/22 11:48,2018/10/22 11:49,35.450447 139.635947,みなとみらい線　馬車道駅,35.453715 139.638133,横浜ワールドポーターズ,2018/10/22 11:43,2018/10/22 11:43,2018/10/22 11:48,2018/10/22 11:48,,2018/10/22 11:37,0:00:12,0:00:24,,05,11,,,,,
-,-,11,2018/10/22 11:46,5490,乗客アプリ（目的地から）,3655,804,6,2,,2018/10/22 11:48,2018/10/22 12:04,35.443659 139.650847,横浜マリンタワー,35.443908 139.635249,イセザキ・モール,2018/10/22 11:49,2018/10/22 11:49,2018/10/22 12:01,2018/10/22 12:01,,2018/10/22 11:46,0:16:05,0:32:10,,00,02,,,,,
-,-,11,2018/10/22 11:49,5491,乗客アプリ（目的地から）,3691,477,4,2,,2018/10/22 11:56,2018/10/22 12:04,35.448676 139.635696,横浜平和プラザホテル,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/22 11:51,2018/10/22 11:51,2018/10/22 12:05,2018/10/22 12:05,,2018/10/22 11:49,0:08:17,0:16:34,,04,06,,,,,
-,-,11,2018/10/22 11:50,5492,乗客アプリ（地図から）,3681,468,6,1,,2018/10/22 11:53,2018/10/22 12:03,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443908 139.635249,イセザキ・モール,2018/10/22 11:58,2018/10/22 11:58,2018/10/22 12:08,2018/10/22 12:08,,2018/10/22 11:50,0:10:13,0:10:13,,00,02,,,,,
-,-,11,2018/10/22 11:54,5493,乗客アプリ（地図から）,3510,973,6,1,,2018/10/22 12:04,2018/10/22 12:14,35.443908 139.635249,イセザキ・モール,35.447546 139.64358,横浜開港資料館,2018/10/22 12:04,2018/10/22 12:04,2018/10/22 12:12,2018/10/22 12:12,,2018/10/22 11:54,0:10:14,0:10:14,,00,10,,,,,
-,-,11,2018/10/22 11:55,5494,まちかど設置端末（地図から）,0,840,9,3,,2018/10/22 12:04,2018/10/22 12:13,35.447541 139.644914,シルク博物館,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/22 12:06,2018/10/22 12:06,2018/10/22 12:26,2018/10/22 12:26,,2018/10/22 11:55,0:08:55,0:26:45,,00,09,,,,,
-,-,11,2018/10/22 11:57,5495,乗客アプリ（地図から）,3688,385,8,2,,2018/10/22 12:02,2018/10/22 12:20,35.445857 139.647636,ホテルモントレ横浜,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/22 12:04,2018/10/22 12:04,2018/10/22 12:22,2018/10/22 12:28,,2018/10/22 11:57,0:18:32,0:37:04,,00,04,,,,,
★,-,11,2018/10/22 11:58,5496,乗客アプリ（地図から）,2361,361,3,3,,2018/10/22 13:00,2018/10/22 13:07,35.448676 139.635696,横浜平和プラザホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/22 12:58,2018/10/22 13:01,2018/10/22 13:10,2018/10/22 13:15,2018/10/22 12:58,2018/10/22 12:58,0:07:07,0:21:21,,02,02,,,,,
★,☆,11,2018/10/22 10:48,5472,乗客アプリ（地図から）,3681,1061,2,1,2018/10/22 10:58,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.447546 139.64358,横浜開港資料館,2018/10/22 11:18,,2018/10/22 11:28,,2018/10/22 11:18,2018/10/22 11:18,0:00:00,0:00:00,,00,00,,,,,
★,☆,11,2018/10/22 11:06,5476,乗客アプリ（地図から）,2361,578,5,3,2018/10/22 11:09,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/10/22 11:36,,2018/10/22 11:50,,2018/10/22 11:36,2018/10/22 11:36,0:00:00,0:00:00,,00,00,,,,,
★,☆,11,2018/10/22 11:09,5479,乗客アプリ（地図から）,2361,1107,5,1,2018/10/22 11:09,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/10/22 11:39,,2018/10/22 11:51,,2018/10/22 11:39,2018/10/22 11:39,0:00:00,0:00:00,,00,00,,,,,
-,☆,11,2018/10/22 11:42,5488,乗客アプリ（地図から）,3510,374,5,1,2018/10/22 11:43,,,35.447546 139.64358,横浜開港資料館,35.443908 139.635249,イセザキ・モール,2018/10/22 11:49,,2018/10/22 11:56,,,2018/10/22 11:42,0:00:00,0:00:00,,00,06,,,,,
-,☆,11,2018/10/22 11:44,5489,乗客アプリ（地図から）,3510,500,5,1,2018/10/22 11:51,,,35.443908 139.635249,イセザキ・モール,35.447546 139.64358,横浜開港資料館,2018/10/22 11:49,,2018/10/22 11:57,,,2018/10/22 11:44,0:00:00,0:00:00,,00,07,,,,,
★,-,12,2018/10/22 11:32,5484,乗客アプリ（地図から）,3672,855,9,1,,2018/10/22 12:00,2018/10/22 12:11,35.443704 139.651332,ホテルメルパルク横浜,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/22 12:02,2018/10/22 12:02,2018/10/22 12:20,2018/10/22 12:22,2018/10/22 12:02,2018/10/22 12:02,0:10:59,0:10:59,162,00,00,03,02,,,
★,-,12,2018/10/22 11:33,5485,乗客アプリ（地図から）,2628,535,10,2,,2018/10/22 12:24,2018/10/22 12:42,35.443908 139.635249,イセザキ・モール,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/22 12:33,2018/10/22 12:33,2018/10/22 12:44,2018/10/22 12:50,2018/10/22 12:33,2018/10/22 12:33,0:18:15,0:36:30,,00,00,,,,,
★,-,12,2018/10/22 11:42,5487,乗客アプリ（簡単予約）,2161,560,10,1,,2018/10/22 12:38,2018/10/22 12:48,35.450681 139.632446,横浜桜木町ワシントンホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/22 12:42,2018/10/22 12:42,2018/10/22 12:58,2018/10/22 12:58,2018/10/22 12:42,2018/10/22 12:42,0:10:03,0:10:03,,00,00,,,,,
-,-,12,2018/10/22 12:03,5497,まちかど設置端末（地図から）,0,891,8,2,,2018/10/22 12:07,2018/10/22 12:13,35.448801 139.636702,ホテルルートイン横浜馬車道,35.456605 139.635327,横浜ベイホテル東急,2018/10/22 12:09,2018/10/22 12:09,2018/10/22 12:19,2018/10/22 12:19,,2018/10/22 12:03,0:05:25,0:10:50,,00,04,,,,,
★,-,12,2018/10/22 12:09,5498,乗客アプリ（地図から）,2471,1015,1,2,,2018/10/22 12:33,2018/10/22 12:45,35.448676 139.635696,横浜平和プラザホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/22 12:39,2018/10/22 12:39,2018/10/22 12:50,2018/10/22 12:50,2018/10/22 12:39,2018/10/22 12:39,0:11:28,0:22:56,,00,00,,,,,
-,-,12,2018/10/22 12:19,5499,まちかど設置端末（地図から）,0,995,7,2,,2018/10/22 12:24,2018/10/22 12:32,35.450447 139.635947,みなとみらい線　馬車道駅,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/22 12:25,2018/10/22 12:25,2018/10/22 12:36,2018/10/22 12:36,,2018/10/22 12:19,0:08:21,0:16:42,,00,04,,,,,
-,-,12,2018/10/22 12:35,5500,乗客アプリ（地図から）,2043,1173,9,1,,2018/10/22 12:39,2018/10/22 12:46,35.450681 139.632446,横浜桜木町ワシントンホテル,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/22 12:39,2018/10/22 12:39,2018/10/22 12:48,2018/10/22 12:48,,2018/10/22 12:35,0:07:09,0:07:09,,00,04,,,,,
-,-,12,2018/10/22 12:43,5501,乗客アプリ（目的地から）,2314,512,9,1,,2018/10/22 12:54,2018/10/22 13:02,35.448676 139.635696,横浜平和プラザホテル,35.445857 139.647636,ホテルモントレ横浜,2018/10/22 12:48,2018/10/22 12:48,2018/10/22 13:01,2018/10/22 13:01,,2018/10/22 12:43,0:08:29,0:08:29,,05,10,,,,,
-,-,12,2018/10/22 12:44,5502,まちかど設置端末（店舗から）,0,457,1,2,,2018/10/22 12:46,2018/10/22 12:52,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/22 12:48,2018/10/22 12:48,2018/10/22 12:57,2018/10/22 12:57,,2018/10/22 12:44,0:05:39,0:11:18,,00,02,,,,,
-,-,12,2018/10/22 12:48,5503,乗客アプリ（地図から）,1771,1064,3,1,,2018/10/22 12:54,2018/10/22 13:03,35.453715 139.638133,横浜ワールドポーターズ,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/22 12:55,2018/10/22 12:55,2018/10/22 13:06,2018/10/22 13:06,,2018/10/22 12:48,0:08:52,0:08:52,,00,05,,,,,
-,-,12,2018/10/22 12:55,5504,まちかど設置端末（店舗から）,0,536,4,1,,2018/10/22 12:57,2018/10/22 13:06,35.450681 139.632446,横浜桜木町ワシントンホテル,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/10/22 12:58,2018/10/22 12:58,2018/10/22 13:05,2018/10/22 13:09,,2018/10/22 12:55,0:08:15,0:08:15,,00,02,,,,,
-,-,12,2018/10/22 12:59,5505,乗客アプリ（簡単予約）,3698,935,4,2,,2018/10/22 13:02,2018/10/22 13:08,35.450681 139.632446,横浜桜木町ワシントンホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/22 13:03,2018/10/22 13:03,2018/10/22 13:13,2018/10/22 13:11,,2018/10/22 12:59,0:05:21,0:10:42,,00,03,,,,,
-,-,13,2018/10/22 13:02,5506,まちかど設置端末（地図から）,0,751,4,2,,2018/10/22 13:09,2018/10/22 13:17,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/22 13:11,2018/10/22 13:11,2018/10/22 13:23,2018/10/22 13:23,,2018/10/22 13:02,0:08:16,0:16:32,106,00,06,04,04,,,
-,-,13,2018/10/22 13:07,5507,乗客アプリ（地図から）,3662,909,9,1,,2018/10/22 13:14,2018/10/22 13:17,35.441441 139.648505,横浜中華街朱雀門,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/22 13:11,2018/10/22 13:11,2018/10/22 13:17,2018/10/22 13:25,,2018/10/22 13:07,0:03:15,0:03:15,,02,06,,,,,
★,-,13,2018/10/22 13:26,5509,乗客アプリ（地図から）,3607,808,1,2,,2018/10/22 13:50,2018/10/22 13:59,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/22 13:56,2018/10/22 13:56,2018/10/22 14:07,2018/10/22 14:07,2018/10/22 13:56,2018/10/22 13:56,0:08:42,0:17:24,,00,00,,,,,
-,-,13,2018/10/22 13:29,5510,乗客アプリ（地図から）,1588,1254,6,2,,2018/10/22 13:33,2018/10/22 13:44,35.445857 139.647636,ホテルモントレ横浜,35.453715 139.638133,横浜ワールドポーターズ,2018/10/22 13:34,2018/10/22 13:34,2018/10/22 13:43,2018/10/22 13:43,,2018/10/22 13:29,0:10:31,0:21:02,,00,04,,,,,
-,-,13,2018/10/22 13:38,5512,乗客アプリ（目的地から）,2314,967,4,1,,2018/10/22 13:43,2018/10/22 13:46,35.447541 139.644914,シルク博物館,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/22 13:42,2018/10/22 13:44,2018/10/22 13:45,2018/10/22 13:48,,2018/10/22 13:38,0:03:26,0:03:26,,01,04,,,,,
-,-,13,2018/10/22 13:41,5513,乗客アプリ（地図から）,2968,974,2,2,,2018/10/22 13:49,2018/10/22 13:55,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.453715 139.638133,横浜ワールドポーターズ,2018/10/22 13:52,2018/10/22 13:52,2018/10/22 14:05,2018/10/22 14:05,,2018/10/22 13:41,0:05:13,0:10:26,,00,08,,,,,
-,-,13,2018/10/22 13:41,5514,まちかど設置端末（地図から）,0,980,5,1,,2018/10/22 13:45,2018/10/22 13:50,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/22 13:44,2018/10/22 13:44,2018/10/22 13:52,2018/10/22 13:52,,2018/10/22 13:41,0:05:24,0:05:24,,01,03,,,,,
-,-,13,2018/10/22 13:41,5516,乗客アプリ（地図から）,3662,848,4,1,,2018/10/22 13:46,2018/10/22 13:55,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.453715 139.638133,横浜ワールドポーターズ,2018/10/22 13:48,2018/10/22 13:48,2018/10/22 13:58,2018/10/22 13:58,,2018/10/22 13:41,0:09:14,0:09:14,,00,04,,,,,
-,-,13,2018/10/22 13:43,5517,乗客アプリ（簡単予約）,3698,943,6,2,,2018/10/22 13:46,2018/10/22 13:54,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/22 13:49,2018/10/22 13:49,2018/10/22 13:58,2018/10/22 13:58,,2018/10/22 13:43,0:07:22,0:14:44,,00,03,,,,,
-,-,13,2018/10/22 13:58,5520,まちかど設置端末（地図から）,0,727,4,1,,2018/10/22 14:02,2018/10/22 14:07,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/10/22 14:05,2018/10/22 14:05,2018/10/22 14:13,2018/10/22 14:13,,2018/10/22 13:58,0:04:39,0:04:39,,00,04,,,,,
-,☆,13,2018/10/22 13:14,5508,乗客アプリ（目的地から）,2314,864,9,1,2018/10/22 13:18,,,35.445857 139.647636,ホテルモントレ横浜,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/22 13:20,,2018/10/22 13:25,,,2018/10/22 13:14,0:00:00,0:00:00,,00,05,,,,,
-,☆,13,2018/10/22 13:56,5518,乗客アプリ（地図から）,2977,543,5,4,2018/10/22 13:56,,,35.448676 139.635696,横浜平和プラザホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/22 13:58,,2018/10/22 14:08,,,2018/10/22 13:56,0:00:00,0:00:00,,00,01,,,,,
-,☆,13,2018/10/22 13:57,5519,乗客アプリ（地図から）,2977,740,5,4,2018/10/22 13:57,,,35.448676 139.635696,横浜平和プラザホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/22 13:58,,2018/10/22 14:09,,,2018/10/22 13:57,0:00:00,0:00:00,,00,01,,,,,
★,-,14,2018/10/22 13:29,5511,まちかど設置端末（店舗から）,0,752,2,1,,2018/10/22 14:25,2018/10/22 14:32,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/22 14:29,2018/10/22 14:29,2018/10/22 14:37,2018/10/22 14:37,2018/10/22 14:29,2018/10/22 14:29,0:07:05,0:07:05,206,00,00,04,04,,,
★,-,14,2018/10/22 13:41,5515,乗客アプリ（目的地から）,3401,537,3,1,,2018/10/22 14:07,2018/10/22 14:18,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/22 14:11,2018/10/22 14:11,2018/10/22 14:28,2018/10/22 14:28,2018/10/22 14:11,2018/10/22 14:11,0:11:34,0:11:34,,00,00,,,,,
-,-,14,2018/10/22 14:02,5521,乗客アプリ（目的地から）,2314,1229,8,1,,2018/10/22 14:05,2018/10/22 14:32,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/22 14:04,2018/10/22 14:04,2018/10/22 14:21,2018/10/22 14:33,,2018/10/22 14:02,0:27:38,0:27:38,,01,03,,,,,
-,-,14,2018/10/22 14:03,5522,まちかど設置端末（地図から）,0,809,8,1,,2018/10/22 14:12,2018/10/22 14:23,35.441002 139.650809,横浜元町ショッピングストリート,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/22 14:10,2018/10/22 14:10,2018/10/22 14:24,2018/10/22 14:24,,2018/10/22 14:03,0:10:43,0:10:43,,01,09,,,,,
-,-,14,2018/10/22 14:04,5523,乗客アプリ（地図から）,2328,1031,4,1,,2018/10/22 14:10,2018/10/22 14:18,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/22 14:13,2018/10/22 14:13,2018/10/22 14:27,2018/10/22 14:27,,2018/10/22 14:04,0:07:47,0:07:47,,00,06,,,,,
-,-,14,2018/10/22 14:06,5524,乗客アプリ（地図から）,3662,1005,1,1,,2018/10/22 14:08,2018/10/22 14:18,35.453715 139.638133,横浜ワールドポーターズ,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/22 14:09,2018/10/22 14:09,2018/10/22 14:19,2018/10/22 14:19,,2018/10/22 14:06,0:09:28,0:09:28,,00,02,,,,,
-,-,14,2018/10/22 14:12,5526,まちかど設置端末（店舗から）,0,554,5,1,,2018/10/22 14:18,2018/10/22 14:22,35.450447 139.635947,みなとみらい線　馬車道駅,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/22 14:18,2018/10/22 14:18,2018/10/22 14:23,2018/10/22 14:23,,2018/10/22 14:12,0:04:12,0:04:12,,00,05,,,,,
-,-,14,2018/10/22 14:17,5527,乗客アプリ（目的地から）,2084,610,10,1,,2018/10/22 14:22,2018/10/22 14:36,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/22 14:21,2018/10/22 14:24,2018/10/22 14:36,2018/10/22 14:42,,2018/10/22 14:17,0:13:39,0:13:39,,01,04,,,,,
-,-,14,2018/10/22 14:20,5528,乗客アプリ（目的地から）,1742,578,10,1,,2018/10/22 14:22,2018/10/22 14:28,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/10/22 14:23,2018/10/22 14:23,2018/10/22 14:33,2018/10/22 14:33,,2018/10/22 14:20,0:06:00,0:06:00,,00,01,,,,,
