,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,,,
-,-,19,2018/10/19 19:29,4705,まちかど設置端末（店舗から）,0,969,6,1,,2018/10/19 19:34,2018/10/19 19:45,35.453715 139.638133,横浜ワールドポーターズ,35.443908 139.635249,イセザキ・モール,2018/10/19 19:32,2018/10/19 19:32,2018/10/19 19:42,2018/10/19 19:46,,2018/10/19 19:29,0:11:33,0:11:33,,02,04,,,,,,
-,-,19,2018/10/19 19:34,4706,乗客アプリ（目的地から）,3440,1265,6,1,,2018/10/19 19:37,2018/10/19 19:51,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/19 19:37,2018/10/19 19:37,2018/10/19 19:53,2018/10/19 19:53,,2018/10/19 19:34,0:13:28,0:13:28,,00,03,,,,,,
-,-,19,2018/10/19 19:34,4707,乗客アプリ（地図から）,2927,806,2,1,,2018/10/19 19:38,2018/10/19 19:48,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.456605 139.635327,横浜ベイホテル東急,2018/10/19 19:36,2018/10/19 19:36,2018/10/19 19:50,2018/10/19 19:50,,2018/10/19 19:34,0:09:39,0:09:39,,02,04,,,,,,
-,-,19,2018/10/19 19:40,4709,乗客アプリ（目的地から）,3314,928,7,2,,2018/10/19 19:44,2018/10/19 19:48,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/19 19:42,2018/10/19 19:42,2018/10/19 19:51,2018/10/19 19:59,,2018/10/19 19:40,0:04:25,0:08:50,,02,03,,,,,,
-,-,19,2018/10/19 19:46,4712,乗客アプリ（地図から）,1155,759,3,1,,2018/10/19 19:55,2018/10/19 20:04,35.443704 139.651332,ホテルメルパルク横浜,35.456605 139.635327,横浜ベイホテル東急,2018/10/19 19:52,2018/10/19 19:55,2018/10/19 20:07,2018/10/19 20:10,,2018/10/19 19:46,0:08:42,0:08:42,,03,09,,,,,,
-,-,19,2018/10/19 19:46,4713,まちかど設置端末（店舗から）,0,1229,4,1,,2018/10/19 19:48,2018/10/19 19:56,35.448676 139.635696,横浜平和プラザホテル,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/19 19:47,2018/10/19 19:47,2018/10/19 19:54,2018/10/19 19:54,,2018/10/19 19:46,0:07:38,0:07:38,,00,02,,,,,,
-,-,19,2018/10/19 19:47,4714,乗客アプリ（目的地から）,2636,640,2,1,,2018/10/19 19:48,2018/10/19 20:05,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/10/19 19:49,2018/10/19 19:49,2018/10/19 20:00,2018/10/19 20:08,,2018/10/19 19:47,0:16:51,0:16:51,,00,01,,,,,,
-,-,19,2018/10/19 19:48,4716,乗客アプリ（地図から）,1310,662,2,1,,2018/10/19 19:53,2018/10/19 19:56,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.454389 139.630904,横浜ランドマークタワー,2018/10/19 19:54,2018/10/19 19:54,2018/10/19 20:00,2018/10/19 20:00,,2018/10/19 19:48,0:03:19,0:03:19,,00,04,,,,,,
-,-,19,2018/10/19 19:56,4717,まちかど設置端末（店舗から）,0,691,8,2,,2018/10/19 20:00,2018/10/19 20:07,35.452963 139.642093,横浜赤レンガ倉庫,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/19 20:03,2018/10/19 20:03,2018/10/19 20:14,2018/10/19 20:14,,2018/10/19 19:56,0:06:51,0:13:42,,00,04,,,,,,
★,☆,19,2018/10/19 18:50,4693,乗客アプリ（目的地から）,3129,436,1,2,2018/10/19 19:22,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.453715 139.638133,横浜ワールドポーターズ,2018/10/19 19:20,,2018/10/19 19:33,,2018/10/19 19:20,2018/10/19 19:20,0:00:00,0:00:00,,00,02,,,,,,
-,☆,19,2018/10/19 19:38,4708,乗客アプリ（目的地から）,3314,401,7,2,2018/10/19 19:39,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/19 19:42,,2018/10/19 19:51,,,2018/10/19 19:38,0:00:00,0:00:00,,00,03,,,,,,
-,☆,19,2018/10/19 19:44,4711,乗客アプリ（地図から）,1310,562,7,1,2018/10/19 19:45,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.454389 139.630904,横浜ランドマークタワー,2018/10/19 19:48,,2018/10/19 19:54,,,2018/10/19 19:44,0:00:00,0:00:00,,00,03,,,,,,
★,-,20,2018/10/19 19:43,4710,乗客アプリ（目的地から）,3441,535,1,1,,2018/10/19 20:10,2018/10/19 20:24,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/10/19 20:13,2018/10/19 20:13,2018/10/19 20:25,2018/10/19 20:31,2018/10/19 20:13,2018/10/19 20:13,0:13:34,0:13:34,177,00,00,05,04,,,,
★,-,20,2018/10/19 19:48,4715,乗客アプリ（地図から）,2823,768,3,2,,2018/10/19 20:11,2018/10/19 20:16,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.456605 139.635327,横浜ベイホテル東急,2018/10/19 20:18,2018/10/19 20:18,2018/10/19 20:30,2018/10/19 20:33,2018/10/19 20:18,2018/10/19 20:18,0:05:03,0:10:06,,00,00,,,,,,
-,-,20,2018/10/19 20:10,4718,乗客アプリ（目的地から）,2208,356,3,2,,2018/10/19 20:14,2018/10/19 20:16,35.452963 139.642093,横浜赤レンガ倉庫,35.456605 139.635327,横浜ベイホテル東急,2018/10/19 20:21,2018/10/19 20:21,2018/10/19 20:32,2018/10/19 20:32,,2018/10/19 20:10,0:02:29,0:04:58,,00,03,,,,,,
-,-,20,2018/10/19 20:10,4719,まちかど設置端末（地図から）,0,710,1,1,,2018/10/19 20:18,2018/10/19 20:24,35.447541 139.644914,シルク博物館,35.443908 139.635249,イセザキ・モール,2018/10/19 20:22,2018/10/19 20:22,2018/10/19 20:30,2018/10/19 20:31,,2018/10/19 20:10,0:06:02,0:06:02,,00,07,,,,,,
-,-,20,2018/10/19 20:14,4720,乗客アプリ（地図から）,2744,377,1,1,,2018/10/19 20:21,2018/10/19 20:29,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.448676 139.635696,横浜平和プラザホテル,2018/10/19 20:25,2018/10/19 20:25,2018/10/19 20:35,2018/10/19 20:35,,2018/10/19 20:14,0:08:06,0:08:06,,00,07,,,,,,
★,-,20,2018/10/19 20:15,4721,乗客アプリ（地図から）,2156,1018,7,2,,2018/10/19 20:40,2018/10/19 20:45,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/19 20:45,2018/10/19 20:45,2018/10/19 20:58,2018/10/19 20:58,2018/10/19 20:45,2018/10/19 20:45,0:05:00,0:10:00,,00,00,,,,,,
-,-,20,2018/10/19 20:15,4722,乗客アプリ（目的地から）,3162,478,6,1,,2018/10/19 20:24,2018/10/19 20:35,35.448801 139.636702,ホテルルートイン横浜馬車道,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/19 20:17,2018/10/19 20:19,2018/10/19 20:29,2018/10/19 20:35,,2018/10/19 20:15,0:10:56,0:10:56,,06,08,,,,,,
-,-,20,2018/10/19 20:17,4723,乗客アプリ（目的地から）,1334,1251,6,1,,2018/10/19 20:29,2018/10/19 20:35,35.453715 139.638133,横浜ワールドポーターズ,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/19 20:24,2018/10/19 20:24,2018/10/19 20:35,2018/10/19 20:35,,2018/10/19 20:17,0:05:59,0:05:59,,04,11,,,,,,
-,-,20,2018/10/19 20:17,4724,乗客アプリ（地図から）,1310,1078,4,1,,2018/10/19 20:23,2018/10/19 20:27,35.450681 139.632446,横浜桜木町ワシントンホテル,35.456605 139.635327,横浜ベイホテル東急,2018/10/19 20:24,2018/10/19 20:24,2018/10/19 20:31,2018/10/19 20:31,,2018/10/19 20:17,0:04:06,0:04:06,,00,05,,,,,,
-,-,20,2018/10/19 20:26,4725,乗客アプリ（簡単予約）,1015,343,8,1,,2018/10/19 20:31,2018/10/19 20:41,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.443908 139.635249,イセザキ・モール,2018/10/19 20:28,2018/10/19 20:31,2018/10/19 20:41,2018/10/19 20:49,,2018/10/19 20:26,0:09:57,0:09:57,,02,04,,,,,,
-,-,20,2018/10/19 20:28,4726,乗客アプリ（目的地から）,1742,1075,4,1,,2018/10/19 20:28,2018/10/19 20:33,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/19 20:29,2018/10/19 20:29,2018/10/19 20:39,2018/10/19 20:39,,2018/10/19 20:28,0:04:46,0:04:46,,00,00,,,,,,
-,-,20,2018/10/19 20:29,4727,乗客アプリ（目的地から）,3222,582,8,1,,2018/10/19 20:30,2018/10/19 20:37,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/19 20:31,2018/10/19 20:31,2018/10/19 20:44,2018/10/19 20:44,,2018/10/19 20:29,0:06:16,0:06:16,,00,01,,,,,,
-,-,20,2018/10/19 20:30,4729,乗客アプリ（地図から）,3445,1287,1,1,,2018/10/19 20:52,2018/10/19 20:52,35.443908 139.635249,イセザキ・モール,35.441441 139.648505,横浜中華街朱雀門,2018/10/19 20:35,2018/10/19 20:35,2018/10/19 20:45,2018/10/19 20:45,,2018/10/19 20:30,0:00:27,0:00:27,,16,21,,,,,,
-,-,20,2018/10/19 20:31,4730,まちかど設置端末（地図から）,0,483,10,2,,2018/10/19 20:33,2018/10/19 20:46,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/19 20:34,2018/10/19 20:42,2018/10/19 20:52,2018/10/19 21:01,,2018/10/19 20:31,0:13:39,0:27:18,,00,02,,,,,,
-,-,20,2018/10/19 20:31,4731,乗客アプリ（目的地から）,2888,1192,10,1,,2018/10/19 20:36,2018/10/19 20:46,35.443659 139.650847,横浜マリンタワー,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/19 20:35,2018/10/19 20:35,2018/10/19 21:00,2018/10/19 21:00,,2018/10/19 20:31,0:10:15,0:10:15,,01,04,,,,,,
-,-,20,2018/10/19 20:40,4732,乗客アプリ（地図から）,2296,635,2,5,,2018/10/19 20:47,2018/10/19 20:53,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/19 20:46,2018/10/19 20:46,2018/10/19 21:00,2018/10/19 21:00,,2018/10/19 20:40,0:06:43,0:33:35,,00,06,,,,,,
-,-,20,2018/10/19 20:48,4733,乗客アプリ（目的地から）,1038,880,10,1,,2018/10/19 20:50,2018/10/19 20:56,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/19 20:53,2018/10/19 20:53,2018/10/19 21:02,2018/10/19 21:02,,2018/10/19 20:48,0:05:14,0:05:14,,00,02,,,,,,
-,-,20,2018/10/19 20:58,4734,乗客アプリ（地図から）,3443,530,2,1,,2018/10/19 21:03,2018/10/19 21:09,35.454389 139.630904,横浜ランドマークタワー,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/19 21:00,2018/10/19 21:00,2018/10/19 21:05,2018/10/19 21:05,,2018/10/19 20:58,0:06:23,0:06:23,,02,04,,,,,,
-,☆,20,2018/10/19 20:29,4728,乗客アプリ（地図から）,3445,420,1,1,2018/10/19 20:30,,,35.443908 139.635249,イセザキ・モール,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/19 20:34,,2018/10/19 20:40,,,2018/10/19 20:29,0:00:00,0:00:00,,00,04,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,
