,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,,,
-,-,13,2018/10/19 13:25,4566,まちかど設置端末（店舗から）,0,422,6,1,,2018/10/19 13:29,2018/10/19 13:35,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/19 13:38,2018/10/19 13:38,2018/10/19 13:46,2018/10/19 13:46,,2018/10/19 13:25,0:05:54,0:05:54,,00,04,,,,,,
-,-,13,2018/10/19 13:30,4567,乗客アプリ（地図から）,3395,1226,2,2,,2018/10/19 13:34,2018/10/19 13:48,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/19 13:35,2018/10/19 13:35,2018/10/19 13:48,2018/10/19 13:48,,2018/10/19 13:30,0:13:45,0:27:30,,00,03,,,,,,
-,-,13,2018/10/19 13:31,4568,まちかど設置端末（店舗から）,0,554,7,4,,2018/10/19 13:38,2018/10/19 13:48,35.443704 139.651332,ホテルメルパルク横浜,35.443908 139.635249,イセザキ・モール,2018/10/19 13:39,2018/10/19 13:39,2018/10/19 13:54,2018/10/19 13:54,,2018/10/19 13:31,0:10:10,0:40:40,,00,07,,,,,,
-,-,13,2018/10/19 13:31,4569,乗客アプリ（目的地から）,3401,378,1,1,,2018/10/19 13:41,2018/10/19 13:50,35.443659 139.650847,横浜マリンタワー,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/19 13:38,2018/10/19 13:38,2018/10/19 13:50,2018/10/19 13:50,,2018/10/19 13:31,0:08:26,0:08:26,,03,10,,,,,,
-,-,13,2018/10/19 13:35,4570,乗客アプリ（地図から）,3327,939,3,2,,2018/10/19 13:45,2018/10/19 13:52,35.452963 139.642093,横浜赤レンガ倉庫,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/19 13:46,2018/10/19 13:46,2018/10/19 13:56,2018/10/19 13:56,,2018/10/19 13:35,0:07:41,0:15:22,,00,09,,,,,,
-,-,13,2018/10/19 13:36,4571,乗客アプリ（目的地から）,3228,933,4,3,,2018/10/19 13:43,2018/10/19 13:53,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/19 13:42,2018/10/19 13:42,2018/10/19 13:54,2018/10/19 13:54,,2018/10/19 13:36,0:09:41,0:29:03,,01,07,,,,,,
-,-,13,2018/10/19 13:38,4572,乗客アプリ（地図から）,1666,1286,6,1,,2018/10/19 13:42,2018/10/19 13:48,35.450681 139.632446,横浜桜木町ワシントンホテル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/19 13:44,2018/10/19 13:44,2018/10/19 13:55,2018/10/19 13:55,,2018/10/19 13:38,0:05:52,0:05:52,,00,04,,,,,,
-,-,13,2018/10/19 13:39,4573,まちかど設置端末（地図から）,0,898,5,2,,2018/10/19 13:43,2018/10/19 13:47,35.450447 139.635947,みなとみらい線　馬車道駅,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/19 13:45,2018/10/19 13:45,2018/10/19 13:52,2018/10/19 13:52,,2018/10/19 13:39,0:04:09,0:08:18,,00,04,,,,,,
-,-,13,2018/10/19 13:39,4574,乗客アプリ（地図から）,2137,1116,7,1,,2018/10/19 13:50,2018/10/19 14:01,35.443908 139.635249,イセザキ・モール,35.441441 139.648505,横浜中華街朱雀門,2018/10/19 13:52,2018/10/19 13:52,2018/10/19 14:01,2018/10/19 14:09,,2018/10/19 13:39,0:11:10,0:11:10,,00,10,,,,,,
-,-,13,2018/10/19 13:47,4575,まちかど設置端末（店舗から）,0,1146,7,1,,2018/10/19 13:53,2018/10/19 14:07,35.450681 139.632446,横浜桜木町ワシントンホテル,35.443659 139.650847,横浜マリンタワー,2018/10/19 13:57,2018/10/19 13:57,2018/10/19 14:12,2018/10/19 14:12,,2018/10/19 13:47,0:13:07,0:13:07,,00,06,,,,,,
★,☆,13,2018/10/19 12:42,4547,乗客アプリ（目的地から）,3326,1079,3,1,2018/10/19 12:42,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/19 13:42,,2018/10/19 13:52,,2018/10/19 13:42,2018/10/19 13:42,0:00:00,0:00:00,,00,00,,,,,,
-,-,14,2018/10/19 14:03,4576,まちかど設置端末（地図から）,0,1165,5,2,,2018/10/19 14:08,2018/10/19 14:14,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/19 14:06,2018/10/19 14:06,2018/10/19 14:17,2018/10/19 14:17,,2018/10/19 14:03,0:05:45,0:11:30,240,01,04,04,03,,,,
-,-,14,2018/10/19 14:03,4577,まちかど設置端末（店舗から）,0,917,4,2,,2018/10/19 14:06,2018/10/19 14:11,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/10/19 14:07,2018/10/19 14:07,2018/10/19 14:16,2018/10/19 14:16,,2018/10/19 14:03,0:04:48,0:09:36,,00,02,,,,,,
-,-,14,2018/10/19 14:04,4578,乗客アプリ（地図から）,3396,354,6,2,,2018/10/19 14:07,2018/10/19 14:12,35.452963 139.642093,横浜赤レンガ倉庫,35.445857 139.647636,ホテルモントレ横浜,2018/10/19 14:06,2018/10/19 14:06,2018/10/19 14:14,2018/10/19 14:14,,2018/10/19 14:04,0:04:54,0:09:48,,01,03,,,,,,
-,-,14,2018/10/19 14:10,4579,乗客アプリ（地図から）,1761,848,9,1,,2018/10/19 14:14,2018/10/19 14:22,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.447546 139.64358,横浜開港資料館,2018/10/19 14:13,2018/10/19 14:13,2018/10/19 14:23,2018/10/19 14:23,,2018/10/19 14:10,0:07:30,0:07:30,,00,04,,,,,,
-,-,14,2018/10/19 14:12,4580,乗客アプリ（目的地から）,2395,1026,8,1,,2018/10/19 14:17,2018/10/19 14:27,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.453715 139.638133,横浜ワールドポーターズ,2018/10/19 14:17,2018/10/19 14:17,2018/10/19 14:29,2018/10/19 14:29,,2018/10/19 14:12,0:10:21,0:10:21,,00,04,,,,,,
-,-,14,2018/10/19 14:17,4581,乗客アプリ（地図から）,3400,1227,5,1,,2018/10/19 14:21,2018/10/19 14:27,35.445857 139.647636,ホテルモントレ横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/19 14:20,2018/10/19 14:20,2018/10/19 14:29,2018/10/19 14:29,,2018/10/19 14:17,0:06:37,0:06:37,,00,03,,,,,,
★,-,14,2018/10/19 14:19,4582,まちかど設置端末（店舗から）,0,435,6,3,,2018/10/19 14:42,2018/10/19 14:47,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/19 14:48,2018/10/19 14:48,2018/10/19 14:57,2018/10/19 14:58,2018/10/19 14:48,2018/10/19 14:48,0:05:01,0:15:03,,00,00,,,,,,
★,-,14,2018/10/19 14:21,4583,乗客アプリ（地図から）,3379,1283,9,1,,2018/10/19 14:50,2018/10/19 15:00,35.441002 139.650809,横浜元町ショッピングストリート,35.448676 139.635696,横浜平和プラザホテル,2018/10/19 14:51,2018/10/19 14:51,2018/10/19 15:01,2018/10/19 15:02,2018/10/19 14:51,2018/10/19 14:51,0:09:53,0:09:53,,00,00,,,,,,
★,-,14,2018/10/19 14:21,4584,乗客アプリ（地図から）,3403,1078,9,1,,2018/10/19 14:50,2018/10/19 15:00,35.441002 139.650809,横浜元町ショッピングストリート,35.448676 139.635696,横浜平和プラザホテル,2018/10/19 14:51,2018/10/19 14:51,2018/10/19 15:02,2018/10/19 15:02,2018/10/19 14:51,2018/10/19 14:51,0:09:53,0:09:53,,00,00,,,,,,
-,-,14,2018/10/19 14:22,4585,乗客アプリ（地図から）,1756,1097,9,1,,2018/10/19 14:28,2018/10/19 14:34,35.441002 139.650809,横浜元町ショッピングストリート,35.445783 139.642958,横浜情報文化センター,2018/10/19 14:29,2018/10/19 14:29,2018/10/19 14:36,2018/10/19 14:36,,2018/10/19 14:22,0:05:30,0:05:30,,00,06,,,,,,
-,-,14,2018/10/19 14:29,4586,乗客アプリ（地図から）,3395,325,10,2,,2018/10/19 14:38,2018/10/19 14:50,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/19 14:33,2018/10/19 14:33,2018/10/19 14:52,2018/10/19 14:52,,2018/10/19 14:29,0:12:52,0:25:44,,04,08,,,,,,
-,-,14,2018/10/19 14:32,4587,まちかど設置端末（店舗から）,0,979,4,2,,2018/10/19 14:38,2018/10/19 14:44,35.45435 139.631762,横浜ロイヤルパークホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/19 14:40,2018/10/19 14:40,2018/10/19 14:48,2018/10/19 14:48,,2018/10/19 14:32,0:05:33,0:11:06,,00,06,,,,,,
-,-,14,2018/10/19 14:37,4588,乗客アプリ（目的地から）,3228,697,5,1,,2018/10/19 14:39,2018/10/19 14:44,35.453715 139.638133,横浜ワールドポーターズ,35.454389 139.630904,横浜ランドマークタワー,2018/10/19 14:39,2018/10/19 14:39,2018/10/19 14:46,2018/10/19 14:46,,2018/10/19 14:37,0:04:21,0:04:21,,00,02,,,,,,
-,-,14,2018/10/19 14:40,4589,乗客アプリ（目的地から）,1742,632,6,1,,2018/10/19 14:41,2018/10/19 14:55,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/10/19 14:49,2018/10/19 14:50,2018/10/19 15:05,2018/10/19 15:06,,2018/10/19 14:40,0:14:03,0:14:03,,00,01,,,,,,
-,-,14,2018/10/19 14:40,4590,乗客アプリ（目的地から）,2888,490,6,1,,2018/10/19 14:43,2018/10/19 15:07,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443659 139.650847,横浜マリンタワー,2018/10/19 14:49,2018/10/19 14:49,2018/10/19 15:16,2018/10/19 15:16,,2018/10/19 14:40,0:23:21,0:23:21,,00,02,,,,,,
-,-,14,2018/10/19 14:44,4591,乗客アプリ（目的地から）,2084,1219,5,1,,2018/10/19 14:51,2018/10/19 15:02,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/19 14:51,2018/10/19 14:53,2018/10/19 15:06,2018/10/19 15:09,,2018/10/19 14:44,0:11:41,0:11:41,,00,06,,,,,,
-,-,14,2018/10/19 14:46,4592,乗客アプリ（地図から）,3327,658,10,2,,2018/10/19 14:56,2018/10/19 15:00,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/19 14:56,2018/10/19 14:56,2018/10/19 15:03,2018/10/19 15:03,,2018/10/19 14:46,0:04:44,0:09:28,,00,09,,,,,,
-,-,14,2018/10/19 14:47,4593,まちかど設置端末（店舗から）,0,836,6,3,,2018/10/19 14:52,2018/10/19 15:05,35.452963 139.642093,横浜赤レンガ倉庫,35.441441 139.648505,横浜中華街朱雀門,2018/10/19 14:55,2018/10/19 14:55,2018/10/19 15:16,2018/10/19 15:16,,2018/10/19 14:47,0:13:27,0:40:21,,00,04,,,,,,
-,-,14,2018/10/19 14:47,4594,乗客アプリ（目的地から）,2086,864,5,1,,2018/10/19 14:51,2018/10/19 14:55,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.454389 139.630904,横浜ランドマークタワー,2018/10/19 14:53,2018/10/19 14:53,2018/10/19 14:58,2018/10/19 14:58,,2018/10/19 14:47,0:04:27,0:04:27,,00,03,,,,,,
-,-,15,2018/10/19 15:05,4595,乗客アプリ（地図から）,1949,330,10,1,,2018/10/19 15:06,2018/10/19 15:17,35.445783 139.642958,横浜情報文化センター,35.454389 139.630904,横浜ランドマークタワー,2018/10/19 15:07,2018/10/19 15:07,2018/10/19 15:17,2018/10/19 15:17,,2018/10/19 15:05,0:11:26,0:11:26,123,00,00,04,04,,,,
-,-,15,2018/10/19 15:07,4596,乗客アプリ（地図から）,3378,1205,10,1,,2018/10/19 15:13,2018/10/19 15:21,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/19 15:15,2018/10/19 15:15,2018/10/19 15:27,2018/10/19 15:27,,2018/10/19 15:07,0:08:12,0:08:12,,00,05,,,,,,
-,-,15,2018/10/19 15:13,4597,乗客アプリ（地図から）,3400,441,9,1,,2018/10/19 15:16,2018/10/19 15:27,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/19 15:18,2018/10/19 15:18,2018/10/19 15:27,2018/10/19 15:36,,2018/10/19 15:13,0:11:08,0:11:08,,00,03,,,,,,
-,-,15,2018/10/19 15:14,4598,乗客アプリ（目的地から）,3181,1091,9,2,,2018/10/19 15:21,2018/10/19 15:28,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/19 15:25,2018/10/19 15:25,2018/10/19 15:37,2018/10/19 15:37,,2018/10/19 15:14,0:06:38,0:13:16,,00,06,,,,,,
-,-,15,2018/10/19 15:30,4600,乗客アプリ（地図から）,2526,567,4,1,,2018/10/19 15:35,2018/10/19 15:47,35.445783 139.642958,横浜情報文化センター,35.454389 139.630904,横浜ランドマークタワー,2018/10/19 15:33,2018/10/19 15:33,2018/10/19 15:44,2018/10/19 15:44,,2018/10/19 15:30,0:12:05,0:12:05,,01,04,,,,,,
-,-,15,2018/10/19 15:36,4601,乗客アプリ（地図から）,3377,374,4,1,,2018/10/19 15:40,2018/10/19 15:50,35.445857 139.647636,ホテルモントレ横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/19 15:41,2018/10/19 15:41,2018/10/19 15:56,2018/10/19 15:56,,2018/10/19 15:36,0:10:16,0:10:16,,00,04,,,,,,
-,-,15,2018/10/19 15:37,4602,乗客アプリ（目的地から）,1663,335,8,1,,2018/10/19 15:44,2018/10/19 15:47,35.447541 139.644914,シルク博物館,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/19 15:38,2018/10/19 15:38,2018/10/19 15:44,2018/10/19 15:44,,2018/10/19 15:37,0:03:06,0:03:06,,05,06,,,,,,
-,-,15,2018/10/19 15:39,4603,まちかど設置端末（地図から）,0,1259,3,3,,2018/10/19 15:47,2018/10/19 15:59,35.441002 139.650809,横浜元町ショッピングストリート,35.45435 139.631762,横浜ロイヤルパークホテル,2018/10/19 15:46,2018/10/19 15:46,2018/10/19 16:02,2018/10/19 16:02,,2018/10/19 15:39,0:11:55,0:35:45,,01,07,,,,,,
-,-,15,2018/10/19 15:47,4605,乗客アプリ（地図から）,3402,928,10,1,,2018/10/19 15:51,2018/10/19 15:58,35.450681 139.632446,横浜桜木町ワシントンホテル,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/19 15:50,2018/10/19 15:50,2018/10/19 15:59,2018/10/19 15:59,,2018/10/19 15:47,0:06:52,0:06:52,,01,04,,,,,,
-,-,15,2018/10/19 15:48,4606,乗客アプリ（地図から）,3327,1164,1,2,,2018/10/19 15:51,2018/10/19 15:57,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.453715 139.638133,横浜ワールドポーターズ,2018/10/19 15:53,2018/10/19 15:53,2018/10/19 16:02,2018/10/19 16:02,,2018/10/19 15:48,0:05:43,0:11:26,,00,03,,,,,,
-,☆,15,2018/10/19 15:43,4604,乗客アプリ（地図から）,3402,943,10,1,2018/10/19 15:46,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/19 15:45,,2018/10/19 15:56,,,2018/10/19 15:43,0:00:00,0:00:00,,00,03,,,,,,
★,-,16,2018/10/19 11:17,4529,乗客アプリ（目的地から）,2931,914,4,1,,2018/10/19 16:08,2018/10/19 16:13,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/19 16:10,2018/10/19 16:10,2018/10/19 16:17,2018/10/19 16:16,2018/10/19 16:10,2018/10/19 16:10,0:05:04,0:05:04,319,00,00,05,04,,,,
★,-,16,2018/10/19 15:24,4599,乗客アプリ（目的地から）,1199,1286,5,1,,2018/10/19 16:22,2018/10/19 16:30,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/19 16:24,2018/10/19 16:24,2018/10/19 16:36,2018/10/19 16:36,2018/10/19 16:24,2018/10/19 16:24,0:07:34,0:07:34,,00,00,,,,,,
-,-,16,2018/10/19 16:02,4608,まちかど設置端末（地図から）,0,893,6,1,,2018/10/19 16:03,2018/10/19 16:09,35.441002 139.650809,横浜元町ショッピングストリート,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/19 16:04,2018/10/19 16:04,2018/10/19 16:11,2018/10/19 16:11,,2018/10/19 16:02,0:05:52,0:05:52,,00,01,,,,,,
-,-,16,2018/10/19 16:02,4609,乗客アプリ（地図から）,3402,320,6,1,,2018/10/19 16:10,2018/10/19 16:29,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.454389 139.630904,横浜ランドマークタワー,2018/10/19 16:11,2018/10/19 16:11,2018/10/19 16:24,2018/10/19 16:24,,2018/10/19 16:02,0:19:13,0:19:13,,00,07,,,,,,
★,-,16,2018/10/19 16:12,4610,乗客アプリ（簡単予約）,3251,702,4,1,,2018/10/19 16:39,2018/10/19 16:50,35.450681 139.632446,横浜桜木町ワシントンホテル,35.454389 139.630904,横浜ランドマークタワー,2018/10/19 16:42,2018/10/19 16:42,2018/10/19 16:48,2018/10/19 16:48,2018/10/19 16:42,2018/10/19 16:42,0:10:30,0:10:30,,00,00,,,,,,
-,-,16,2018/10/19 16:14,4611,まちかど設置端末（地図から）,0,691,6,1,,2018/10/19 16:27,2018/10/19 16:37,35.456605 139.635327,横浜ベイホテル東急,35.443073 139.651914,横浜人形の家,2018/10/19 16:25,2018/10/19 16:25,2018/10/19 16:43,2018/10/19 16:43,,2018/10/19 16:14,0:09:52,0:09:52,,01,12,,,,,,
-,-,16,2018/10/19 16:17,4612,まちかど設置端末（店舗から）,0,537,2,4,,2018/10/19 16:22,2018/10/19 16:29,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/19 16:21,2018/10/19 16:21,2018/10/19 16:31,2018/10/19 16:31,,2018/10/19 16:17,0:07:06,0:28:24,,01,05,,,,,,
-,-,16,2018/10/19 16:20,4614,まちかど設置端末（地図から）,0,771,6,1,,2018/10/19 16:23,2018/10/19 16:41,35.456605 139.635327,横浜ベイホテル東急,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/19 16:24,2018/10/19 16:24,2018/10/19 16:47,2018/10/19 16:47,,2018/10/19 16:20,0:17:50,0:17:50,,00,03,,,,,,
-,-,16,2018/10/19 16:30,4615,乗客アプリ（目的地から）,3412,1296,3,2,,2018/10/19 16:34,2018/10/19 16:40,35.452963 139.642093,横浜赤レンガ倉庫,35.45435 139.631762,横浜ロイヤルパークホテル,2018/10/19 16:32,2018/10/19 16:32,2018/10/19 16:42,2018/10/19 16:42,,2018/10/19 16:30,0:05:53,0:11:46,,01,03,,,,,,
-,-,16,2018/10/19 16:30,4616,乗客アプリ（地図から）,2435,835,1,1,,2018/10/19 16:35,2018/10/19 16:43,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/10/19 16:36,2018/10/19 16:36,2018/10/19 16:50,2018/10/19 16:50,,2018/10/19 16:30,0:07:52,0:07:52,,00,04,,,,,,
-,-,16,2018/10/19 16:34,4617,乗客アプリ（目的地から）,1334,1010,7,1,,2018/10/19 16:35,2018/10/19 16:40,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/10/19 16:36,2018/10/19 16:36,2018/10/19 16:45,2018/10/19 16:45,,2018/10/19 16:34,0:04:39,0:04:39,,00,01,,,,,,
-,-,16,2018/10/19 16:39,4620,乗客アプリ（目的地から）,3428,697,8,1,,2018/10/19 16:41,2018/10/19 17:00,35.443659 139.650847,横浜マリンタワー,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/19 16:42,2018/10/19 16:42,2018/10/19 16:54,2018/10/19 16:54,,2018/10/19 16:39,0:18:45,0:18:45,,00,02,,,,,,
-,-,16,2018/10/19 16:41,4622,乗客アプリ（目的地から）,3162,1279,4,1,,2018/10/19 16:47,2018/10/19 17:10,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/19 16:48,2018/10/19 16:48,2018/10/19 17:05,2018/10/19 17:05,,2018/10/19 16:41,0:23:10,0:23:10,,00,05,,,,,,
-,-,16,2018/10/19 16:42,4623,乗客アプリ（目的地から）,3425,1124,8,1,,2018/10/19 16:46,2018/10/19 16:52,35.447546 139.64358,横浜開港資料館,35.443908 139.635249,イセザキ・モール,2018/10/19 16:47,2018/10/19 16:47,2018/10/19 16:54,2018/10/19 16:54,,2018/10/19 16:42,0:06:14,0:06:14,,00,04,,,,,,
-,-,16,2018/10/19 16:45,4624,乗客アプリ（目的地から）,2584,882,1,2,,2018/10/19 16:46,2018/10/19 16:53,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/19 16:47,2018/10/19 16:47,2018/10/19 16:55,2018/10/19 16:55,,2018/10/19 16:45,0:06:48,0:13:36,,00,01,,,,,,
-,-,16,2018/10/19 16:49,4625,まちかど設置端末（地図から）,0,563,5,1,,2018/10/19 16:54,2018/10/19 17:09,35.441002 139.650809,横浜元町ショッピングストリート,35.454389 139.630904,横浜ランドマークタワー,2018/10/19 16:51,2018/10/19 16:53,2018/10/19 17:07,2018/10/19 17:08,,2018/10/19 16:49,0:14:27,0:14:27,,02,05,,,,,,
-,-,16,2018/10/19 16:50,4626,乗客アプリ（簡単予約）,3005,1071,7,1,,2018/10/19 17:00,2018/10/19 17:09,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/19 16:56,2018/10/19 17:02,2018/10/19 17:03,2018/10/19 17:10,,2018/10/19 16:50,0:08:08,0:08:08,,04,10,,,,,,
-,-,16,2018/10/19 16:50,4627,乗客アプリ（目的地から）,3426,610,5,2,,2018/10/19 16:54,2018/10/19 17:12,35.441002 139.650809,横浜元町ショッピングストリート,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/19 16:52,2018/10/19 16:52,2018/10/19 17:13,2018/10/19 17:13,,2018/10/19 16:50,0:17:38,0:35:16,,02,03,,,,,,
-,-,16,2018/10/19 16:52,4630,まちかど設置端末（地図から）,0,549,7,1,,2018/10/19 17:04,2018/10/19 17:28,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/19 17:03,2018/10/19 17:03,2018/10/19 17:22,2018/10/19 17:22,,2018/10/19 16:52,0:23:43,0:23:43,,01,12,,,,,,
-,-,16,2018/10/19 16:52,4631,乗客アプリ（目的地から）,3429,849,4,1,,2018/10/19 16:57,2018/10/19 17:07,35.452963 139.642093,横浜赤レンガ倉庫,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/19 16:59,2018/10/19 16:59,2018/10/19 17:08,2018/10/19 17:08,,2018/10/19 16:52,0:09:38,0:09:38,,00,05,,,,,,
-,-,16,2018/10/19 16:52,4632,乗客アプリ（簡単予約）,3251,948,3,1,,2018/10/19 16:59,2018/10/19 17:04,35.454389 139.630904,横浜ランドマークタワー,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/19 17:00,2018/10/19 17:00,2018/10/19 17:06,2018/10/19 17:15,,2018/10/19 16:52,0:04:26,0:04:26,,00,06,,,,,,
-,-,16,2018/10/19 16:53,4633,乗客アプリ（目的地から）,1663,918,9,1,,2018/10/19 16:56,2018/10/19 17:10,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/10/19 16:55,2018/10/19 16:55,2018/10/19 17:08,2018/10/19 17:08,,2018/10/19 16:53,0:13:38,0:13:38,,01,03,,,,,,
-,-,16,2018/10/19 16:57,4636,乗客アプリ（地図から）,1239,304,5,1,,2018/10/19 16:59,2018/10/19 17:19,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/19 16:59,2018/10/19 16:59,2018/10/19 17:26,2018/10/19 17:26,,2018/10/19 16:57,0:19:56,0:19:56,,00,02,,,,,,
-,☆,16,2018/10/19 16:02,4607,まちかど設置端末（地図から）,0,301,9,1,2018/10/19 16:24,,,35.456605 139.635327,横浜ベイホテル東急,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/19 16:06,,2018/10/19 16:21,,,2018/10/19 16:02,0:00:00,0:00:00,,00,22,,,,,,
-,☆,16,2018/10/19 16:39,4621,乗客アプリ（目的地から）,3162,905,7,1,2018/10/19 16:40,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/19 16:52,,2018/10/19 17:08,,,2018/10/19 16:39,0:00:00,0:00:00,,00,12,,,,,,
-,☆,16,2018/10/19 16:51,4628,乗客アプリ（地図から）,3405,395,7,1,2018/10/19 16:51,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/19 17:02,,2018/10/19 17:08,,,2018/10/19 16:51,0:00:00,0:00:00,,00,10,,,,,,
-,☆,16,2018/10/19 16:55,4634,乗客アプリ（地図から）,2225,959,3,1,2018/10/19 16:58,,,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.456605 139.635327,横浜ベイホテル東急,2018/10/19 17:05,,2018/10/19 17:13,,,2018/10/19 16:55,0:00:00,0:00:00,,00,09,,,,,,
★,-,17,2018/10/19 16:20,4613,まちかど設置端末（店舗から）,0,554,10,2,,2018/10/19 17:17,2018/10/19 17:34,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/19 17:19,2018/10/19 17:19,2018/10/19 17:28,2018/10/19 17:32,2018/10/19 17:19,2018/10/19 17:19,0:16:35,0:33:10,401,00,00,04,05,,,,
★,-,17,2018/10/19 16:35,4618,乗客アプリ（地図から）,2554,861,3,1,,2018/10/19 17:33,2018/10/19 17:46,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/19 17:35,2018/10/19 17:35,2018/10/19 17:43,2018/10/19 17:49,2018/10/19 17:35,2018/10/19 17:35,0:13:04,0:13:04,,00,00,,,,,,
