,,,日時,,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車時間,合成キー,評価,,計算用ダミー,,
★,-,14,2018/11/15 14:34,166-626-agekke,14328,乗客アプリ（地図から）,2171,756,8,1,,2018/11/15 14:42,2018/11/15 14:49,35.447541 139.644914,シルク博物館,35.456605 139.635327,横浜ベイホテル東急,2018/11/15 14:44,2018/11/15 14:44,2018/11/15 15:12,2018/11/15 15:12,2018/11/15 14:44,2018/11/15 14:44,0:06:37,0:06:37,,00,00,,,2018/11/15 14:34,2018/11/15 14:49,43419.606944444443419.6173611111,#N/A,,,,
-,-,14,2018/11/15 14:35,023-240-GREEN,14329,乗客アプリ（簡単予約）,4026,592,11,1,,2018/11/15 14:40,2018/11/15 14:45,35.452963 139.642093,横浜赤レンガ倉庫,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/15 14:40,2018/11/15 14:40,2018/11/15 14:49,2018/11/15 14:49,,2018/11/15 14:35,0:05:13,0:05:13,,00,04,,,2018/11/15 14:35,2018/11/15 14:45,43419.607638888943419.6145833333,#N/A,,,,
-,-,14,2018/11/15 14:39,063-456-BANANA 063-455-BANANA 017-933-RED 063-454-BANANA,14330,乗客アプリ（地図から）,6287,935,6,4,,2018/11/15 14:45,2018/11/15 14:54,35.443908 139.635249,イセザキ・モール,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/11/15 14:44,2018/11/15 14:44,2018/11/15 14:57,2018/11/15 14:57,,2018/11/15 14:39,0:09:03,0:36:12,,00,06,,,2018/11/15 14:39,2018/11/15 14:54,43419.610416666743419.6208333333,#N/A,,,,
-,-,14,2018/11/15 14:43,068-322-BANANA 068-321-BANANA,14334,乗客アプリ（地図から）,2950,414,5,2,,2018/11/15 14:46,2018/11/15 14:56,35.441002 139.650809,横浜元町ショッピングストリート,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/15 14:45,2018/11/15 14:45,2018/11/15 14:56,2018/11/15 14:56,,2018/11/15 14:43,0:09:49,0:19:38,,01,02,,,2018/11/15 14:43,2018/11/15 14:56,43419.613194444443419.6222222222,肯定的,,,,
-,-,14,2018/11/15 14:48,103-136-SNOW,14337,まちかど端末（乗降ポイントから）,0,831,13,1,,2018/11/15 14:52,2018/11/15 15:16,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/15 14:52,2018/11/15 14:52,2018/11/15 15:09,2018/11/15 15:09,,2018/11/15 14:48,0:24:07,0:24:07,,00,03,,,2018/11/15 14:48,2018/11/15 15:16,43419.616666666743419.6361111111,#N/A,,,,
-,-,14,2018/11/15 14:52,063-912-BANANA,14340,まちかど端末（乗降ポイントから）,0,129,8,1,,2018/11/15 14:55,2018/11/15 15:02,35.450554 139.632616,横浜桜木町ワシントンホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/15 14:57,2018/11/15 14:57,2018/11/15 15:07,2018/11/15 15:07,,2018/11/15 14:52,0:06:58,0:06:58,,00,03,,,2018/11/15 14:52,2018/11/15 15:02,43419.619444444443419.6263888889,#N/A,,,,
-,-,14,2018/11/15 14:52,050-578-STRAWBERRY 050-577-STRAWBERRY,14339,乗客アプリ（地図から）,5936,738,9,2,,2018/11/15 14:56,2018/11/15 15:08,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/15 14:56,2018/11/15 14:56,2018/11/15 15:15,2018/11/15 15:15,,2018/11/15 14:52,0:11:39,0:23:18,,00,04,,,2018/11/15 14:52,2018/11/15 15:08,43419.619444444443419.6305555556,#N/A,,,,
-,-,14,2018/11/15 14:53,166-737-agekke 166-752-agekke 166-736-agekke,14341,まちかど端末（店舗から）,0,929,11,3,,2018/11/15 15:00,2018/11/15 15:10,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/15 14:55,2018/11/15 14:55,2018/11/15 15:10,2018/11/15 15:10,,2018/11/15 14:53,0:09:30,0:28:30,,05,07,,,2018/11/15 14:53,2018/11/15 15:10,43419.620138888943419.6319444444,#N/A,,,,
-,-,14,2018/11/15 14:53,050-504-STRAWBERRY,14343,まちかど端末（店舗から）,0,247,2,1,,2018/11/15 15:00,2018/11/15 15:09,35.450554 139.632616,横浜桜木町ワシントンホテル,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/15 15:03,2018/11/15 15:03,2018/11/15 15:14,2018/11/15 15:14,,2018/11/15 14:53,0:08:36,0:08:36,,00,06,,,2018/11/15 14:53,2018/11/15 15:09,43419.620138888943419.63125,肯定的,,,,
-,☆,14,2018/11/15 14:25,062-645-BANANA,14322,乗客アプリ（地図から）,5455,10,3,1,2018/11/15 14:25,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.453715 139.638133,横浜ワールドポーターズ,2018/11/15 14:28,,2018/11/15 14:39,,,2018/11/15 14:25,0:00:00,0:00:00,,00,02,,,2018/11/15 14:25,1900/1/0 0:00,43419.60069444440,#N/A,,,,
-,☆,14,2018/11/15 14:26,103-136-SNOW,14324,まちかど端末（乗降ポイントから）,0,302,6,1,2018/11/15 14:35,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/15 14:28,,2018/11/15 14:45,,,2018/11/15 14:26,0:00:00,0:00:00,,00,09,,,2018/11/15 14:26,1900/1/0 0:00,43419.60138888890,#N/A,,,,
-,☆,14,2018/11/15 14:41,075-077-ORANGE,14332,乗客アプリ（目的地から）,985,600,10,1,2018/11/15 14:43,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/15 14:51,,2018/11/15 15:03,,,2018/11/15 14:41,0:00:00,0:00:00,,00,10,,,2018/11/15 14:41,1900/1/0 0:00,43419.61180555560,#N/A,,,,
-,☆,14,2018/11/15 14:41,062-772-BANANA,14333,乗客アプリ（地図から）,5131,475,11,1,2018/11/15 14:44,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.448676 139.635696,横浜平和プラザホテル,2018/11/15 14:53,,2018/11/15 15:07,,,2018/11/15 14:41,0:00:00,0:00:00,,00,,,,2018/11/15 14:41,1900/1/0 0:00,43419.61180555560,#N/A,,,※149行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,14,2018/11/15 14:44,075-077-ORANGE,14335,乗客アプリ（目的地から）,985,401,10,1,2018/11/15 14:44,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/15 14:50,,2018/11/15 15:01,,,2018/11/15 14:44,0:00:00,0:00:00,,00,06,,,2018/11/15 14:44,1900/1/0 0:00,43419.61388888890,#N/A,,,,
-,☆,14,2018/11/15 14:44,062-772-BANANA,14336,乗客アプリ（地図から）,5131,5,11,1,2018/11/15 14:48,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.448676 139.635696,横浜平和プラザホテル,2018/11/15 14:52,,2018/11/15 15:06,,,2018/11/15 14:44,0:00:00,0:00:00,,00,07,,,2018/11/15 14:44,1900/1/0 0:00,43419.61388888890,#N/A,,,※147行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,14,2018/11/15 14:51,050-578-STRAWBERRY,14338,乗客アプリ（地図から）,5936,432,9,1,2018/11/15 14:51,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/15 14:57,,2018/11/15 15:15,,,2018/11/15 14:51,0:00:00,0:00:00,,00,06,,,2018/11/15 14:51,1900/1/0 0:00,43419.618750,#N/A,,,,
★,-,15,2018/11/15 14:39,017-190-RED,14331,乗客アプリ（目的地から）,6285,595,5,1,,2018/11/15 15:41,2018/11/15 15:55,35.441002 139.650809,横浜元町ショッピングストリート,35.443908 139.635249,イセザキ・モール,2018/11/15 15:39,2018/11/15 15:39,2018/11/15 15:50,2018/11/15 15:50,2018/11/15 15:39,2018/11/15 15:39,0:14:09,0:14:09,448,02,02,05,04,2018/11/15 14:39,2018/11/15 15:55,43419.610416666743419.6631944444,肯定的,,,,
★,-,15,2018/11/15 14:53,101-800-SNOW 101-801-SNOW,14342,乗客アプリ（簡単予約）,2518,96,7,2,,2018/11/15 15:46,2018/11/15 15:58,35.450447 139.635947,馬車道駅（みなとみらい線）,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/15 15:53,2018/11/15 15:53,2018/11/15 16:03,2018/11/15 16:09,2018/11/15 15:53,2018/11/15 15:53,0:12:11,0:24:22,,00,00,,,2018/11/15 14:53,2018/11/15 15:58,43419.620138888943419.6652777778,#N/A,,,,
★,-,15,2018/11/15 14:57,103-124-SNOW,14344,乗客アプリ（地図から）,5335,994,13,1,,2018/11/15 15:05,2018/11/15 15:16,35.443908 139.635249,イセザキ・モール,35.453715 139.638133,横浜ワールドポーターズ,2018/11/15 15:07,2018/11/15 15:07,2018/11/15 15:17,2018/11/15 15:17,2018/11/15 15:07,2018/11/15 15:07,0:10:14,0:10:14,,00,00,,,2018/11/15 14:57,2018/11/15 15:16,43419.622916666743419.6361111111,#N/A,,,,
-,-,15,2018/11/15 15:00,050-574-STRAWBERRY 050-575-STRAWBERRY 050-573-STRAWBERRY 050-576-STRAWBERRY,14345,まちかど端末（店舗から）,0,613,1,4,,2018/11/15 15:05,2018/11/15 15:12,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.453715 139.638133,横浜ワールドポーターズ,2018/11/15 15:04,2018/11/15 15:04,2018/11/15 15:19,2018/11/15 15:19,,2018/11/15 15:00,0:07:27,0:29:48,,01,04,,,2018/11/15 15:00,2018/11/15 15:12,43419.62543419.6333333333,#N/A,,,,
-,-,15,2018/11/15 15:00,008-702-BLUE,14346,乗客アプリ（地図から）,4624,427,10,1,,2018/11/15 15:09,2018/11/15 15:19,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/15 15:11,2018/11/15 15:11,2018/11/15 15:29,2018/11/15 15:29,,2018/11/15 15:00,0:09:52,0:09:52,,00,09,,,2018/11/15 15:00,2018/11/15 15:19,43419.62543419.6381944444,#N/A,,,,
-,-,15,2018/11/15 15:01,118-211-SUN 118-222-SUN 118-221-SUN,14347,まちかど端末（乗降ポイントから）,0,522,3,3,,2018/11/15 15:09,2018/11/15 15:17,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/15 15:09,2018/11/15 15:09,2018/11/15 15:24,2018/11/15 15:24,,2018/11/15 15:01,0:08:10,0:24:30,,00,08,,,2018/11/15 15:01,2018/11/15 15:17,43419.625694444443419.6368055556,#N/A,,,,
-,-,15,2018/11/15 15:05,009-084-BLUE,14348,乗客アプリ（地図から）,1706,204,2,1,,2018/11/15 15:14,2018/11/15 15:35,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/15 15:18,2018/11/15 15:18,2018/11/15 15:35,2018/11/15 15:37,,2018/11/15 15:05,0:21:04,0:21:04,,00,08,,,2018/11/15 15:05,2018/11/15 15:35,43419.628472222243419.6493055556,肯定的,,,,
★,-,15,2018/11/15 15:07,103-570-SNOW,14349,乗客アプリ（目的地から）,4511,976,11,1,,2018/11/15 15:15,2018/11/15 15:21,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.456605 139.635327,横浜ベイホテル東急,2018/11/15 15:18,2018/11/15 15:18,2018/11/15 15:26,2018/11/15 15:26,2018/11/15 15:17,2018/11/15 15:17,0:05:31,0:05:31,,00,00,,,2018/11/15 15:07,2018/11/15 15:21,43419.629861111143419.6395833333,#N/A,,,,
-,-,15,2018/11/15 15:10,166-680-agekke,14350,乗客アプリ（地図から）,2424,806,2,1,,2018/11/15 15:18,2018/11/15 15:26,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/11/15 15:21,2018/11/15 15:21,2018/11/15 15:30,2018/11/15 15:30,,2018/11/15 15:10,0:07:36,0:07:36,,00,08,,,2018/11/15 15:10,2018/11/15 15:26,43419.631944444443419.6430555556,#N/A,,,,
-,-,15,2018/11/15 15:10,070-513-ORANGE,14351,乗客アプリ（地図から）,1112,414,4,1,,2018/11/15 15:17,2018/11/15 15:27,35.445783 139.642958,横浜情報文化センター,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/15 15:16,2018/11/15 15:16,2018/11/15 15:31,2018/11/15 15:31,,2018/11/15 15:10,0:09:57,0:09:57,,01,07,,,2018/11/15 15:10,2018/11/15 15:27,43419.631944444443419.64375,#N/A,,,,
-,-,15,2018/11/15 15:11,063-912-BANANA,14352,まちかど端末（乗降ポイントから）,0,141,1,1,,2018/11/15 15:21,2018/11/15 15:28,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/15 15:23,2018/11/15 15:23,2018/11/15 15:35,2018/11/15 15:35,,2018/11/15 15:11,0:06:58,0:06:58,,00,10,,,2018/11/15 15:11,2018/11/15 15:28,43419.632638888943419.6444444444,#N/A,,,,
-,-,15,2018/11/15 15:13,024-452-GREEN 024-454-GREEN 024-451-GREEN,14354,乗客アプリ（地図から）,4097,206,3,3,,2018/11/15 15:29,2018/11/15 15:36,35.443908 139.635249,イセザキ・モール,35.454389 139.630904,横浜ランドマークタワー,2018/11/15 15:36,2018/11/15 15:36,2018/11/15 15:52,2018/11/15 15:52,,2018/11/15 15:13,0:06:11,0:18:33,,00,16,,,2018/11/15 15:13,2018/11/15 15:36,43419.634027777843419.65,#N/A,,,,
★,-,15,2018/11/15 15:15,068-322-BANANA 068-321-BANANA,14355,乗客アプリ（地図から）,2950,221,6,2,,2018/11/15 15:24,2018/11/15 15:40,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443908 139.635249,イセザキ・モール,2018/11/15 15:25,2018/11/15 15:25,2018/11/15 15:37,2018/11/15 15:46,2018/11/15 15:25,2018/11/15 15:25,0:15:45,0:31:30,,00,00,,,2018/11/15 15:15,2018/11/15 15:40,43419.635416666743419.6527777778,#N/A,,,,
★,-,15,2018/11/15 15:16,020-970-GREEN,14356,乗客アプリ（簡単予約）,6283,720,13,1,,2018/11/15 15:23,2018/11/15 15:26,35.453715 139.638133,横浜ワールドポーターズ,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/15 15:26,2018/11/15 15:26,2018/11/15 15:33,2018/11/15 15:33,2018/11/15 15:26,2018/11/15 15:26,0:02:32,0:02:32,,00,00,,,2018/11/15 15:16,2018/11/15 15:26,43419.636111111143419.6430555556,#N/A,,,,
-,-,15,2018/11/15 15:20,026-220-GREEN,14357,乗客アプリ（地図から）,2526,107,2,1,,2018/11/15 15:23,2018/11/15 15:29,35.454389 139.630904,横浜ランドマークタワー,35.445783 139.642958,横浜情報文化センター,2018/11/15 15:23,2018/11/15 15:23,2018/11/15 15:35,2018/11/15 15:35,,2018/11/15 15:20,0:06:15,0:06:15,,00,03,,,2018/11/15 15:20,2018/11/15 15:29,43419.638888888943419.6451388889,#N/A,,,,
-,-,15,2018/11/15 15:20,118-223-SUN,14358,まちかど端末（乗降ポイントから）,0,247,6,1,,2018/11/15 15:26,2018/11/15 15:34,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/15 15:24,2018/11/15 15:24,2018/11/15 15:35,2018/11/15 15:35,,2018/11/15 15:20,0:08:09,0:08:09,,01,05,,,2018/11/15 15:20,2018/11/15 15:34,43419.638888888943419.6486111111,#N/A,,,,
-,-,15,2018/11/15 15:24,025-797-GREEN,14359,乗客アプリ（地図から）,3394,525,11,1,,2018/11/15 15:27,2018/11/15 15:35,35.453715 139.638133,横浜ワールドポーターズ,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/15 15:28,2018/11/15 15:28,2018/11/15 15:42,2018/11/15 15:42,,2018/11/15 15:24,0:08:53,0:08:53,,00,02,,,2018/11/15 15:24,2018/11/15 15:35,43419.641666666743419.6493055556,#N/A,,,,
-,-,15,2018/11/15 15:27,063-456-BANANA 063-455-BANANA 017-933-RED 063-454-BANANA,14360,乗客アプリ（地図から）,6287,326,4,4,,2018/11/15 15:33,2018/11/15 15:40,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/11/15 15:33,2018/11/15 15:33,2018/11/15 15:49,2018/11/15 15:49,,2018/11/15 15:27,0:06:48,0:27:12,,00,05,,,2018/11/15 15:27,2018/11/15 15:40,43419.6437543419.6527777778,#N/A,,,,
-,-,15,2018/11/15 15:30,167-685-CAKE,14361,乗客アプリ（目的地から）,6126,327,1,1,,2018/11/15 15:37,2018/11/15 15:44,35.450554 139.632616,横浜桜木町ワシントンホテル,35.44291 139.650404,元町・中華街駅（みなとみらい線）,2018/11/15 15:39,2018/11/15 15:39,2018/11/15 15:52,2018/11/15 15:52,,2018/11/15 15:30,0:06:29,0:06:29,,00,07,,,2018/11/15 15:30,2018/11/15 15:44,43419.645833333343419.6555555556,#N/A,,,,
-,-,15,2018/11/15 15:30,023-240-GREEN,14362,乗客アプリ（簡単予約）,4026,984,8,1,,2018/11/15 15:36,2018/11/15 15:51,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/15 15:36,2018/11/15 15:36,2018/11/15 15:45,2018/11/15 15:54,,2018/11/15 15:30,0:14:59,0:14:59,,00,06,,,2018/11/15 15:30,2018/11/15 15:51,43419.645833333343419.6604166667,#N/A,,,,
★,-,15,2018/11/15 15:33,103-124-SNOW,14363,乗客アプリ（地図から）,5335,899,7,1,,2018/11/15 15:39,2018/11/15 15:52,35.453715 139.638133,横浜ワールドポーターズ,35.443908 139.635249,イセザキ・モール,2018/11/15 15:43,2018/11/15 15:43,2018/11/15 16:00,2018/11/15 16:00,2018/11/15 15:43,2018/11/15 15:43,0:13:16,0:13:16,,00,00,,,2018/11/15 15:33,2018/11/15 15:52,43419.647916666743419.6611111111,肯定的,,,,
★,-,15,2018/11/15 15:33,115-020-SUN,14364,乗客アプリ（地図から）,4073,944,2,1,,2018/11/15 15:40,2018/11/15 15:46,35.447546 139.64358,横浜開港資料館,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/15 15:43,2018/11/15 15:43,2018/11/15 15:57,2018/11/15 15:57,2018/11/15 15:43,2018/11/15 15:43,0:05:50,0:05:50,,00,00,,,2018/11/15 15:33,2018/11/15 15:46,43419.647916666743419.6569444444,肯定的,,,,
-,-,15,2018/11/15 15:39,166-680-agekke,14366,乗客アプリ（地図から）,2424,37,4,1,,2018/11/15 15:42,2018/11/15 15:45,35.450447 139.635947,馬車道駅（みなとみらい線）,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/15 15:42,2018/11/15 15:42,2018/11/15 15:50,2018/11/15 15:50,,2018/11/15 15:39,0:03:47,0:03:47,,00,02,,,2018/11/15 15:39,2018/11/15 15:45,43419.652083333343419.65625,#N/A,,,,
-,-,15,2018/11/15 15:41,063-912-BANANA,14367,まちかど端末（乗降ポイントから）,0,358,6,1,,2018/11/15 15:52,2018/11/15 15:58,35.452963 139.642093,横浜赤レンガ倉庫,35.441441 139.648505,横浜中華街朱雀門,2018/11/15 15:51,2018/11/15 15:51,2018/11/15 16:03,2018/11/15 16:03,,2018/11/15 15:41,0:06:55,0:06:55,,00,10,,,2018/11/15 15:41,2018/11/15 15:58,43419.653472222243419.6652777778,#N/A,,,,
-,-,15,2018/11/15 15:42,014-957-RED,14368,乗客アプリ（地図から）,1756,147,1,1,,2018/11/15 15:51,2018/11/15 15:57,35.445783 139.642958,横浜情報文化センター,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/15 15:51,2018/11/15 15:51,2018/11/15 15:58,2018/11/15 15:58,,2018/11/15 15:42,0:06:46,0:06:46,,00,09,,,2018/11/15 15:42,2018/11/15 15:57,43419.654166666743419.6645833333,#N/A,,,,
-,-,15,2018/11/15 15:43,024-582-GREEN,14370,まちかど端末（店舗から）,0,332,3,1,,2018/11/15 15:48,2018/11/15 15:53,35.450447 139.635947,馬車道駅（みなとみらい線）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/15 15:53,2018/11/15 15:53,2018/11/15 15:59,2018/11/15 15:59,,2018/11/15 15:43,0:05:13,0:05:13,,00,04,,,2018/11/15 15:43,2018/11/15 15:53,43419.654861111143419.6618055556,#N/A,,,,
-,-,15,2018/11/15 15:47,062-645-BANANA 066-230-BANANA,14372,乗客アプリ（地図から）,5455,753,4,2,,2018/11/15 15:50,2018/11/15 15:57,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/15 15:51,2018/11/15 15:51,2018/11/15 16:03,2018/11/15 16:03,,2018/11/15 15:47,0:06:22,0:12:44,,00,03,,,2018/11/15 15:47,2018/11/15 15:57,43419.657638888943419.6645833333,#N/A,,,,
-,-,15,2018/11/15 15:48,166-737-agekke 166-752-agekke,14373,まちかど端末（乗降ポイントから）,0,120,10,2,,2018/11/15 15:54,2018/11/15 16:07,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.456605 139.635327,横浜ベイホテル東急,2018/11/15 15:53,2018/11/15 15:53,2018/11/15 16:11,2018/11/15 16:11,,2018/11/15 15:48,0:13:54,0:27:48,,00,05,,,2018/11/15 15:48,2018/11/15 16:07,43419.658333333343419.6715277778,肯定的,,,,
-,-,15,2018/11/15 15:48,117-678-SUN 117-677-SUN 117-679-SUN,14374,乗客アプリ（目的地から）,6296,778,2,3,,2018/11/15 15:52,2018/11/15 16:02,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/15 15:58,2018/11/15 15:58,2018/11/15 16:12,2018/11/15 16:12,,2018/11/15 15:48,0:10:22,0:31:06,,00,03,,,2018/11/15 15:48,2018/11/15 16:02,43419.658333333343419.6680555556,#N/A,,,,
-,-,15,2018/11/15 15:49,056-171-STRAWBERRY,14375,乗客アプリ（目的地から）,3428,815,9,1,,2018/11/15 15:53,2018/11/15 15:59,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.443659 139.650847,横浜マリンタワー,2018/11/15 15:56,2018/11/15 15:56,2018/11/15 16:04,2018/11/15 16:04,,2018/11/15 15:49,0:05:41,0:05:41,,00,04,,,2018/11/15 15:49,2018/11/15 15:59,43419.659027777843419.6659722222,#N/A,,,,
