,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車,合成キー,評価,,,,
★,☆,16,2018/11/3 16:04,9121,乗客アプリ（地図から）,4894,995,2,2,2018/11/3 16:05,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/3 16:36,,2018/11/3 16:48,,2018/11/3 16:14,2018/11/3 16:14,0:00:00,0:00:00,,00,21,,,2018/11/3 16:04,1900/1/0 0:00,43407.66944444440,#N/A,,,,
★,☆,16,2018/11/3 16:06,9122,乗客アプリ（地図から）,4847,971,5,4,2018/11/3 16:06,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/3 16:24,,2018/11/3 16:36,,2018/11/3 16:16,2018/11/3 16:16,0:00:00,0:00:00,,00,07,,,2018/11/3 16:06,1900/1/0 0:00,43407.67083333330,#N/A,,,,
-,☆,16,2018/11/3 16:06,9123,乗客アプリ（目的地から）,3600,396,5,1,2018/11/3 16:07,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.456605 139.635327,横浜ベイホテル東急,2018/11/3 16:21,,2018/11/3 16:26,,,2018/11/3 16:06,0:00:00,0:00:00,,00,14,,,2018/11/3 16:06,1900/1/0 0:00,43407.67083333330,#N/A,,,,
-,☆,16,2018/11/3 16:07,9126,乗客アプリ（目的地から）,2888,916,3,1,2018/11/3 16:11,,,35.453715 139.638133,横浜ワールドポーターズ,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/3 16:39,,2018/11/3 16:51,,,2018/11/3 16:07,0:00:00,0:00:00,,00,31,,,2018/11/3 16:07,1900/1/0 0:00,43407.67152777780,#N/A,,,,
-,☆,16,2018/11/3 16:07,9127,まちかど端末（乗降ポイントから）,0,641,2,1,2018/11/3 16:08,,,35.456605 139.635327,横浜ベイホテル東急,35.443704 139.651332,ホテルメルパルク横浜,2018/11/3 16:46,,2018/11/3 17:01,,,2018/11/3 16:07,0:00:00,0:00:00,,00,,,,2018/11/3 16:07,1900/1/0 0:00,43407.67152777780,#N/A,,※329行と同一人物と思われるため一番短いものを採用,,
-,☆,16,2018/11/3 16:08,9128,まちかど端末（乗降ポイントから）,0,423,2,1,2018/11/3 16:09,,,35.456605 139.635327,横浜ベイホテル東急,35.443704 139.651332,ホテルメルパルク横浜,2018/11/3 16:46,,2018/11/3 17:01,,,2018/11/3 16:08,0:00:00,0:00:00,,00,37,,,2018/11/3 16:08,1900/1/0 0:00,43407.67222222220,#N/A,,※328行と同一人物と思われるため一番短いものを採用,,
-,☆,16,2018/11/3 16:09,9130,まちかど端末（店舗から）,0,201,6,2,2018/11/3 16:09,,,35.441002 139.650809,横浜元町ショッピングストリート,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/3 16:41,,2018/11/3 16:58,,,2018/11/3 16:09,0:00:00,0:00:00,,00,32,,,2018/11/3 16:09,1900/1/0 0:00,43407.67291666670,#N/A,,,,
-,☆,16,2018/11/3 16:09,9133,まちかど端末（店舗から）,0,404,1,2,2018/11/3 16:10,,,35.454389 139.630904,横浜ランドマークタワー,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/3 16:50,,2018/11/3 17:00,,,2018/11/3 16:09,0:00:00,0:00:00,,00,40,,,2018/11/3 16:09,1900/1/0 0:00,43407.67291666670,#N/A,,,,
-,☆,16,2018/11/3 16:10,9134,まちかど端末（店舗から）,0,340,6,2,2018/11/3 16:11,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.456605 139.635327,横浜ベイホテル東急,2018/11/3 16:30,,2018/11/3 17:01,,,2018/11/3 16:10,0:00:00,0:00:00,,00,20,,,2018/11/3 16:10,1900/1/0 0:00,43407.67361111110,#N/A,,,,
-,☆,16,2018/11/3 16:10,9135,乗客アプリ（簡単予約）,1157,61,1,2,2018/11/3 16:15,,,35.452963 139.642093,横浜赤レンガ倉庫,35.443908 139.635249,イセザキ・モール,2018/11/3 16:40,,2018/11/3 16:53,,,2018/11/3 16:10,0:00:00,0:00:00,,00,29,,,2018/11/3 16:10,1900/1/0 0:00,43407.67361111110,#N/A,,,,
-,☆,16,2018/11/3 16:11,9138,乗客アプリ（地図から）,4408,15,9,2,2018/11/3 16:12,,,35.441002 139.650809,横浜元町ショッピングストリート,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/3 16:48,,2018/11/3 16:59,,,2018/11/3 16:11,0:00:00,0:00:00,,00,36,,,2018/11/3 16:11,1900/1/0 0:00,43407.67430555560,#N/A,,,,
-,☆,16,2018/11/3 16:13,9140,乗客アプリ（目的地から）,4824,629,3,2,2018/11/3 16:14,,,35.453715 139.638133,横浜ワールドポーターズ,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/3 16:42,,2018/11/3 17:03,,,2018/11/3 16:13,0:00:00,0:00:00,,00,28,,,2018/11/3 16:13,1900/1/0 0:00,43407.67569444440,#N/A,,,,
-,☆,16,2018/11/3 16:14,9142,乗客アプリ（地図から）,4907,221,5,1,2018/11/3 16:15,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.453715 139.638133,横浜ワールドポーターズ,2018/11/3 16:45,,2018/11/3 16:54,,,2018/11/3 16:14,0:00:00,0:00:00,,00,31,,,2018/11/3 16:14,1900/1/0 0:00,43407.67638888890,#N/A,,※340行と同一人物と思われるため一番短いものを採用,,
-,☆,16,2018/11/3 16:14,9143,乗客アプリ（地図から）,3445,356,4,1,2018/11/3 16:15,,,35.454389 139.630904,横浜ランドマークタワー,35.443659 139.650847,横浜マリンタワー,2018/11/3 16:47,,2018/11/3 17:05,,,2018/11/3 16:14,0:00:00,0:00:00,,00,32,,,2018/11/3 16:14,1900/1/0 0:00,43407.67638888890,#N/A,,,,
-,☆,16,2018/11/3 16:15,9146,まちかど端末（乗降ポイントから）,0,770,5,2,2018/11/3 16:17,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/3 16:53,,2018/11/3 17:04,,,2018/11/3 16:15,0:00:00,0:00:00,,00,37,,,2018/11/3 16:15,1900/1/0 0:00,43407.67708333330,#N/A,,,,
-,☆,16,2018/11/3 16:18,9149,乗客アプリ（地図から）,4845,431,5,2,2018/11/3 16:20,,,35.452963 139.642093,横浜赤レンガ倉庫,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/3 16:55,,2018/11/3 17:06,,,2018/11/3 16:18,0:00:00,0:00:00,,00,37,,,2018/11/3 16:18,1900/1/0 0:00,43407.67916666670,#N/A,,,,
-,☆,16,2018/11/3 16:18,9150,乗客アプリ（地図から）,4907,663,3,1,2018/11/3 16:19,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.453715 139.638133,横浜ワールドポーターズ,2018/11/3 17:05,,2018/11/3 17:13,,,2018/11/3 16:18,0:00:00,0:00:00,,00,,,,2018/11/3 16:18,1900/1/0 0:00,43407.67916666670,#N/A,,※336行と同一人物と思われるため一番短いものを採用,,
-,☆,16,2018/11/3 16:19,9151,乗客アプリ（地図から）,4911,800,4,1,2018/11/3 16:19,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.453715 139.638133,横浜ワールドポーターズ,2018/11/3 16:53,,2018/11/3 17:02,,,2018/11/3 16:19,0:00:00,0:00:00,,00,33,,,2018/11/3 16:19,1900/1/0 0:00,43407.67986111110,#N/A,,,,
-,☆,16,2018/11/3 16:20,9152,まちかど端末（乗降ポイントから）,0,897,7,4,2018/11/3 16:21,,,35.443704 139.651332,ホテルメルパルク横浜,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/3 16:52,,2018/11/3 17:16,,,2018/11/3 16:20,0:00:00,0:00:00,,00,31,,,2018/11/3 16:20,1900/1/0 0:00,43407.68055555560,#N/A,,,,
-,☆,16,2018/11/3 16:20,9153,乗客アプリ（地図から）,3477,930,5,1,2018/11/3 16:21,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/11/3 16:56,,2018/11/3 17:16,,,2018/11/3 16:20,0:00:00,0:00:00,,00,,,,2018/11/3 16:20,1900/1/0 0:00,43407.68055555560,#N/A,,※345行と同一人物と思われるため一番短いものを採用,,
-,☆,16,2018/11/3 16:20,9154,まちかど端末（店舗から）,0,352,5,2,2018/11/3 16:21,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/3 16:56,,2018/11/3 17:16,,,2018/11/3 16:20,0:00:00,0:00:00,,00,36,,,2018/11/3 16:20,1900/1/0 0:00,43407.68055555560,#N/A,,,,
-,☆,16,2018/11/3 16:22,9157,乗客アプリ（地図から）,3477,443,5,1,2018/11/3 16:22,,,35.447546 139.64358,横浜開港資料館,35.456605 139.635327,横浜ベイホテル東急,2018/11/3 16:54,,2018/11/3 17:10,,,2018/11/3 16:22,0:00:00,0:00:00,,00,31,,,2018/11/3 16:22,1900/1/0 0:00,43407.68194444440,#N/A,,※343行と同一人物と思われるため一番短いものを採用,,
-,☆,16,2018/11/3 16:22,9160,乗客アプリ（地図から）,4893,673,2,4,2018/11/3 16:23,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/3 16:53,,2018/11/3 17:10,,,2018/11/3 16:22,0:00:00,0:00:00,,00,,,,2018/11/3 16:22,1900/1/0 0:00,43407.68194444440,#N/A,,"※347,349行と同一人物と思われるため一番短いものを採用",,
-,☆,16,2018/11/3 16:23,9162,乗客アプリ（地図から）,4893,517,1,1,2018/11/3 16:24,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/3 16:51,,2018/11/3 17:05,,,2018/11/3 16:23,0:00:00,0:00:00,,00,27,,,2018/11/3 16:23,1900/1/0 0:00,43407.68263888890,#N/A,,"※346,349行と同一人物と思われるため一番短いものを採用",,
-,☆,16,2018/11/3 16:24,9164,乗客アプリ（目的地から）,3065,540,1,2,2018/11/3 16:25,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/3 16:54,,2018/11/3 17:07,,,2018/11/3 16:24,0:00:00,0:00:00,,00,30,,,2018/11/3 16:24,1900/1/0 0:00,43407.68333333330,#N/A,,,,
-,☆,16,2018/11/3 16:24,9165,乗客アプリ（地図から）,4893,733,2,4,2018/11/3 16:33,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/3 16:53,,2018/11/3 17:10,,,2018/11/3 16:24,0:00:00,0:00:00,,00,,,,2018/11/3 16:24,1900/1/0 0:00,43407.68333333330,#N/A,,"※344,346行と同一人物と思われるため一番短いものを採用",,
-,☆,16,2018/11/3 16:25,9166,まちかど端末（店舗から）,0,247,6,2,2018/11/3 16:27,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/3 17:05,,2018/11/3 17:21,,,2018/11/3 16:25,0:00:00,0:00:00,,00,40,,,2018/11/3 16:25,1900/1/0 0:00,43407.68402777780,#N/A,,,,
-,☆,16,2018/11/3 16:26,9167,乗客アプリ（地図から）,3065,3,1,2,2018/11/3 16:27,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.441441 139.648505,横浜中華街朱雀門,2018/11/3 16:54,,2018/11/3 17:08,,,2018/11/3 16:26,0:00:00,0:00:00,,00,27,,,2018/11/3 16:26,1900/1/0 0:00,43407.68472222220,#N/A,,,,
-,☆,16,2018/11/3 16:28,9168,乗客アプリ（地図から）,4813,556,9,2,2018/11/3 16:28,,,35.452963 139.642093,横浜赤レンガ倉庫,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/3 17:10,,2018/11/3 17:26,,,2018/11/3 16:28,0:00:00,0:00:00,,00,,,,2018/11/3 16:28,1900/1/0 0:00,43407.68611111110,#N/A,,※353行と同一人物と思われるため一番短いものを採用,,
-,☆,16,2018/11/3 16:29,9169,乗客アプリ（地図から）,4813,640,9,2,2018/11/3 16:29,,,35.452963 139.642093,横浜赤レンガ倉庫,35.443908 139.635249,イセザキ・モール,2018/11/3 17:10,,2018/11/3 17:23,,,2018/11/3 16:29,0:00:00,0:00:00,,00,41,,,2018/11/3 16:29,1900/1/0 0:00,43407.68680555560,#N/A,,※352行と同一人物と思われるため一番短いものを採用,,
-,☆,16,2018/11/3 16:29,9170,乗客アプリ（目的地から）,1157,828,7,2,2018/11/3 16:30,,,35.452963 139.642093,横浜赤レンガ倉庫,35.443908 139.635249,イセザキ・モール,2018/11/3 17:11,,2018/11/3 17:24,,,2018/11/3 16:29,0:00:00,0:00:00,,00,42,,,2018/11/3 16:29,1900/1/0 0:00,43407.68680555560,#N/A,,,,
-,☆,16,2018/11/3 16:29,9171,乗客アプリ（簡単予約）,4542,287,1,3,2018/11/3 16:30,,,35.456605 139.635327,横浜ベイホテル東急,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/3 16:54,,2018/11/3 17:06,,,2018/11/3 16:29,0:00:00,0:00:00,,00,,,,2018/11/3 16:29,1900/1/0 0:00,43407.68680555560,#N/A,,※358行と同一人物と思われるため一番短いものを採用,,
-,☆,16,2018/11/3 16:30,9172,乗客アプリ（地図から）,4643,427,7,2,2018/11/3 16:31,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/3 17:03,,2018/11/3 17:14,,,2018/11/3 16:30,0:00:00,0:00:00,,00,32,,,2018/11/3 16:30,1900/1/0 0:00,43407.68750,#N/A,,,,
-,☆,16,2018/11/3 16:31,9173,乗客アプリ（目的地から）,1328,708,5,1,2018/11/3 16:33,,,35.443908 139.635249,イセザキ・モール,35.456605 139.635327,横浜ベイホテル東急,2018/11/3 16:57,,2018/11/3 17:10,,,2018/11/3 16:31,0:00:00,0:00:00,,00,26,,,2018/11/3 16:31,1900/1/0 0:00,43407.68819444440,#N/A,,,,
★,☆,16,2018/11/3 16:31,9174,乗客アプリ（簡単予約）,4542,553,1,3,2018/11/3 16:32,,,35.456605 139.635327,横浜ベイホテル東急,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/3 16:55,,2018/11/3 17:07,,2018/11/3 16:41,2018/11/3 16:41,0:00:00,0:00:00,,00,14,,,2018/11/3 16:31,1900/1/0 0:00,43407.68819444440,#N/A,,※355行と同一人物と思われるため一番短いものを採用,,
-,☆,16,2018/11/3 16:31,9176,まちかど端末（店舗から）,0,798,2,1,2018/11/3 16:32,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/3 16:55,,2018/11/3 17:09,,,2018/11/3 16:31,0:00:00,0:00:00,,00,24,,,2018/11/3 16:31,1900/1/0 0:00,43407.68819444440,#N/A,,,,
★,☆,16,2018/11/3 16:31,9177,乗客アプリ（地図から）,4643,49,6,1,2018/11/3 16:31,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/3 16:41,,2018/11/3 16:52,,2018/11/3 16:41,2018/11/3 16:41,0:00:00,0:00:00,,00,00,,,2018/11/3 16:31,1900/1/0 0:00,43407.68819444440,#N/A,,,,
★,☆,16,2018/11/3 16:37,9183,乗客アプリ（目的地から）,1877,158,6,2,2018/11/3 16:38,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/3 17:23,,2018/11/3 17:31,,2018/11/3 16:47,2018/11/3 16:47,0:00:00,0:00:00,,00,35,,,2018/11/3 16:37,1900/1/0 0:00,43407.69236111110,#N/A,,※362行と同一人物と思われるため一番短いものを採用,,
-,☆,16,2018/11/3 16:38,9185,乗客アプリ（目的地から）,1877,129,6,2,2018/11/3 16:39,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/3 17:23,,2018/11/3 17:31,,,2018/11/3 16:38,0:00:00,0:00:00,,00,,,,2018/11/3 16:38,1900/1/0 0:00,43407.69305555560,#N/A,,※361行と同一人物と思われるため一番短いものを採用,,
-,☆,16,2018/11/3 16:39,9186,まちかど端末（店舗から）,0,354,4,2,2018/11/3 16:40,,,35.447541 139.644914,シルク博物館,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/3 17:10,,2018/11/3 17:36,,,2018/11/3 16:39,0:00:00,0:00:00,,00,30,,,2018/11/3 16:39,1900/1/0 0:00,43407.693750,#N/A,,,,
-,☆,16,2018/11/3 16:42,9187,乗客アプリ（地図から）,1393,832,10,2,2018/11/3 16:42,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/3 17:10,,2018/11/3 17:20,,,2018/11/3 16:42,0:00:00,0:00:00,,00,,,,2018/11/3 16:42,1900/1/0 0:00,43407.69583333330,#N/A,,※365行と同一人物と思われるため一番短いものを採用,,
-,☆,16,2018/11/3 16:44,9189,乗客アプリ（地図から）,1393,966,4,1,2018/11/3 16:45,,,35.452963 139.642093,横浜赤レンガ倉庫,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/3 17:02,,2018/11/3 17:10,,,2018/11/3 16:44,0:00:00,0:00:00,,00,17,,,2018/11/3 16:44,1900/1/0 0:00,43407.69722222220,#N/A,,※364行と同一人物と思われるため一番短いものを採用,,
-,☆,16,2018/11/3 16:52,9191,乗客アプリ（地図から）,1340,473,6,1,2018/11/3 16:52,,,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/3 17:19,,2018/11/3 17:27,,,2018/11/3 16:52,0:00:00,0:00:00,,00,26,,,2018/11/3 16:52,1900/1/0 0:00,43407.70277777780,#N/A,,,,
-,☆,16,2018/11/3 16:54,9193,乗客アプリ（地図から）,3698,742,6,2,2018/11/3 17:02,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/3 17:13,,2018/11/3 17:22,,,2018/11/3 16:54,0:00:00,0:00:00,,00,19,,,2018/11/3 16:54,1900/1/0 0:00,43407.70416666670,#N/A,,,,
-,☆,16,2018/11/3 16:55,9195,乗客アプリ（地図から）,1874,957,5,1,2018/11/3 16:56,,,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/11/3 17:22,,2018/11/3 17:36,,,2018/11/3 16:55,0:00:00,0:00:00,,00,26,,,2018/11/3 16:55,1900/1/0 0:00,43407.70486111110,#N/A,,,,
-,☆,16,2018/11/3 16:57,9196,まちかど端末（乗降ポイントから）,0,420,5,3,2018/11/3 17:11,,,35.445857 139.647636,ホテルモントレ横浜,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/3 17:27,,2018/11/3 17:49,,,2018/11/3 16:57,0:00:00,0:00:00,,00,30,,,2018/11/3 16:57,1900/1/0 0:00,43407.706250,#N/A,,,,
★,-,17,2018/11/3 16:54,9192,乗客アプリ（地図から）,4513,572,9,3,,2018/11/3 17:51,2018/11/3 17:58,35.452963 139.642093,横浜赤レンガ倉庫,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/3 17:54,2018/11/3 17:54,2018/11/3 18:08,2018/11/3 18:04,2018/11/3 17:54,2018/11/3 17:54,0:07:44,0:23:12,618,00,00,16,15,2018/11/3 16:54,2018/11/3 17:58,43407.704166666743407.7486111111,#N/A,,,,
-,-,17,2018/11/3 17:00,9197,乗客アプリ（地図から）,1874,44,6,1,,2018/11/3 17:15,2018/11/3 17:44,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/11/3 17:18,2018/11/3 17:18,2018/11/3 17:39,2018/11/3 17:36,,2018/11/3 17:00,0:28:12,0:28:12,,00,15,,,2018/11/3 17:00,2018/11/3 17:44,43407.708333333343407.7388888889,肯定的,,,,
-,-,17,2018/11/3 17:02,9198,乗客アプリ（地図から）,4146,992,10,2,,2018/11/3 17:25,2018/11/3 17:32,35.450681 139.632446,横浜桜木町ワシントンホテル,35.447541 139.644914,シルク博物館,2018/11/3 17:22,2018/11/3 17:25,2018/11/3 17:32,2018/11/3 17:35,,2018/11/3 17:02,0:07:13,0:14:26,,03,22,,,2018/11/3 17:02,2018/11/3 17:32,43407.709722222243407.7305555556,#N/A,,,,
-,-,17,2018/11/3 17:02,9199,乗客アプリ（地図から）,3698,182,9,2,,2018/11/3 17:17,2018/11/3 17:21,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/3 17:18,2018/11/3 17:18,2018/11/3 17:26,2018/11/3 17:26,,2018/11/3 17:02,0:04:34,0:09:08,,00,14,,,2018/11/3 17:02,2018/11/3 17:21,43407.709722222243407.7229166667,#N/A,,,,
★,-,17,2018/11/3 17:03,9200,乗客アプリ（目的地から）,3401,431,6,1,,2018/11/3 17:15,2018/11/3 17:28,35.456605 139.635327,横浜ベイホテル東急,35.445783 139.642958,横浜情報文化センター,2018/11/3 17:12,2018/11/3 17:12,2018/11/3 17:30,2018/11/3 17:30,2018/11/3 17:12,2018/11/3 17:12,0:12:29,0:12:29,,02,02,,,2018/11/3 17:03,2018/11/3 17:28,43407.710416666743407.7277777778,#N/A,,,,
-,-,17,2018/11/3 17:04,9201,まちかど端末（店舗から）,0,526,2,2,,2018/11/3 17:23,2018/11/3 17:38,35.450681 139.632446,横浜桜木町ワシントンホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/3 17:27,2018/11/3 17:27,2018/11/3 17:39,2018/11/3 17:40,,2018/11/3 17:04,0:14:51,0:29:42,,00,19,,,2018/11/3 17:04,2018/11/3 17:38,43407.711111111143407.7347222222,#N/A,,,,
-,-,17,2018/11/3 17:07,9202,乗客アプリ（地図から）,1751,211,1,1,,2018/11/3 17:15,2018/11/3 17:21,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/3 17:16,2018/11/3 17:16,2018/11/3 17:27,2018/11/3 17:27,,2018/11/3 17:07,0:06:16,0:06:16,,00,07,,,2018/11/3 17:07,2018/11/3 17:21,43407.713194444443407.7229166667,肯定的,,,,
★,-,17,2018/11/3 17:07,9203,乗客アプリ（簡単予約）,4856,625,5,2,,2018/11/3 17:14,2018/11/3 17:20,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/3 17:17,2018/11/3 17:17,2018/11/3 17:30,2018/11/3 17:30,2018/11/3 17:17,2018/11/3 17:17,0:05:14,0:10:28,,00,00,,,2018/11/3 17:07,2018/11/3 17:20,43407.713194444443407.7222222222,肯定的,,,,
★,-,17,2018/11/3 17:08,9204,乗客アプリ（目的地から）,4891,629,7,2,,2018/11/3 17:17,2018/11/3 17:31,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/3 17:18,2018/11/3 17:18,2018/11/3 17:42,2018/11/3 17:40,2018/11/3 17:18,2018/11/3 17:18,0:13:43,0:27:26,,00,00,,,2018/11/3 17:08,2018/11/3 17:31,43407.713888888943407.7298611111,#N/A,,,,
