,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,日時,降車時間,合成キー,評価,,,,
-,☆,11,2018/10/31 11:54,7789,乗客アプリ（目的地から）,4384,355,8,1,2018/10/31 12:01,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/31 12:03,,2018/10/31 12:17,,,2018/10/31 11:54,0:00:00,0:00:00,,00,09,,,2018/10/31 11:54,1900/1/0 0:00,43404.49583333330,#N/A,,,,
-,-,12,2018/10/31 12:02,7792,乗客アプリ（目的地から）,4384,353,8,3,,2018/10/31 12:03,2018/10/31 12:24,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/31 12:04,2018/10/31 12:04,2018/10/31 12:22,2018/10/31 12:22,,2018/10/31 12:02,0:21:05,1:03:15,340,00,00,07,05,2018/10/31 12:02,2018/10/31 12:24,43404.501388888943404.5166666667,肯定的,,,,
-,-,12,2018/10/31 12:05,7793,乗客アプリ（目的地から）,4092,536,8,1,,2018/10/31 12:10,2018/10/31 12:32,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/31 12:15,2018/10/31 12:15,2018/10/31 12:38,2018/10/31 12:38,,2018/10/31 12:05,0:21:50,0:21:50,,00,05,,,2018/10/31 12:05,2018/10/31 12:32,43404.503472222243404.5222222222,#N/A,,,,
-,-,12,2018/10/31 12:06,7794,乗客アプリ（目的地から）,4363,912,10,1,,2018/10/31 12:15,2018/10/31 12:28,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.454389 139.630904,横浜ランドマークタワー,2018/10/31 12:17,2018/10/31 12:17,2018/10/31 12:31,2018/10/31 12:31,,2018/10/31 12:06,0:12:10,0:12:10,,00,09,,,2018/10/31 12:06,2018/10/31 12:28,43404.504166666743404.5194444444,肯定的,,,,
-,-,12,2018/10/31 12:07,7795,まちかど端末（乗降ポイントから）,0,4,1,1,,2018/10/31 12:13,2018/10/31 12:18,35.450681 139.632446,横浜桜木町ワシントンホテル,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/10/31 12:17,2018/10/31 12:17,2018/10/31 12:26,2018/10/31 12:26,,2018/10/31 12:07,0:04:18,0:04:18,,00,06,,,2018/10/31 12:07,2018/10/31 12:18,43404.504861111143404.5125,#N/A,,,,
-,-,12,2018/10/31 12:09,7796,まちかど端末（店舗から）,0,467,1,2,,2018/10/31 12:28,2018/10/31 12:30,35.452963 139.642093,横浜赤レンガ倉庫,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/10/31 12:29,2018/10/31 12:29,2018/10/31 12:39,2018/10/31 12:39,,2018/10/31 12:09,0:01:57,0:03:54,,00,19,,,2018/10/31 12:09,2018/10/31 12:30,43404.5062543404.5208333333,#N/A,,,,
-,-,12,2018/10/31 12:13,7797,まちかど端末（乗降ポイントから）,0,655,8,2,,2018/10/31 12:20,2018/10/31 12:48,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.45435 139.631762,横浜ロイヤルパークホテル,2018/10/31 12:22,2018/10/31 12:22,2018/10/31 12:53,2018/10/31 12:53,,2018/10/31 12:13,0:28:13,0:56:26,,00,06,,,2018/10/31 12:13,2018/10/31 12:48,43404.509027777843404.5333333333,#N/A,,,,
-,-,12,2018/10/31 12:18,7801,乗客アプリ（地図から）,4398,794,2,2,,2018/10/31 12:27,2018/10/31 12:34,35.443908 139.635249,イセザキ・モール,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/31 12:29,2018/10/31 12:29,2018/10/31 12:38,2018/10/31 12:38,,2018/10/31 12:18,0:06:25,0:12:50,,00,09,,,2018/10/31 12:18,2018/10/31 12:34,43404.512543404.5236111111,肯定的,,,,
-,-,12,2018/10/31 12:21,7802,まちかど端末（乗降ポイントから）,0,986,10,2,,2018/10/31 12:29,2018/10/31 12:37,35.454389 139.630904,横浜ランドマークタワー,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/31 12:28,2018/10/31 12:32,2018/10/31 12:37,2018/10/31 12:41,,2018/10/31 12:21,0:08:02,0:16:04,,00,07,,,2018/10/31 12:21,2018/10/31 12:37,43404.514583333343404.5256944444,#N/A,,,,
-,-,12,2018/10/31 12:22,7803,乗客アプリ（目的地から）,3201,492,10,1,,2018/10/31 12:25,2018/10/31 12:54,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/31 12:28,2018/10/31 12:28,2018/10/31 12:57,2018/10/31 12:55,,2018/10/31 12:22,0:29:09,0:29:09,,00,02,,,2018/10/31 12:22,2018/10/31 12:54,43404.515277777843404.5375,#N/A,,,,
-,-,12,2018/10/31 12:25,7805,まちかど端末（乗降ポイントから）,0,714,8,1,,2018/10/31 12:27,2018/10/31 12:39,35.445857 139.647636,ホテルモントレ横浜,35.448676 139.635696,横浜平和プラザホテル,2018/10/31 12:29,2018/10/31 12:29,2018/10/31 12:45,2018/10/31 12:45,,2018/10/31 12:25,0:12:30,0:12:30,,00,02,,,2018/10/31 12:25,2018/10/31 12:39,43404.517361111143404.5270833333,#N/A,,,,
-,-,12,2018/10/31 12:26,7806,まちかど端末（店舗から）,0,512,9,4,,2018/10/31 12:35,2018/10/31 12:39,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/31 12:40,2018/10/31 12:40,2018/10/31 12:54,2018/10/31 12:54,,2018/10/31 12:26,0:04:34,0:18:16,,00,08,,,2018/10/31 12:26,2018/10/31 12:39,43404.518055555643404.5270833333,#N/A,,,,
-,-,12,2018/10/31 12:27,7807,まちかど端末（店舗から）,0,905,7,4,,2018/10/31 12:33,2018/10/31 12:36,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/31 12:35,2018/10/31 12:35,2018/10/31 12:42,2018/10/31 12:42,,2018/10/31 12:27,0:02:48,0:11:12,,00,05,,,2018/10/31 12:27,2018/10/31 12:36,43404.5187543404.525,#N/A,,,,
-,-,12,2018/10/31 12:30,7808,乗客アプリ（地図から）,3880,95,10,1,,2018/10/31 12:37,2018/10/31 12:47,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/10/31 12:35,2018/10/31 12:35,2018/10/31 12:49,2018/10/31 12:49,,2018/10/31 12:30,0:09:27,0:09:27,,02,07,,,2018/10/31 12:30,2018/10/31 12:47,43404.520833333343404.5326388889,#N/A,,,,
-,-,12,2018/10/31 12:30,7809,乗客アプリ（簡単予約）,4256,258,1,1,,2018/10/31 12:38,2018/10/31 12:47,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.453715 139.638133,横浜ワールドポーターズ,2018/10/31 12:47,2018/10/31 12:47,2018/10/31 13:00,2018/10/31 13:00,,2018/10/31 12:30,0:08:16,0:08:16,,00,08,,,2018/10/31 12:30,2018/10/31 12:47,43404.520833333343404.5326388889,#N/A,,,,
-,-,12,2018/10/31 12:37,7810,乗客アプリ（目的地から）,4363,315,3,1,,2018/10/31 12:40,2018/10/31 12:42,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.454389 139.630904,横浜ランドマークタワー,2018/10/31 12:42,2018/10/31 12:42,2018/10/31 12:47,2018/10/31 12:47,,2018/10/31 12:37,0:02:05,0:02:05,,00,03,,,2018/10/31 12:37,2018/10/31 12:42,43404.525694444443404.5291666667,#N/A,,,,
-,-,12,2018/10/31 12:38,7811,まちかど端末（店舗から）,0,707,8,2,,2018/10/31 12:42,2018/10/31 12:50,35.450681 139.632446,横浜桜木町ワシントンホテル,35.456605 139.635327,横浜ベイホテル東急,2018/10/31 12:45,2018/10/31 12:45,2018/10/31 12:59,2018/10/31 12:59,,2018/10/31 12:38,0:07:39,0:15:18,,00,04,,,2018/10/31 12:38,2018/10/31 12:50,43404.526388888943404.5347222222,#N/A,,,,
-,-,12,2018/10/31 12:39,7812,まちかど端末（乗降ポイントから）,0,882,2,2,,2018/10/31 12:45,2018/10/31 12:51,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/31 12:50,2018/10/31 12:50,2018/10/31 13:00,2018/10/31 13:00,,2018/10/31 12:39,0:05:36,0:11:12,,00,05,,,2018/10/31 12:39,2018/10/31 12:51,43404.527083333343404.5354166667,#N/A,,,,
-,-,12,2018/10/31 12:46,7813,まちかど端末（店舗から）,0,52,3,2,,2018/10/31 12:50,2018/10/31 12:54,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.45435 139.631762,横浜ロイヤルパークホテル,2018/10/31 12:51,2018/10/31 12:51,2018/10/31 12:58,2018/10/31 12:58,,2018/10/31 12:46,0:04:01,0:08:02,,00,03,,,2018/10/31 12:46,2018/10/31 12:54,43404.531944444443404.5375,#N/A,,,,
-,-,12,2018/10/31 12:54,7814,まちかど端末（乗降ポイントから）,0,646,10,1,,2018/10/31 12:59,2018/10/31 13:04,35.448801 139.636702,ホテルルートイン横浜馬車道,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/31 13:02,2018/10/31 13:02,2018/10/31 13:07,2018/10/31 13:04,,2018/10/31 12:54,0:04:50,0:04:50,,00,05,,,2018/10/31 12:54,2018/10/31 13:04,43404.537543404.5444444444,#N/A,,,,
-,-,12,2018/10/31 12:55,7815,乗客アプリ（地図から）,2374,276,4,1,,2018/10/31 12:59,2018/10/31 13:13,35.443659 139.650847,横浜マリンタワー,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/31 13:00,2018/10/31 13:00,2018/10/31 13:14,2018/10/31 13:14,,2018/10/31 12:55,0:13:57,0:13:57,,00,04,,,2018/10/31 12:55,2018/10/31 13:13,43404.538194444443404.5506944444,肯定的,,,,
-,-,12,2018/10/31 12:59,7816,まちかど端末（店舗から）,0,631,10,1,,2018/10/31 13:05,2018/10/31 13:10,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/31 13:04,2018/10/31 13:04,2018/10/31 13:13,2018/10/31 13:13,,2018/10/31 12:59,0:05:46,0:05:46,,00,05,,,2018/10/31 12:59,2018/10/31 13:10,43404.540972222243404.5486111111,#N/A,,,,
-,☆,12,2018/10/31 12:13,7798,乗客アプリ（地図から）,4398,938,10,2,2018/10/31 12:14,,,35.443908 139.635249,イセザキ・モール,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/31 12:41,,2018/10/31 12:51,,,2018/10/31 12:13,0:00:00,0:00:00,,00,,,,2018/10/31 12:13,1900/1/0 0:00,43404.50902777780,#N/A,,※82行と同一人物と思われるため一番短い待ち時間を採用,,
-,☆,12,2018/10/31 12:14,7799,乗客アプリ（地図から）,4398,351,10,2,2018/10/31 12:15,,,35.443908 139.635249,イセザキ・モール,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/31 12:41,,2018/10/31 12:51,,,2018/10/31 12:14,0:00:00,0:00:00,,00,27,,,2018/10/31 12:14,1900/1/0 0:00,43404.50972222220,#N/A,,※81行と同一人物と思われるため一番短い待ち時間を採用,,
-,☆,12,2018/10/31 12:16,7800,まちかど端末（店舗から）,0,381,2,1,2018/10/31 12:16,,,35.452963 139.642093,横浜赤レンガ倉庫,35.443908 139.635249,イセザキ・モール,2018/10/31 12:19,,2018/10/31 12:31,,,2018/10/31 12:16,0:00:00,0:00:00,,00,03,,,2018/10/31 12:16,1900/1/0 0:00,43404.51111111110,#N/A,,,,
-,☆,12,2018/10/31 12:24,7804,まちかど端末（乗降ポイントから）,0,953,9,1,2018/10/31 12:24,,,35.445857 139.647636,ホテルモントレ横浜,35.448676 139.635696,横浜平和プラザホテル,2018/10/31 12:34,,2018/10/31 12:42,,,2018/10/31 12:24,0:00:00,0:00:00,,00,10,,,2018/10/31 12:24,1900/1/0 0:00,43404.51666666670,#N/A,,,,
-,-,13,2018/10/31 13:00,7817,まちかど端末（店舗から）,0,203,4,1,,2018/10/31 13:04,2018/10/31 13:23,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/31 13:04,2018/10/31 13:04,2018/10/31 13:26,2018/10/31 13:28,,2018/10/31 13:00,0:19:06,0:19:06,333,00,03,03,03,2018/10/31 13:00,2018/10/31 13:23,43404.541666666743404.5576388889,#N/A,,,,
-,-,13,2018/10/31 13:00,7818,乗客アプリ（地図から）,3880,886,3,1,,2018/10/31 13:04,2018/10/31 13:13,35.443908 139.635249,イセザキ・モール,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/31 13:05,2018/10/31 13:05,2018/10/31 13:19,2018/10/31 13:19,,2018/10/31 13:00,0:08:21,0:08:21,,00,04,,,2018/10/31 13:00,2018/10/31 13:13,43404.541666666743404.5506944444,#N/A,,,,
★,-,13,2018/10/31 13:04,7819,まちかど端末（店舗から）,0,586,1,2,,2018/10/31 13:29,2018/10/31 13:43,35.447541 139.644914,シルク博物館,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/10/31 13:33,2018/10/31 13:33,2018/10/31 13:50,2018/10/31 14:01,2018/10/31 13:33,2018/10/31 13:33,0:13:39,0:27:18,,00,00,,,2018/10/31 13:04,2018/10/31 13:43,43404.544444444443404.5715277778,#N/A,,,,
-,-,13,2018/10/31 13:06,7820,乗客アプリ（地図から）,4384,949,4,3,,2018/10/31 13:07,2018/10/31 13:28,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/31 13:09,2018/10/31 13:09,2018/10/31 13:41,2018/10/31 13:41,,2018/10/31 13:06,0:20:49,1:02:27,,00,01,,,2018/10/31 13:06,2018/10/31 13:28,43404.545833333343404.5611111111,#N/A,,,,
-,-,13,2018/10/31 13:15,7823,乗客アプリ（地図から）,1666,753,4,1,,2018/10/31 13:20,2018/10/31 13:46,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/10/31 13:25,2018/10/31 13:25,2018/10/31 13:49,2018/10/31 13:49,,2018/10/31 13:15,0:26:32,0:26:32,,00,05,,,2018/10/31 13:15,2018/10/31 13:46,43404.552083333343404.5736111111,#N/A,,,,
-,-,13,2018/10/31 13:17,7824,乗客アプリ（目的地から）,4363,106,3,1,,2018/10/31 13:20,2018/10/31 13:29,35.454389 139.630904,横浜ランドマークタワー,35.443908 139.635249,イセザキ・モール,2018/10/31 13:20,2018/10/31 13:20,2018/10/31 13:31,2018/10/31 13:31,,2018/10/31 13:17,0:09:21,0:09:21,,00,02,,,2018/10/31 13:17,2018/10/31 13:29,43404.553472222243404.5618055556,#N/A,,,,
★,-,13,2018/10/31 13:26,7825,乗客アプリ（地図から）,2999,919,3,2,,2018/10/31 13:56,2018/10/31 14:13,35.443908 139.635249,イセザキ・モール,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/10/31 13:56,2018/10/31 13:56,2018/10/31 14:11,2018/10/31 14:19,2018/10/31 13:56,2018/10/31 13:56,0:17:23,0:34:46,,00,00,,,2018/10/31 13:26,2018/10/31 14:13,43404.559722222243404.5923611111,#N/A,,,,
-,-,13,2018/10/31 13:26,7826,乗客アプリ（地図から）,3445,685,2,1,,2018/10/31 13:34,2018/10/31 13:41,35.450447 139.635947,みなとみらい線　馬車道駅,35.443908 139.635249,イセザキ・モール,2018/10/31 13:35,2018/10/31 13:35,2018/10/31 13:42,2018/10/31 13:42,,2018/10/31 13:26,0:07:27,0:07:27,,00,07,,,2018/10/31 13:26,2018/10/31 13:41,43404.559722222243404.5701388889,#N/A,,,,
-,-,13,2018/10/31 13:28,7827,まちかど端末（店舗から）,0,354,1,1,,2018/10/31 13:32,2018/10/31 13:39,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/31 13:38,2018/10/31 13:38,2018/10/31 13:50,2018/10/31 13:50,,2018/10/31 13:28,0:07:39,0:07:39,,00,04,,,2018/10/31 13:28,2018/10/31 13:39,43404.561111111143404.56875,#N/A,,,,
-,-,13,2018/10/31 13:38,7831,乗客アプリ（目的地から）,1347,331,7,4,,2018/10/31 13:40,2018/10/31 13:46,35.450681 139.632446,横浜桜木町ワシントンホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/31 13:40,2018/10/31 13:40,2018/10/31 13:54,2018/10/31 13:54,,2018/10/31 13:38,0:05:35,0:22:20,,00,01,,,2018/10/31 13:38,2018/10/31 13:46,43404.568055555643404.5736111111,肯定的,,,,
-,-,13,2018/10/31 13:42,7832,乗客アプリ（目的地から）,4486,965,1,2,,2018/10/31 13:45,2018/10/31 13:51,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/31 13:47,2018/10/31 13:49,2018/10/31 13:59,2018/10/31 14:00,,2018/10/31 13:42,0:05:42,0:11:24,,00,03,,,2018/10/31 13:42,2018/10/31 13:51,43404.570833333343404.5770833333,#N/A,,,,
-,-,13,2018/10/31 13:43,7833,まちかど端末（店舗から）,0,642,5,3,,2018/10/31 13:46,2018/10/31 13:53,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/31 13:46,2018/10/31 13:46,2018/10/31 13:57,2018/10/31 14:02,,2018/10/31 13:43,0:06:28,0:19:24,,00,03,,,2018/10/31 13:43,2018/10/31 13:53,43404.571527777843404.5784722222,#N/A,,,,
-,-,13,2018/10/31 13:49,7836,乗客アプリ（地図から）,3201,840,3,1,,2018/10/31 13:51,2018/10/31 14:07,35.443908 139.635249,イセザキ・モール,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/31 13:51,2018/10/31 13:51,2018/10/31 14:13,2018/10/31 14:13,,2018/10/31 13:49,0:16:08,0:16:08,,00,02,,,2018/10/31 13:49,2018/10/31 14:07,43404.575694444443404.5881944444,#N/A,,,,
-,-,13,2018/10/31 13:54,7837,乗客アプリ（目的地から）,4496,758,2,1,,2018/10/31 13:59,2018/10/31 14:04,35.450447 139.635947,みなとみらい線　馬車道駅,35.443908 139.635249,イセザキ・モール,2018/10/31 13:59,2018/10/31 13:59,2018/10/31 14:06,2018/10/31 14:06,,2018/10/31 13:54,0:05:11,0:05:11,,00,04,,,2018/10/31 13:54,2018/10/31 14:04,43404.579166666743404.5861111111,肯定的,,,,
-,-,13,2018/10/31 13:54,7838,まちかど端末（店舗から）,0,795,8,2,,2018/10/31 13:59,2018/10/31 14:06,35.45435 139.631762,横浜ロイヤルパークホテル,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/31 14:00,2018/10/31 14:03,2018/10/31 14:08,2018/10/31 14:12,,2018/10/31 13:54,0:07:23,0:14:46,,00,04,,,2018/10/31 13:54,2018/10/31 14:06,43404.579166666743404.5875,#N/A,,,,
-,-,13,2018/10/31 13:56,7839,まちかど端末（乗降ポイントから）,0,100,8,3,,2018/10/31 14:02,2018/10/31 14:15,35.456605 139.635327,横浜ベイホテル東急,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/31 14:07,2018/10/31 14:07,2018/10/31 14:27,2018/10/31 14:27,,2018/10/31 13:56,0:12:34,0:37:42,,00,05,,,2018/10/31 13:56,2018/10/31 14:15,43404.580555555643404.59375,#N/A,,,,
-,-,13,2018/10/31 13:58,7840,乗客アプリ（目的地から）,2448,251,5,1,,2018/10/31 14:01,2018/10/31 14:05,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.454389 139.630904,横浜ランドマークタワー,2018/10/31 14:04,2018/10/31 14:04,2018/10/31 14:09,2018/10/31 14:09,,2018/10/31 13:58,0:03:40,0:03:40,,00,02,,,2018/10/31 13:58,2018/10/31 14:05,43404.581944444443404.5868055556,肯定的,,,,
★,☆,13,2018/10/31 13:09,7822,乗客アプリ（地図から）,4363,659,3,1,2018/10/31 13:16,,,35.454389 139.630904,横浜ランドマークタワー,35.443908 139.635249,イセザキ・モール,2018/10/31 13:39,,2018/10/31 13:50,,2018/10/31 13:39,2018/10/31 13:39,0:00:00,0:00:00,,00,00,,,2018/10/31 13:09,1900/1/0 0:00,43404.54791666670,#N/A,,,,
-,☆,13,2018/10/31 13:28,7828,乗客アプリ（目的地から）,1347,731,4,3,2018/10/31 13:28,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/31 13:39,,2018/10/31 14:01,,,2018/10/31 13:28,0:00:00,0:00:00,,00,,,,2018/10/31 13:28,1900/1/0 0:00,43404.56111111110,#N/A,,※104行と同一人物と思われるため一番短い待ち時間を採用,,
-,☆,13,2018/10/31 13:30,7829,乗客アプリ（目的地から）,1347,224,4,3,2018/10/31 13:34,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/31 13:36,,2018/10/31 13:58,,,2018/10/31 13:30,0:00:00,0:00:00,,00,05,,,2018/10/31 13:30,1900/1/0 0:00,43404.56250,#N/A,,※103行と同一人物と思われるため一番短い待ち時間を採用,,
-,☆,13,2018/10/31 13:37,7830,乗客アプリ（目的地から）,2215,714,3,1,2018/10/31 13:38,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.453715 139.638133,横浜ワールドポーターズ,2018/10/31 13:47,,2018/10/31 14:07,,,2018/10/31 13:37,0:00:00,0:00:00,,00,10,,,2018/10/31 13:37,1900/1/0 0:00,43404.56736111110,#N/A,,※106行と同一人物と思われるため一番短い待ち時間を採用,,
-,☆,13,2018/10/31 13:44,7834,乗客アプリ（目的地から）,2215,482,5,1,2018/10/31 13:44,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.453715 139.638133,横浜ワールドポーターズ,2018/10/31 13:54,,2018/10/31 14:08,,,2018/10/31 13:44,0:00:00,0:00:00,,00,,,,2018/10/31 13:44,1900/1/0 0:00,43404.57222222220,#N/A,,※105行と同一人物と思われるため一番短い待ち時間を採用,,
-,-,14,2018/10/31 14:02,7841,乗客アプリ（地図から）,4073,471,4,1,,2018/10/31 14:10,2018/10/31 14:21,35.447546 139.64358,横浜開港資料館,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/31 14:06,2018/10/31 14:10,2018/10/31 14:23,2018/10/31 14:32,,2018/10/31 14:02,0:11:12,0:11:12,544,03,07,05,05,2018/10/31 14:02,2018/10/31 14:21,43404.584722222243404.5979166667,#N/A,,,,
-,-,14,2018/10/31 14:02,7842,まちかど端末（店舗から）,0,822,5,1,,2018/10/31 14:10,2018/10/31 14:15,35.450681 139.632446,横浜桜木町ワシントンホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/31 14:11,2018/10/31 14:11,2018/10/31 14:23,2018/10/31 14:23,,2018/10/31 14:02,0:05:14,0:05:14,,00,07,,,2018/10/31 14:02,2018/10/31 14:15,43404.584722222243404.59375,肯定的,,,,
-,-,14,2018/10/31 14:04,7843,乗客アプリ（地図から）,2137,872,2,1,,2018/10/31 14:08,2018/10/31 14:16,35.443908 139.635249,イセザキ・モール,35.441441 139.648505,横浜中華街朱雀門,2018/10/31 14:06,2018/10/31 14:06,2018/10/31 14:15,2018/10/31 14:18,,2018/10/31 14:04,0:07:41,0:07:41,,02,04,,,2018/10/31 14:04,2018/10/31 14:16,43404.586111111143404.5944444444,#N/A,,,,
★,-,14,2018/10/31 14:06,7845,まちかど端末（店舗から）,0,485,5,1,,2018/10/31 15:01,2018/10/31 15:08,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/31 15:05,2018/10/31 15:05,2018/10/31 15:13,2018/10/31 15:13,2018/10/31 15:05,2018/10/31 15:05,0:06:35,0:06:35,,00,00,,,2018/10/31 14:06,2018/10/31 15:08,43404.587543404.6305555556,#N/A,,,,
-,-,14,2018/10/31 14:08,7846,乗客アプリ（簡単予約）,2337,590,3,1,,2018/10/31 14:12,2018/10/31 14:20,35.456605 139.635327,横浜ベイホテル東急,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/31 14:19,2018/10/31 14:19,2018/10/31 14:33,2018/10/31 14:33,,2018/10/31 14:08,0:08:39,0:08:39,,00,03,,,2018/10/31 14:08,2018/10/31 14:20,43404.588888888943404.5972222222,#N/A,,,,
-,-,14,2018/10/31 14:08,7847,乗客アプリ（目的地から）,3118,430,2,1,,2018/10/31 14:16,2018/10/31 14:23,35.441441 139.648505,横浜中華街朱雀門,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/31 14:18,2018/10/31 14:18,2018/10/31 14:26,2018/10/31 14:26,,2018/10/31 14:08,0:06:37,0:06:37,,00,07,,,2018/10/31 14:08,2018/10/31 14:23,43404.588888888943404.5993055556,#N/A,,,,
-,-,14,2018/10/31 14:09,7848,まちかど端末（店舗から）,0,102,4,1,,2018/10/31 14:12,2018/10/31 14:27,35.445783 139.642958,横浜情報文化センター,35.456605 139.635327,横浜ベイホテル東急,2018/10/31 14:14,2018/10/31 14:14,2018/10/31 14:41,2018/10/31 14:41,,2018/10/31 14:09,0:14:50,0:14:50,,00,02,,,2018/10/31 14:09,2018/10/31 14:27,43404.589583333343404.6020833333,#N/A,,,,
-,-,14,2018/10/31 14:10,7849,まちかど端末（店舗から）,0,970,9,1,,2018/10/31 14:13,2018/10/31 14:20,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.454389 139.630904,横浜ランドマークタワー,2018/10/31 14:16,2018/10/31 14:16,2018/10/31 14:29,2018/10/31 14:29,,2018/10/31 14:10,0:06:51,0:06:51,,00,03,,,2018/10/31 14:10,2018/10/31 14:20,43404.590277777843404.5972222222,#N/A,,,,
-,-,14,2018/10/31 14:10,7850,乗客アプリ（地図から）,1310,24,1,1,,2018/10/31 14:15,2018/10/31 14:20,35.450681 139.632446,横浜桜木町ワシントンホテル,35.454389 139.630904,横浜ランドマークタワー,2018/10/31 14:12,2018/10/31 14:12,2018/10/31 14:21,2018/10/31 14:21,,2018/10/31 14:10,0:04:33,0:04:33,,03,04,,,2018/10/31 14:10,2018/10/31 14:20,43404.590277777843404.5972222222,#N/A,,,,
-,-,14,2018/10/31 14:13,7851,乗客アプリ（地図から）,2589,490,3,1,,2018/10/31 14:20,2018/10/31 14:30,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/31 14:24,2018/10/31 14:24,2018/10/31 14:41,2018/10/31 14:41,,2018/10/31 14:13,0:09:55,0:09:55,,00,07,,,2018/10/31 14:13,2018/10/31 14:30,43404.592361111143404.6041666667,#N/A,,,,
