,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,日時,降車時間,合成キー,評価,,,,
-,-,16,2018/10/31 16:02,7907,乗客アプリ（地図から）,1751,405,10,1,,2018/10/31 16:10,2018/10/31 16:17,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/31 16:12,2018/10/31 16:12,2018/10/31 16:18,2018/10/31 16:18,,2018/10/31 16:02,0:06:14,0:06:14,,00,08,,,2018/10/31 16:02,2018/10/31 16:17,43404.668055555643404.6784722222,#N/A,,,,
-,-,16,2018/10/31 16:02,7908,まちかど端末（乗降ポイントから）,0,231,3,2,,2018/10/31 16:05,2018/10/31 16:21,35.447541 139.644914,シルク博物館,35.443908 139.635249,イセザキ・モール,2018/10/31 16:06,2018/10/31 16:07,2018/10/31 16:15,2018/10/31 16:20,,2018/10/31 16:02,0:16:08,0:32:16,,00,02,,,2018/10/31 16:02,2018/10/31 16:21,43404.668055555643404.68125,#N/A,,,,
-,-,16,2018/10/31 16:02,7909,まちかど端末（乗降ポイントから）,0,632,4,4,,2018/10/31 16:10,2018/10/31 16:26,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/31 16:14,2018/10/31 16:14,2018/10/31 16:35,2018/10/31 16:35,,2018/10/31 16:02,0:15:45,1:03:00,,00,07,,,2018/10/31 16:02,2018/10/31 16:26,43404.668055555643404.6847222222,#N/A,,,,
-,-,16,2018/10/31 16:03,7910,乗客アプリ（地図から）,4502,453,3,1,,2018/10/31 16:06,2018/10/31 16:11,35.447541 139.644914,シルク博物館,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/31 16:06,2018/10/31 16:06,2018/10/31 16:14,2018/10/31 16:14,,2018/10/31 16:03,0:05:50,0:05:50,,00,02,,,2018/10/31 16:03,2018/10/31 16:11,43404.6687543404.6743055556,肯定的,,,,
-,-,16,2018/10/31 16:04,7912,乗客アプリ（地図から）,1885,204,3,1,,2018/10/31 16:21,2018/10/31 16:28,35.443908 139.635249,イセザキ・モール,35.456605 139.635327,横浜ベイホテル東急,2018/10/31 16:20,2018/10/31 16:21,2018/10/31 16:32,2018/10/31 16:34,,2018/10/31 16:04,0:06:52,0:06:52,,01,17,,,2018/10/31 16:04,2018/10/31 16:28,43404.669444444443404.6861111111,肯定的,,,,
-,-,16,2018/10/31 16:05,7913,乗客アプリ（目的地から）,1915,895,2,2,,2018/10/31 16:31,2018/10/31 16:31,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443908 139.635249,イセザキ・モール,2018/10/31 16:30,2018/10/31 16:36,2018/10/31 16:41,2018/10/31 16:48,,2018/10/31 16:05,0:00:15,0:00:30,,00,25,,,2018/10/31 16:05,2018/10/31 16:31,43404.670138888943404.6881944444,#N/A,,,,
-,-,16,2018/10/31 16:12,7914,乗客アプリ（目的地から）,4256,971,4,1,,2018/10/31 16:16,2018/10/31 16:30,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/31 16:18,2018/10/31 16:18,2018/10/31 16:38,2018/10/31 16:38,,2018/10/31 16:12,0:14:22,0:14:22,,00,03,,,2018/10/31 16:12,2018/10/31 16:30,43404.67543404.6875,#N/A,,,,
-,-,16,2018/10/31 16:16,7915,乗客アプリ（地図から）,4398,956,5,2,,2018/10/31 16:21,2018/10/31 16:25,35.445783 139.642958,横浜情報文化センター,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/31 16:21,2018/10/31 16:21,2018/10/31 16:27,2018/10/31 16:27,,2018/10/31 16:16,0:03:15,0:06:30,,00,05,,,2018/10/31 16:16,2018/10/31 16:25,43404.677777777843404.6840277778,#N/A,,,,
-,-,16,2018/10/31 16:16,7916,まちかど端末（店舗から）,0,974,3,2,,2018/10/31 16:32,2018/10/31 16:37,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/31 16:38,2018/10/31 16:38,2018/10/31 16:50,2018/10/31 16:50,,2018/10/31 16:16,0:04:20,0:08:40,,00,16,,,2018/10/31 16:16,2018/10/31 16:37,43404.677777777843404.6923611111,#N/A,,,,
★,-,16,2018/10/31 16:19,7917,まちかど端末（乗降ポイントから）,0,57,5,2,,2018/10/31 16:42,2018/10/31 16:48,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/31 16:51,2018/10/31 16:51,2018/10/31 17:07,2018/10/31 17:12,2018/10/31 16:48,2018/10/31 16:48,0:05:34,0:11:08,,00,00,,,2018/10/31 16:19,2018/10/31 16:48,43404.679861111143404.7,#N/A,,,,
-,-,16,2018/10/31 16:20,7918,まちかど端末（店舗から）,0,820,1,3,,2018/10/31 16:55,2018/10/31 16:55,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/10/31 16:48,2018/10/31 16:55,2018/10/31 17:00,2018/10/31 17:07,,2018/10/31 16:20,0:00:04,0:00:12,,06,35,,,2018/10/31 16:20,2018/10/31 16:55,43404.680555555643404.7048611111,#N/A,,,,
-,-,16,2018/10/31 16:23,7920,乗客アプリ（目的地から）,1075,522,4,1,,2018/10/31 16:55,2018/10/31 17:02,35.456605 139.635327,横浜ベイホテル東急,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/31 16:53,2018/10/31 17:02,2018/10/31 17:06,2018/10/31 17:15,,2018/10/31 16:23,0:07:00,0:07:00,,02,31,,,2018/10/31 16:23,2018/10/31 17:02,43404.682638888943404.7097222222,肯定的,,,,
-,-,16,2018/10/31 16:25,7922,乗客アプリ（地図から）,4472,42,1,1,,2018/10/31 16:26,2018/10/31 16:35,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/31 16:28,2018/10/31 16:28,2018/10/31 16:37,2018/10/31 16:37,,2018/10/31 16:25,0:08:27,0:08:27,,00,01,,,2018/10/31 16:25,2018/10/31 16:35,43404.684027777843404.6909722222,#N/A,,,,
-,-,16,2018/10/31 16:27,7924,乗客アプリ（目的地から）,1497,442,4,2,,2018/10/31 16:36,2018/10/31 16:48,35.441002 139.650809,横浜元町ショッピングストリート,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/31 16:36,2018/10/31 16:36,2018/10/31 16:52,2018/10/31 16:52,,2018/10/31 16:27,0:12:58,0:25:56,,00,08,,,2018/10/31 16:27,2018/10/31 16:48,43404.685416666743404.7,#N/A,,,,
-,-,16,2018/10/31 16:28,7925,乗客アプリ（地図から）,2435,217,2,1,,2018/10/31 16:37,2018/10/31 17:04,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/31 16:37,2018/10/31 16:40,2018/10/31 17:03,2018/10/31 17:07,,2018/10/31 16:28,0:26:59,0:26:59,,00,08,,,2018/10/31 16:28,2018/10/31 17:04,43404.686111111143404.7111111111,#N/A,,,,
-,-,16,2018/10/31 16:29,7926,乗客アプリ（簡単予約）,3814,308,8,1,,2018/10/31 16:32,2018/10/31 16:39,35.45435 139.631762,横浜ロイヤルパークホテル,35.445857 139.647636,ホテルモントレ横浜,2018/10/31 16:34,2018/10/31 16:34,2018/10/31 16:48,2018/10/31 16:48,,2018/10/31 16:29,0:07:21,0:07:21,,00,03,,,2018/10/31 16:29,2018/10/31 16:39,43404.686805555643404.69375,#N/A,,,,
-,-,16,2018/10/31 16:33,7927,まちかど端末（店舗から）,0,107,3,4,,2018/10/31 16:44,2018/10/31 16:52,35.450681 139.632446,横浜桜木町ワシントンホテル,35.443908 139.635249,イセザキ・モール,2018/10/31 16:42,2018/10/31 16:42,2018/10/31 16:55,2018/10/31 16:55,,2018/10/31 16:33,0:07:32,0:30:08,,01,11,,,2018/10/31 16:33,2018/10/31 16:52,43404.689583333343404.7027777778,#N/A,,,,
-,-,16,2018/10/31 16:33,7928,乗客アプリ（目的地から）,1347,956,8,4,,2018/10/31 16:42,2018/10/31 16:55,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/31 16:47,2018/10/31 16:47,2018/10/31 17:02,2018/10/31 17:02,,2018/10/31 16:33,0:13:46,0:55:04,,00,08,,,2018/10/31 16:33,2018/10/31 16:55,43404.689583333343404.7048611111,肯定的,,,,
-,-,16,2018/10/31 16:33,7929,乗客アプリ（地図から）,3786,598,2,1,,2018/10/31 16:42,2018/10/31 16:46,35.447546 139.64358,横浜開港資料館,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/31 16:44,2018/10/31 16:44,2018/10/31 16:48,2018/10/31 16:48,,2018/10/31 16:33,0:04:40,0:04:40,,00,08,,,2018/10/31 16:33,2018/10/31 16:46,43404.689583333343404.6986111111,#N/A,,,,
-,-,16,2018/10/31 16:34,7930,乗客アプリ（地図から）,1751,128,5,1,,2018/10/31 16:42,2018/10/31 16:48,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/31 16:47,2018/10/31 16:47,2018/10/31 17:03,2018/10/31 17:03,,2018/10/31 16:34,0:06:04,0:06:04,,00,08,,,2018/10/31 16:34,2018/10/31 16:48,43404.690277777843404.7,#N/A,,,,
-,-,16,2018/10/31 16:37,7931,乗客アプリ（目的地から）,4481,950,7,2,,2018/10/31 16:44,2018/10/31 16:56,35.452963 139.642093,横浜赤レンガ倉庫,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/31 16:47,2018/10/31 16:47,2018/10/31 16:58,2018/10/31 17:04,,2018/10/31 16:37,0:12:28,0:24:56,,00,07,,,2018/10/31 16:37,2018/10/31 16:56,43404.692361111143404.7055555556,#N/A,,,,
★,-,16,2018/10/31 16:38,7932,乗客アプリ（目的地から）,3640,986,3,3,,2018/10/31 17:35,2018/10/31 17:44,35.448801 139.636702,ホテルルートイン横浜馬車道,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/31 17:38,2018/10/31 17:43,2018/10/31 17:54,2018/10/31 17:59,2018/10/31 17:38,2018/10/31 17:38,0:08:31,0:25:33,,00,00,,,2018/10/31 16:38,2018/10/31 17:44,43404.693055555643404.7388888889,肯定的,,,,
-,-,16,2018/10/31 16:43,7934,まちかど端末（店舗から）,0,578,7,2,,2018/10/31 16:47,2018/10/31 16:59,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.441441 139.648505,横浜中華街朱雀門,2018/10/31 16:51,2018/10/31 16:51,2018/10/31 17:07,2018/10/31 17:07,,2018/10/31 16:43,0:11:18,0:22:36,,00,04,,,2018/10/31 16:43,2018/10/31 16:59,43404.696527777843404.7076388889,#N/A,,,,
-,-,16,2018/10/31 16:47,7936,乗客アプリ（目的地から）,2400,966,8,1,,2018/10/31 16:49,2018/10/31 16:55,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/31 16:54,2018/10/31 16:54,2018/10/31 17:05,2018/10/31 17:05,,2018/10/31 16:47,0:05:52,0:05:52,,00,02,,,2018/10/31 16:47,2018/10/31 16:55,43404.699305555643404.7048611111,#N/A,,,,
★,-,16,2018/10/31 16:47,7937,乗客アプリ（目的地から）,4513,206,7,4,,2018/10/31 17:10,2018/10/31 17:22,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/31 17:17,2018/10/31 17:17,2018/10/31 17:40,2018/10/31 17:40,2018/10/31 17:17,2018/10/31 17:17,0:11:40,0:46:40,,00,00,,,2018/10/31 16:47,2018/10/31 17:22,43404.699305555643404.7236111111,#N/A,,,,
-,-,16,2018/10/31 16:47,7938,まちかど端末（店舗から）,0,700,8,2,,2018/10/31 16:58,2018/10/31 17:04,35.450681 139.632446,横浜桜木町ワシントンホテル,35.445857 139.647636,ホテルモントレ横浜,2018/10/31 17:07,2018/10/31 17:07,2018/10/31 17:19,2018/10/31 17:19,,2018/10/31 16:47,0:06:44,0:13:28,,00,10,,,2018/10/31 16:47,2018/10/31 17:04,43404.699305555643404.7111111111,#N/A,,,,
-,-,16,2018/10/31 16:49,7939,乗客アプリ（地図から）,3448,910,5,3,,2018/10/31 17:05,2018/10/31 17:15,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.443908 139.635249,イセザキ・モール,2018/10/31 16:58,2018/10/31 16:58,2018/10/31 17:11,2018/10/31 17:11,,2018/10/31 16:49,0:09:32,0:28:36,,06,15,,,2018/10/31 16:49,2018/10/31 17:15,43404.700694444443404.71875,#N/A,,,,
-,-,16,2018/10/31 16:56,7940,まちかど端末（店舗から）,0,43,2,1,,2018/10/31 16:59,2018/10/31 17:10,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.45435 139.631762,横浜ロイヤルパークホテル,2018/10/31 17:02,2018/10/31 17:02,2018/10/31 17:17,2018/10/31 17:17,,2018/10/31 16:56,0:10:44,0:10:44,,00,03,,,2018/10/31 16:56,2018/10/31 17:10,43404.705555555643404.7152777778,#N/A,,,,
-,-,16,2018/10/31 16:59,7941,乗客アプリ（地図から）,3880,703,3,1,,2018/10/31 17:11,2018/10/31 17:30,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/10/31 17:12,2018/10/31 17:12,2018/10/31 17:26,2018/10/31 17:38,,2018/10/31 16:59,0:18:39,0:18:39,,00,11,,,2018/10/31 16:59,2018/10/31 17:30,43404.707638888943404.7291666667,#N/A,,,,
-,☆,16,2018/10/31 16:04,7911,まちかど端末（店舗から）,0,814,1,3,2018/10/31 16:29,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/31 16:25,,2018/10/31 16:38,,,2018/10/31 16:04,0:00:00,0:00:00,,00,25,,,2018/10/31 16:04,1900/1/0 0:00,43404.66944444440,#N/A,,,,
-,☆,16,2018/10/31 16:20,7919,まちかど端末（乗降ポイントから）,0,340,4,1,2018/10/31 16:20,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/31 16:51,,2018/10/31 16:57,,,2018/10/31 16:20,0:00:00,0:00:00,,00,30,,,2018/10/31 16:20,1900/1/0 0:00,43404.68055555560,#N/A,,,,
-,☆,16,2018/10/31 16:24,7921,乗客アプリ（地図から）,3921,631,2,1,2018/10/31 16:24,,,35.448676 139.635696,横浜平和プラザホテル,35.443659 139.650847,横浜マリンタワー,2018/10/31 16:46,,2018/10/31 16:57,,,2018/10/31 16:24,0:00:00,0:00:00,,00,22,,,2018/10/31 16:24,1900/1/0 0:00,43404.68333333330,#N/A,,※207行と同一人物と思われるため一番短い待ち時間を採用,,
-,☆,16,2018/10/31 16:26,7923,乗客アプリ（地図から）,3921,366,2,1,2018/10/31 16:26,,,35.450447 139.635947,みなとみらい線　馬車道駅,35.443659 139.650847,横浜マリンタワー,2018/10/31 16:56,,2018/10/31 17:06,,,2018/10/31 16:26,0:00:00,0:00:00,,00,,,,2018/10/31 16:26,1900/1/0 0:00,43404.68472222220,#N/A,,※206行と同一人物と思われるため一番短い待ち時間を採用,,
-,☆,16,2018/10/31 16:40,7933,まちかど端末（店舗から）,0,175,10,1,2018/10/31 16:45,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/31 17:02,,2018/10/31 17:13,,,2018/10/31 16:40,0:00:00,0:00:00,,00,,,,2018/10/31 16:40,1900/1/0 0:00,43404.69444444440,#N/A,,※208行と同一人物と思われるため一番短い待ち時間を採用,,
-,☆,16,2018/10/31 16:45,7935,乗客アプリ（目的地から）,2400,428,8,1,2018/10/31 16:47,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/31 16:55,,2018/10/31 17:06,,,2018/10/31 16:45,0:00:00,0:00:00,,00,09,,,2018/10/31 16:45,1900/1/0 0:00,43404.69791666670,#N/A,,※209行と同一人物と思われるため一番短い待ち時間を採用,,
-,-,17,2018/10/31 17:00,7942,まちかど端末（店舗から）,0,931,4,2,,2018/10/31 17:03,2018/10/31 17:20,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/31 17:04,2018/10/31 17:04,2018/10/31 17:17,2018/10/31 17:17,,2018/10/31 17:00,0:16:51,0:33:42,723,00,02,08,07,2018/10/31 17:00,2018/10/31 17:20,43404.708333333343404.7222222222,#N/A,,,,
-,-,17,2018/10/31 17:01,7943,乗客アプリ（目的地から）,2490,774,8,3,,2018/10/31 17:08,2018/10/31 17:13,35.443704 139.651332,ホテルメルパルク横浜,35.447541 139.644914,シルク博物館,2018/10/31 17:11,2018/10/31 17:11,2018/10/31 17:18,2018/10/31 17:18,,2018/10/31 17:01,0:04:23,0:13:09,,00,07,,,2018/10/31 17:01,2018/10/31 17:13,43404.709027777843404.7173611111,#N/A,,,,
-,-,17,2018/10/31 17:01,7944,まちかど端末（店舗から）,0,220,10,2,,2018/10/31 17:07,2018/10/31 17:13,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.447541 139.644914,シルク博物館,2018/10/31 17:07,2018/10/31 17:07,2018/10/31 17:16,2018/10/31 17:16,,2018/10/31 17:01,0:06:03,0:12:06,,00,05,,,2018/10/31 17:01,2018/10/31 17:13,43404.709027777843404.7173611111,#N/A,,,,
★,-,17,2018/10/31 17:03,7945,乗客アプリ（地図から）,2828,399,4,2,,2018/10/31 17:31,2018/10/31 17:50,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/31 17:33,2018/10/31 17:34,2018/10/31 17:49,2018/10/31 18:01,2018/10/31 17:33,2018/10/31 17:33,0:18:28,0:36:56,,00,00,,,2018/10/31 17:03,2018/10/31 17:50,43404.710416666743404.7430555556,#N/A,,,,
-,-,17,2018/10/31 17:05,7946,乗客アプリ（地図から）,1666,642,4,1,,2018/10/31 17:12,2018/10/31 17:28,35.443908 139.635249,イセザキ・モール,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/31 17:12,2018/10/31 17:12,2018/10/31 17:31,2018/10/31 17:31,,2018/10/31 17:05,0:16:19,0:16:19,,00,07,,,2018/10/31 17:05,2018/10/31 17:28,43404.711805555643404.7277777778,#N/A,,,,
-,-,17,2018/10/31 17:08,7947,乗客アプリ（地図から）,4455,102,2,1,,2018/10/31 17:14,2018/10/31 17:25,35.450681 139.632446,横浜桜木町ワシントンホテル,35.443659 139.650847,横浜マリンタワー,2018/10/31 17:17,2018/10/31 17:17,2018/10/31 17:30,2018/10/31 17:31,,2018/10/31 17:08,0:11:08,0:11:08,,00,05,,,2018/10/31 17:08,2018/10/31 17:25,43404.713888888943404.7256944444,#N/A,,,,
★,-,17,2018/10/31 17:09,7948,乗客アプリ（簡単予約）,2477,326,9,1,,2018/10/31 18:04,2018/10/31 18:12,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/31 18:09,2018/10/31 18:09,2018/10/31 18:19,2018/10/31 18:17,2018/10/31 18:09,2018/10/31 18:09,0:08:34,0:08:34,,00,00,,,2018/10/31 17:09,2018/10/31 18:12,43404.714583333343404.7583333333,#N/A,,,,
-,-,17,2018/10/31 17:09,7949,乗客アプリ（簡単予約）,2978,976,3,1,,2018/10/31 17:11,2018/10/31 17:24,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/31 17:13,2018/10/31 17:13,2018/10/31 17:21,2018/10/31 17:30,,2018/10/31 17:09,0:13:02,0:13:02,,00,02,,,2018/10/31 17:09,2018/10/31 17:24,43404.714583333343404.725,#N/A,,,,
-,-,17,2018/10/31 17:10,7950,乗客アプリ（地図から）,3738,515,9,1,,2018/10/31 17:16,2018/10/31 17:29,35.45435 139.631762,横浜ロイヤルパークホテル,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/31 17:22,2018/10/31 17:22,2018/10/31 17:38,2018/10/31 17:41,,2018/10/31 17:10,0:13:21,0:13:21,,00,05,,,2018/10/31 17:10,2018/10/31 17:29,43404.715277777843404.7284722222,#N/A,,,,
-,-,17,2018/10/31 17:10,7951,まちかど端末（店舗から）,0,607,3,1,,2018/10/31 17:16,2018/10/31 17:21,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.45435 139.631762,横浜ロイヤルパークホテル,2018/10/31 17:18,2018/10/31 17:18,2018/10/31 17:25,2018/10/31 17:25,,2018/10/31 17:10,0:04:45,0:04:45,,00,06,,,2018/10/31 17:10,2018/10/31 17:21,43404.715277777843404.7229166667,#N/A,,,,
-,-,17,2018/10/31 17:11,7953,乗客アプリ（地図から）,4414,782,8,3,,2018/10/31 17:19,2018/10/31 17:51,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/31 17:18,2018/10/31 17:20,2018/10/31 17:39,2018/10/31 17:48,,2018/10/31 17:11,0:31:44,1:35:12,,00,07,,,2018/10/31 17:11,2018/10/31 17:51,43404.715972222243404.74375,#N/A,,,,
-,-,17,2018/10/31 17:12,7954,まちかど端末（店舗から）,0,867,5,2,,2018/10/31 17:23,2018/10/31 17:40,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/31 17:26,2018/10/31 17:26,2018/10/31 17:37,2018/10/31 17:37,,2018/10/31 17:12,0:17:14,0:34:28,,00,10,,,2018/10/31 17:12,2018/10/31 17:40,43404.716666666743404.7361111111,#N/A,,,,
-,-,17,2018/10/31 17:12,7955,まちかど端末（店舗から）,0,884,9,1,,2018/10/31 17:16,2018/10/31 17:24,35.45435 139.631762,横浜ロイヤルパークホテル,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/31 17:22,2018/10/31 17:22,2018/10/31 17:35,2018/10/31 17:35,,2018/10/31 17:12,0:08:22,0:08:22,,00,03,,,2018/10/31 17:12,2018/10/31 17:24,43404.716666666743404.725,#N/A,,,,
-,-,17,2018/10/31 17:12,7956,乗客アプリ（地図から）,67,288,2,1,,2018/10/31 17:14,2018/10/31 17:22,35.450681 139.632446,横浜桜木町ワシントンホテル,35.447541 139.644914,シルク博物館,2018/10/31 17:15,2018/10/31 17:15,2018/10/31 17:27,2018/10/31 17:27,,2018/10/31 17:12,0:08:02,0:08:02,,00,01,,,2018/10/31 17:12,2018/10/31 17:22,43404.716666666743404.7236111111,肯定的,,,,
★,-,17,2018/10/31 17:13,7957,まちかど端末（乗降ポイントから）,0,202,4,1,,2018/10/31 17:39,2018/10/31 17:46,35.450681 139.632446,横浜桜木町ワシントンホテル,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/31 17:42,2018/10/31 17:42,2018/10/31 17:55,2018/10/31 17:55,2018/10/31 17:42,2018/10/31 17:42,0:06:39,0:06:39,,00,00,,,2018/10/31 17:13,2018/10/31 17:46,43404.717361111143404.7402777778,#N/A,,,,
-,-,17,2018/10/31 17:14,7959,乗客アプリ（目的地から）,4372,84,10,1,,2018/10/31 17:24,2018/10/31 17:30,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/31 17:28,2018/10/31 17:28,2018/10/31 17:37,2018/10/31 17:37,,2018/10/31 17:14,0:06:23,0:06:23,,00,09,,,2018/10/31 17:14,2018/10/31 17:30,43404.718055555643404.7291666667,肯定的,,,,
-,-,17,2018/10/31 17:14,7960,まちかど端末（店舗から）,0,561,8,1,,2018/10/31 17:25,2018/10/31 17:31,35.447541 139.644914,シルク博物館,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/31 17:24,2018/10/31 17:25,2018/10/31 17:36,2018/10/31 17:36,,2018/10/31 17:14,0:06:55,0:06:55,,00,10,,,2018/10/31 17:14,2018/10/31 17:31,43404.718055555643404.7298611111,#N/A,,,,
-,-,17,2018/10/31 17:15,7961,乗客アプリ（目的地から）,1334,929,2,1,,2018/10/31 17:34,2018/10/31 17:40,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.445783 139.642958,横浜情報文化センター,2018/10/31 17:36,2018/10/31 17:36,2018/10/31 17:41,2018/10/31 17:41,,2018/10/31 17:15,0:05:50,0:05:50,,00,18,,,2018/10/31 17:15,2018/10/31 17:40,43404.7187543404.7361111111,#N/A,,,,
★,-,17,2018/10/31 17:16,7962,乗客アプリ（地図から）,2471,923,8,4,,2018/10/31 18:14,2018/10/31 18:32,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/10/31 18:16,2018/10/31 18:16,2018/10/31 18:32,2018/10/31 18:40,2018/10/31 18:16,2018/10/31 18:16,0:17:32,1:10:08,,00,00,,,2018/10/31 17:16,2018/10/31 18:32,43404.719444444443404.7722222222,#N/A,,,,
★,-,17,2018/10/31 17:18,7963,乗客アプリ（地図から）,1605,735,10,1,,2018/10/31 17:46,2018/10/31 17:55,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/10/31 17:48,2018/10/31 17:49,2018/10/31 18:02,2018/10/31 18:00,2018/10/31 17:48,2018/10/31 17:48,0:08:44,0:08:44,,00,00,,,2018/10/31 17:18,2018/10/31 17:55,43404.720833333343404.7465277778,肯定的,,,,
-,-,17,2018/10/31 17:20,7964,まちかど端末（乗降ポイントから）,0,251,8,1,,2018/10/31 17:25,2018/10/31 17:31,35.447541 139.644914,シルク博物館,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/31 17:24,2018/10/31 17:24,2018/10/31 17:36,2018/10/31 17:36,,2018/10/31 17:20,0:06:52,0:06:52,,00,04,,,2018/10/31 17:20,2018/10/31 17:31,43404.722222222243404.7298611111,#N/A,,,,
-,-,17,2018/10/31 17:22,7966,乗客アプリ（地図から）,4398,353,9,2,,2018/10/31 17:39,2018/10/31 17:48,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/31 17:31,2018/10/31 17:39,2018/10/31 17:39,2018/10/31 17:48,,2018/10/31 17:22,0:09:16,0:18:32,,07,16,,,2018/10/31 17:22,2018/10/31 17:48,43404.723611111143404.7416666667,否定的,,,,
-,-,17,2018/10/31 17:28,7967,まちかど端末（店舗から）,0,475,5,1,,2018/10/31 17:33,2018/10/31 17:52,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/31 17:33,2018/10/31 17:33,2018/10/31 17:52,2018/10/31 17:53,,2018/10/31 17:28,0:18:17,0:18:17,,00,05,,,2018/10/31 17:28,2018/10/31 17:52,43404.727777777843404.7444444444,#N/A,,,,
