,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,日時,降車時間,合成キー,評価,計算用ダミー,
-,☆,13,2018/11/1 13:08,8157,乗客アプリ（地図から）,2357,638,10,1,2018/11/1 13:08,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/1 13:34,,2018/11/1 13:42,,,2018/11/1 13:08,0:00:00,0:00:00,,00,26,,,2018/11/1 13:08,1900/1/0 0:00,43405.54722222220,#N/A,,
-,☆,13,2018/11/1 13:09,8158,乗客アプリWeb（目的地から）,1761,89,4,1,2018/11/1 13:28,2018/11/1 13:26,,35.443908 139.635249,イセザキ・モール,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/1 13:26,2018/11/1 13:26,2018/11/1 13:38,,,2018/11/1 13:09,,,,00,19,,,2018/11/1 13:09,1900/1/0 0:00,43405.54791666670,#N/A,,
-,☆,13,2018/11/1 13:11,8161,乗客アプリ（目的地から）,4313,345,1,1,2018/11/1 13:18,,,35.450447 139.635947,みなとみらい線　馬車道駅,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/1 13:22,,2018/11/1 13:31,,,2018/11/1 13:11,0:00:00,0:00:00,,00,10,,,2018/11/1 13:11,1900/1/0 0:00,43405.54930555560,#N/A,,
-,☆,13,2018/11/1 13:26,8170,乗客アプリWeb（目的地から）,4566,490,5,1,2018/11/1 13:26,,,35.441002 139.650809,横浜元町ショッピングストリート,35.443908 139.635249,イセザキ・モール,2018/11/1 13:46,,2018/11/1 13:57,,,2018/11/1 13:26,0:00:00,0:00:00,,00,20,,,2018/11/1 13:26,1900/1/0 0:00,43405.55972222220,#N/A,,
-,☆,13,2018/11/1 13:31,8173,乗客アプリ（地図から）,1747,811,5,1,2018/11/1 13:32,,,35.456605 139.635327,横浜ベイホテル東急,35.447541 139.644914,シルク博物館,2018/11/1 13:51,,2018/11/1 14:02,,,2018/11/1 13:31,0:00:00,0:00:00,,00,19,,,2018/11/1 13:31,1900/1/0 0:00,43405.56319444440,#N/A,,
-,☆,13,2018/11/1 13:43,8178,乗客アプリ（地図から）,2357,389,7,1,2018/11/1 13:43,,,35.456605 139.635327,横浜ベイホテル東急,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/1 14:09,,2018/11/1 14:24,,,2018/11/1 13:43,0:00:00,0:00:00,,00,26,,,2018/11/1 13:43,1900/1/0 0:00,43405.57152777780,#N/A,,
-,-,14,2018/11/1 14:06,8185,乗客アプリ（地図から）,2084,287,9,1,,2018/11/1 14:13,2018/11/1 14:34,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/1 14:14,2018/11/1 14:16,2018/11/1 14:31,2018/11/1 14:44,,2018/11/1 14:06,0:20:56,0:20:56,380,00,07,05,04,2018/11/1 14:06,2018/11/1 14:34,43405.587543405.6069444444,#N/A,,
-,-,14,2018/11/1 14:06,8186,乗客アプリ（目的地から）,4313,325,5,1,,2018/11/1 14:07,2018/11/1 14:16,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/1 14:09,2018/11/1 14:09,2018/11/1 14:18,2018/11/1 14:18,,2018/11/1 14:06,0:08:32,0:08:32,,00,01,,,2018/11/1 14:06,2018/11/1 14:16,43405.587543405.5944444444,#N/A,,
-,-,14,2018/11/1 14:06,8187,乗客アプリ（地図から）,2589,639,9,1,,2018/11/1 14:13,2018/11/1 14:26,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/1 14:15,2018/11/1 14:15,2018/11/1 14:30,2018/11/1 14:34,,2018/11/1 14:06,0:13:20,0:13:20,,00,06,,,2018/11/1 14:06,2018/11/1 14:26,43405.587543405.6013888889,#N/A,,
-,-,14,2018/11/1 14:07,8188,乗客アプリ（目的地から）,4584,168,2,2,,2018/11/1 14:15,2018/11/1 14:23,35.453715 139.638133,横浜ワールドポーターズ,35.456605 139.635327,横浜ベイホテル東急,2018/11/1 14:17,2018/11/1 14:17,2018/11/1 14:34,2018/11/1 14:34,,2018/11/1 14:07,0:07:59,0:15:58,,00,08,,,2018/11/1 14:07,2018/11/1 14:23,43405.588194444443405.5993055556,肯定的,,
-,-,14,2018/11/1 14:13,8189,乗客アプリ（地図から）,4376,907,8,1,,2018/11/1 14:17,2018/11/1 14:35,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/1 14:17,2018/11/1 14:17,2018/11/1 14:37,2018/11/1 14:37,,2018/11/1 14:13,0:18:28,0:18:28,,00,03,,,2018/11/1 14:13,2018/11/1 14:35,43405.592361111143405.6076388889,#N/A,,
-,-,14,2018/11/1 14:13,8190,乗客アプリ（地図から）,2424,297,9,1,,2018/11/1 14:17,2018/11/1 14:41,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441441 139.648505,横浜中華街朱雀門,2018/11/1 14:21,2018/11/1 14:21,2018/11/1 14:52,2018/11/1 14:52,,2018/11/1 14:13,0:24:30,0:24:30,,00,03,,,2018/11/1 14:13,2018/11/1 14:41,43405.592361111143405.6118055556,#N/A,,
-,-,14,2018/11/1 14:15,8191,乗客アプリ（目的地から）,1742,438,9,1,,2018/11/1 14:16,2018/11/1 14:41,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441441 139.648505,横浜中華街朱雀門,2018/11/1 14:17,2018/11/1 14:17,2018/11/1 14:52,2018/11/1 14:52,,2018/11/1 14:15,0:25:40,0:25:40,,00,00,,,2018/11/1 14:15,2018/11/1 14:41,43405.5937543405.6118055556,#N/A,,
-,-,14,2018/11/1 14:17,8192,まちかど端末（店舗から）,0,319,7,1,,2018/11/1 14:27,2018/11/1 14:36,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/1 14:30,2018/11/1 14:30,2018/11/1 14:39,2018/11/1 14:39,,2018/11/1 14:17,0:09:05,0:09:05,,00,09,,,2018/11/1 14:17,2018/11/1 14:36,43405.595138888943405.6083333333,#N/A,,
★,-,14,2018/11/1 14:21,8193,乗客アプリ（目的地から）,4605,301,6,2,,2018/11/1 14:49,2018/11/1 14:57,35.452963 139.642093,横浜赤レンガ倉庫,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/1 14:51,2018/11/1 14:51,2018/11/1 15:04,2018/11/1 15:04,2018/11/1 14:51,2018/11/1 14:51,0:07:16,0:14:32,,00,00,,,2018/11/1 14:21,2018/11/1 14:57,43405.597916666743405.6229166667,#N/A,,
-,-,14,2018/11/1 14:27,8194,乗客アプリ（目的地から）,2051,441,8,1,,2018/11/1 14:35,2018/11/1 14:48,35.443908 139.635249,イセザキ・モール,35.456605 139.635327,横浜ベイホテル東急,2018/11/1 14:38,2018/11/1 14:38,2018/11/1 14:51,2018/11/1 14:51,,2018/11/1 14:27,0:12:32,0:12:32,,00,07,,,2018/11/1 14:27,2018/11/1 14:48,43405.602083333343405.6166666667,肯定的,,
-,-,14,2018/11/1 14:28,8195,乗客アプリ（目的地から）,3714,126,7,1,,2018/11/1 14:30,2018/11/1 14:32,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.454389 139.630904,横浜ランドマークタワー,2018/11/1 14:36,2018/11/1 14:36,2018/11/1 14:40,2018/11/1 14:40,,2018/11/1 14:28,0:02:05,0:02:05,,00,02,,,2018/11/1 14:28,2018/11/1 14:32,43405.602777777843405.6055555556,#N/A,,
-,-,14,2018/11/1 14:29,8196,まちかど端末（乗降ポイントから）,0,42,10,1,,2018/11/1 14:34,2018/11/1 14:45,35.441002 139.650809,横浜元町ショッピングストリート,35.443908 139.635249,イセザキ・モール,2018/11/1 14:35,2018/11/1 14:35,2018/11/1 14:46,2018/11/1 14:46,,2018/11/1 14:29,0:11:01,0:11:01,,00,04,,,2018/11/1 14:29,2018/11/1 14:45,43405.603472222243405.6145833333,#N/A,,
-,-,14,2018/11/1 14:30,8197,乗客アプリ（目的地から）,1497,255,5,3,,2018/11/1 14:34,2018/11/1 14:40,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/1 14:33,2018/11/1 14:33,2018/11/1 14:44,2018/11/1 14:44,,2018/11/1 14:30,0:05:37,0:16:51,,01,04,,,2018/11/1 14:30,2018/11/1 14:40,43405.604166666743405.6111111111,#N/A,,
-,-,14,2018/11/1 14:32,8200,乗客アプリWeb（地図から）,4600,749,4,3,,2018/11/1 14:37,2018/11/1 14:43,35.450681 139.632446,横浜桜木町ワシントンホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/1 14:38,2018/11/1 14:38,2018/11/1 14:51,2018/11/1 14:51,,2018/11/1 14:32,0:06:00,0:18:00,,00,05,,,2018/11/1 14:32,2018/11/1 14:43,43405.605555555643405.6131944444,肯定的,,
-,-,14,2018/11/1 14:32,8199,乗客アプリWeb（地図から）,4602,515,7,2,,2018/11/1 14:37,2018/11/1 14:43,35.450681 139.632446,横浜桜木町ワシントンホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/1 14:36,2018/11/1 14:39,2018/11/1 14:48,2018/11/1 14:51,,2018/11/1 14:32,0:06:28,0:12:56,,00,04,,,2018/11/1 14:32,2018/11/1 14:43,43405.605555555643405.6131944444,肯定的,,
-,-,14,2018/11/1 14:32,8201,乗客アプリWeb（地図から）,2461,708,3,2,,2018/11/1 14:38,2018/11/1 14:45,35.450681 139.632446,横浜桜木町ワシントンホテル,35.443908 139.635249,イセザキ・モール,2018/11/1 14:41,2018/11/1 14:41,2018/11/1 14:51,2018/11/1 14:51,,2018/11/1 14:32,0:06:42,0:13:24,,00,06,,,2018/11/1 14:32,2018/11/1 14:45,43405.605555555643405.6145833333,#N/A,,
-,-,14,2018/11/1 14:35,8203,乗客アプリ（地図から）,4313,399,10,1,,2018/11/1 14:37,2018/11/1 14:50,35.441441 139.648505,横浜中華街朱雀門,35.456605 139.635327,横浜ベイホテル東急,2018/11/1 14:37,2018/11/1 14:37,2018/11/1 14:59,2018/11/1 14:59,,2018/11/1 14:35,0:13:04,0:13:04,,00,02,,,2018/11/1 14:35,2018/11/1 14:50,43405.607638888943405.6180555556,#N/A,,
-,-,14,2018/11/1 14:41,8204,まちかど端末（店舗から）,0,496,8,2,,2018/11/1 14:44,2018/11/1 14:51,35.45435 139.631762,横浜ロイヤルパークホテル,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/1 14:48,2018/11/1 14:48,2018/11/1 14:56,2018/11/1 14:56,,2018/11/1 14:41,0:07:11,0:14:22,,00,02,,,2018/11/1 14:41,2018/11/1 14:51,43405.611805555643405.61875,#N/A,,
-,-,14,2018/11/1 14:45,8205,まちかど端末（店舗から）,0,794,8,2,,2018/11/1 14:52,2018/11/1 15:14,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/1 14:52,2018/11/1 14:52,2018/11/1 15:09,2018/11/1 15:19,,2018/11/1 14:45,0:22:06,0:44:12,,00,06,,,2018/11/1 14:45,2018/11/1 15:14,43405.614583333343405.6347222222,#N/A,,
-,-,14,2018/11/1 14:50,8207,乗客アプリ（地図から）,1340,918,8,1,,2018/11/1 14:59,2018/11/1 15:11,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.447541 139.644914,シルク博物館,2018/11/1 14:59,2018/11/1 14:59,2018/11/1 15:14,2018/11/1 15:17,,2018/11/1 14:50,0:12:35,0:12:35,,00,08,,,2018/11/1 14:50,2018/11/1 15:11,43405.618055555643405.6326388889,#N/A,,
-,-,14,2018/11/1 14:50,8208,乗客アプリ（目的地から）,1497,874,9,3,,2018/11/1 14:53,2018/11/1 14:59,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/1 14:53,2018/11/1 14:53,2018/11/1 15:06,2018/11/1 15:06,,2018/11/1 14:50,0:05:55,0:17:45,,00,02,,,2018/11/1 14:50,2018/11/1 14:59,43405.618055555643405.6243055556,#N/A,,
-,-,14,2018/11/1 14:56,8209,まちかど端末（乗降ポイントから）,0,51,8,1,,2018/11/1 15:04,2018/11/1 15:11,35.450681 139.632446,横浜桜木町ワシントンホテル,35.447541 139.644914,シルク博物館,2018/11/1 15:07,2018/11/1 15:07,2018/11/1 15:16,2018/11/1 15:16,,2018/11/1 14:56,0:06:36,0:06:36,,00,08,,,2018/11/1 14:56,2018/11/1 15:11,43405.622222222243405.6326388889,#N/A,,
-,-,14,2018/11/1 14:58,8210,乗客アプリ（地図から）,4032,394,10,1,,2018/11/1 15:02,2018/11/1 15:08,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.448676 139.635696,横浜平和プラザホテル,2018/11/1 14:59,2018/11/1 14:59,2018/11/1 15:11,2018/11/1 15:11,,2018/11/1 14:58,0:06:45,0:06:45,,02,04,,,2018/11/1 14:58,2018/11/1 15:08,43405.623611111143405.6305555556,#N/A,,
-,-,14,2018/11/1 14:58,8211,まちかど端末（乗降ポイントから）,0,472,9,3,,2018/11/1 15:01,2018/11/1 15:11,35.452963 139.642093,横浜赤レンガ倉庫,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/1 15:00,2018/11/1 15:00,2018/11/1 15:11,2018/11/1 15:11,,2018/11/1 14:58,0:09:13,0:27:39,,01,02,,,2018/11/1 14:58,2018/11/1 15:11,43405.623611111143405.6326388889,#N/A,,
-,☆,14,2018/11/1 14:31,8198,乗客アプリWeb（地図から）,2461,607,7,1,2018/11/1 14:32,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.443908 139.635249,イセザキ・モール,2018/11/1 14:38,,2018/11/1 14:48,,,2018/11/1 14:31,0:00:00,0:00:00,,00,07,,,2018/11/1 14:31,1900/1/0 0:00,43405.60486111110,#N/A,,
-,☆,14,2018/11/1 14:34,8202,乗客アプリ（地図から）,2902,541,7,1,2018/11/1 14:35,,,35.452963 139.642093,横浜赤レンガ倉庫,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/1 14:53,,2018/11/1 15:02,,,2018/11/1 14:34,0:00:00,0:00:00,,00,18,,,2018/11/1 14:34,1900/1/0 0:00,43405.60694444440,#N/A,,
-,☆,14,2018/11/1 14:47,8206,乗客アプリ（地図から）,1340,493,5,1,2018/11/1 14:49,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.447541 139.644914,シルク博物館,2018/11/1 14:49,,2018/11/1 15:04,,,2018/11/1 14:47,0:00:00,0:00:00,,00,02,,,2018/11/1 14:47,1900/1/0 0:00,43405.61597222220,#N/A,,
-,-,15,2018/11/1 15:01,8213,乗客アプリWeb（目的地から）,2461,359,1,3,,2018/11/1 15:16,2018/11/1 15:26,35.443908 139.635249,イセザキ・モール,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/1 15:13,2018/11/1 15:13,2018/11/1 15:27,2018/11/1 15:27,,2018/11/1 15:01,0:09:50,0:29:30,548,03,15,08,06,2018/11/1 15:01,2018/11/1 15:26,43405.625694444443405.6430555556,#N/A,,
-,-,15,2018/11/1 15:01,8214,乗客アプリ（目的地から）,2801,683,7,2,,2018/11/1 15:11,2018/11/1 15:16,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.443908 139.635249,イセザキ・モール,2018/11/1 15:11,2018/11/1 15:11,2018/11/1 15:18,2018/11/1 15:18,,2018/11/1 15:01,0:04:46,0:09:32,,00,09,,,2018/11/1 15:01,2018/11/1 15:16,43405.625694444443405.6361111111,#N/A,,
-,-,15,2018/11/1 15:01,8215,乗客アプリWeb（地図から）,4602,416,6,2,,2018/11/1 15:05,2018/11/1 15:11,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/1 15:12,2018/11/1 15:14,2018/11/1 15:28,2018/11/1 15:30,,2018/11/1 15:01,0:05:37,0:11:14,,00,03,,,2018/11/1 15:01,2018/11/1 15:11,43405.625694444443405.6326388889,#N/A,,
-,-,15,2018/11/1 15:02,8216,乗客アプリWeb（地図から）,4600,284,6,3,,2018/11/1 15:05,2018/11/1 15:11,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/1 15:12,2018/11/1 15:12,2018/11/1 15:31,2018/11/1 15:31,,2018/11/1 15:02,0:05:39,0:16:57,,00,03,,,2018/11/1 15:02,2018/11/1 15:11,43405.626388888943405.6326388889,#N/A,,
-,-,15,2018/11/1 15:07,8218,まちかど端末（店舗から）,0,65,8,1,,2018/11/1 15:15,2018/11/1 15:37,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.456605 139.635327,横浜ベイホテル東急,2018/11/1 15:18,2018/11/1 15:18,2018/11/1 15:37,2018/11/1 15:50,,2018/11/1 15:07,0:22:12,0:22:12,,00,08,,,2018/11/1 15:07,2018/11/1 15:37,43405.629861111143405.6506944444,#N/A,,
-,-,15,2018/11/1 15:07,8219,乗客アプリ（目的地から）,4474,549,5,1,,2018/11/1 15:10,2018/11/1 15:19,35.454389 139.630904,横浜ランドマークタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/1 15:12,2018/11/1 15:12,2018/11/1 15:26,2018/11/1 15:26,,2018/11/1 15:07,0:09:05,0:09:05,,00,02,,,2018/11/1 15:07,2018/11/1 15:19,43405.629861111143405.6381944444,#N/A,,
-,-,15,2018/11/1 15:09,8220,乗客アプリ（地図から）,1751,483,6,1,,2018/11/1 15:14,2018/11/1 15:24,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/1 15:18,2018/11/1 15:18,2018/11/1 15:27,2018/11/1 15:27,,2018/11/1 15:09,0:09:21,0:09:21,,00,05,,,2018/11/1 15:09,2018/11/1 15:24,43405.6312543405.6416666667,肯定的,,
-,-,15,2018/11/1 15:09,8221,まちかど端末（乗降ポイントから）,0,288,10,1,,2018/11/1 15:13,2018/11/1 15:19,35.450681 139.632446,横浜桜木町ワシントンホテル,35.453715 139.638133,横浜ワールドポーターズ,2018/11/1 15:13,2018/11/1 15:13,2018/11/1 15:22,2018/11/1 15:22,,2018/11/1 15:09,0:06:23,0:06:23,,00,04,,,2018/11/1 15:09,2018/11/1 15:19,43405.6312543405.6381944444,#N/A,,
-,-,15,2018/11/1 15:12,8222,乗客アプリ（目的地から）,3162,330,8,1,,2018/11/1 15:21,2018/11/1 15:31,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/1 15:24,2018/11/1 15:24,2018/11/1 15:42,2018/11/1 15:42,,2018/11/1 15:12,0:10:09,0:10:09,,00,09,,,2018/11/1 15:12,2018/11/1 15:31,43405.633333333343405.6465277778,#N/A,,
-,-,15,2018/11/1 15:13,8223,まちかど端末（乗降ポイントから）,0,765,6,2,,2018/11/1 15:15,2018/11/1 15:26,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/1 15:14,2018/11/1 15:14,2018/11/1 15:38,2018/11/1 15:38,,2018/11/1 15:13,0:11:20,0:22:40,,00,02,,,2018/11/1 15:13,2018/11/1 15:26,43405.634027777843405.6430555556,#N/A,,
-,-,15,2018/11/1 15:14,8224,乗客アプリ（地図から）,2051,351,2,1,,2018/11/1 15:18,2018/11/1 15:31,35.454389 139.630904,横浜ランドマークタワー,35.443908 139.635249,イセザキ・モール,2018/11/1 15:18,2018/11/1 15:18,2018/11/1 15:29,2018/11/1 15:29,,2018/11/1 15:14,0:12:46,0:12:46,,00,04,,,2018/11/1 15:14,2018/11/1 15:31,43405.634722222243405.6465277778,肯定的,,
-,-,15,2018/11/1 15:14,8225,乗客アプリ（地図から）,3361,607,9,1,,2018/11/1 15:18,2018/11/1 15:41,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/1 15:19,2018/11/1 15:19,2018/11/1 15:36,2018/11/1 15:47,,2018/11/1 15:14,0:22:29,0:22:29,,00,03,,,2018/11/1 15:14,2018/11/1 15:41,43405.634722222243405.6534722222,#N/A,,
-,-,15,2018/11/1 15:15,8226,乗客アプリ（簡単予約）,4610,488,10,5,,2018/11/1 15:27,2018/11/1 15:33,35.452963 139.642093,横浜赤レンガ倉庫,35.456605 139.635327,横浜ベイホテル東急,2018/11/1 15:30,2018/11/1 15:30,2018/11/1 15:49,2018/11/1 15:49,,2018/11/1 15:15,0:06:11,0:30:55,,00,11,,,2018/11/1 15:15,2018/11/1 15:33,43405.635416666743405.6479166667,#N/A,,
-,-,15,2018/11/1 15:16,8227,乗客アプリ（地図から）,2424,904,9,1,,2018/11/1 15:22,2018/11/1 15:34,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/1 15:23,2018/11/1 15:23,2018/11/1 15:35,2018/11/1 15:39,,2018/11/1 15:16,0:12:28,0:12:28,,00,06,,,2018/11/1 15:16,2018/11/1 15:34,43405.636111111143405.6486111111,#N/A,,
-,-,15,2018/11/1 15:16,8228,まちかど端末（店舗から）,0,426,7,4,,2018/11/1 15:23,2018/11/1 15:31,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/1 15:23,2018/11/1 15:23,2018/11/1 15:43,2018/11/1 15:43,,2018/11/1 15:16,0:08:19,0:33:16,,00,06,,,2018/11/1 15:16,2018/11/1 15:31,43405.636111111143405.6465277778,#N/A,,
-,-,15,2018/11/1 15:22,8230,乗客アプリ（地図から）,1340,754,8,1,,2018/11/1 15:24,2018/11/1 15:37,35.447541 139.644914,シルク博物館,35.456605 139.635327,横浜ベイホテル東急,2018/11/1 15:24,2018/11/1 15:24,2018/11/1 15:49,2018/11/1 15:49,,2018/11/1 15:22,0:13:32,0:13:32,,00,02,,,2018/11/1 15:22,2018/11/1 15:37,43405.640277777843405.6506944444,#N/A,,
-,-,15,2018/11/1 15:23,8231,乗客アプリ（地図から）,2435,397,9,1,,2018/11/1 15:28,2018/11/1 15:46,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/11/1 15:28,2018/11/1 15:28,2018/11/1 15:59,2018/11/1 15:59,,2018/11/1 15:23,0:17:27,0:17:27,,00,05,,,2018/11/1 15:23,2018/11/1 15:46,43405.640972222243405.6569444444,#N/A,,
★,-,15,2018/11/1 15:24,8232,乗客アプリ（簡単予約）,2518,562,5,2,,2018/11/1 15:52,2018/11/1 15:59,35.450447 139.635947,みなとみらい線　馬車道駅,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/1 15:54,2018/11/1 15:54,2018/11/1 16:03,2018/11/1 16:03,2018/11/1 15:54,2018/11/1 15:54,0:07:00,0:14:00,,00,00,,,2018/11/1 15:24,2018/11/1 15:59,43405.641666666743405.6659722222,#N/A,,
-,-,15,2018/11/1 15:24,8233,乗客アプリ（地図から）,2706,809,3,1,,2018/11/1 15:33,2018/11/1 15:40,35.445857 139.647636,ホテルモントレ横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/1 15:32,2018/11/1 15:32,2018/11/1 15:45,2018/11/1 15:45,,2018/11/1 15:24,0:07:05,0:07:05,,00,08,,,2018/11/1 15:24,2018/11/1 15:40,43405.641666666743405.6527777778,#N/A,,
-,-,15,2018/11/1 15:25,8234,乗客アプリ（地図から）,1751,140,2,1,,2018/11/1 15:31,2018/11/1 15:51,35.450447 139.635947,みなとみらい線　馬車道駅,35.441441 139.648505,横浜中華街朱雀門,2018/11/1 15:33,2018/11/1 15:33,2018/11/1 15:49,2018/11/1 15:49,,2018/11/1 15:25,0:19:43,0:19:43,,00,06,,,2018/11/1 15:25,2018/11/1 15:51,43405.642361111143405.6604166667,肯定的,,
-,-,15,2018/11/1 15:26,8235,乗客アプリ（目的地から）,1015,511,1,2,,2018/11/1 15:35,2018/11/1 15:46,35.448801 139.636702,ホテルルートイン横浜馬車道,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/1 15:35,2018/11/1 15:35,2018/11/1 15:48,2018/11/1 15:49,,2018/11/1 15:26,0:10:56,0:21:52,,00,08,,,2018/11/1 15:26,2018/11/1 15:46,43405.643055555643405.6569444444,#N/A,,
-,-,15,2018/11/1 15:31,8237,まちかど端末（乗降ポイントから）,0,239,1,1,,2018/11/1 15:42,2018/11/1 15:57,35.453715 139.638133,横浜ワールドポーターズ,35.445783 139.642958,横浜情報文化センター,2018/11/1 15:42,2018/11/1 15:42,2018/11/1 16:02,2018/11/1 16:02,,2018/11/1 15:31,0:14:26,0:14:26,,00,11,,,2018/11/1 15:31,2018/11/1 15:57,43405.646527777843405.6645833333,#N/A,,
-,-,15,2018/11/1 15:33,8238,まちかど端末（乗降ポイントから）,0,794,10,1,,2018/11/1 15:37,2018/11/1 15:43,35.453715 139.638133,横浜ワールドポーターズ,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/1 15:40,2018/11/1 15:40,2018/11/1 15:50,2018/11/1 15:50,,2018/11/1 15:33,0:05:51,0:05:51,,00,04,,,2018/11/1 15:33,2018/11/1 15:43,43405.647916666743405.6548611111,#N/A,,
-,-,15,2018/11/1 15:35,8240,まちかど端末（乗降ポイントから）,0,668,4,1,,2018/11/1 15:39,2018/11/1 15:58,35.445783 139.642958,横浜情報文化センター,35.456605 139.635327,横浜ベイホテル東急,2018/11/1 15:38,2018/11/1 15:39,2018/11/1 15:55,2018/11/1 16:06,,2018/11/1 15:35,0:19:28,0:19:28,,00,04,,,2018/11/1 15:35,2018/11/1 15:58,43405.649305555643405.6652777778,#N/A,,
-,-,15,2018/11/1 15:37,8241,乗客アプリ（地図から）,4563,692,4,3,,2018/11/1 15:45,2018/11/1 15:54,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/1 15:42,2018/11/1 15:42,2018/11/1 15:56,2018/11/1 15:56,,2018/11/1 15:37,0:09:10,0:27:30,,02,08,,,2018/11/1 15:37,2018/11/1 15:54,43405.650694444443405.6625,#N/A,,
-,-,15,2018/11/1 15:38,8242,乗客アプリ（地図から）,2328,309,8,1,,2018/11/1 15:51,2018/11/1 15:59,35.443908 139.635249,イセザキ・モール,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/1 15:51,2018/11/1 15:51,2018/11/1 16:05,2018/11/1 16:05,,2018/11/1 15:38,0:08:20,0:08:20,,00,13,,,2018/11/1 15:38,2018/11/1 15:59,43405.651388888943405.6659722222,#N/A,,
