,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,日時,降車時間,合成キー,評価,計算用ダミー,
-,-,18,2018/11/1 18:06,8358,乗客アプリ（地図から）,2934,800,9,2,,2018/11/1 18:12,2018/11/1 18:17,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/1 18:15,2018/11/1 18:15,2018/11/1 18:23,2018/11/1 18:23,,2018/11/1 18:06,0:04:46,0:09:32,,00,05,,,2018/11/1 18:06,2018/11/1 18:17,43405.754166666743405.7618055556,#N/A,,
-,-,18,2018/11/1 18:07,8359,乗客アプリ（地図から）,4442,203,7,1,,2018/11/1 18:29,2018/11/1 18:43,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/1 18:29,2018/11/1 18:29,2018/11/1 18:40,2018/11/1 18:41,,2018/11/1 18:07,0:14:40,0:14:40,,00,21,,,2018/11/1 18:07,2018/11/1 18:43,43405.754861111143405.7798611111,#N/A,,
-,-,18,2018/11/1 18:07,8361,乗客アプリ（目的地から）,4568,195,1,1,,2018/11/1 18:15,2018/11/1 18:22,35.453715 139.638133,横浜ワールドポーターズ,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/1 18:17,2018/11/1 18:17,2018/11/1 18:26,2018/11/1 18:26,,2018/11/1 18:07,0:07:04,0:07:04,,00,07,,,2018/11/1 18:07,2018/11/1 18:22,43405.754861111143405.7652777778,#N/A,,
-,-,18,2018/11/1 18:08,8362,乗客アプリ（目的地から）,4575,934,10,1,,2018/11/1 18:25,2018/11/1 18:34,35.45435 139.631762,横浜ロイヤルパークホテル,35.443908 139.635249,イセザキ・モール,2018/11/1 18:26,2018/11/1 18:26,2018/11/1 18:35,2018/11/1 18:35,,2018/11/1 18:08,0:09:31,0:09:31,,00,16,,,2018/11/1 18:08,2018/11/1 18:34,43405.755555555643405.7736111111,#N/A,,
-,-,18,2018/11/1 18:09,8363,乗客アプリ（地図から）,4609,173,8,1,,2018/11/1 18:30,2018/11/1 18:42,35.454389 139.630904,横浜ランドマークタワー,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/1 18:33,2018/11/1 18:33,2018/11/1 18:41,2018/11/1 18:43,,2018/11/1 18:09,0:11:55,0:11:55,,00,21,,,2018/11/1 18:09,2018/11/1 18:42,43405.7562543405.7791666667,#N/A,,
-,-,18,2018/11/1 18:14,8367,まちかど端末（店舗から）,0,640,5,1,,2018/11/1 18:19,2018/11/1 18:24,35.447541 139.644914,シルク博物館,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/1 18:20,2018/11/1 18:20,2018/11/1 18:29,2018/11/1 18:29,,2018/11/1 18:14,0:05:18,0:05:18,,00,04,,,2018/11/1 18:14,2018/11/1 18:24,43405.759722222243405.7666666667,#N/A,,
-,-,18,2018/11/1 18:19,8372,まちかど端末（乗降ポイントから）,0,891,2,1,,2018/11/1 18:29,2018/11/1 18:36,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/1 18:26,2018/11/1 18:26,2018/11/1 18:33,2018/11/1 18:33,,2018/11/1 18:19,0:07:09,0:07:09,,02,10,,,2018/11/1 18:19,2018/11/1 18:36,43405.763194444443405.775,#N/A,,
-,-,18,2018/11/1 18:19,8373,乗客アプリ（地図から）,4434,27,6,1,,2018/11/1 18:27,2018/11/1 18:32,35.452963 139.642093,横浜赤レンガ倉庫,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/1 18:31,2018/11/1 18:31,2018/11/1 18:43,2018/11/1 18:43,,2018/11/1 18:19,0:04:31,0:04:31,,00,08,,,2018/11/1 18:19,2018/11/1 18:32,43405.763194444443405.7722222222,肯定的,,
-,-,18,2018/11/1 18:20,8374,乗客アプリ（目的地から）,2736,562,9,1,,2018/11/1 18:24,2018/11/1 18:29,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/1 18:29,2018/11/1 18:29,2018/11/1 18:34,2018/11/1 18:34,,2018/11/1 18:20,0:04:57,0:04:57,,00,03,,,2018/11/1 18:20,2018/11/1 18:29,43405.763888888943405.7701388889,#N/A,,
-,-,18,2018/11/1 18:20,8376,乗客アプリ（簡単予約）,3814,881,10,2,,2018/11/1 18:35,2018/11/1 18:48,35.443908 139.635249,イセザキ・モール,35.445857 139.647636,ホテルモントレ横浜,2018/11/1 18:35,2018/11/1 18:37,2018/11/1 18:44,2018/11/1 18:48,,2018/11/1 18:20,0:13:30,0:27:00,,00,14,,,2018/11/1 18:20,2018/11/1 18:48,43405.763888888943405.7833333333,#N/A,,
-,-,18,2018/11/1 18:23,8381,乗客アプリ（目的地から）,4324,301,7,1,,2018/11/1 18:34,2018/11/1 18:54,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441441 139.648505,横浜中華街朱雀門,2018/11/1 18:34,2018/11/1 18:34,2018/11/1 18:49,2018/11/1 18:49,,2018/11/1 18:23,0:19:46,0:19:46,,00,10,,,2018/11/1 18:23,2018/11/1 18:54,43405.765972222243405.7875,肯定的,,
-,-,18,2018/11/1 18:24,8382,乗客アプリ（目的地から）,3674,998,9,1,,2018/11/1 18:34,2018/11/1 18:46,35.45435 139.631762,横浜ロイヤルパークホテル,35.443659 139.650847,横浜マリンタワー,2018/11/1 18:33,2018/11/1 18:34,2018/11/1 18:49,2018/11/1 18:50,,2018/11/1 18:24,0:11:45,0:11:45,,01,09,,,2018/11/1 18:24,2018/11/1 18:46,43405.766666666743405.7819444444,肯定的,,
-,-,18,2018/11/1 18:26,8383,乗客アプリ（目的地から）,4363,391,8,1,,2018/11/1 18:32,2018/11/1 18:47,35.45435 139.631762,横浜ロイヤルパークホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/1 18:35,2018/11/1 18:35,2018/11/1 18:51,2018/11/1 18:52,,2018/11/1 18:26,0:15:17,0:15:17,,00,05,,,2018/11/1 18:26,2018/11/1 18:47,43405.768055555643405.7826388889,肯定的,,
-,-,18,2018/11/1 18:30,8388,まちかど端末（乗降ポイントから）,0,662,3,1,,2018/11/1 18:34,2018/11/1 18:42,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/1 18:35,2018/11/1 18:35,2018/11/1 18:42,2018/11/1 18:44,,2018/11/1 18:30,0:07:50,0:07:50,,00,03,,,2018/11/1 18:30,2018/11/1 18:42,43405.770833333343405.7791666667,#N/A,,
-,-,18,2018/11/1 18:31,8389,乗客アプリ（目的地から）,1015,4,2,4,,2018/11/1 18:43,2018/11/1 18:55,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.443908 139.635249,イセザキ・モール,2018/11/1 18:42,2018/11/1 18:43,2018/11/1 18:58,2018/11/1 19:01,,2018/11/1 18:31,0:12:03,0:48:12,,00,11,,,2018/11/1 18:31,2018/11/1 18:55,43405.771527777843405.7881944444,#N/A,,
-,-,18,2018/11/1 18:32,8391,まちかど端末（店舗から）,0,100,2,1,,2018/11/1 18:43,2018/11/1 18:48,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/1 18:43,2018/11/1 18:43,2018/11/1 18:53,2018/11/1 18:53,,2018/11/1 18:32,0:05:59,0:05:59,,00,10,,,2018/11/1 18:32,2018/11/1 18:48,43405.772222222243405.7833333333,肯定的,,
-,-,18,2018/11/1 18:34,8392,まちかど端末（店舗から）,0,180,3,1,,2018/11/1 18:36,2018/11/1 18:52,35.447541 139.644914,シルク博物館,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/1 18:38,2018/11/1 18:38,2018/11/1 18:54,2018/11/1 18:55,,2018/11/1 18:34,0:16:09,0:16:09,,00,02,,,2018/11/1 18:34,2018/11/1 18:52,43405.773611111143405.7861111111,#N/A,,
-,-,18,2018/11/1 18:34,8394,乗客アプリWeb（目的地から）,4566,775,10,1,,2018/11/1 18:39,2018/11/1 18:51,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/11/1 18:41,2018/11/1 18:41,2018/11/1 18:50,2018/11/1 18:52,,2018/11/1 18:34,0:12:09,0:12:09,,00,04,,,2018/11/1 18:34,2018/11/1 18:51,43405.773611111143405.7854166667,#N/A,,
-,-,18,2018/11/1 18:35,8395,乗客アプリ（目的地から）,1158,591,7,1,,2018/11/1 18:39,2018/11/1 18:48,35.456605 139.635327,横浜ベイホテル東急,35.445783 139.642958,横浜情報文化センター,2018/11/1 18:40,2018/11/1 18:40,2018/11/1 18:54,2018/11/1 18:54,,2018/11/1 18:35,0:09:18,0:09:18,,00,03,,,2018/11/1 18:35,2018/11/1 18:48,43405.774305555643405.7833333333,肯定的,,
-,-,18,2018/11/1 18:36,8397,乗客アプリ（地図から）,2215,918,3,1,,2018/11/1 18:47,2018/11/1 18:55,35.453715 139.638133,横浜ワールドポーターズ,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/1 18:47,2018/11/1 18:48,2018/11/1 19:00,2018/11/1 19:02,,2018/11/1 18:36,0:08:09,0:08:09,,00,10,,,2018/11/1 18:36,2018/11/1 18:55,43405.77543405.7881944444,#N/A,,
-,-,18,2018/11/1 18:37,8398,乗客アプリ（地図から）,2156,277,1,2,,2018/11/1 18:52,2018/11/1 19:15,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.447541 139.644914,シルク博物館,2018/11/1 18:52,2018/11/1 18:54,2018/11/1 19:05,2018/11/1 19:09,,2018/11/1 18:37,0:22:21,0:44:42,,00,15,,,2018/11/1 18:37,2018/11/1 19:15,43405.775694444443405.8020833333,#N/A,,
-,-,18,2018/11/1 18:37,8399,まちかど端末（店舗から）,0,889,10,3,,2018/11/1 18:45,2018/11/1 19:05,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.454389 139.630904,横浜ランドマークタワー,2018/11/1 18:45,2018/11/1 18:46,2018/11/1 19:08,2018/11/1 19:11,,2018/11/1 18:37,0:19:31,0:58:33,,00,07,,,2018/11/1 18:37,2018/11/1 19:05,43405.775694444443405.7951388889,#N/A,,
-,-,18,2018/11/1 18:38,8400,乗客アプリ（簡単予約）,4550,264,9,2,,2018/11/1 18:52,2018/11/1 18:58,35.450681 139.632446,横浜桜木町ワシントンホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/1 18:59,2018/11/1 18:59,2018/11/1 19:09,2018/11/1 19:09,,2018/11/1 18:38,0:05:46,0:11:32,,00,13,,,2018/11/1 18:38,2018/11/1 18:58,43405.776388888943405.7902777778,#N/A,,
-,-,18,2018/11/1 18:42,8402,乗客アプリ（目的地から）,3871,199,1,1,,2018/11/1 18:52,2018/11/1 19:05,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/1 18:55,2018/11/1 18:55,2018/11/1 19:01,2018/11/1 19:01,,2018/11/1 18:42,0:12:46,0:12:46,,00,10,,,2018/11/1 18:42,2018/11/1 19:05,43405.779166666743405.7951388889,#N/A,,
-,-,18,2018/11/1 18:44,8403,乗客アプリ（地図から）,2424,307,10,1,,2018/11/1 18:52,2018/11/1 19:08,35.443659 139.650847,横浜マリンタワー,35.456605 139.635327,横浜ベイホテル東急,2018/11/1 18:55,2018/11/1 18:55,2018/11/1 19:16,2018/11/1 19:18,,2018/11/1 18:44,0:15:23,0:15:23,,00,08,,,2018/11/1 18:44,2018/11/1 19:08,43405.780555555643405.7972222222,#N/A,,
-,-,18,2018/11/1 18:52,8404,乗客アプリ（地図から）,3445,157,10,1,,2018/11/1 18:58,2018/11/1 19:11,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/1 18:58,2018/11/1 18:58,2018/11/1 19:25,2018/11/1 19:25,,2018/11/1 18:52,0:13:20,0:13:20,,00,05,,,2018/11/1 18:52,2018/11/1 19:11,43405.786111111143405.7993055556,肯定的,,
-,-,18,2018/11/1 18:53,8405,乗客アプリ（目的地から）,2669,970,2,1,,2018/11/1 18:55,2018/11/1 19:04,35.443908 139.635249,イセザキ・モール,35.447541 139.644914,シルク博物館,2018/11/1 18:56,2018/11/1 18:56,2018/11/1 19:03,2018/11/1 19:03,,2018/11/1 18:53,0:08:52,0:08:52,,00,01,,,2018/11/1 18:53,2018/11/1 19:04,43405.786805555643405.7944444444,肯定的,,
-,-,18,2018/11/1 18:56,8406,乗客アプリ（目的地から）,2557,969,1,1,,2018/11/1 19:05,2018/11/1 19:21,35.45435 139.631762,横浜ロイヤルパークホテル,35.443659 139.650847,横浜マリンタワー,2018/11/1 19:02,2018/11/1 19:02,2018/11/1 19:18,2018/11/1 19:20,,2018/11/1 18:56,0:16:05,0:16:05,,02,08,,,2018/11/1 18:56,2018/11/1 19:21,43405.788888888943405.80625,#N/A,,
★,☆,18,2018/11/1 17:07,8313,まちかど端末（店舗から）,0,917,9,1,2018/11/1 17:34,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/1 18:07,,2018/11/1 18:18,,2018/11/1 18:07,2018/11/1 18:07,0:00:00,0:00:00,,00,00,,,2018/11/1 17:07,1900/1/0 0:00,43405.71319444440,#N/A,,
★,☆,18,2018/11/1 17:54,8347,乗客アプリ（目的地から）,4363,452,10,1,2018/11/1 17:56,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/1 18:26,,2018/11/1 18:36,,2018/11/1 18:24,2018/11/1 18:24,0:00:00,0:00:00,,00,02,,,2018/11/1 17:54,1900/1/0 0:00,43405.74583333330,#N/A,,
-,☆,18,2018/11/1 18:07,8360,乗客アプリ（目的地から）,3836,238,10,1,2018/11/1 18:07,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/1 18:31,,2018/11/1 18:46,,,2018/11/1 18:07,0:00:00,0:00:00,,00,23,,,2018/11/1 18:07,1900/1/0 0:00,43405.75486111110,#N/A,,
-,☆,18,2018/11/1 18:09,8364,乗客アプリ（地図から）,3753,631,8,1,2018/11/1 18:14,,,35.454389 139.630904,横浜ランドマークタワー,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/1 18:33,,2018/11/1 18:42,,,2018/11/1 18:09,0:00:00,0:00:00,,00,24,,,2018/11/1 18:09,1900/1/0 0:00,43405.756250,#N/A,,
-,☆,18,2018/11/1 18:09,8365,乗客アプリ（目的地から）,3836,443,7,1,2018/11/1 18:09,,,35.454389 139.630904,横浜ランドマークタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/1 18:36,,2018/11/1 18:50,,,2018/11/1 18:09,0:00:00,0:00:00,,00,26,,,2018/11/1 18:09,1900/1/0 0:00,43405.756250,#N/A,,
-,☆,18,2018/11/1 18:11,8366,乗客アプリ（目的地から）,2015,344,6,2,2018/11/1 18:11,,,35.456605 139.635327,横浜ベイホテル東急,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/1 18:36,,2018/11/1 18:42,,,2018/11/1 18:11,0:00:00,0:00:00,,00,,,,2018/11/1 18:11,1900/1/0 0:00,43405.75763888890,#N/A,,※324行と同一人物と思われるため一番短いものを採用
-,☆,18,2018/11/1 18:14,8368,まちかど端末（店舗から）,0,699,6,4,2018/11/1 18:15,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.448676 139.635696,横浜平和プラザホテル,2018/11/1 18:31,,2018/11/1 18:41,,,2018/11/1 18:14,0:00:00,0:00:00,,00,16,,,2018/11/1 18:14,1900/1/0 0:00,43405.75972222220,#N/A,,
★,☆,18,2018/11/1 18:15,8369,乗客アプリ（地図から）,3753,430,8,1,2018/11/1 18:15,,,35.454389 139.630904,横浜ランドマークタワー,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/1 18:47,,2018/11/1 18:55,,2018/11/1 18:45,2018/11/1 18:45,0:00:00,0:00:00,,00,02,,,2018/11/1 18:15,1900/1/0 0:00,43405.76041666670,#N/A,,
-,☆,18,2018/11/1 18:16,8370,乗客アプリ（地図から）,2015,697,7,2,2018/11/1 18:16,,,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/1 18:24,,2018/11/1 18:30,,,2018/11/1 18:16,0:00:00,0:00:00,,00,08,,,2018/11/1 18:16,1900/1/0 0:00,43405.76111111110,#N/A,,※321行と同一人物と思われるため一番短いものを採用
-,☆,18,2018/11/1 18:16,8371,まちかど端末（乗降ポイントから）,0,617,6,1,2018/11/1 18:18,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/1 18:26,,2018/11/1 18:35,,,2018/11/1 18:16,0:00:00,0:00:00,,00,09,,,2018/11/1 18:16,1900/1/0 0:00,43405.76111111110,#N/A,,
-,☆,18,2018/11/1 18:20,8375,まちかど端末（乗降ポイントから）,0,774,2,4,2018/11/1 18:21,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/1 18:42,,2018/11/1 18:51,,,2018/11/1 18:20,0:00:00,0:00:00,,00,22,,,2018/11/1 18:20,1900/1/0 0:00,43405.76388888890,#N/A,,
-,☆,18,2018/11/1 18:21,8377,乗客アプリ（目的地から）,4021,778,10,1,2018/11/1 18:21,,,35.445857 139.647636,ホテルモントレ横浜,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/1 18:44,,2018/11/1 18:51,,,2018/11/1 18:21,0:00:00,0:00:00,,00,23,,,2018/11/1 18:21,1900/1/0 0:00,43405.76458333330,#N/A,,
-,☆,18,2018/11/1 18:22,8378,まちかど端末（乗降ポイントから）,0,706,2,2,2018/11/1 18:22,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/1 18:42,,2018/11/1 18:49,,,2018/11/1 18:22,0:00:00,0:00:00,,00,20,,,2018/11/1 18:22,1900/1/0 0:00,43405.76527777780,#N/A,,
★,☆,18,2018/11/1 18:22,8379,乗客アプリ（簡単予約）,4550,441,5,2,2018/11/1 18:37,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/1 19:00,,2018/11/1 19:10,,2018/11/1 18:52,2018/11/1 18:52,0:00:00,0:00:00,,00,07,,,2018/11/1 18:22,1900/1/0 0:00,43405.76527777780,#N/A,,
-,☆,18,2018/11/1 18:23,8380,乗客アプリ（地図から）,3931,302,7,2,2018/11/1 18:23,,,35.448676 139.635696,横浜平和プラザホテル,35.443659 139.650847,横浜マリンタワー,2018/11/1 18:42,,2018/11/1 18:52,,,2018/11/1 18:23,0:00:00,0:00:00,,00,19,,,2018/11/1 18:23,1900/1/0 0:00,43405.76597222220,#N/A,,
-,☆,18,2018/11/1 18:28,8384,まちかど端末（乗降ポイントから）,0,258,10,1,2018/11/1 18:32,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/1 18:58,,2018/11/1 19:06,,,2018/11/1 18:28,0:00:00,0:00:00,,00,29,,,2018/11/1 18:28,1900/1/0 0:00,43405.76944444440,#N/A,,
-,☆,18,2018/11/1 18:29,8385,乗客アプリ（地図から）,3989,425,9,1,2018/11/1 18:29,,,35.447541 139.644914,シルク博物館,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/1 18:53,,2018/11/1 19:07,,,2018/11/1 18:29,0:00:00,0:00:00,,00,24,,,2018/11/1 18:29,1900/1/0 0:00,43405.77013888890,#N/A,,※334行と同一人物と思われるため一番短いものを採用
-,☆,18,2018/11/1 18:29,8386,まちかど端末（乗降ポイントから）,0,210,9,1,2018/11/1 18:30,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/1 18:55,,2018/11/1 19:04,,,2018/11/1 18:29,0:00:00,0:00:00,,00,25,,,2018/11/1 18:29,1900/1/0 0:00,43405.77013888890,#N/A,,
-,☆,18,2018/11/1 18:29,8387,乗客アプリ（地図から）,3989,139,1,1,2018/11/1 18:30,,,35.447541 139.644914,シルク博物館,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/1 18:55,,2018/11/1 19:09,,,2018/11/1 18:29,0:00:00,0:00:00,,00,,,,2018/11/1 18:29,1900/1/0 0:00,43405.77013888890,#N/A,,※332行と同一人物と思われるため一番短いものを採用
-,☆,18,2018/11/1 18:31,8390,乗客アプリ（目的地から）,3162,379,8,1,2018/11/1 18:36,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/1 18:35,,2018/11/1 18:43,,,2018/11/1 18:31,0:00:00,0:00:00,,00,04,,,2018/11/1 18:31,1900/1/0 0:00,43405.77152777780,#N/A,,
-,☆,18,2018/11/1 18:34,8393,乗客アプリ（地図から）,3436,521,3,2,2018/11/1 18:35,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/1 18:58,,2018/11/1 19:07,,,2018/11/1 18:34,0:00:00,0:00:00,,00,,,,2018/11/1 18:34,1900/1/0 0:00,43405.77361111110,#N/A,,"※337,338行と同一人物と思われるため一番短いものを採用"
-,☆,18,2018/11/1 18:35,8396,乗客アプリ（地図から）,3436,52,1,2,2018/11/1 18:35,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/1 18:57,,2018/11/1 19:07,,,2018/11/1 18:35,0:00:00,0:00:00,,00,,,,2018/11/1 18:35,1900/1/0 0:00,43405.77430555560,#N/A,,"※336,338行と同一人物と思われるため一番短いものを採用"
-,☆,18,2018/11/1 18:38,8401,乗客アプリ（地図から）,3436,398,3,2,2018/11/1 18:39,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/1 18:56,,2018/11/1 19:03,,,2018/11/1 18:38,0:00:00,0:00:00,,00,17,,,2018/11/1 18:38,1900/1/0 0:00,43405.77638888890,#N/A,,"※336,337行と同一人物と思われるため一番短いものを採用"
-,-,19,2018/11/1 19:02,8407,乗客アプリ（地図から）,3481,605,1,1,,2018/11/1 19:10,2018/11/1 19:18,35.450681 139.632446,横浜桜木町ワシントンホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/1 19:07,2018/11/1 19:07,2018/11/1 19:18,2018/11/1 19:18,,2018/11/1 19:02,0:08:04,0:08:04,391,03,07,05,05,2018/11/1 19:02,2018/11/1 19:18,43405.793055555643405.8041666667,肯定的,,
-,-,19,2018/11/1 19:02,8408,乗客アプリ（地図から）,4584,609,5,2,,2018/11/1 19:08,2018/11/1 19:16,35.452963 139.642093,横浜赤レンガ倉庫,35.445783 139.642958,横浜情報文化センター,2018/11/1 19:08,2018/11/1 19:10,2018/11/1 19:15,2018/11/1 19:17,,2018/11/1 19:02,0:07:53,0:15:46,,00,05,,,2018/11/1 19:02,2018/11/1 19:16,43405.793055555643405.8027777778,#N/A,,
-,-,19,2018/11/1 19:04,8409,乗客アプリ（目的地から）,4363,122,5,1,,2018/11/1 19:08,2018/11/1 19:23,35.452963 139.642093,横浜赤レンガ倉庫,35.448676 139.635696,横浜平和プラザホテル,2018/11/1 19:09,2018/11/1 19:09,2018/11/1 19:22,2018/11/1 19:22,,2018/11/1 19:04,0:15:00,0:15:00,,00,03,,,2018/11/1 19:04,2018/11/1 19:23,43405.794444444443405.8076388889,肯定的,,
-,-,19,2018/11/1 19:04,8410,乗客アプリ（地図から）,3713,351,2,1,,2018/11/1 19:07,2018/11/1 19:15,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.443908 139.635249,イセザキ・モール,2018/11/1 19:08,2018/11/1 19:08,2018/11/1 19:16,2018/11/1 19:16,,2018/11/1 19:04,0:08:00,0:08:00,,00,02,,,2018/11/1 19:04,2018/11/1 19:15,43405.794444444443405.8020833333,#N/A,,
-,-,19,2018/11/1 19:07,8411,乗客アプリ（目的地から）,3123,845,9,2,,2018/11/1 19:10,2018/11/1 19:18,35.450681 139.632446,横浜桜木町ワシントンホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/1 19:09,2018/11/1 19:09,2018/11/1 19:19,2018/11/1 19:19,,2018/11/1 19:07,0:07:51,0:15:42,,01,02,,,2018/11/1 19:07,2018/11/1 19:18,43405.796527777843405.8041666667,#N/A,,
★,-,19,2018/11/1 19:10,8412,乗客アプリ（地図から）,2878,168,3,1,,2018/11/1 19:40,2018/11/1 19:45,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/1 19:40,2018/11/1 19:40,2018/11/1 19:47,2018/11/1 19:47,2018/11/1 19:40,2018/11/1 19:40,0:05:40,0:05:40,,00,00,,,2018/11/1 19:10,2018/11/1 19:45,43405.798611111143405.8229166667,#N/A,,
-,-,19,2018/11/1 19:11,8413,乗客アプリ（地図から）,1158,367,5,1,,2018/11/1 19:18,2018/11/1 19:23,35.447546 139.64358,横浜開港資料館,35.448676 139.635696,横浜平和プラザホテル,2018/11/1 19:16,2018/11/1 19:16,2018/11/1 19:21,2018/11/1 19:21,,2018/11/1 19:11,0:04:47,0:04:47,,01,06,,,2018/11/1 19:11,2018/11/1 19:23,43405.799305555643405.8076388889,#N/A,,
-,-,19,2018/11/1 19:13,8415,乗客アプリ（地図から）,4635,520,4,3,,2018/11/1 19:18,2018/11/1 19:26,35.452963 139.642093,横浜赤レンガ倉庫,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/1 19:19,2018/11/1 19:19,2018/11/1 19:32,2018/11/1 19:32,,2018/11/1 19:13,0:07:15,0:21:45,,00,05,,,2018/11/1 19:13,2018/11/1 19:26,43405.800694444443405.8097222222,#N/A,,
-,-,19,2018/11/1 19:15,8416,乗客アプリ（地図から）,3445,677,10,1,,2018/11/1 19:20,2018/11/1 19:33,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.445783 139.642958,横浜情報文化センター,2018/11/1 19:19,2018/11/1 19:20,2018/11/1 19:32,2018/11/1 19:36,,2018/11/1 19:15,0:12:44,0:12:44,,00,05,,,2018/11/1 19:15,2018/11/1 19:33,43405.802083333343405.8145833333,#N/A,,
-,-,19,2018/11/1 19:15,8418,乗客アプリ（目的地から）,3238,798,10,1,,2018/11/1 19:23,2018/11/1 19:29,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/1 19:22,2018/11/1 19:22,2018/11/1 19:29,2018/11/1 19:29,,2018/11/1 19:15,0:06:25,0:06:25,,00,07,,,2018/11/1 19:15,2018/11/1 19:29,43405.802083333343405.8118055556,#N/A,,
