,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車,合成キー,評価,,,
-,-,13,2018/11/7 13:25,167-391-CAKE,10678,乗客アプリWeb（目的地から）,5419,160,4,2,,2018/11/7 13:36,2018/11/7 13:46,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/7 13:36,2018/11/7 13:37,2018/11/7 13:51,2018/11/7 13:52,,2018/11/7 13:25,0:09:37,0:19:14,,00,10,,,2018/11/7 13:25,2018/11/7 13:46,43411.559027777843411.5736111111,#N/A,,,
★,-,13,2018/11/7 13:26,106-110-SNOW,10680,乗客アプリ（地図から）,4777,62,3,1,,2018/11/7 13:34,2018/11/7 13:41,35.450447 139.635947,みなとみらい線　馬車道駅,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/7 13:36,2018/11/7 13:36,2018/11/7 13:45,2018/11/7 13:45,2018/11/7 13:36,2018/11/7 13:36,0:06:14,0:06:14,,00,00,,,2018/11/7 13:26,2018/11/7 13:41,43411.559722222243411.5701388889,#N/A,,,
-,-,13,2018/11/7 13:27,167-382-CAKE,10681,乗客アプリWeb（地図から）,5396,655,2,2,,2018/11/7 13:30,2018/11/7 13:43,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/7 13:33,2018/11/7 13:33,2018/11/7 13:47,2018/11/7 13:47,,2018/11/7 13:27,0:12:25,0:24:50,,00,03,,,2018/11/7 13:27,2018/11/7 13:43,43411.560416666743411.5715277778,#N/A,,,
-,-,13,2018/11/7 13:30,167-384-CAKE,10683,乗客アプリWeb（目的地から）,5399,828,7,1,,2018/11/7 13:34,2018/11/7 13:46,35.454389 139.630904,横浜ランドマークタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/7 13:38,2018/11/7 13:38,2018/11/7 13:54,2018/11/7 13:54,,2018/11/7 13:30,0:12:15,0:12:15,,00,03,,,2018/11/7 13:30,2018/11/7 13:46,43411.562543411.5736111111,#N/A,,,
-,-,13,2018/11/7 13:33,025-802-GREEN 025-806-GREEN,10684,まちかど端末（乗降ポイントから）,0,462,1,2,,2018/11/7 13:44,2018/11/7 14:09,35.441002 139.650809,横浜元町ショッピングストリート,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/7 13:38,2018/11/7 13:41,2018/11/7 13:59,2018/11/7 14:06,,2018/11/7 13:33,0:25:46,0:51:32,,06,10,,,2018/11/7 13:33,2018/11/7 14:09,43411.564583333343411.5895833333,#N/A,,,
-,-,13,2018/11/7 13:34,051-287-STRAWBERRY,10685,乗客アプリ（地図から）,5416,1000,4,1,,2018/11/7 13:46,2018/11/7 13:55,35.452963 139.642093,横浜赤レンガ倉庫,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/11/7 13:52,2018/11/7 13:52,2018/11/7 14:03,2018/11/7 14:03,,2018/11/7 13:34,0:08:37,0:08:37,,00,11,,,2018/11/7 13:34,2018/11/7 13:55,43411.565277777843411.5798611111,肯定的,,,
-,-,13,2018/11/7 13:35,051-286-STRAWBERRY,10686,乗客アプリ（地図から）,5415,795,2,1,,2018/11/7 13:55,2018/11/7 14:00,35.452963 139.642093,横浜赤レンガ倉庫,35.456605 139.635327,横浜ベイホテル東急,2018/11/7 13:57,2018/11/7 13:57,2018/11/7 14:12,2018/11/7 14:12,,2018/11/7 13:35,0:04:20,0:04:20,,00,20,,,2018/11/7 13:35,2018/11/7 14:00,43411.565972222243411.5833333333,肯定的,,,
-,-,13,2018/11/7 13:35,167-383-CAKE,10687,乗客アプリWeb（地図から）,5398,837,1,1,,2018/11/7 13:52,2018/11/7 14:18,35.445857 139.647636,ホテルモントレ横浜,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/7 13:48,2018/11/7 13:48,2018/11/7 14:11,2018/11/7 14:11,,2018/11/7 13:35,0:25:49,0:25:49,,04,17,,,2018/11/7 13:35,2018/11/7 14:18,43411.565972222243411.5958333333,肯定的,,,
-,-,13,2018/11/7 13:36,166-638-agekke,10688,まちかど端末（店舗から）,0,577,5,1,,2018/11/7 13:50,2018/11/7 13:59,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/7 13:57,2018/11/7 13:57,2018/11/7 14:14,2018/11/7 14:14,,2018/11/7 13:36,0:09:17,0:09:17,,00,13,,,2018/11/7 13:36,2018/11/7 13:59,43411.566666666743411.5826388889,#N/A,,,
-,-,13,2018/11/7 13:39,051-285-STRAWBERRY,10689,乗客アプリ（地図から）,5414,70,6,1,,2018/11/7 13:45,2018/11/7 13:49,35.452963 139.642093,横浜赤レンガ倉庫,35.456605 139.635327,横浜ベイホテル東急,2018/11/7 13:56,2018/11/7 13:56,2018/11/7 14:11,2018/11/7 14:11,,2018/11/7 13:39,0:04:30,0:04:30,,00,06,,,2018/11/7 13:39,2018/11/7 13:49,43411.5687543411.5756944444,肯定的,,,
-,-,13,2018/11/7 13:53,167-392-CAKE,10690,乗客アプリWeb（地図から）,5420,716,6,3,,2018/11/7 14:00,2018/11/7 14:06,35.454389 139.630904,横浜ランドマークタワー,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/7 14:03,2018/11/7 14:03,2018/11/7 14:13,2018/11/7 14:13,,2018/11/7 13:53,0:06:01,0:18:03,,00,07,,,2018/11/7 13:53,2018/11/7 14:06,43411.578472222243411.5875,#N/A,,,
-,-,13,2018/11/7 13:53,167-382-CAKE,10691,乗客アプリWeb（地図から）,5396,517,3,2,,2018/11/7 13:57,2018/11/7 14:07,35.443704 139.651332,ホテルメルパルク横浜,35.454389 139.630904,横浜ランドマークタワー,2018/11/7 13:57,2018/11/7 13:57,2018/11/7 14:17,2018/11/7 14:17,,2018/11/7 13:53,0:10:04,0:20:08,,00,04,,,2018/11/7 13:53,2018/11/7 14:07,43411.578472222243411.5881944444,#N/A,,,
★,☆,13,2018/11/7 12:08,019-657-RED,10638,乗客アプリ（地図から）,5408,769,1,1,2018/11/7 12:09,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/7 13:08,,2018/11/7 13:22,,2018/11/7 13:08,2018/11/7 13:08,0:00:00,0:00:00,,00,00,,,2018/11/7 12:08,1900/1/0 0:00,43411.50555555560,#N/A,,,
★,☆,13,2018/11/7 13:24,167-391-CAKE,10676,乗客アプリWeb（目的地から）,5419,8,4,2,2018/11/7 13:24,,,35.443908 139.635249,イセザキ・モール,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/7 13:32,,2018/11/7 13:44,,2018/11/7 13:32,2018/11/7 13:32,0:00:00,0:00:00,,00,00,,,2018/11/7 13:24,1900/1/0 0:00,43411.55833333330,#N/A,,,
-,☆,13,2018/11/7 13:25,167-382-CAKE,10677,乗客アプリWeb（地図から）,5396,845,2,1,2018/11/7 13:26,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/7 13:40,,2018/11/7 13:53,,,2018/11/7 13:25,0:00:00,0:00:00,,00,15,,,2018/11/7 13:25,1900/1/0 0:00,43411.55902777780,#N/A,,,
-,☆,13,2018/11/7 13:26,167-384-CAKE,10679,乗客アプリWeb（目的地から）,5399,463,5,1,2018/11/7 13:27,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/7 13:55,,2018/11/7 14:11,,,2018/11/7 13:26,0:00:00,0:00:00,,00,,,,2018/11/7 13:26,1900/1/0 0:00,43411.55972222220,#N/A,,※124行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,13,2018/11/7 13:28,167-384-CAKE,10682,乗客アプリWeb（目的地から）,5399,920,5,1,2018/11/7 13:29,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/7 13:55,,2018/11/7 14:09,,,2018/11/7 13:28,0:00:00,0:00:00,,00,27,,,2018/11/7 13:28,1900/1/0 0:00,43411.56111111110,#N/A,,※123行と同一人物と思われるため一番短い待ち時間を採用,
-,-,14,2018/11/7 14:03,066-811-BANANA 019-652-RED 030-433-YELLOW,10692,まちかど端末（店舗から）,0,963,7,3,,2018/11/7 14:05,2018/11/7 14:12,35.448676 139.635696,横浜平和プラザホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/7 14:06,2018/11/7 14:06,2018/11/7 14:17,2018/11/7 14:17,,2018/11/7 14:03,0:07:34,0:22:42,303,00,01,04,04,2018/11/7 14:03,2018/11/7 14:12,43411.585416666743411.5916666667,#N/A,,,
-,-,14,2018/11/7 14:04,103-425-SNOW,10693,乗客アプリ（地図から）,5387,357,5,1,,2018/11/7 14:05,2018/11/7 14:21,35.441441 139.648505,横浜中華街朱雀門,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/7 14:05,2018/11/7 14:05,2018/11/7 14:26,2018/11/7 14:26,,2018/11/7 14:04,0:16:26,0:16:26,,00,01,,,2018/11/7 14:04,2018/11/7 14:21,43411.586111111143411.5979166667,肯定的,,,
-,-,14,2018/11/7 14:04,064-010-BANANA 064-011-BANANA,10694,まちかど端末（店舗から）,0,324,9,2,,2018/11/7 14:11,2018/11/7 14:26,35.443704 139.651332,ホテルメルパルク横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/7 14:10,2018/11/7 14:10,2018/11/7 14:25,2018/11/7 14:35,,2018/11/7 14:04,0:15:00,0:30:00,,01,06,,,2018/11/7 14:04,2018/11/7 14:26,43411.586111111143411.6013888889,#N/A,,,
★,-,14,2018/11/7 14:05,065-781-BANANA 065-780-BANANA,10695,乗客アプリ（目的地から）,3123,62,8,2,,2018/11/7 14:17,2018/11/7 14:24,35.452963 139.642093,横浜赤レンガ倉庫,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/7 14:15,2018/11/7 14:15,2018/11/7 14:26,2018/11/7 14:26,2018/11/7 14:15,2018/11/7 14:15,0:06:58,0:13:56,,01,01,,,2018/11/7 14:05,2018/11/7 14:24,43411.586805555643411.6,#N/A,,,
-,-,14,2018/11/7 14:07,024-455-GREEN 019-837-RED,10696,まちかど端末（店舗から）,0,557,4,2,,2018/11/7 14:14,2018/11/7 14:20,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/7 14:14,2018/11/7 14:14,2018/11/7 14:29,2018/11/7 14:29,,2018/11/7 14:07,0:05:52,0:11:44,,00,06,,,2018/11/7 14:07,2018/11/7 14:20,43411.588194444443411.5972222222,#N/A,,,
★,-,14,2018/11/7 14:10,064-530-BANANA 061-631-BANANA,10697,まちかど端末（店舗から）,0,267,9,2,,2018/11/7 14:16,2018/11/7 14:20,35.447541 139.644914,シルク博物館,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/7 14:18,2018/11/7 14:18,2018/11/7 14:23,2018/11/7 14:23,2018/11/7 14:18,2018/11/7 14:18,0:04:09,0:08:18,,00,00,,,2018/11/7 14:10,2018/11/7 14:20,43411.590277777843411.5972222222,#N/A,,,
-,-,14,2018/11/7 14:10,166-651-agekke,10698,乗客アプリ（目的地から）,2335,345,3,1,,2018/11/7 14:18,2018/11/7 14:35,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/7 14:16,2018/11/7 14:16,2018/11/7 14:33,2018/11/7 14:33,,2018/11/7 14:10,0:16:24,0:16:24,,02,08,,,2018/11/7 14:10,2018/11/7 14:35,43411.590277777843411.6076388889,肯定的,,,
-,-,14,2018/11/7 14:11,166-643-agekke,10699,乗客アプリ（目的地から）,5169,564,2,1,,2018/11/7 14:17,2018/11/7 14:25,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/7 14:20,2018/11/7 14:20,2018/11/7 14:37,2018/11/7 14:37,,2018/11/7 14:11,0:07:59,0:07:59,,00,06,,,2018/11/7 14:11,2018/11/7 14:25,43411.590972222243411.6006944444,#N/A,,,
-,-,14,2018/11/7 14:20,167-372-CAKE,10701,乗客アプリWeb（簡単予約）,5312,91,6,1,,2018/11/7 14:29,2018/11/7 14:43,35.441002 139.650809,横浜元町ショッピングストリート,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/7 14:27,2018/11/7 14:27,2018/11/7 14:50,2018/11/7 14:50,,2018/11/7 14:20,0:14:03,0:14:03,,02,09,,,2018/11/7 14:20,2018/11/7 14:43,43411.597222222243411.6131944444,#N/A,,,
-,-,14,2018/11/7 14:24,167-383-CAKE,10702,乗客アプリWeb（地図から）,5398,511,5,1,,2018/11/7 14:27,2018/11/7 14:47,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443908 139.635249,イセザキ・モール,2018/11/7 14:26,2018/11/7 14:27,2018/11/7 14:44,2018/11/7 14:52,,2018/11/7 14:24,0:19:25,0:19:25,,01,03,,,2018/11/7 14:24,2018/11/7 14:47,43411.643411.6159722222,肯定的,,,
★,-,14,2018/11/7 14:24,010-098-RED 010-099-RED,10703,乗客アプリ（地図から）,2801,396,3,2,,2018/11/7 14:32,2018/11/7 14:41,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/7 14:34,2018/11/7 14:34,2018/11/7 14:47,2018/11/7 14:47,2018/11/7 14:34,2018/11/7 14:34,0:09:13,0:18:26,,00,00,,,2018/11/7 14:24,2018/11/7 14:41,43411.643411.6118055556,#N/A,,,
-,-,14,2018/11/7 14:24,166-660-agekke,10704,まちかど端末（乗降ポイントから）,0,670,5,1,,2018/11/7 14:33,2018/11/7 14:47,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/7 14:32,2018/11/7 14:33,2018/11/7 14:46,2018/11/7 14:51,,2018/11/7 14:24,0:13:45,0:13:45,,00,08,,,2018/11/7 14:24,2018/11/7 14:47,43411.643411.6159722222,時刻かぶり,,,
-,-,14,2018/11/7 14:25,024-622-GREEN,10707,乗客アプリ（地図から）,4324,224,7,1,,2018/11/7 14:32,2018/11/7 14:37,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/7 14:36,2018/11/7 14:36,2018/11/7 14:43,2018/11/7 14:43,,2018/11/7 14:25,0:04:36,0:04:36,,00,06,,,2018/11/7 14:25,2018/11/7 14:37,43411.600694444443411.6090277778,#N/A,,,
-,-,14,2018/11/7 14:26,017-185-RED 017-494-RED,10708,乗客アプリ（地図から）,2968,15,9,2,,2018/11/7 14:32,2018/11/7 14:38,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.453715 139.638133,横浜ワールドポーターズ,2018/11/7 14:36,2018/11/7 14:36,2018/11/7 14:51,2018/11/7 14:51,,2018/11/7 14:26,0:06:19,0:12:38,,00,05,,,2018/11/7 14:26,2018/11/7 14:38,43411.601388888943411.6097222222,#N/A,,,
-,-,14,2018/11/7 14:27,166-638-agekke,10709,まちかど端末（店舗から）,0,776,10,1,,2018/11/7 14:28,2018/11/7 14:33,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/7 14:28,2018/11/7 14:28,2018/11/7 14:41,2018/11/7 14:41,,2018/11/7 14:27,0:05:05,0:05:05,,00,01,,,2018/11/7 14:27,2018/11/7 14:33,43411.602083333343411.60625,#N/A,,,
-,-,14,2018/11/7 14:28,102-885-SNOW,10710,乗客アプリ（地図から）,3175,164,4,1,,2018/11/7 14:32,2018/11/7 14:42,35.450681 139.632446,横浜桜木町ワシントンホテル,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/7 14:33,2018/11/7 14:33,2018/11/7 14:46,2018/11/7 14:46,,2018/11/7 14:28,0:09:44,0:09:44,,00,03,,,2018/11/7 14:28,2018/11/7 14:42,43411.602777777843411.6125,#N/A,,,
-,-,14,2018/11/7 14:36,167-394-CAKE,10711,乗客アプリWeb（目的地から）,5429,433,8,1,,2018/11/7 14:40,2018/11/7 14:47,35.450681 139.632446,横浜桜木町ワシントンホテル,35.443908 139.635249,イセザキ・モール,2018/11/7 14:45,2018/11/7 14:45,2018/11/7 14:54,2018/11/7 14:54,,2018/11/7 14:36,0:06:18,0:06:18,,00,04,,,2018/11/7 14:36,2018/11/7 14:47,43411.608333333343411.6159722222,#N/A,,,
-,-,14,2018/11/7 14:37,063-852-BANANA,10712,まちかど端末（店舗から）,0,989,10,1,,2018/11/7 14:42,2018/11/7 14:53,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.443908 139.635249,イセザキ・モール,2018/11/7 14:42,2018/11/7 14:43,2018/11/7 14:51,2018/11/7 15:00,,2018/11/7 14:37,0:10:21,0:10:21,,00,04,,,2018/11/7 14:37,2018/11/7 14:53,43411.609027777843411.6201388889,#N/A,,,
-,-,14,2018/11/7 14:40,166-646-agekke,10714,乗客アプリ（目的地から）,3945,442,10,1,,2018/11/7 14:43,2018/11/7 14:47,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/7 14:43,2018/11/7 14:43,2018/11/7 14:50,2018/11/7 14:50,,2018/11/7 14:40,0:03:33,0:03:33,,00,03,,,2018/11/7 14:40,2018/11/7 14:47,43411.611111111143411.6159722222,#N/A,,,
-,-,14,2018/11/7 14:44,019-663-RED 019-657-RED,10715,乗客アプリ（地図から）,5408,187,7,2,,2018/11/7 14:44,2018/11/7 14:49,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/7 14:46,2018/11/7 14:46,2018/11/7 14:55,2018/11/7 14:55,,2018/11/7 14:44,0:04:54,0:09:48,,00,00,,,2018/11/7 14:44,2018/11/7 14:49,43411.613888888943411.6173611111,#N/A,,,
-,-,14,2018/11/7 14:50,166-643-agekke,10716,乗客アプリ（目的地から）,5169,126,9,1,,2018/11/7 14:53,2018/11/7 15:00,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/7 14:53,2018/11/7 14:53,2018/11/7 15:00,2018/11/7 15:00,,2018/11/7 14:50,0:06:14,0:06:14,,00,03,,,2018/11/7 14:50,2018/11/7 15:00,43411.618055555643411.625,#N/A,,,
-,-,14,2018/11/7 14:53,166-805-agekke,10718,乗客アプリ（地図から）,2051,175,10,1,,2018/11/7 15:00,2018/11/7 15:09,35.443908 139.635249,イセザキ・モール,35.454389 139.630904,横浜ランドマークタワー,2018/11/7 14:55,2018/11/7 14:55,2018/11/7 15:08,2018/11/7 15:08,,2018/11/7 14:53,0:09:22,0:09:22,,04,06,,,2018/11/7 14:53,2018/11/7 15:09,43411.620138888943411.63125,肯定的,,,
-,-,14,2018/11/7 14:53,167-396-CAKE,10719,乗客アプリWeb（目的地から）,5432,309,5,2,,2018/11/7 14:58,2018/11/7 15:03,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/7 14:55,2018/11/7 14:55,2018/11/7 15:07,2018/11/7 15:07,,2018/11/7 14:53,0:04:36,0:09:12,,03,05,,,2018/11/7 14:53,2018/11/7 15:03,43411.620138888943411.6270833333,#N/A,,,
-,-,14,2018/11/7 14:54,010-098-RED 010-099-RED,10720,乗客アプリ（地図から）,2801,933,7,2,,2018/11/7 14:56,2018/11/7 15:03,35.450447 139.635947,みなとみらい線　馬車道駅,35.456605 139.635327,横浜ベイホテル東急,2018/11/7 14:57,2018/11/7 14:57,2018/11/7 15:12,2018/11/7 15:12,,2018/11/7 14:54,0:06:48,0:13:36,,00,02,,,2018/11/7 14:54,2018/11/7 15:03,43411.620833333343411.6270833333,#N/A,,,
-,-,14,2018/11/7 14:59,167-372-CAKE,10721,乗客アプリWeb（簡単予約）,5312,531,1,1,,2018/11/7 15:11,2018/11/7 15:21,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/7 15:04,2018/11/7 15:04,2018/11/7 15:20,2018/11/7 15:20,,2018/11/7 14:59,0:10:21,0:10:21,,07,12,,,2018/11/7 14:59,2018/11/7 15:21,43411.624305555643411.6395833333,肯定的,,,
-,☆,14,2018/11/7 14:16,010-098-RED 010-099-RED,10700,乗客アプリ（地図から）,2801,359,7,2,2018/11/7 14:16,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/7 14:20,,2018/11/7 14:30,,,2018/11/7 14:16,0:00:00,0:00:00,,00,04,,,2018/11/7 14:16,1900/1/0 0:00,43411.59444444440,#N/A,,,
-,☆,14,2018/11/7 14:24,024-622-GREEN,10705,乗客アプリ（地図から）,4324,361,4,1,2018/11/7 14:25,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/7 14:35,,2018/11/7 14:41,,,2018/11/7 14:24,0:00:00,0:00:00,,00,10,,,2018/11/7 14:24,1900/1/0 0:00,43411.60,#N/A,,,
★,☆,14,2018/11/7 14:25,019-657-RED,10706,乗客アプリ（地図から）,5408,716,5,1,2018/11/7 14:37,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/7 14:35,,2018/11/7 14:42,,2018/11/7 14:35,2018/11/7 14:35,0:00:00,0:00:00,,00,02,,,2018/11/7 14:25,1900/1/0 0:00,43411.60069444440,#N/A,,※153行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,14,2018/11/7 14:38,019-657-RED,10713,乗客アプリ（地図から）,5408,448,7,1,2018/11/7 14:42,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/7 14:43,,2018/11/7 14:50,,,2018/11/7 14:38,0:00:00,0:00:00,,00,,,,2018/11/7 14:38,1900/1/0 0:00,43411.60972222220,#N/A,,※152行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,14,2018/11/7 14:50,024-622-GREEN,10717,乗客アプリ（地図から）,4324,977,6,1,2018/11/7 14:54,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/7 14:57,,2018/11/7 15:04,,,2018/11/7 14:50,0:00:00,0:00:00,,00,06,,,2018/11/7 14:50,1900/1/0 0:00,43411.61805555560,#N/A,,,
-,-,15,2018/11/7 15:02,166-658-agekke,10722,乗客アプリ（地図から）,1751,893,9,1,,2018/11/7 15:03,2018/11/7 15:09,35.441441 139.648505,横浜中華街朱雀門,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/7 15:04,2018/11/7 15:04,2018/11/7 15:13,2018/11/7 15:13,,2018/11/7 15:02,0:06:04,0:06:04,410,00,01,08,08,2018/11/7 15:02,2018/11/7 15:09,43411.626388888943411.63125,#N/A,,,
-,-,15,2018/11/7 15:03,102-885-SNOW,10723,乗客アプリ（地図から）,3175,790,7,1,,2018/11/7 15:11,2018/11/7 15:17,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/7 15:09,2018/11/7 15:09,2018/11/7 15:20,2018/11/7 15:20,,2018/11/7 15:03,0:06:01,0:06:01,,01,07,,,2018/11/7 15:03,2018/11/7 15:17,43411.627083333343411.6368055556,#N/A,,,
-,-,15,2018/11/7 15:07,071-099-ORANGE,10724,乗客アプリ（目的地から）,4746,854,8,1,,2018/11/7 15:12,2018/11/7 15:22,35.450681 139.632446,横浜桜木町ワシントンホテル,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/7 15:12,2018/11/7 15:12,2018/11/7 15:26,2018/11/7 15:26,,2018/11/7 15:07,0:10:07,0:10:07,,00,05,,,2018/11/7 15:07,2018/11/7 15:22,43411.629861111143411.6402777778,#N/A,,,
-,-,15,2018/11/7 15:08,167-383-CAKE,10725,乗客アプリWeb（地図から）,5398,179,6,1,,2018/11/7 15:13,2018/11/7 15:20,35.443908 139.635249,イセザキ・モール,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/7 15:12,2018/11/7 15:12,2018/11/7 15:21,2018/11/7 15:21,,2018/11/7 15:08,0:06:40,0:06:40,,01,05,,,2018/11/7 15:08,2018/11/7 15:20,43411.630555555643411.6388888889,肯定的,,,
-,-,15,2018/11/7 15:09,024-622-GREEN,10726,乗客アプリ（地図から）,4324,825,10,1,,2018/11/7 15:15,2018/11/7 15:19,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/7 15:17,2018/11/7 15:17,2018/11/7 15:24,2018/11/7 15:24,,2018/11/7 15:09,0:03:47,0:03:47,,00,06,,,2018/11/7 15:09,2018/11/7 15:19,43411.6312543411.6381944444,#N/A,,,
-,-,15,2018/11/7 15:15,167-377-CAKE,10728,乗客アプリWeb（目的地から）,5325,905,2,1,,2018/11/7 15:21,2018/11/7 15:38,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/7 15:22,2018/11/7 15:22,2018/11/7 15:40,2018/11/7 15:40,,2018/11/7 15:15,0:17:19,0:17:19,,00,05,,,2018/11/7 15:15,2018/11/7 15:38,43411.635416666743411.6513888889,#N/A,,,
-,-,15,2018/11/7 15:15,111-268-SUN 111-214-SUN 111-269-SUN,10729,まちかど端末（店舗から）,0,242,1,3,,2018/11/7 15:26,2018/11/7 15:36,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/11/7 15:26,2018/11/7 15:26,2018/11/7 15:48,2018/11/7 15:48,,2018/11/7 15:15,0:10:03,0:30:09,,00,10,,,2018/11/7 15:15,2018/11/7 15:36,43411.635416666743411.65,#N/A,,,
-,-,15,2018/11/7 15:17,066-811-BANANA 019-652-RED 030-433-YELLOW,10730,まちかど端末（店舗から）,0,136,3,3,,2018/11/7 15:23,2018/11/7 15:30,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/7 15:27,2018/11/7 15:27,2018/11/7 15:42,2018/11/7 15:42,,2018/11/7 15:17,0:07:03,0:21:09,,00,05,,,2018/11/7 15:17,2018/11/7 15:30,43411.636805555643411.6458333333,#N/A,,,
-,-,15,2018/11/7 15:20,063-551-BANANA 063-600-BANANA 067-026-BANANA 065-301-BANANA,10731,乗客アプリ（地図から）,5394,249,10,4,,2018/11/7 15:24,2018/11/7 15:33,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443908 139.635249,イセザキ・モール,2018/11/7 15:24,2018/11/7 15:24,2018/11/7 15:42,2018/11/7 15:42,,2018/11/7 15:20,0:08:59,0:35:56,,00,03,,,2018/11/7 15:20,2018/11/7 15:33,43411.638888888943411.6479166667,#N/A,,,
