,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車時間,合成キー,評価,,,
★,-,13,2018/11/13 13:19,018-979-RED,13378,乗客アプリ（地図から）,6107,120,5,1,,2018/11/13 13:28,2018/11/13 13:46,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/13 13:29,2018/11/13 13:29,2018/11/13 13:55,2018/11/13 13:55,2018/11/13 13:29,2018/11/13 13:29,0:17:26,0:17:26,,00,00,,,2018/11/13 13:19,2018/11/13 13:46,43417.554861111143417.5736111111,#N/A,,,
-,-,13,2018/11/13 13:24,018-659-RED,13379,まちかど端末（乗降ポイントから）,0,36,13,1,,2018/11/13 13:28,2018/11/13 13:33,35.447541 139.644914,シルク博物館,35.443908 139.635249,イセザキ・モール,2018/11/13 13:28,2018/11/13 13:28,2018/11/13 13:36,2018/11/13 13:36,,2018/11/13 13:24,0:04:42,0:04:42,,00,04,,,2018/11/13 13:24,2018/11/13 13:33,43417.558333333343417.5645833333,#N/A,,,
-,-,13,2018/11/13 13:24,101-829-SNOW,13380,乗客アプリ（目的地から）,3930,262,10,1,,2018/11/13 13:27,2018/11/13 13:31,35.443704 139.651332,ホテルメルパルク横浜,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/13 13:28,2018/11/13 13:28,2018/11/13 13:35,2018/11/13 13:35,,2018/11/13 13:24,0:04:54,0:04:54,,00,02,,,2018/11/13 13:24,2018/11/13 13:31,43417.558333333343417.5631944444,#N/A,,,
-,-,13,2018/11/13 13:26,031-014-YELLOW 031-015-YELLOW,13381,乗客アプリ（地図から）,2892,871,9,2,,2018/11/13 13:30,2018/11/13 13:39,35.445783 139.642958,横浜情報文化センター,35.456605 139.635327,横浜ベイホテル東急,2018/11/13 13:32,2018/11/13 13:32,2018/11/13 13:50,2018/11/13 13:50,,2018/11/13 13:26,0:09:11,0:18:22,,00,03,,,2018/11/13 13:26,2018/11/13 13:39,43417.559722222243417.56875,#N/A,,,
★,-,13,2018/11/13 13:27,166-629-agekke,13382,乗客アプリ（地図から）,2171,254,8,1,,2018/11/13 13:31,2018/11/13 13:37,35.456605 139.635327,横浜ベイホテル東急,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/13 13:40,2018/11/13 13:40,2018/11/13 13:53,2018/11/13 13:53,2018/11/13 13:37,2018/11/13 13:37,0:05:52,0:05:52,,00,00,,,2018/11/13 13:27,2018/11/13 13:37,43417.560416666743417.5673611111,#N/A,,,
-,-,13,2018/11/13 13:29,050-537-STRAWBERRY,13383,乗客アプリ（地図から）,5976,684,6,1,,2018/11/13 13:34,2018/11/13 13:43,35.450554 139.632616,横浜桜木町ワシントンホテル,35.445857 139.647636,ホテルモントレ横浜,2018/11/13 13:35,2018/11/13 13:35,2018/11/13 13:47,2018/11/13 13:47,,2018/11/13 13:29,0:08:50,0:08:50,,00,05,,,2018/11/13 13:29,2018/11/13 13:43,43417.561805555643417.5715277778,肯定的,,,
★,-,13,2018/11/13 13:30,023-659-GREEN,13385,乗客アプリ（地図から）,4323,335,1,1,,2018/11/13 13:33,2018/11/13 13:48,35.450554 139.632616,横浜桜木町ワシントンホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/13 13:40,2018/11/13 13:40,2018/11/13 13:58,2018/11/13 13:58,2018/11/13 13:40,2018/11/13 13:40,0:15:21,0:15:21,,00,00,,,2018/11/13 13:30,2018/11/13 13:48,43417.562543417.575,#N/A,,,
-,-,13,2018/11/13 13:36,021-216-GREEN,13387,乗客アプリ（目的地から）,1747,317,10,1,,2018/11/13 13:39,2018/11/13 13:46,35.445857 139.647636,ホテルモントレ横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/13 13:37,2018/11/13 13:37,2018/11/13 13:50,2018/11/13 13:50,,2018/11/13 13:36,0:06:56,0:06:56,,01,02,,,2018/11/13 13:36,2018/11/13 13:46,43417.566666666743417.5736111111,#N/A,,,
★,-,13,2018/11/13 13:36,102-967-SNOW,13388,乗客アプリ（目的地から）,6053,400,9,1,,2018/11/13 13:44,2018/11/13 13:48,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.456605 139.635327,横浜ベイホテル東急,2018/11/13 13:46,2018/11/13 13:46,2018/11/13 13:55,2018/11/13 13:55,2018/11/13 13:46,2018/11/13 13:46,0:03:36,0:03:36,,00,00,,,2018/11/13 13:36,2018/11/13 13:48,43417.566666666743417.575,#N/A,,,
-,-,13,2018/11/13 13:38,063-825-BANANA 063-824-BANANA,13389,乗客アプリ（地図から）,6105,744,11,2,,2018/11/13 13:44,2018/11/13 13:54,35.45435 139.631762,横浜ロイヤルパークホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/13 13:44,2018/11/13 13:44,2018/11/13 13:59,2018/11/13 13:59,,2018/11/13 13:38,0:09:55,0:19:50,,00,05,,,2018/11/13 13:38,2018/11/13 13:54,43417.568055555643417.5791666667,#N/A,,,
-,-,13,2018/11/13 13:39,166-580-agekke,13390,まちかど端末（乗降ポイントから）,0,548,8,1,,2018/11/13 13:47,2018/11/13 14:01,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/11/13 13:44,2018/11/13 13:47,2018/11/13 14:04,2018/11/13 14:14,,2018/11/13 13:39,0:14:48,0:14:48,,02,07,,,2018/11/13 13:39,2018/11/13 14:01,43417.5687543417.5840277778,#N/A,,,
-,-,13,2018/11/13 13:39,071-256-ORANGE 071-255-ORANGE,13391,まちかど端末（店舗から）,0,77,2,2,,2018/11/13 13:43,2018/11/13 13:53,35.448801 139.636702,ホテルルートイン横浜馬車道,35.443908 139.635249,イセザキ・モール,2018/11/13 13:43,2018/11/13 13:43,2018/11/13 13:50,2018/11/13 13:50,,2018/11/13 13:39,0:09:45,0:19:30,,00,04,,,2018/11/13 13:39,2018/11/13 13:53,43417.5687543417.5784722222,#N/A,,,
-,-,13,2018/11/13 13:40,028-076-GREEN,13392,乗客アプリ（目的地から）,2828,583,1,1,,2018/11/13 13:49,2018/11/13 13:56,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/13 13:50,2018/11/13 13:50,2018/11/13 14:05,2018/11/13 14:05,,2018/11/13 13:40,0:07:39,0:07:39,,00,08,,,2018/11/13 13:40,2018/11/13 13:56,43417.569444444443417.5805555556,#N/A,,,
-,-,13,2018/11/13 13:43,008-375-BLUE,13393,乗客アプリ（目的地から）,2874,860,6,1,,2018/11/13 13:46,2018/11/13 13:52,35.441441 139.648505,横浜中華街朱雀門,35.443908 139.635249,イセザキ・モール,2018/11/13 13:46,2018/11/13 13:46,2018/11/13 13:56,2018/11/13 13:56,,2018/11/13 13:43,0:05:55,0:05:55,,00,03,,,2018/11/13 13:43,2018/11/13 13:52,43417.571527777843417.5777777778,#N/A,,,
★,-,13,2018/11/13 13:45,050-537-STRAWBERRY,13394,乗客アプリ（地図から）,5976,562,8,1,,2018/11/13 13:53,2018/11/13 14:05,35.445857 139.647636,ホテルモントレ横浜,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/13 13:55,2018/11/13 13:55,2018/11/13 14:20,2018/11/13 14:20,2018/11/13 13:55,2018/11/13 13:55,0:11:13,0:11:13,,00,00,,,2018/11/13 13:45,2018/11/13 14:05,43417.572916666743417.5868055556,#N/A,,,
-,-,13,2018/11/13 13:48,066-253-BANANA,13395,まちかど端末（店舗から）,0,101,4,1,,2018/11/13 13:53,2018/11/13 14:02,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/13 13:55,2018/11/13 13:55,2018/11/13 14:04,2018/11/13 14:04,,2018/11/13 13:48,0:08:37,0:08:37,,00,05,,,2018/11/13 13:48,2018/11/13 14:02,43417.57543417.5847222222,#N/A,,,
-,-,13,2018/11/13 13:48,065-799-BANANA 062-656-BANANA,13396,乗客アプリ（目的地から）,6113,636,3,2,,2018/11/13 13:55,2018/11/13 14:04,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/13 13:52,2018/11/13 13:52,2018/11/13 14:10,2018/11/13 14:10,,2018/11/13 13:48,0:09:37,0:19:14,,02,06,,,2018/11/13 13:48,2018/11/13 14:04,43417.57543417.5861111111,#N/A,,,
-,-,13,2018/11/13 13:55,102-972-SNOW 102-971-SNOW,13397,乗客アプリ（目的地から）,6114,943,2,2,,2018/11/13 13:57,2018/11/13 14:19,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/13 13:57,2018/11/13 13:57,2018/11/13 14:09,2018/11/13 14:09,,2018/11/13 13:55,0:21:40,0:43:20,,00,02,,,2018/11/13 13:55,2018/11/13 14:19,43417.579861111143417.5965277778,肯定的,,,
-,-,13,2018/11/13 13:59,027-974-GREEN,13398,乗客アプリ（簡単予約）,5679,414,10,1,,2018/11/13 14:02,2018/11/13 14:13,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/13 14:04,2018/11/13 14:04,2018/11/13 14:16,2018/11/13 14:16,,2018/11/13 13:59,0:11:17,0:11:17,,00,03,,,2018/11/13 13:59,2018/11/13 14:13,43417.582638888943417.5923611111,#N/A,,,
★,☆,13,2018/11/13 12:11,167-608-CAKE,13336,乗客アプリWeb（簡単予約）,5601,712,8,1,2018/11/13 12:30,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/13 13:11,,2018/11/13 13:24,,2018/11/13 13:11,2018/11/13 13:11,0:00:00,0:00:00,,00,00,,,2018/11/13 12:11,1900/1/0 0:00,43417.50763888890,#N/A,,,
★,☆,13,2018/11/13 12:37,057-202-STRAWBERRY,13362,まちかど端末（店舗から）,0,259,13,1,2018/11/13 13:16,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.441441 139.648505,横浜中華街朱雀門,2018/11/13 13:36,,2018/11/13 13:49,,2018/11/13 13:36,2018/11/13 13:36,0:00:00,0:00:00,,00,00,,,2018/11/13 12:37,1900/1/0 0:00,43417.52569444440,#N/A,,,
★,☆,13,2018/11/13 12:52,057-053-STRAWBERRY 057-055-STRAWBERRY,13366,乗客アプリ（地図から）,5476,655,3,2,2018/11/13 12:53,,,35.44291 139.650404,元町・中華街駅（みなとみらい線）,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/13 13:02,,2018/11/13 13:26,,2018/11/13 13:02,2018/11/13 13:02,0:00:00,0:00:00,,00,00,,,2018/11/13 12:52,1900/1/0 0:00,43417.53611111110,#N/A,,,
★,-,14,2018/11/13 13:30,103-954-SNOW,13384,まちかど端末（乗降ポイントから）,0,84,8,1,,2018/11/13 14:26,2018/11/13 14:29,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.445783 139.642958,横浜情報文化センター,2018/11/13 14:29,2018/11/13 14:29,2018/11/13 14:35,2018/11/13 14:35,2018/11/13 14:29,2018/11/13 14:29,0:03:22,0:03:22,403,00,00,05,04,2018/11/13 13:30,2018/11/13 14:29,43417.562543417.6034722222,#N/A,,,
★,-,14,2018/11/13 13:33,105-892-SNOW,13386,乗客アプリ（地図から）,3262,291,13,1,,2018/11/13 14:24,2018/11/13 14:31,35.443908 139.635249,イセザキ・モール,35.443659 139.650847,横浜マリンタワー,2018/11/13 14:33,2018/11/13 14:33,2018/11/13 14:44,2018/11/13 14:44,2018/11/13 14:33,2018/11/13 14:33,0:07:08,0:07:08,,00,00,,,2018/11/13 13:33,2018/11/13 14:31,43417.564583333343417.6048611111,#N/A,,,
★,-,14,2018/11/13 14:00,166-627-agekke,13399,乗客アプリ（地図から）,1751,129,2,1,,2018/11/13 14:06,2018/11/13 14:19,35.448801 139.636702,ホテルルートイン横浜馬車道,35.441441 139.648505,横浜中華街朱雀門,2018/11/13 14:10,2018/11/13 14:10,2018/11/13 14:20,2018/11/13 14:20,2018/11/13 14:10,2018/11/13 14:10,0:13:15,0:13:15,,00,00,,,2018/11/13 14:00,2018/11/13 14:19,43417.583333333343417.5965277778,肯定的,,,
-,-,14,2018/11/13 14:01,112-739-SUN 103-952-SNOW 112-705-SUN,13400,まちかど端末（店舗から）,0,948,3,3,,2018/11/13 14:07,2018/11/13 14:12,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.453715 139.638133,横浜ワールドポーターズ,2018/11/13 14:05,2018/11/13 14:05,2018/11/13 14:19,2018/11/13 14:19,,2018/11/13 14:01,0:05:25,0:16:15,,01,05,,,2018/11/13 14:01,2018/11/13 14:12,43417.584027777843417.5916666667,#N/A,,,
-,-,14,2018/11/13 14:02,100-509-SNOW 107-347-SNOW,13401,乗客アプリ（目的地から）,1214,11,9,2,,2018/11/13 14:06,2018/11/13 14:13,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/13 14:07,2018/11/13 14:07,2018/11/13 14:21,2018/11/13 14:21,,2018/11/13 14:02,0:07:01,0:14:02,,00,03,,,2018/11/13 14:02,2018/11/13 14:13,43417.584722222243417.5923611111,#N/A,,,
★,-,14,2018/11/13 14:02,026-216-GREEN,13402,乗客アプリ（目的地から）,2351,267,4,1,,2018/11/13 14:12,2018/11/13 14:17,35.454389 139.630904,横浜ランドマークタワー,35.445783 139.642958,横浜情報文化センター,2018/11/13 14:12,2018/11/13 14:12,2018/11/13 14:24,2018/11/13 14:24,2018/11/13 14:12,2018/11/13 14:12,0:05:36,0:05:36,,00,00,,,2018/11/13 14:02,2018/11/13 14:17,43417.584722222243417.5951388889,#N/A,,,
-,-,14,2018/11/13 14:04,166-595-agekke,13403,乗客アプリ（地図から）,1996,638,11,1,,2018/11/13 14:11,2018/11/13 14:18,35.443908 139.635249,イセザキ・モール,35.456605 139.635327,横浜ベイホテル東急,2018/11/13 14:12,2018/11/13 14:12,2018/11/13 14:25,2018/11/13 14:25,,2018/11/13 14:04,0:07:06,0:07:06,,00,06,,,2018/11/13 14:04,2018/11/13 14:18,43417.586111111143417.5958333333,肯定的,,,
-,-,14,2018/11/13 14:08,166-565-agekke,13404,乗客アプリ（目的地から）,3945,627,1,1,,2018/11/13 14:12,2018/11/13 14:23,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/13 14:10,2018/11/13 14:10,2018/11/13 14:27,2018/11/13 14:27,,2018/11/13 14:08,0:11:21,0:11:21,,02,04,,,2018/11/13 14:08,2018/11/13 14:23,43417.588888888943417.5993055556,#N/A,,,
-,-,14,2018/11/13 14:10,166-603-agekke,13405,乗客アプリ（目的地から）,5169,415,5,1,,2018/11/13 14:16,2018/11/13 14:29,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441441 139.648505,横浜中華街朱雀門,2018/11/13 14:15,2018/11/13 14:15,2018/11/13 14:34,2018/11/13 14:34,,2018/11/13 14:10,0:12:24,0:12:24,,00,05,,,2018/11/13 14:10,2018/11/13 14:29,43417.590277777843417.6034722222,#N/A,,,
★,-,14,2018/11/13 14:12,167-602-CAKE,13406,乗客アプリWeb（目的地から）,6089,938,7,3,,2018/11/13 14:13,2018/11/13 14:24,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/13 14:23,2018/11/13 14:23,2018/11/13 14:32,2018/11/13 14:32,2018/11/13 14:22,2018/11/13 14:22,0:10:49,0:32:27,,00,00,,,2018/11/13 14:12,2018/11/13 14:24,43417.591666666743417.6,#N/A,,,
-,-,14,2018/11/13 14:16,166-571-agekke,13407,乗客アプリ（地図から）,2990,818,10,1,,2018/11/13 14:19,2018/11/13 14:24,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.454389 139.630904,横浜ランドマークタワー,2018/11/13 14:20,2018/11/13 14:20,2018/11/13 14:24,2018/11/13 14:23,,2018/11/13 14:16,0:04:32,0:04:32,,00,03,,,2018/11/13 14:16,2018/11/13 14:24,43417.594444444443417.6,#N/A,,,
★,-,14,2018/11/13 14:16,167-612-CAKE,13408,乗客アプリWeb（地図から）,6106,881,4,1,,2018/11/13 14:25,2018/11/13 14:32,35.443659 139.650847,横浜マリンタワー,35.453715 139.638133,横浜ワールドポーターズ,2018/11/13 14:26,2018/11/13 14:26,2018/11/13 14:39,2018/11/13 14:39,2018/11/13 14:26,2018/11/13 14:26,0:06:50,0:06:50,,00,00,,,2018/11/13 14:16,2018/11/13 14:32,43417.594444444443417.6055555556,#N/A,,,
-,-,14,2018/11/13 14:18,166-579-agekke,13409,乗客アプリ（地図から）,1333,369,11,1,,2018/11/13 14:24,2018/11/13 14:35,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/13 14:23,2018/11/13 14:25,2018/11/13 14:37,2018/11/13 14:39,,2018/11/13 14:18,0:10:52,0:10:52,,01,05,,,2018/11/13 14:18,2018/11/13 14:35,43417.595833333343417.6076388889,#N/A,,,
-,-,14,2018/11/13 14:19,050-537-STRAWBERRY,13410,まちかど端末（店舗から）,0,485,6,1,,2018/11/13 14:21,2018/11/13 14:30,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.445857 139.647636,ホテルモントレ横浜,2018/11/13 14:23,2018/11/13 14:23,2018/11/13 14:33,2018/11/13 14:33,,2018/11/13 14:19,0:09:00,0:09:00,,00,02,,,2018/11/13 14:19,2018/11/13 14:30,43417.596527777843417.6041666667,#N/A,,,
-,-,14,2018/11/13 14:19,066-252-BANANA 066-251-BANANA 070-943-ORANGE 070-940-ORANGE,13411,まちかど端末（店舗から）,0,712,9,4,,2018/11/13 14:23,2018/11/13 14:31,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/13 14:21,2018/11/13 14:21,2018/11/13 14:38,2018/11/13 14:38,,2018/11/13 14:19,0:08:08,0:32:32,,01,03,,,2018/11/13 14:19,2018/11/13 14:31,43417.596527777843417.6048611111,#N/A,,,
★,-,14,2018/11/13 14:19,020-916-GREEN 020-915-GREEN,13412,乗客アプリ（簡単予約）,3620,18,10,2,,2018/11/13 14:30,2018/11/13 14:41,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.445857 139.647636,ホテルモントレ横浜,2018/11/13 14:31,2018/11/13 14:31,2018/11/13 14:50,2018/11/13 14:50,2018/11/13 14:29,2018/11/13 14:29,0:10:56,0:21:52,,00,00,,,2018/11/13 14:19,2018/11/13 14:41,43417.596527777843417.6118055556,#N/A,,,
-,-,14,2018/11/13 14:20,166-619-agekke,13414,乗客アプリ（地図から）,2424,311,11,1,,2018/11/13 14:24,2018/11/13 14:43,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/13 14:25,2018/11/13 14:25,2018/11/13 14:49,2018/11/13 14:49,,2018/11/13 14:20,0:18:24,0:18:24,,00,03,,,2018/11/13 14:20,2018/11/13 14:43,43417.597222222243417.6131944444,否定的,,,
-,-,14,2018/11/13 14:22,112-740-SUN,13415,まちかど端末（店舗から）,0,873,3,1,,2018/11/13 14:29,2018/11/13 14:34,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.44291 139.650404,元町・中華街駅（みなとみらい線）,2018/11/13 14:29,2018/11/13 14:29,2018/11/13 14:37,2018/11/13 14:37,,2018/11/13 14:22,0:05:34,0:05:34,,00,06,,,2018/11/13 14:22,2018/11/13 14:34,43417.598611111143417.6069444444,#N/A,,,
-,-,14,2018/11/13 14:28,066-175-BANANA,13416,まちかど端末（店舗から）,0,479,7,1,,2018/11/13 14:34,2018/11/13 14:46,35.45435 139.631762,横浜ロイヤルパークホテル,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/13 14:39,2018/11/13 14:39,2018/11/13 14:55,2018/11/13 14:56,,2018/11/13 14:28,0:12:03,0:12:03,,00,06,,,2018/11/13 14:28,2018/11/13 14:46,43417.602777777843417.6152777778,#N/A,,,
-,-,14,2018/11/13 14:28,066-176-BANANA,13417,まちかど端末（店舗から）,0,613,7,1,,2018/11/13 14:34,2018/11/13 14:46,35.45435 139.631762,横浜ロイヤルパークホテル,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/13 14:39,2018/11/13 14:39,2018/11/13 14:55,2018/11/13 14:55,,2018/11/13 14:28,0:11:43,0:11:43,,00,05,,,2018/11/13 14:28,2018/11/13 14:46,43417.602777777843417.6152777778,#N/A,,,
-,-,14,2018/11/13 14:30,167-618-CAKE,13418,乗客アプリWeb（地図から）,6118,105,8,3,,2018/11/13 14:35,2018/11/13 14:43,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/13 14:38,2018/11/13 14:38,2018/11/13 14:51,2018/11/13 14:51,,2018/11/13 14:30,0:07:59,0:23:57,,00,04,,,2018/11/13 14:30,2018/11/13 14:43,43417.604166666743417.6131944444,#N/A,,,
★,-,14,2018/11/13 14:30,166-627-agekke,13419,乗客アプリ（地図から）,1751,409,5,1,,2018/11/13 14:34,2018/11/13 14:40,35.441441 139.648505,横浜中華街朱雀門,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/13 14:40,2018/11/13 14:40,2018/11/13 14:46,2018/11/13 14:46,2018/11/13 14:40,2018/11/13 14:40,0:05:57,0:05:57,,00,00,,,2018/11/13 14:30,2018/11/13 14:40,43417.604166666743417.6111111111,#N/A,,,
-,-,14,2018/11/13 14:32,166-629-agekke,13420,乗客アプリ（地図から）,2171,591,6,1,,2018/11/13 14:36,2018/11/13 14:45,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/11/13 14:36,2018/11/13 14:36,2018/11/13 14:56,2018/11/13 14:56,,2018/11/13 14:32,0:09:16,0:09:16,,00,03,,,2018/11/13 14:32,2018/11/13 14:45,43417.605555555643417.6145833333,#N/A,,,
★,-,14,2018/11/13 14:36,028-494-GREEN 028-516-GREEN,13421,乗客アプリ（地図から）,4261,430,9,2,,2018/11/13 14:47,2018/11/13 14:53,35.453715 139.638133,横浜ワールドポーターズ,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/13 14:46,2018/11/13 14:48,2018/11/13 14:57,2018/11/13 14:59,2018/11/13 14:46,2018/11/13 14:46,0:05:20,0:10:40,,01,01,,,2018/11/13 14:36,2018/11/13 14:53,43417.608333333343417.6201388889,肯定的,,,
-,-,14,2018/11/13 14:37,016-973-RED,13423,まちかど端末（乗降ポイントから）,0,549,13,1,,2018/11/13 14:49,2018/11/13 14:56,35.450554 139.632616,横浜桜木町ワシントンホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/13 14:48,2018/11/13 14:48,2018/11/13 14:58,2018/11/13 14:58,,2018/11/13 14:37,0:06:42,0:06:42,,01,11,,,2018/11/13 14:37,2018/11/13 14:56,43417.609027777843417.6222222222,#N/A,,,
-,-,14,2018/11/13 14:39,019-197-RED,13425,乗客アプリ（地図から）,4624,323,9,1,,2018/11/13 14:53,2018/11/13 15:04,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/13 14:59,2018/11/13 14:59,2018/11/13 15:16,2018/11/13 15:16,,2018/11/13 14:39,0:11:26,0:11:26,,00,14,,,2018/11/13 14:39,2018/11/13 15:04,43417.610416666743417.6277777778,肯定的,,,
-,-,14,2018/11/13 14:39,018-927-RED,13426,まちかど端末（店舗から）,0,932,5,1,,2018/11/13 14:47,2018/11/13 14:54,35.441002 139.650809,横浜元町ショッピングストリート,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/13 14:47,2018/11/13 14:47,2018/11/13 14:54,2018/11/13 14:54,,2018/11/13 14:39,0:06:57,0:06:57,,00,07,,,2018/11/13 14:39,2018/11/13 14:54,43417.610416666743417.6208333333,#N/A,,,
-,-,14,2018/11/13 14:39,115-685-SUN,13427,乗客アプリ（地図から）,1310,947,11,1,,2018/11/13 14:59,2018/11/13 15:04,35.456605 139.635327,横浜ベイホテル東急,35.448676 139.635696,横浜平和プラザホテル,2018/11/13 15:04,2018/11/13 15:04,2018/11/13 15:15,2018/11/13 15:15,,2018/11/13 14:39,0:05:40,0:05:40,,00,19,,,2018/11/13 14:39,2018/11/13 15:04,43417.610416666743417.6277777778,時刻かぶり,,,
-,-,14,2018/11/13 14:42,166-605-agekke,13428,乗客アプリ（地図から）,2051,702,10,1,,2018/11/13 14:49,2018/11/13 14:57,35.443908 139.635249,イセザキ・モール,35.453715 139.638133,横浜ワールドポーターズ,2018/11/13 14:52,2018/11/13 14:52,2018/11/13 15:02,2018/11/13 15:02,,2018/11/13 14:42,0:07:34,0:07:34,,00,06,,,2018/11/13 14:42,2018/11/13 14:57,43417.612543417.6229166667,肯定的,,,
-,-,14,2018/11/13 14:44,166-619-agekke,13429,乗客アプリ（地図から）,2424,189,8,1,,2018/11/13 14:51,2018/11/13 15:05,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/13 14:49,2018/11/13 14:49,2018/11/13 15:09,2018/11/13 15:09,,2018/11/13 14:44,0:14:12,0:14:12,,01,06,,,2018/11/13 14:44,2018/11/13 15:05,43417.613888888943417.6284722222,#N/A,,,
★,-,14,2018/11/13 14:44,028-076-GREEN,13430,乗客アプリ（地図から）,2828,397,7,1,,2018/11/13 14:51,2018/11/13 15:00,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/13 14:54,2018/11/13 14:54,2018/11/13 15:12,2018/11/13 15:12,2018/11/13 14:54,2018/11/13 14:54,0:08:39,0:08:39,,00,00,,,2018/11/13 14:44,2018/11/13 15:00,43417.613888888943417.625,#N/A,,,
-,-,14,2018/11/13 14:48,028-823-GREEN,13431,乗客アプリ（地図から）,5131,327,1,1,,2018/11/13 14:54,2018/11/13 15:03,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.448676 139.635696,横浜平和プラザホテル,2018/11/13 14:56,2018/11/13 14:56,2018/11/13 15:10,2018/11/13 15:10,,2018/11/13 14:48,0:09:44,0:09:44,,00,05,,,2018/11/13 14:48,2018/11/13 15:03,43417.616666666743417.6270833333,肯定的,,,
-,-,14,2018/11/13 14:52,020-157-GREEN,13432,乗客アプリ（目的地から）,3118,476,4,1,,2018/11/13 15:07,2018/11/13 15:14,35.441441 139.648505,横浜中華街朱雀門,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/13 15:03,2018/11/13 15:03,2018/11/13 15:11,2018/11/13 15:11,,2018/11/13 14:52,0:06:20,0:06:20,,04,15,,,2018/11/13 14:52,2018/11/13 15:14,43417.619444444443417.6347222222,#N/A,,,
