,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,日時,降車時間,合成キー,評価,,,
-,☆,17,2018/10/30 17:58,7651,乗客アプリ（目的地から）,3445,400,8,1,2018/10/30 18:07,,,35.443704 139.651332,ホテルメルパルク横浜,35.454389 139.630904,横浜ランドマークタワー,2018/10/30 18:09,,2018/10/30 18:34,,,2018/10/30 17:58,0:00:00,0:00:00,,00,10,,,2018/10/30 17:58,1900/1/0 0:00,43403.74861111110,#N/A,,,
-,-,18,2018/10/30 18:00,7653,乗客アプリ（地図から）,3175,927,6,2,,2018/10/30 18:07,2018/10/30 18:16,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/30 18:07,2018/10/30 18:07,2018/10/30 18:17,2018/10/30 18:18,,2018/10/30 18:00,0:08:54,0:17:48,319,00,06,08,06,2018/10/30 18:00,2018/10/30 18:16,43403.7543403.7611111111,#N/A,,,
-,-,18,2018/10/30 18:03,7655,乗客アプリ（目的地から）,4403,309,10,2,,2018/10/30 18:07,2018/10/30 18:19,35.453715 139.638133,横浜ワールドポーターズ,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/30 18:10,2018/10/30 18:10,2018/10/30 18:27,2018/10/30 18:27,,2018/10/30 18:03,0:11:43,0:23:26,,00,04,,,2018/10/30 18:03,2018/10/30 18:19,43403.752083333343403.7631944444,肯定的,,,
-,-,18,2018/10/30 18:07,7657,乗客アプリ（目的地から）,3674,1035,6,1,,2018/10/30 18:13,2018/10/30 18:25,35.45435 139.631762,横浜ロイヤルパークホテル,35.443659 139.650847,横浜マリンタワー,2018/10/30 18:14,2018/10/30 18:14,2018/10/30 18:31,2018/10/30 18:30,,2018/10/30 18:07,0:12:03,0:12:03,,00,05,,,2018/10/30 18:07,2018/10/30 18:25,43403.754861111143403.7673611111,#N/A,,,
-,-,18,2018/10/30 18:08,7658,乗客アプリ（地図から）,4420,816,9,2,,2018/10/30 18:09,2018/10/30 18:27,35.443704 139.651332,ホテルメルパルク横浜,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/30 18:09,2018/10/30 18:09,2018/10/30 18:25,2018/10/30 18:28,,2018/10/30 18:08,0:17:19,0:34:38,,00,01,,,2018/10/30 18:08,2018/10/30 18:27,43403.755555555643403.76875,肯定的,,,
-,-,18,2018/10/30 18:08,7659,乗客アプリ（地図から）,1059,911,9,1,,2018/10/30 18:14,2018/10/30 18:24,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.453715 139.638133,横浜ワールドポーターズ,2018/10/30 18:14,2018/10/30 18:14,2018/10/30 18:23,2018/10/30 18:27,,2018/10/30 18:08,0:09:56,0:09:56,,00,05,,,2018/10/30 18:08,2018/10/30 18:24,43403.755555555643403.7666666667,#N/A,,,
-,-,18,2018/10/30 18:09,7660,まちかど設置端末（店舗から）,0,630,7,3,,2018/10/30 18:14,2018/10/30 18:20,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/30 18:19,2018/10/30 18:19,2018/10/30 18:28,2018/10/30 18:28,,2018/10/30 18:09,0:05:57,0:17:51,,00,05,,,2018/10/30 18:09,2018/10/30 18:20,43403.7562543403.7638888889,#N/A,,,
-,-,18,2018/10/30 18:10,7661,まちかど設置端末（店舗から）,0,1218,5,1,,2018/10/30 18:21,2018/10/30 18:26,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/30 18:22,2018/10/30 18:22,2018/10/30 18:29,2018/10/30 18:29,,2018/10/30 18:10,0:05:11,0:05:11,,00,10,,,2018/10/30 18:10,2018/10/30 18:26,43403.756944444443403.7680555556,#N/A,,,
-,-,18,2018/10/30 18:11,7662,まちかど設置端末（地図から）,0,748,7,1,,2018/10/30 18:24,2018/10/30 18:32,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/30 18:28,2018/10/30 18:28,2018/10/30 18:38,2018/10/30 18:39,,2018/10/30 18:11,0:07:55,0:07:55,,00,13,,,2018/10/30 18:11,2018/10/30 18:32,43403.757638888943403.7722222222,#N/A,,,
-,-,18,2018/10/30 18:12,7664,乗客アプリ（目的地から）,3445,943,9,1,,2018/10/30 18:18,2018/10/30 18:43,35.443704 139.651332,ホテルメルパルク横浜,35.454389 139.630904,横浜ランドマークタワー,2018/10/30 18:16,2018/10/30 18:16,2018/10/30 18:37,2018/10/30 18:37,,2018/10/30 18:12,0:24:24,0:24:24,,02,06,,,2018/10/30 18:12,2018/10/30 18:43,43403.758333333343403.7798611111,否定的,,,
-,-,18,2018/10/30 18:14,7666,乗客アプリ（地図から）,2424,313,6,1,,2018/10/30 18:30,2018/10/30 18:34,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/30 18:35,2018/10/30 18:35,2018/10/30 18:41,2018/10/30 18:41,,2018/10/30 18:14,0:04:28,0:04:28,,00,16,,,2018/10/30 18:14,2018/10/30 18:34,43403.759722222243403.7736111111,#N/A,,,
-,-,18,2018/10/30 18:19,7667,乗客アプリ（地図から）,2828,1260,8,1,,2018/10/30 18:29,2018/10/30 18:46,35.447546 139.64358,横浜開港資料館,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/30 18:24,2018/10/30 18:24,2018/10/30 18:47,2018/10/30 18:47,,2018/10/30 18:19,0:16:43,0:16:43,,04,10,,,2018/10/30 18:19,2018/10/30 18:46,43403.763194444443403.7819444444,#N/A,,,
-,-,18,2018/10/30 18:19,7668,乗客アプリ（地図から）,4398,621,10,2,,2018/10/30 18:25,2018/10/30 18:36,35.443908 139.635249,イセザキ・モール,35.453715 139.638133,横浜ワールドポーターズ,2018/10/30 18:25,2018/10/30 18:28,2018/10/30 18:34,2018/10/30 18:41,,2018/10/30 18:19,0:11:14,0:22:28,,00,05,,,2018/10/30 18:19,2018/10/30 18:36,43403.763194444443403.775,否定的,,,
-,-,18,2018/10/30 18:22,7669,乗客アプリ（地図から）,3931,956,1,2,,2018/10/30 18:27,2018/10/30 18:36,35.448676 139.635696,横浜平和プラザホテル,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/30 18:28,2018/10/30 18:28,2018/10/30 18:37,2018/10/30 18:37,,2018/10/30 18:22,0:09:08,0:18:16,,00,05,,,2018/10/30 18:22,2018/10/30 18:36,43403.765277777843403.775,#N/A,,,
-,-,18,2018/10/30 18:24,7670,乗客アプリ（地図から）,4428,580,10,4,,2018/10/30 18:32,2018/10/30 18:42,35.448676 139.635696,横浜平和プラザホテル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/30 18:32,2018/10/30 18:32,2018/10/30 18:51,2018/10/30 18:51,,2018/10/30 18:24,0:10:37,0:42:28,,00,07,,,2018/10/30 18:24,2018/10/30 18:42,43403.766666666743403.7791666667,肯定的,,,
-,-,18,2018/10/30 18:24,7671,乗客アプリ（目的地から）,4403,886,7,2,,2018/10/30 18:29,2018/10/30 18:37,35.450447 139.635947,みなとみらい線　馬車道駅,35.443908 139.635249,イセザキ・モール,2018/10/30 18:36,2018/10/30 18:36,2018/10/30 18:43,2018/10/30 18:43,,2018/10/30 18:24,0:07:21,0:14:42,,00,05,,,2018/10/30 18:24,2018/10/30 18:37,43403.766666666743403.7756944444,肯定的,,,
-,-,18,2018/10/30 18:24,7672,乗客アプリ（目的地から）,3238,550,9,1,,2018/10/30 18:33,2018/10/30 18:51,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/10/30 18:33,2018/10/30 18:34,2018/10/30 18:46,2018/10/30 18:54,,2018/10/30 18:24,0:18:35,0:18:35,,00,08,,,2018/10/30 18:24,2018/10/30 18:51,43403.766666666743403.7854166667,#N/A,,,
-,-,18,2018/10/30 18:25,7673,乗客アプリ（地図から）,4435,483,1,3,,2018/10/30 18:44,2018/10/30 18:53,35.448676 139.635696,横浜平和プラザホテル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/30 18:44,2018/10/30 18:44,2018/10/30 18:58,2018/10/30 18:58,,2018/10/30 18:25,0:09:30,0:28:30,,00,18,,,2018/10/30 18:25,2018/10/30 18:53,43403.767361111143403.7868055556,#N/A,,,
-,-,18,2018/10/30 18:31,7674,乗客アプリ（地図から）,1258,456,9,1,,2018/10/30 18:37,2018/10/30 18:51,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.443908 139.635249,イセザキ・モール,2018/10/30 18:39,2018/10/30 18:39,2018/10/30 18:53,2018/10/30 18:53,,2018/10/30 18:31,0:13:46,0:13:46,,00,06,,,2018/10/30 18:31,2018/10/30 18:51,43403.771527777843403.7854166667,#N/A,,,
-,-,18,2018/10/30 18:35,7675,まちかど設置端末（店舗から）,0,602,3,2,,2018/10/30 18:38,2018/10/30 18:54,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/30 18:41,2018/10/30 18:41,2018/10/30 18:55,2018/10/30 18:55,,2018/10/30 18:35,0:15:37,0:31:14,,00,03,,,2018/10/30 18:35,2018/10/30 18:54,43403.774305555643403.7875,#N/A,,,
-,-,18,2018/10/30 18:36,7676,まちかど設置端末（店舗から）,0,1008,7,2,,2018/10/30 18:46,2018/10/30 18:52,35.452963 139.642093,横浜赤レンガ倉庫,35.454389 139.630904,横浜ランドマークタワー,2018/10/30 18:47,2018/10/30 18:47,2018/10/30 18:59,2018/10/30 18:59,,2018/10/30 18:36,0:05:17,0:10:34,,00,09,,,2018/10/30 18:36,2018/10/30 18:52,43403.77543403.7861111111,#N/A,,,
-,-,18,2018/10/30 18:41,7677,乗客アプリ（目的地から）,3930,522,3,1,,2018/10/30 18:47,2018/10/30 18:51,35.452963 139.642093,横浜赤レンガ倉庫,35.456605 139.635327,横浜ベイホテル東急,2018/10/30 18:50,2018/10/30 18:50,2018/10/30 19:02,2018/10/30 19:02,,2018/10/30 18:41,0:04:32,0:04:32,,00,05,,,2018/10/30 18:41,2018/10/30 18:51,43403.778472222243403.7854166667,肯定的,,,
★,-,18,2018/10/30 18:42,7678,まちかど設置端末（地図から）,0,1093,9,2,,2018/10/30 19:06,2018/10/30 19:12,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.443908 139.635249,イセザキ・モール,2018/10/30 19:11,2018/10/30 19:11,2018/10/30 19:20,2018/10/30 19:21,2018/10/30 19:11,2018/10/30 19:11,0:06:40,0:13:20,,00,00,,,2018/10/30 18:42,2018/10/30 19:12,43403.779166666743403.8,#N/A,,,
-,-,18,2018/10/30 18:46,7679,まちかど設置端末（店舗から）,0,1173,4,3,,2018/10/30 18:51,2018/10/30 19:05,35.447541 139.644914,シルク博物館,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/30 18:50,2018/10/30 18:50,2018/10/30 19:01,2018/10/30 19:10,,2018/10/30 18:46,0:13:56,0:41:48,,01,05,,,2018/10/30 18:46,2018/10/30 19:05,43403.781944444443403.7951388889,#N/A,,,
-,-,18,2018/10/30 18:47,7680,まちかど設置端末（店舗から）,0,1287,2,1,,2018/10/30 18:49,2018/10/30 18:57,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/30 18:50,2018/10/30 18:50,2018/10/30 19:00,2018/10/30 19:00,,2018/10/30 18:47,0:07:37,0:07:37,,00,01,,,2018/10/30 18:47,2018/10/30 18:57,43403.782638888943403.7895833333,#N/A,,,
-,-,18,2018/10/30 18:50,7681,まちかど設置端末（店舗から）,0,1249,9,2,,2018/10/30 19:01,2018/10/30 19:12,35.441002 139.650809,横浜元町ショッピングストリート,35.443908 139.635249,イセザキ・モール,2018/10/30 19:00,2018/10/30 19:00,2018/10/30 19:20,2018/10/30 19:20,,2018/10/30 18:50,0:11:36,0:23:12,,00,10,,,2018/10/30 18:50,2018/10/30 19:12,43403.784722222243403.8,#N/A,,,
-,-,18,2018/10/30 18:51,7682,まちかど設置端末（店舗から）,0,1180,4,1,,2018/10/30 18:58,2018/10/30 19:05,35.441002 139.650809,横浜元町ショッピングストリート,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/30 18:57,2018/10/30 18:57,2018/10/30 19:09,2018/10/30 19:09,,2018/10/30 18:51,0:06:52,0:06:52,,01,07,,,2018/10/30 18:51,2018/10/30 19:05,43403.785416666743403.7951388889,#N/A,,,
-,-,18,2018/10/30 18:53,7683,乗客アプリ（簡単予約）,2915,740,3,1,,2018/10/30 19:00,2018/10/30 19:22,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/30 19:01,2018/10/30 19:01,2018/10/30 19:10,2018/10/30 19:18,,2018/10/30 18:53,0:22:05,0:22:05,,00,07,,,2018/10/30 18:53,2018/10/30 19:22,43403.786805555643403.8069444444,#N/A,,,
★,-,18,2018/10/30 18:53,7684,乗客アプリ（地図から）,2424,1071,2,1,,2018/10/30 19:13,2018/10/30 19:36,35.443659 139.650847,横浜マリンタワー,35.456605 139.635327,横浜ベイホテル東急,2018/10/30 19:23,2018/10/30 19:23,2018/10/30 19:40,2018/10/30 19:40,2018/10/30 19:23,2018/10/30 19:23,0:22:54,0:22:54,,00,00,,,2018/10/30 18:53,2018/10/30 19:36,43403.786805555643403.8166666667,#N/A,,,
-,-,18,2018/10/30 18:57,7685,乗客アプリ（目的地から）,4363,618,3,1,,2018/10/30 19:09,2018/10/30 19:22,35.448676 139.635696,横浜平和プラザホテル,35.443908 139.635249,イセザキ・モール,2018/10/30 19:08,2018/10/30 19:08,2018/10/30 19:12,2018/10/30 19:12,,2018/10/30 18:57,0:13:22,0:13:22,,00,11,,,2018/10/30 18:57,2018/10/30 19:22,43403.789583333343403.8069444444,#N/A,,,
-,☆,18,2018/10/30 18:00,7654,乗客アプリ（目的地から）,4403,1013,7,2,2018/10/30 18:02,,,35.453715 139.638133,横浜ワールドポーターズ,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/30 18:07,,2018/10/30 18:17,,,2018/10/30 18:00,0:00:00,0:00:00,,00,06,,,2018/10/30 18:00,1900/1/0 0:00,43403.750,#N/A,,,
-,☆,18,2018/10/30 18:07,7656,乗客アプリ（地図から）,4398,953,8,2,2018/10/30 18:18,,,35.443908 139.635249,イセザキ・モール,35.453715 139.638133,横浜ワールドポーターズ,2018/10/30 18:17,,2018/10/30 18:31,,,2018/10/30 18:07,0:00:00,0:00:00,,00,11,,,2018/10/30 18:07,1900/1/0 0:00,43403.75486111110,#N/A,,,
-,☆,18,2018/10/30 18:11,7663,乗客アプリ（地図から）,2424,837,1,1,2018/10/30 18:12,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/30 18:22,,2018/10/30 18:29,,,2018/10/30 18:11,0:00:00,0:00:00,,00,11,,,2018/10/30 18:11,1900/1/0 0:00,43403.75763888890,#N/A,,※260行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,18,2018/10/30 18:12,7665,乗客アプリ（地図から）,2424,731,10,1,2018/10/30 18:12,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/30 18:34,,2018/10/30 18:41,,,2018/10/30 18:12,0:00:00,0:00:00,,00,,,,2018/10/30 18:12,1900/1/0 0:00,43403.75833333330,#N/A,,※259行と同一人物と思われるため一番短い待ち時間を採用,
-,-,19,2018/10/30 19:01,7686,まちかど設置端末（店舗から）,0,719,5,3,,2018/10/30 19:05,2018/10/30 19:10,35.448676 139.635696,横浜平和プラザホテル,35.453715 139.638133,横浜ワールドポーターズ,2018/10/30 19:06,2018/10/30 19:06,2018/10/30 19:15,2018/10/30 19:15,,2018/10/30 19:01,0:05:48,0:17:24,307,00,03,06,06,2018/10/30 19:01,2018/10/30 19:10,43403.792361111143403.7986111111,#N/A,,,
-,-,19,2018/10/30 19:05,7688,乗客アプリ（目的地から）,1291,519,4,1,,2018/10/30 19:11,2018/10/30 19:18,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/30 19:15,2018/10/30 19:15,2018/10/30 19:25,2018/10/30 19:25,,2018/10/30 19:05,0:06:51,0:06:51,,00,06,,,2018/10/30 19:05,2018/10/30 19:18,43403.795138888943403.8041666667,#N/A,,,
-,-,19,2018/10/30 19:06,7689,まちかど設置端末（店舗から）,0,891,10,3,,2018/10/30 19:11,2018/10/30 19:22,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.453715 139.638133,横浜ワールドポーターズ,2018/10/30 19:09,2018/10/30 19:09,2018/10/30 19:21,2018/10/30 19:21,,2018/10/30 19:06,0:10:59,0:32:57,,02,04,,,2018/10/30 19:06,2018/10/30 19:22,43403.795833333343403.8069444444,#N/A,,,
-,-,19,2018/10/30 19:07,7690,乗客アプリ（地図から）,4398,631,5,2,,2018/10/30 19:11,2018/10/30 19:16,35.453715 139.638133,横浜ワールドポーターズ,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/30 19:12,2018/10/30 19:12,2018/10/30 19:21,2018/10/30 19:21,,2018/10/30 19:07,0:04:51,0:09:42,,00,04,,,2018/10/30 19:07,2018/10/30 19:16,43403.796527777843403.8027777778,肯定的,,,
-,-,19,2018/10/30 19:17,7691,乗客アプリ（目的地から）,4242,737,2,2,,2018/10/30 19:24,2018/10/30 19:33,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/10/30 19:22,2018/10/30 19:22,2018/10/30 19:33,2018/10/30 19:33,,2018/10/30 19:17,0:08:50,0:17:40,,01,06,,,2018/10/30 19:17,2018/10/30 19:33,43403.803472222243403.8145833333,#N/A,,,
-,-,19,2018/10/30 19:23,7693,まちかど設置端末（店舗から）,0,333,6,2,,2018/10/30 19:31,2018/10/30 19:50,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/30 19:27,2018/10/30 19:27,2018/10/30 19:42,2018/10/30 19:46,,2018/10/30 19:23,0:19:32,0:39:04,,03,07,,,2018/10/30 19:23,2018/10/30 19:50,43403.807638888943403.8263888889,#N/A,,,
-,-,19,2018/10/30 19:27,7694,まちかど設置端末（店舗から）,0,515,6,1,,2018/10/30 19:36,2018/10/30 19:48,35.450681 139.632446,横浜桜木町ワシントンホテル,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/10/30 19:35,2018/10/30 19:35,2018/10/30 19:43,2018/10/30 19:43,,2018/10/30 19:27,0:12:16,0:12:16,,00,09,,,2018/10/30 19:27,2018/10/30 19:48,43403.810416666743403.825,#N/A,,,
-,-,19,2018/10/30 19:30,7695,乗客アプリ（目的地から）,3457,523,5,1,,2018/10/30 19:31,2018/10/30 19:37,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/30 19:32,2018/10/30 19:32,2018/10/30 19:40,2018/10/30 19:49,,2018/10/30 19:30,0:05:26,0:05:26,,00,01,,,2018/10/30 19:30,2018/10/30 19:37,43403.812543403.8173611111,#N/A,,,
-,-,19,2018/10/30 19:31,7696,乗客アプリ（地図から）,3441,510,5,1,,2018/10/30 19:40,2018/10/30 19:54,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/30 19:42,2018/10/30 19:42,2018/10/30 19:51,2018/10/30 19:56,,2018/10/30 19:31,0:13:50,0:13:50,,00,09,,,2018/10/30 19:31,2018/10/30 19:54,43403.813194444443403.8291666667,#N/A,,,
-,-,19,2018/10/30 19:34,7697,まちかど設置端末（地図から）,0,983,1,1,,2018/10/30 19:38,2018/10/30 19:51,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/30 19:36,2018/10/30 19:38,2018/10/30 19:45,2018/10/30 19:53,,2018/10/30 19:34,0:12:53,0:12:53,,02,04,,,2018/10/30 19:34,2018/10/30 19:51,43403.815277777843403.8270833333,#N/A,,,
-,-,19,2018/10/30 19:37,7698,乗客アプリ（地図から）,2291,964,1,1,,2018/10/30 19:44,2018/10/30 20:02,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/30 19:47,2018/10/30 19:47,2018/10/30 20:02,2018/10/30 20:02,,2018/10/30 19:37,0:17:26,0:17:26,,00,07,,,2018/10/30 19:37,2018/10/30 20:02,43403.817361111143403.8347222222,#N/A,,,
-,-,19,2018/10/30 19:39,7699,乗客アプリ（目的地から）,2101,306,5,2,,2018/10/30 19:46,2018/10/30 19:57,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/30 19:47,2018/10/30 19:47,2018/10/30 20:04,2018/10/30 20:04,,2018/10/30 19:39,0:11:25,0:22:50,,00,06,,,2018/10/30 19:39,2018/10/30 19:57,43403.8187543403.83125,#N/A,,,
-,-,19,2018/10/30 19:41,7700,乗客アプリ（地図から）,3713,901,4,1,,2018/10/30 19:53,2018/10/30 20:01,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.443908 139.635249,イセザキ・モール,2018/10/30 19:49,2018/10/30 19:49,2018/10/30 19:58,2018/10/30 19:58,,2018/10/30 19:41,0:08:24,0:08:24,,03,11,,,2018/10/30 19:41,2018/10/30 20:01,43403.820138888943403.8340277778,#N/A,,,
★,-,19,2018/10/30 19:42,7701,まちかど設置端末（店舗から）,0,741,5,1,,2018/10/30 20:08,2018/10/30 20:12,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/30 20:12,2018/10/30 20:12,2018/10/30 20:20,2018/10/30 20:30,2018/10/30 20:12,2018/10/30 20:12,0:03:54,0:03:54,,00,00,,,2018/10/30 19:42,2018/10/30 20:12,43403.820833333343403.8416666667,#N/A,,,
-,-,19,2018/10/30 19:50,7702,乗客アプリ（地図から）,1789,735,1,1,,2018/10/30 19:55,2018/10/30 20:07,35.454389 139.630904,横浜ランドマークタワー,35.445857 139.647636,ホテルモントレ横浜,2018/10/30 20:00,2018/10/30 20:00,2018/10/30 20:14,2018/10/30 20:14,,2018/10/30 19:50,0:12:32,0:12:32,,00,04,,,2018/10/30 19:50,2018/10/30 20:07,43403.826388888943403.8381944444,#N/A,,,
★,-,19,2018/10/30 19:50,7703,乗客アプリ（目的地から）,4019,395,5,3,,2018/10/30 20:09,2018/10/30 20:27,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/30 20:20,2018/10/30 20:20,2018/10/30 20:36,2018/10/30 20:36,2018/10/30 20:20,2018/10/30 20:20,0:17:59,0:53:57,,00,00,,,2018/10/30 19:50,2018/10/30 20:27,43403.826388888943403.8520833333,#N/A,,,
-,-,19,2018/10/30 19:54,7705,乗客アプリ（地図から）,4398,1273,8,2,,2018/10/30 19:58,2018/10/30 20:04,35.454389 139.630904,横浜ランドマークタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/30 19:58,2018/10/30 19:58,2018/10/30 20:09,2018/10/30 20:09,,2018/10/30 19:54,0:05:31,0:11:02,,00,04,,,2018/10/30 19:54,2018/10/30 20:04,43403.829166666743403.8361111111,否定的,,,
-,-,19,2018/10/30 19:57,7706,乗客アプリ（目的地から）,1747,1006,1,1,,2018/10/30 20:08,2018/10/30 20:13,35.445857 139.647636,ホテルモントレ横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/30 20:09,2018/10/30 20:10,2018/10/30 20:18,2018/10/30 20:27,,2018/10/30 19:57,0:05:31,0:05:31,,00,10,,,2018/10/30 19:57,2018/10/30 20:13,43403.8312543403.8423611111,#N/A,,,
-,-,19,2018/10/30 19:59,7707,乗客アプリ（地図から）,3445,1047,7,1,,2018/10/30 20:06,2018/10/30 20:10,35.45435 139.631762,横浜ロイヤルパークホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/30 20:06,2018/10/30 20:06,2018/10/30 20:12,2018/10/30 20:12,,2018/10/30 19:59,0:03:36,0:03:36,,00,06,,,2018/10/30 19:59,2018/10/30 20:10,43403.832638888943403.8402777778,#N/A,,,
-,☆,19,2018/10/30 19:04,7687,乗客アプリ（地図から）,4398,697,5,2,2018/10/30 19:05,,,35.453715 139.638133,横浜ワールドポーターズ,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/30 19:15,,2018/10/30 19:21,,,2018/10/30 19:04,0:00:00,0:00:00,,00,10,,,2018/10/30 19:04,1900/1/0 0:00,43403.79444444440,#N/A,,,
-,☆,19,2018/10/30 19:22,7692,乗客アプリ（地図から）,4398,574,6,2,2018/10/30 19:46,2018/10/30 19:29,,35.454389 139.630904,横浜ランドマークタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/30 19:27,2018/10/30 19:31,2018/10/30 19:38,,,2018/10/30 19:22,,,,02,23,,,2018/10/30 19:22,1900/1/0 0:00,43403.80694444440,#N/A,,,
-,☆,19,2018/10/30 19:52,7704,乗客アプリ（地図から）,3445,415,8,1,2018/10/30 19:52,,,35.454389 139.630904,横浜ランドマークタワー,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/30 19:55,,2018/10/30 20:02,,,2018/10/30 19:52,0:00:00,0:00:00,,00,03,,,2018/10/30 19:52,1900/1/0 0:00,43403.82777777780,#N/A,,,
-,-,20,2018/10/30 20:00,7708,乗客アプリ（地図から）,3217,679,1,1,,2018/10/30 20:05,2018/10/30 20:13,35.443659 139.650847,横浜マリンタワー,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/30 20:05,2018/10/30 20:05,2018/10/30 20:18,2018/10/30 20:18,,2018/10/30 20:00,0:08:34,0:08:34,211,00,05,04,03,2018/10/30 20:00,2018/10/30 20:13,43403.833333333343403.8423611111,肯定的,,,
-,-,20,2018/10/30 20:05,7710,乗客アプリ（目的地から）,4239,1250,7,1,,2018/10/30 20:13,2018/10/30 20:21,35.454389 139.630904,横浜ランドマークタワー,35.443908 139.635249,イセザキ・モール,2018/10/30 20:15,2018/10/30 20:15,2018/10/30 20:24,2018/10/30 20:24,,2018/10/30 20:05,0:07:36,0:07:36,,00,07,,,2018/10/30 20:05,2018/10/30 20:21,43403.836805555643403.8479166667,#N/A,,,
★,-,20,2018/10/30 20:07,7712,乗客アプリ（地図から）,4129,828,9,1,,2018/10/30 20:39,2018/10/30 20:41,35.441441 139.648505,横浜中華街朱雀門,35.445857 139.647636,ホテルモントレ横浜,2018/10/30 20:37,2018/10/30 20:37,2018/10/30 20:41,2018/10/30 20:41,2018/10/30 20:37,2018/10/30 20:37,0:02:16,0:02:16,,01,01,,,2018/10/30 20:07,2018/10/30 20:41,43403.838194444443403.8618055556,肯定的,,,
