,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,日時,降車時間,合成キー,評価,,,
-,-,14,2018/10/30 14:47,7539,乗客アプリ（地図から）,2892,676,7,2,,2018/10/30 14:52,2018/10/30 15:01,35.456605 139.635327,横浜ベイホテル東急,35.445857 139.647636,ホテルモントレ横浜,2018/10/30 14:59,2018/10/30 14:59,2018/10/30 15:13,2018/10/30 15:13,,2018/10/30 14:47,0:08:22,0:16:44,,00,05,,,2018/10/30 14:47,2018/10/30 15:01,43403.615972222243403.6256944444,#N/A,,,
-,-,14,2018/10/30 14:51,7540,乗客アプリ（目的地から）,1663,574,5,1,,2018/10/30 14:53,2018/10/30 14:59,35.443659 139.650847,横浜マリンタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/30 14:53,2018/10/30 14:53,2018/10/30 15:00,2018/10/30 15:00,,2018/10/30 14:51,0:05:48,0:05:48,,00,02,,,2018/10/30 14:51,2018/10/30 14:59,43403.6187543403.6243055556,#N/A,,,
-,-,14,2018/10/30 14:52,7541,乗客アプリ（地図から）,1155,972,1,1,,2018/10/30 14:55,2018/10/30 15:05,35.453715 139.638133,横浜ワールドポーターズ,35.443908 139.635249,イセザキ・モール,2018/10/30 14:55,2018/10/30 14:55,2018/10/30 15:08,2018/10/30 15:08,,2018/10/30 14:52,0:10:35,0:10:35,,00,03,,,2018/10/30 14:52,2018/10/30 15:05,43403.619444444443403.6284722222,#N/A,,,
-,-,14,2018/10/30 14:52,7542,乗客アプリ（地図から）,1751,377,10,1,,2018/10/30 14:57,2018/10/30 15:03,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/30 14:59,2018/10/30 14:59,2018/10/30 15:05,2018/10/30 15:05,,2018/10/30 14:52,0:05:24,0:05:24,,00,05,,,2018/10/30 14:52,2018/10/30 15:03,43403.619444444443403.6270833333,#N/A,,,
-,-,14,2018/10/30 14:52,7543,乗客アプリ（目的地から）,985,615,9,1,,2018/10/30 15:02,2018/10/30 15:11,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.445857 139.647636,ホテルモントレ横浜,2018/10/30 14:55,2018/10/30 15:01,2018/10/30 15:02,2018/10/30 15:05,,2018/10/30 14:52,0:08:20,0:08:20,,07,10,,,2018/10/30 14:52,2018/10/30 15:11,43403.619444444443403.6326388889,#N/A,,,
-,☆,14,2018/10/30 14:10,7519,乗客アプリ（目的地から）,3945,422,8,1,2018/10/30 14:17,,,35.454389 139.630904,横浜ランドマークタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/30 14:15,,2018/10/30 14:29,,,2018/10/30 14:10,0:00:00,0:00:00,,00,06,,,2018/10/30 14:10,1900/1/0 0:00,43403.59027777780,#N/A,,,
-,☆,14,2018/10/30 14:36,7534,乗客アプリ（目的地から）,985,795,8,1,2018/10/30 14:37,,,35.447541 139.644914,シルク博物館,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/30 14:40,,2018/10/30 14:44,,,2018/10/30 14:36,0:00:00,0:00:00,,00,04,,,2018/10/30 14:36,1900/1/0 0:00,43403.60833333330,#N/A,,,
-,☆,14,2018/10/30 14:58,7544,まちかど設置端末（店舗から）,0,921,9,1,2018/10/30 14:59,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.445857 139.647636,ホテルモントレ横浜,2018/10/30 15:01,,2018/10/30 15:05,,,2018/10/30 14:58,0:00:00,0:00:00,,00,02,,,2018/10/30 14:58,1900/1/0 0:00,43403.62361111110,#N/A,,,
★,-,15,2018/10/30 14:19,7528,乗客アプリ（地図から）,1269,745,6,1,,2018/10/30 15:13,2018/10/30 15:21,35.450681 139.632446,横浜桜木町ワシントンホテル,35.443073 139.651914,横浜人形の家,2018/10/30 15:19,2018/10/30 15:19,2018/10/30 15:33,2018/10/30 15:33,2018/10/30 15:19,2018/10/30 15:19,0:07:48,0:07:48,360,00,00,05,05,2018/10/30 14:19,2018/10/30 15:21,43403.596527777843403.6395833333,#N/A,,,
★,-,15,2018/10/30 14:44,7537,乗客アプリ（目的地から）,4342,465,9,1,,2018/10/30 15:38,2018/10/30 15:44,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/30 15:44,2018/10/30 15:44,2018/10/30 15:50,2018/10/30 15:50,2018/10/30 15:44,2018/10/30 15:44,0:05:36,0:05:36,,00,00,,,2018/10/30 14:44,2018/10/30 15:44,43403.613888888943403.6555555556,肯定的,,,
-,-,15,2018/10/30 15:00,7545,乗客アプリ（地図から）,1666,1195,5,1,,2018/10/30 15:04,2018/10/30 15:12,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.45435 139.631762,横浜ロイヤルパークホテル,2018/10/30 15:02,2018/10/30 15:02,2018/10/30 15:19,2018/10/30 15:19,,2018/10/30 15:00,0:07:49,0:07:49,,02,03,,,2018/10/30 15:00,2018/10/30 15:12,43403.62543403.6333333333,#N/A,,,
-,-,15,2018/10/30 15:13,7548,乗客アプリ（地図から）,4383,1016,1,2,,2018/10/30 15:15,2018/10/30 15:21,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.443908 139.635249,イセザキ・モール,2018/10/30 15:15,2018/10/30 15:15,2018/10/30 15:26,2018/10/30 15:26,,2018/10/30 15:13,0:05:51,0:11:42,,00,02,,,2018/10/30 15:13,2018/10/30 15:21,43403.634027777843403.6395833333,肯定的,,,
-,-,15,2018/10/30 15:17,7549,まちかど設置端末（地図から）,0,505,8,2,,2018/10/30 15:21,2018/10/30 15:27,35.445857 139.647636,ホテルモントレ横浜,35.443908 139.635249,イセザキ・モール,2018/10/30 15:19,2018/10/30 15:19,2018/10/30 15:30,2018/10/30 15:30,,2018/10/30 15:17,0:05:40,0:11:20,,01,04,,,2018/10/30 15:17,2018/10/30 15:27,43403.636805555643403.64375,#N/A,,,
-,-,15,2018/10/30 15:17,7550,乗客アプリ（目的地から）,4416,633,2,2,,2018/10/30 15:23,2018/10/30 15:42,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/30 15:21,2018/10/30 15:22,2018/10/30 15:38,2018/10/30 15:51,,2018/10/30 15:17,0:19:33,0:39:06,,02,05,,,2018/10/30 15:17,2018/10/30 15:42,43403.636805555643403.6541666667,肯定的,,,
-,-,15,2018/10/30 15:20,7551,乗客アプリ（目的地から）,4417,1133,3,1,,2018/10/30 15:22,2018/10/30 15:35,35.453715 139.638133,横浜ワールドポーターズ,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/30 15:23,2018/10/30 15:23,2018/10/30 15:34,2018/10/30 15:34,,2018/10/30 15:20,0:13:01,0:13:01,,00,02,,,2018/10/30 15:20,2018/10/30 15:35,43403.638888888943403.6493055556,肯定的,,,
-,-,15,2018/10/30 15:20,7552,乗客アプリ（地図から）,4343,422,2,2,,2018/10/30 15:23,2018/10/30 15:31,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.441441 139.648505,横浜中華街朱雀門,2018/10/30 15:22,2018/10/30 15:23,2018/10/30 15:31,2018/10/30 15:33,,2018/10/30 15:20,0:08:28,0:16:56,,00,02,,,2018/10/30 15:20,2018/10/30 15:31,43403.638888888943403.6465277778,#N/A,,,
-,-,15,2018/10/30 15:21,7553,乗客アプリ（地図から）,2911,630,7,1,,2018/10/30 15:26,2018/10/30 15:33,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/30 15:27,2018/10/30 15:27,2018/10/30 15:36,2018/10/30 15:36,,2018/10/30 15:21,0:07:23,0:07:23,,00,05,,,2018/10/30 15:21,2018/10/30 15:33,43403.639583333343403.6479166667,#N/A,,,
-,-,15,2018/10/30 15:22,7554,乗客アプリ（地図から）,985,463,2,1,,2018/10/30 15:28,2018/10/30 15:50,35.445857 139.647636,ホテルモントレ横浜,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/30 15:28,2018/10/30 15:28,2018/10/30 15:59,2018/10/30 15:59,,2018/10/30 15:22,0:21:46,0:21:46,,00,06,,,2018/10/30 15:22,2018/10/30 15:50,43403.640277777843403.6597222222,#N/A,,,
-,-,15,2018/10/30 15:23,7555,まちかど設置端末（店舗から）,0,654,3,1,,2018/10/30 15:31,2018/10/30 15:34,35.448801 139.636702,ホテルルートイン横浜馬車道,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/30 15:33,2018/10/30 15:33,2018/10/30 15:39,2018/10/30 15:39,,2018/10/30 15:23,0:03:02,0:03:02,,00,08,,,2018/10/30 15:23,2018/10/30 15:34,43403.640972222243403.6486111111,#N/A,,,
-,-,15,2018/10/30 15:23,7556,乗客アプリ（目的地から）,4373,1157,6,2,,2018/10/30 15:25,2018/10/30 15:35,35.445857 139.647636,ホテルモントレ横浜,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/30 15:26,2018/10/30 15:26,2018/10/30 15:43,2018/10/30 15:43,,2018/10/30 15:23,0:09:29,0:18:58,,00,01,,,2018/10/30 15:23,2018/10/30 15:35,43403.640972222243403.6493055556,#N/A,,,
-,-,15,2018/10/30 15:25,7557,乗客アプリ（地図から）,1751,1110,7,1,,2018/10/30 15:33,2018/10/30 15:42,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/30 15:36,2018/10/30 15:36,2018/10/30 15:48,2018/10/30 15:50,,2018/10/30 15:25,0:08:19,0:08:19,,00,08,,,2018/10/30 15:25,2018/10/30 15:42,43403.642361111143403.6541666667,肯定的,,,
-,-,15,2018/10/30 15:27,7558,まちかど設置端末（地図から）,0,344,1,1,,2018/10/30 15:36,2018/10/30 15:55,35.454389 139.630904,横浜ランドマークタワー,35.445783 139.642958,横浜情報文化センター,2018/10/30 15:37,2018/10/30 15:37,2018/10/30 15:49,2018/10/30 15:54,,2018/10/30 15:27,0:19:33,0:19:33,,00,09,,,2018/10/30 15:27,2018/10/30 15:55,43403.6437543403.6631944444,#N/A,,,
-,-,15,2018/10/30 15:32,7560,まちかど設置端末（店舗から）,0,849,7,1,,2018/10/30 15:38,2018/10/30 15:49,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/30 15:41,2018/10/30 15:41,2018/10/30 15:59,2018/10/30 15:59,,2018/10/30 15:32,0:11:01,0:11:01,,00,05,,,2018/10/30 15:32,2018/10/30 15:49,43403.647222222243403.6590277778,#N/A,,,
-,-,15,2018/10/30 15:35,7561,まちかど設置端末（店舗から）,0,810,10,5,,2018/10/30 15:42,2018/10/30 15:47,35.45435 139.631762,横浜ロイヤルパークホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/30 15:40,2018/10/30 15:40,2018/10/30 15:55,2018/10/30 15:55,,2018/10/30 15:35,0:05:01,0:25:05,,01,06,,,2018/10/30 15:35,2018/10/30 15:47,43403.649305555643403.6576388889,#N/A,,,
-,-,15,2018/10/30 15:36,7562,乗客アプリ（目的地から）,3162,1229,1,1,,2018/10/30 15:44,2018/10/30 16:02,35.443908 139.635249,イセザキ・モール,35.453715 139.638133,横浜ワールドポーターズ,2018/10/30 15:47,2018/10/30 15:47,2018/10/30 16:03,2018/10/30 16:03,,2018/10/30 15:36,0:17:19,0:17:19,,00,08,,,2018/10/30 15:36,2018/10/30 16:02,43403.6543403.6680555556,#N/A,,,
-,-,15,2018/10/30 15:38,7563,乗客アプリ（目的地から）,4363,894,3,1,,2018/10/30 15:40,2018/10/30 15:46,35.452963 139.642093,横浜赤レンガ倉庫,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/30 15:44,2018/10/30 15:44,2018/10/30 15:54,2018/10/30 15:54,,2018/10/30 15:38,0:05:16,0:05:16,,00,02,,,2018/10/30 15:38,2018/10/30 15:46,43403.651388888943403.6569444444,#N/A,,,
-,-,15,2018/10/30 15:41,7564,乗客アプリ（地図から）,1756,861,9,1,,2018/10/30 15:49,2018/10/30 15:55,35.441002 139.650809,横浜元町ショッピングストリート,35.445783 139.642958,横浜情報文化センター,2018/10/30 15:45,2018/10/30 15:45,2018/10/30 15:53,2018/10/30 15:53,,2018/10/30 15:41,0:05:56,0:05:56,,03,08,,,2018/10/30 15:41,2018/10/30 15:55,43403.653472222243403.6631944444,#N/A,,,
-,-,15,2018/10/30 15:45,7565,まちかど設置端末（地図から）,0,984,10,3,,2018/10/30 15:48,2018/10/30 15:55,35.452963 139.642093,横浜赤レンガ倉庫,35.454389 139.630904,横浜ランドマークタワー,2018/10/30 15:50,2018/10/30 15:50,2018/10/30 16:05,2018/10/30 16:05,,2018/10/30 15:45,0:06:48,0:20:24,,00,02,,,2018/10/30 15:45,2018/10/30 15:55,43403.6562543403.6631944444,#N/A,,,
-,-,15,2018/10/30 15:46,7566,乗客アプリ（地図から）,1155,1057,1,1,,2018/10/30 15:48,2018/10/30 16:06,35.443908 139.635249,イセザキ・モール,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/30 15:50,2018/10/30 15:50,2018/10/30 16:16,2018/10/30 16:16,,2018/10/30 15:46,0:18:03,0:18:03,,00,02,,,2018/10/30 15:46,2018/10/30 16:06,43403.656944444443403.6708333333,#N/A,,,
-,-,15,2018/10/30 15:47,7567,乗客アプリ（地図から）,4383,1058,4,2,,2018/10/30 15:51,2018/10/30 15:59,35.443908 139.635249,イセザキ・モール,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/30 15:52,2018/10/30 15:52,2018/10/30 16:08,2018/10/30 16:08,,2018/10/30 15:47,0:07:44,0:15:28,,00,04,,,2018/10/30 15:47,2018/10/30 15:59,43403.657638888943403.6659722222,肯定的,,,
-,-,15,2018/10/30 15:52,7569,乗客アプリ（地図から）,2424,392,9,1,,2018/10/30 15:57,2018/10/30 16:08,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/30 15:59,2018/10/30 15:59,2018/10/30 16:11,2018/10/30 16:11,,2018/10/30 15:52,0:11:22,0:11:22,,00,04,,,2018/10/30 15:52,2018/10/30 16:08,43403.661111111143403.6722222222,#N/A,,,
-,-,15,2018/10/30 15:55,7572,乗客アプリ（地図から）,4140,616,2,2,,2018/10/30 16:04,2018/10/30 16:24,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/30 16:07,2018/10/30 16:07,2018/10/30 16:22,2018/10/30 16:22,,2018/10/30 15:55,0:19:13,0:38:26,,00,09,,,2018/10/30 15:55,2018/10/30 16:24,43403.663194444443403.6833333333,#N/A,,,
-,☆,15,2018/10/30 15:53,7570,まちかど設置端末（地図から）,0,1017,2,1,2018/10/30 15:54,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.448676 139.635696,横浜平和プラザホテル,2018/10/30 16:03,,2018/10/30 16:16,,,2018/10/30 15:53,0:00:00,0:00:00,,00,09,,,2018/10/30 15:53,1900/1/0 0:00,43403.66180555560,#N/A,,,
-,☆,15,2018/10/30 15:55,7571,乗客アプリ（地図から）,4140,443,2,1,2018/10/30 15:55,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/30 16:06,,2018/10/30 16:19,,,2018/10/30 15:55,0:00:00,0:00:00,,00,11,,,2018/10/30 15:55,1900/1/0 0:00,43403.66319444440,#N/A,,,
★,-,16,2018/10/30 15:06,7546,乗客アプリ（地図から）,3459,1139,10,1,,2018/10/30 16:05,2018/10/30 16:12,35.454389 139.630904,横浜ランドマークタワー,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/30 16:06,2018/10/30 16:06,2018/10/30 16:15,2018/10/30 16:15,2018/10/30 16:06,2018/10/30 16:06,0:07:24,0:07:24,564,00,00,07,06,2018/10/30 15:06,2018/10/30 16:12,43403.629166666743403.675,#N/A,,,
★,-,16,2018/10/30 15:32,7559,乗客アプリ（地図から）,4409,873,8,1,,2018/10/30 16:00,2018/10/30 16:09,35.443908 139.635249,イセザキ・モール,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/30 16:02,2018/10/30 16:02,2018/10/30 16:13,2018/10/30 16:13,2018/10/30 16:02,2018/10/30 16:02,0:08:26,0:08:26,,00,00,,,2018/10/30 15:32,2018/10/30 16:09,43403.647222222243403.6729166667,肯定的,,,
★,-,16,2018/10/30 15:49,7568,まちかど設置端末（店舗から）,0,366,3,3,,2018/10/30 16:15,2018/10/30 16:29,35.452963 139.642093,横浜赤レンガ倉庫,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/30 16:19,2018/10/30 16:19,2018/10/30 16:30,2018/10/30 16:35,2018/10/30 16:19,2018/10/30 16:19,0:13:26,0:40:18,,00,00,,,2018/10/30 15:49,2018/10/30 16:29,43403.659027777843403.6868055556,#N/A,,,
-,-,16,2018/10/30 16:01,7573,まちかど設置端末（地図から）,0,673,4,2,,2018/10/30 16:04,2018/10/30 16:17,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.441441 139.648505,横浜中華街朱雀門,2018/10/30 16:07,2018/10/30 16:07,2018/10/30 16:25,2018/10/30 16:25,,2018/10/30 16:01,0:12:46,0:25:32,,00,03,,,2018/10/30 16:01,2018/10/30 16:17,43403.667361111143403.6784722222,#N/A,,,
-,-,16,2018/10/30 16:05,7574,まちかど設置端末（地図から）,0,1209,5,2,,2018/10/30 16:09,2018/10/30 16:17,35.453715 139.638133,横浜ワールドポーターズ,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/30 16:07,2018/10/30 16:09,2018/10/30 16:20,2018/10/30 16:25,,2018/10/30 16:05,0:08:49,0:17:38,,01,04,,,2018/10/30 16:05,2018/10/30 16:17,43403.670138888943403.6784722222,#N/A,,,
-,-,16,2018/10/30 16:05,7575,乗客アプリ（地図から）,4383,1158,5,2,,2018/10/30 16:12,2018/10/30 16:22,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/30 16:15,2018/10/30 16:15,2018/10/30 16:33,2018/10/30 16:33,,2018/10/30 16:05,0:10:13,0:20:26,,00,07,,,2018/10/30 16:05,2018/10/30 16:22,43403.670138888943403.6819444444,#N/A,,,
-,-,16,2018/10/30 16:08,7576,乗客アプリ（地図から）,985,700,10,1,,2018/10/30 16:12,2018/10/30 16:23,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.448676 139.635696,横浜平和プラザホテル,2018/10/30 16:15,2018/10/30 16:15,2018/10/30 16:28,2018/10/30 16:28,,2018/10/30 16:08,0:10:57,0:10:57,,00,04,,,2018/10/30 16:08,2018/10/30 16:23,43403.672222222243403.6826388889,#N/A,,,
-,-,16,2018/10/30 16:09,7577,乗客アプリ（目的地から）,4403,565,2,2,,2018/10/30 16:15,2018/10/30 16:18,35.452963 139.642093,横浜赤レンガ倉庫,35.453715 139.638133,横浜ワールドポーターズ,2018/10/30 16:15,2018/10/30 16:15,2018/10/30 16:22,2018/10/30 16:22,,2018/10/30 16:09,0:03:00,0:06:00,,00,06,,,2018/10/30 16:09,2018/10/30 16:18,43403.672916666743403.6791666667,肯定的,,,
-,-,16,2018/10/30 16:09,7578,まちかど設置端末（店舗から）,0,577,4,1,,2018/10/30 16:13,2018/10/30 16:23,35.447541 139.644914,シルク博物館,35.443908 139.635249,イセザキ・モール,2018/10/30 16:14,2018/10/30 16:14,2018/10/30 16:29,2018/10/30 16:29,,2018/10/30 16:09,0:10:46,0:10:46,,00,03,,,2018/10/30 16:09,2018/10/30 16:23,43403.672916666743403.6826388889,#N/A,,,
★,-,16,2018/10/30 16:12,7580,まちかど設置端末（店舗から）,0,1291,6,1,,2018/10/30 16:36,2018/10/30 16:42,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/30 16:42,2018/10/30 16:42,2018/10/30 16:53,2018/10/30 16:53,2018/10/30 16:42,2018/10/30 16:42,0:05:52,0:05:52,,00,00,,,2018/10/30 16:12,2018/10/30 16:42,43403.67543403.6958333333,#N/A,,,
-,-,16,2018/10/30 16:13,7581,乗客アプリ（目的地から）,4256,472,10,1,,2018/10/30 16:17,2018/10/30 16:31,35.454389 139.630904,横浜ランドマークタワー,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/30 16:20,2018/10/30 16:20,2018/10/30 16:39,2018/10/30 16:39,,2018/10/30 16:13,0:13:53,0:13:53,,00,04,,,2018/10/30 16:13,2018/10/30 16:31,43403.675694444443403.6881944444,#N/A,,,
-,-,16,2018/10/30 16:14,7583,乗客アプリ（地図から）,2253,1007,6,1,,2018/10/30 16:19,2018/10/30 16:27,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/30 16:25,2018/10/30 16:25,2018/10/30 16:40,2018/10/30 16:40,,2018/10/30 16:14,0:07:59,0:07:59,,00,04,,,2018/10/30 16:14,2018/10/30 16:27,43403.676388888943403.6854166667,#N/A,,,
-,-,16,2018/10/30 16:14,7584,まちかど設置端末（地図から）,0,907,5,3,,2018/10/30 16:35,2018/10/30 16:46,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.441441 139.648505,横浜中華街朱雀門,2018/10/30 16:37,2018/10/30 16:37,2018/10/30 16:58,2018/10/30 16:58,,2018/10/30 16:14,0:11:14,0:33:42,,00,20,,,2018/10/30 16:14,2018/10/30 16:46,43403.676388888943403.6986111111,#N/A,,,
-,-,16,2018/10/30 16:18,7585,乗客アプリ（目的地から）,1663,1220,3,1,,2018/10/30 16:24,2018/10/30 16:37,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/10/30 16:23,2018/10/30 16:23,2018/10/30 16:47,2018/10/30 16:47,,2018/10/30 16:18,0:12:48,0:12:48,,01,06,,,2018/10/30 16:18,2018/10/30 16:37,43403.679166666743403.6923611111,#N/A,,,
-,-,16,2018/10/30 16:19,7586,乗客アプリ（目的地から）,3867,539,7,1,,2018/10/30 16:26,2018/10/30 16:34,35.445783 139.642958,横浜情報文化センター,35.454389 139.630904,横浜ランドマークタワー,2018/10/30 16:26,2018/10/30 16:26,2018/10/30 16:42,2018/10/30 16:42,,2018/10/30 16:19,0:07:26,0:07:26,,00,06,,,2018/10/30 16:19,2018/10/30 16:34,43403.679861111143403.6902777778,#N/A,,,
-,-,16,2018/10/30 16:20,7587,乗客アプリ（目的地から）,3162,405,2,1,,2018/10/30 16:31,2018/10/30 16:47,35.453715 139.638133,横浜ワールドポーターズ,35.443908 139.635249,イセザキ・モール,2018/10/30 16:32,2018/10/30 16:32,2018/10/30 16:45,2018/10/30 16:57,,2018/10/30 16:20,0:16:16,0:16:16,,00,10,,,2018/10/30 16:20,2018/10/30 16:47,43403.680555555643403.6993055556,#N/A,,,
-,-,16,2018/10/30 16:23,7588,まちかど設置端末（店舗から）,0,1251,6,1,,2018/10/30 16:27,2018/10/30 16:32,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/10/30 16:31,2018/10/30 16:31,2018/10/30 16:41,2018/10/30 16:41,,2018/10/30 16:23,0:04:58,0:04:58,,00,03,,,2018/10/30 16:23,2018/10/30 16:32,43403.682638888943403.6888888889,肯定的,,,
-,-,16,2018/10/30 16:25,7589,乗客アプリ（地図から）,2424,557,4,1,,2018/10/30 16:30,2018/10/30 16:34,35.450447 139.635947,みなとみらい線　馬車道駅,35.445783 139.642958,横浜情報文化センター,2018/10/30 16:33,2018/10/30 16:33,2018/10/30 16:39,2018/10/30 16:39,,2018/10/30 16:25,0:04:09,0:04:09,,00,04,,,2018/10/30 16:25,2018/10/30 16:34,43403.684027777843403.6902777778,#N/A,,,
★,-,16,2018/10/30 16:28,7590,まちかど設置端末（店舗から）,0,352,6,2,,2018/10/30 16:57,2018/10/30 17:10,35.450681 139.632446,横浜桜木町ワシントンホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/30 16:57,2018/10/30 16:57,2018/10/30 17:10,2018/10/30 17:20,2018/10/30 16:57,2018/10/30 16:57,0:12:57,0:25:54,,00,00,,,2018/10/30 16:28,2018/10/30 17:10,43403.686111111143403.7152777778,#N/A,,,
-,-,16,2018/10/30 16:30,7592,乗客アプリ（目的地から）,4388,500,2,4,,2018/10/30 16:37,2018/10/30 16:47,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/10/30 16:41,2018/10/30 16:41,2018/10/30 16:59,2018/10/30 16:59,,2018/10/30 16:30,0:10:03,0:40:12,,00,07,,,2018/10/30 16:30,2018/10/30 16:47,43403.687543403.6993055556,#N/A,,,
-,-,16,2018/10/30 16:31,7593,まちかど設置端末（店舗から）,0,887,8,2,,2018/10/30 16:39,2018/10/30 16:43,35.450447 139.635947,みなとみらい線　馬車道駅,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/30 16:41,2018/10/30 16:41,2018/10/30 16:50,2018/10/30 16:50,,2018/10/30 16:31,0:03:18,0:06:36,,00,08,,,2018/10/30 16:31,2018/10/30 16:43,43403.688194444443403.6965277778,#N/A,,,
-,-,16,2018/10/30 16:33,7594,まちかど設置端末（地図から）,0,1059,4,1,,2018/10/30 16:38,2018/10/30 16:43,35.448801 139.636702,ホテルルートイン横浜馬車道,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/30 16:39,2018/10/30 16:39,2018/10/30 16:47,2018/10/30 16:47,,2018/10/30 16:33,0:04:12,0:04:12,,00,05,,,2018/10/30 16:33,2018/10/30 16:43,43403.689583333343403.6965277778,#N/A,,,
★,-,16,2018/10/30 16:37,7595,乗客アプリ（簡単予約）,2161,1296,6,1,,2018/10/30 17:04,2018/10/30 17:08,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/30 17:09,2018/10/30 17:09,2018/10/30 17:15,2018/10/30 17:15,2018/10/30 17:07,2018/10/30 17:07,0:04:36,0:04:36,,00,00,,,2018/10/30 16:37,2018/10/30 17:08,43403.692361111143403.7138888889,#N/A,,,
-,-,16,2018/10/30 16:37,7596,まちかど設置端末（店舗から）,0,501,7,2,,2018/10/30 16:43,2018/10/30 16:50,35.450681 139.632446,横浜桜木町ワシントンホテル,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/30 16:44,2018/10/30 16:44,2018/10/30 16:56,2018/10/30 16:56,,2018/10/30 16:37,0:06:45,0:13:30,,00,06,,,2018/10/30 16:37,2018/10/30 16:50,43403.692361111143403.7013888889,#N/A,,,
