,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車時間,合成キー,評価,,
★,-,13,2018/11/12 13:26,018-878-RED 018-876-RED 018-877-RED 018-874-RED 018-875-RED 018-879-RED,13008,乗客アプリ（地図から）,6024,372,10,6,,2018/11/12 13:36,2018/11/12 13:43,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/12 13:36,2018/11/12 13:36,2018/11/12 13:49,2018/11/12 13:49,2018/11/12 13:36,2018/11/12 13:36,0:07:11,0:43:06,,00,00,,,2018/11/12 13:26,2018/11/12 13:43,43416.559722222243416.5715277778,肯定的,,
-,-,13,2018/11/12 13:34,006-290-BLUE,13009,乗客アプリ（地図から）,3537,738,11,1,,2018/11/12 13:36,2018/11/12 13:40,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.447541 139.644914,シルク博物館,2018/11/12 13:36,2018/11/12 13:36,2018/11/12 13:44,2018/11/12 13:44,,2018/11/12 13:34,0:03:36,0:03:36,,00,01,,,2018/11/12 13:34,2018/11/12 13:40,43416.565277777843416.5694444444,肯定的,,
★,-,13,2018/11/12 13:36,065-245-BANANA,13010,乗客アプリ（地図から）,4542,449,1,1,,2018/11/12 13:46,2018/11/12 13:49,35.445857 139.647636,ホテルモントレ横浜,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/11/12 13:46,2018/11/12 13:46,2018/11/12 13:49,2018/11/12 13:49,2018/11/12 13:46,2018/11/12 13:46,0:02:42,0:02:42,,00,00,,,2018/11/12 13:36,2018/11/12 13:49,43416.566666666743416.5756944444,#N/A,,
-,-,13,2018/11/12 13:42,019-168-RED,13011,乗客アプリ（地図から）,3738,911,13,1,,2018/11/12 13:49,2018/11/12 14:10,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/12 13:48,2018/11/12 13:48,2018/11/12 14:07,2018/11/12 14:21,,2018/11/12 13:42,0:20:53,0:20:53,,01,07,,,2018/11/12 13:42,2018/11/12 14:10,43416.570833333343416.5902777778,#N/A,,
★,-,13,2018/11/12 13:43,105-309-SNOW,13012,乗客アプリ（地図から）,6012,900,13,1,,2018/11/12 13:52,2018/11/12 13:57,35.454389 139.630904,横浜ランドマークタワー,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/12 13:53,2018/11/12 13:53,2018/11/12 14:02,2018/11/12 14:02,2018/11/12 13:53,2018/11/12 13:53,0:05:22,0:05:22,,00,00,,,2018/11/12 13:43,2018/11/12 13:57,43416.571527777843416.58125,#N/A,,
★,-,13,2018/11/12 13:44,074-166-ORANGE,13015,まちかど端末（店舗から）,0,256,5,1,,2018/11/12 13:54,2018/11/12 14:07,35.445857 139.647636,ホテルモントレ横浜,35.456605 139.635327,横浜ベイホテル東急,2018/11/12 13:54,2018/11/12 13:54,2018/11/12 14:32,2018/11/12 14:32,2018/11/12 13:54,2018/11/12 13:54,0:12:27,0:12:27,,00,00,,,2018/11/12 13:44,2018/11/12 14:07,43416.572222222243416.5881944444,#N/A,,
-,-,13,2018/11/12 13:44,018-162-RED,13016,まちかど端末（乗降ポイントから）,0,527,10,1,,2018/11/12 13:49,2018/11/12 13:58,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/12 13:50,2018/11/12 13:50,2018/11/12 14:00,2018/11/12 14:00,,2018/11/12 13:44,0:09:04,0:09:04,,00,04,,,2018/11/12 13:44,2018/11/12 13:58,43416.572222222243416.5819444444,#N/A,,
-,-,13,2018/11/12 13:45,015-887-RED,13017,乗客アプリ（地図から）,5970,965,9,1,,2018/11/12 13:51,2018/11/12 13:57,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/12 13:54,2018/11/12 13:54,2018/11/12 14:04,2018/11/12 14:04,,2018/11/12 13:45,0:06:01,0:06:01,,00,05,,,2018/11/12 13:45,2018/11/12 13:57,43416.572916666743416.58125,肯定的,,
★,-,13,2018/11/12 13:46,005-188-BLUE 005-190-BLUE,13018,乗客アプリ（地図から）,999,607,11,2,,2018/11/12 13:53,2018/11/12 14:00,35.453715 139.638133,横浜ワールドポーターズ,35.443073 139.651914,横浜人形の家,2018/11/12 13:56,2018/11/12 13:56,2018/11/12 14:12,2018/11/12 14:12,2018/11/12 13:56,2018/11/12 13:56,0:07:22,0:14:44,,00,00,,,2018/11/12 13:46,2018/11/12 14:00,43416.573611111143416.5833333333,#N/A,,
-,-,13,2018/11/12 13:47,062-807-BANANA 062-805-BANANA 068-227-BANANA 072-172-ORANGE,13019,乗客アプリ（目的地から）,5980,118,3,4,,2018/11/12 13:49,2018/11/12 14:00,35.456605 139.635327,横浜ベイホテル東急,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/11/12 13:57,2018/11/12 13:57,2018/11/12 14:15,2018/11/12 14:15,,2018/11/12 13:47,0:10:44,0:42:56,,00,02,,,2018/11/12 13:47,2018/11/12 14:00,43416.574305555643416.5833333333,#N/A,,
-,-,13,2018/11/12 13:50,018-876-RED 018-877-RED,13020,乗客アプリ（地図から）,6024,995,2,2,,2018/11/12 13:51,2018/11/12 13:54,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/12 13:55,2018/11/12 13:55,2018/11/12 14:04,2018/11/12 14:04,,2018/11/12 13:50,0:03:40,0:07:20,,00,00,,,2018/11/12 13:50,2018/11/12 13:54,43416.576388888943416.5791666667,肯定的,,
-,-,13,2018/11/12 13:54,104-651-SNOW,13021,まちかど端末（乗降ポイントから）,0,269,2,1,,2018/11/12 13:56,2018/11/12 14:02,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.443908 139.635249,イセザキ・モール,2018/11/12 13:55,2018/11/12 13:55,2018/11/12 14:05,2018/11/12 14:05,,2018/11/12 13:54,0:06:49,0:06:49,,00,01,,,2018/11/12 13:54,2018/11/12 14:02,43416.579166666743416.5847222222,#N/A,,
-,-,13,2018/11/12 13:57,070-206-ORANGE,13022,乗客アプリ（地図から）,1103,270,9,1,,2018/11/12 14:04,2018/11/12 14:16,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.443659 139.650847,横浜マリンタワー,2018/11/12 14:04,2018/11/12 14:04,2018/11/12 14:20,2018/11/12 14:20,,2018/11/12 13:57,0:11:15,0:11:15,,00,07,,,2018/11/12 13:57,2018/11/12 14:16,43416.5812543416.5944444444,時刻かぶり,,
-,-,13,2018/11/12 13:57,103-566-SNOW 113-957-SUN 103-565-SNOW,13023,乗客アプリ（簡単予約）,5977,768,6,3,,2018/11/12 14:08,2018/11/12 14:16,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/12 14:08,2018/11/12 14:08,2018/11/12 14:24,2018/11/12 14:25,,2018/11/12 13:57,0:08:02,0:24:06,,00,10,,,2018/11/12 13:57,2018/11/12 14:16,43416.5812543416.5944444444,肯定的,,
-,-,13,2018/11/12 13:57,167-556-CAKE,13024,乗客アプリWeb（目的地から）,5981,545,1,2,,2018/11/12 14:03,2018/11/12 14:11,35.441002 139.650809,横浜元町ショッピングストリート,35.443908 139.635249,イセザキ・モール,2018/11/12 14:00,2018/11/12 14:00,2018/11/12 14:12,2018/11/12 14:12,,2018/11/12 13:57,0:08:40,0:17:20,,02,05,,,2018/11/12 13:57,2018/11/12 14:11,43416.5812543416.5909722222,#N/A,,
-,☆,13,2018/11/12 13:03,063-043-BANANA,13000,乗客アプリ（地図から）,6016,640,8,1,2018/11/12 13:03,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/12 13:07,,2018/11/12 13:17,,,2018/11/12 13:03,0:00:00,0:00:00,,00,04,,,2018/11/12 13:03,1900/1/0 0:00,43416.543750,#N/A,,
-,☆,13,2018/11/12 13:10,002-855-BLUE,13003,まちかど端末（店舗から）,0,619,3,1,2018/11/12 13:10,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 13:14,,2018/11/12 13:27,,,2018/11/12 13:10,0:00:00,0:00:00,,00,04,,,2018/11/12 13:10,1900/1/0 0:00,43416.54861111110,#N/A,,
-,☆,13,2018/11/12 13:43,062-807-BANANA 062-805-BANANA 072-172-ORANGE,13013,乗客アプリ（目的地から）,5980,434,3,3,2018/11/12 13:46,,,35.456605 139.635327,横浜ベイホテル東急,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/11/12 13:52,,2018/11/12 14:10,,,2018/11/12 13:43,0:00:00,0:00:00,,00,09,,,2018/11/12 13:43,1900/1/0 0:00,43416.57152777780,#N/A,,
-,☆,13,2018/11/12 13:44,018-876-RED,13014,乗客アプリ（地図から）,6024,728,2,1,2018/11/12 13:50,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/12 13:53,,2018/11/12 14:01,,,2018/11/12 13:44,0:00:00,0:00:00,,00,09,,,2018/11/12 13:44,1900/1/0 0:00,43416.57222222220,#N/A,,
-,☆,13,2018/11/12 13:58,167-572-CAKE,13025,乗客アプリWeb（目的地から）,6015,522,4,4,2018/11/12 13:59,,,35.445783 139.642958,横浜情報文化センター,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/12 14:00,,2018/11/12 14:15,,,2018/11/12 13:58,0:00:00,0:00:00,,00,02,,,2018/11/12 13:58,1900/1/0 0:00,43416.58194444440,#N/A,,
★,-,14,2018/11/12 13:59,167-571-CAKE,13026,乗客アプリWeb（目的地から）,6013,600,4,3,,2018/11/12 14:09,2018/11/12 14:19,35.445783 139.642958,横浜情報文化センター,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/12 14:09,2018/11/12 14:09,2018/11/12 14:22,2018/11/12 14:22,2018/11/12 14:09,2018/11/12 14:09,0:10:14,0:30:42,684,00,00,06,05,2018/11/12 13:59,2018/11/12 14:19,43416.582638888943416.5965277778,肯定的,,
★,-,14,2018/11/12 13:59,167-573-CAKE,13027,乗客アプリWeb（目的地から）,6018,949,7,4,,2018/11/12 14:12,2018/11/12 14:21,35.445783 139.642958,横浜情報文化センター,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/12 14:09,2018/11/12 14:09,2018/11/12 14:23,2018/11/12 14:23,2018/11/12 14:09,2018/11/12 14:09,0:08:44,0:34:56,,03,03,,,2018/11/12 13:59,2018/11/12 14:21,43416.582638888943416.5979166667,肯定的,,
★,-,14,2018/11/12 14:00,167-572-CAKE,13028,乗客アプリWeb（目的地から）,6015,437,8,4,,2018/11/12 14:09,2018/11/12 14:17,35.445783 139.642958,横浜情報文化センター,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/12 14:10,2018/11/12 14:10,2018/11/12 14:24,2018/11/12 14:24,2018/11/12 14:10,2018/11/12 14:10,0:08:28,0:33:52,,00,00,,,2018/11/12 14:00,2018/11/12 14:17,43416.583333333343416.5951388889,肯定的,,
★,-,14,2018/11/12 14:01,167-570-CAKE,13029,乗客アプリWeb（目的地から）,1145,254,10,4,,2018/11/12 14:10,2018/11/12 14:19,35.445783 139.642958,横浜情報文化センター,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/12 14:08,2018/11/12 14:08,2018/11/12 14:22,2018/11/12 14:22,2018/11/12 14:08,2018/11/12 14:08,0:09:15,0:37:00,,02,02,,,2018/11/12 14:01,2018/11/12 14:19,43416.584027777843416.5965277778,肯定的,,
-,-,14,2018/11/12 14:02,103-756-SNOW 102-641-SNOW 112-680-SUN 112-679-SUN,13030,まちかど端末（店舗から）,0,629,3,4,,2018/11/12 14:07,2018/11/12 14:13,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/12 14:08,2018/11/12 14:08,2018/11/12 14:27,2018/11/12 14:27,,2018/11/12 14:02,0:06:48,0:27:12,,00,04,,,2018/11/12 14:02,2018/11/12 14:13,43416.584722222243416.5923611111,否定的,,
-,-,14,2018/11/12 14:03,110-551-SUN,13031,乗客アプリ（地図から）,4640,168,2,1,,2018/11/12 14:05,2018/11/12 14:12,35.443908 139.635249,イセザキ・モール,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/12 14:04,2018/11/12 14:04,2018/11/12 14:15,2018/11/12 14:15,,2018/11/12 14:03,0:07:43,0:07:43,,00,02,,,2018/11/12 14:03,2018/11/12 14:12,43416.585416666743416.5916666667,#N/A,,
★,-,14,2018/11/12 14:03,068-353-BANANA 068-354-BANANA 068-352-BANANA 068-351-BANANA,13032,乗客アプリ（地図から）,5928,275,11,4,,2018/11/12 14:09,2018/11/12 14:18,35.453715 139.638133,横浜ワールドポーターズ,35.441441 139.648505,横浜中華街朱雀門,2018/11/12 14:15,2018/11/12 14:15,2018/11/12 14:34,2018/11/12 14:34,2018/11/12 14:13,2018/11/12 14:13,0:08:52,0:35:28,,00,00,,,2018/11/12 14:03,2018/11/12 14:18,43416.585416666743416.5958333333,#N/A,,
-,-,14,2018/11/12 14:04,166-565-agekke,13033,乗客アプリ（目的地から）,3945,106,6,1,,2018/11/12 14:07,2018/11/12 14:16,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/12 14:10,2018/11/12 14:10,2018/11/12 14:23,2018/11/12 14:23,,2018/11/12 14:04,0:08:51,0:08:51,,00,03,,,2018/11/12 14:04,2018/11/12 14:16,43416.586111111143416.5944444444,#N/A,,
★,-,14,2018/11/12 14:07,103-423-SNOW,13035,乗客アプリ（地図から）,5973,249,5,1,,2018/11/12 14:25,2018/11/12 14:32,35.453715 139.638133,横浜ワールドポーターズ,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/12 14:23,2018/11/12 14:23,2018/11/12 14:33,2018/11/12 14:33,2018/11/12 14:17,2018/11/12 14:17,0:06:36,0:06:36,,01,07,,,2018/11/12 14:07,2018/11/12 14:32,43416.588194444443416.6055555556,#N/A,,
-,-,14,2018/11/12 14:13,166-581-agekke,13039,乗客アプリ（地図から）,3991,308,6,1,,2018/11/12 14:22,2018/11/12 14:34,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441441 139.648505,横浜中華街朱雀門,2018/11/12 14:30,2018/11/12 14:30,2018/11/12 14:48,2018/11/12 14:48,,2018/11/12 14:13,0:12:19,0:12:19,,00,08,,,2018/11/12 14:13,2018/11/12 14:34,43416.592361111143416.6069444444,#N/A,,
-,-,14,2018/11/12 14:14,068-390-BANANA 068-395-BANANA 068-392-BANANA,13040,乗客アプリ（目的地から）,5990,578,13,3,,2018/11/12 14:19,2018/11/12 14:36,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 14:20,2018/11/12 14:20,2018/11/12 14:33,2018/11/12 14:33,,2018/11/12 14:14,0:16:47,0:50:21,,00,04,,,2018/11/12 14:14,2018/11/12 14:36,43416.593055555643416.6083333333,肯定的,,
-,-,14,2018/11/12 14:18,115-685-SUN,13041,乗客アプリ（地図から）,1310,209,8,1,,2018/11/12 14:23,2018/11/12 14:29,35.448676 139.635696,横浜平和プラザホテル,35.456605 139.635327,横浜ベイホテル東急,2018/11/12 14:26,2018/11/12 14:26,2018/11/12 14:38,2018/11/12 14:38,,2018/11/12 14:18,0:06:03,0:06:03,,00,04,,,2018/11/12 14:18,2018/11/12 14:29,43416.595833333343416.6034722222,肯定的,,
-,-,14,2018/11/12 14:19,167-557-CAKE,13042,乗客アプリWeb（地図から）,5982,758,3,3,,2018/11/12 14:21,2018/11/12 14:30,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/12 14:20,2018/11/12 14:20,2018/11/12 14:32,2018/11/12 14:32,,2018/11/12 14:19,0:08:42,0:26:06,,00,02,,,2018/11/12 14:19,2018/11/12 14:30,43416.596527777843416.6041666667,#N/A,,
★,-,14,2018/11/12 14:20,053-283-STRAWBERRY,13043,乗客アプリ（地図から）,3765,805,13,1,,2018/11/12 14:28,2018/11/12 14:33,35.445783 139.642958,横浜情報文化センター,35.448676 139.635696,横浜平和プラザホテル,2018/11/12 14:30,2018/11/12 14:30,2018/11/12 14:37,2018/11/12 14:37,2018/11/12 14:30,2018/11/12 14:30,0:04:31,0:04:31,,00,00,,,2018/11/12 14:20,2018/11/12 14:33,43416.597222222243416.60625,#N/A,,
-,-,14,2018/11/12 14:21,103-756-SNOW 102-641-SNOW,13044,乗客アプリ（簡単予約）,6032,27,9,2,,2018/11/12 14:27,2018/11/12 14:36,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/12 14:28,2018/11/12 14:28,2018/11/12 14:42,2018/11/12 14:42,,2018/11/12 14:21,0:08:20,0:16:40,,00,06,,,2018/11/12 14:21,2018/11/12 14:36,43416.597916666743416.6083333333,#N/A,,
-,-,14,2018/11/12 14:23,166-589-agekke,13045,乗客アプリ（地図から）,2225,379,7,1,,2018/11/12 14:35,2018/11/12 14:45,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/12 14:35,2018/11/12 14:35,2018/11/12 14:51,2018/11/12 14:51,,2018/11/12 14:23,0:09:59,0:09:59,,00,12,,,2018/11/12 14:23,2018/11/12 14:45,43416.599305555643416.6145833333,肯定的,,
-,-,14,2018/11/12 14:24,166-697-agekke,13046,乗客アプリ（目的地から）,1334,159,11,1,,2018/11/12 14:39,2018/11/12 14:52,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441441 139.648505,横浜中華街朱雀門,2018/11/12 14:36,2018/11/12 14:36,2018/11/12 14:54,2018/11/12 14:54,,2018/11/12 14:24,0:13:03,0:13:03,,03,14,,,2018/11/12 14:24,2018/11/12 14:52,43416.643416.6194444444,#N/A,,
-,-,14,2018/11/12 14:28,067-840-BANANA 067-841-BANANA 067-021-BANANA,13047,乗客アプリ（目的地から）,2490,66,8,3,,2018/11/12 14:36,2018/11/12 14:47,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443704 139.651332,ホテルメルパルク横浜,2018/11/12 14:37,2018/11/12 14:37,2018/11/12 14:58,2018/11/12 14:58,,2018/11/12 14:28,0:10:46,0:32:18,,00,07,,,2018/11/12 14:28,2018/11/12 14:47,43416.602777777843416.6159722222,#N/A,,
-,-,14,2018/11/12 14:32,003-352-BLUE,13049,まちかど端末（店舗から）,0,789,5,1,,2018/11/12 14:38,2018/11/12 14:44,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/12 14:40,2018/11/12 14:40,2018/11/12 14:51,2018/11/12 14:51,,2018/11/12 14:32,0:06:22,0:06:22,,00,06,,,2018/11/12 14:32,2018/11/12 14:44,43416.605555555643416.6138888889,#N/A,,
★,-,14,2018/11/12 14:36,064-497-BANANA 064-496-BANANA 064-495-BANANA 064-498-BANANA,13051,乗客アプリ（地図から）,5979,732,10,4,,2018/11/12 14:47,2018/11/12 15:08,35.452963 139.642093,横浜赤レンガ倉庫,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/12 14:46,2018/11/12 14:46,2018/11/12 15:02,2018/11/12 15:14,2018/11/12 14:46,2018/11/12 14:46,0:20:16,1:21:04,,01,01,,,2018/11/12 14:36,2018/11/12 15:08,43416.608333333343416.6305555556,#N/A,,
-,-,14,2018/11/12 14:40,026-481-GREEN,13052,乗客アプリ（目的地から）,3162,276,13,1,,2018/11/12 14:51,2018/11/12 15:06,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/12 14:51,2018/11/12 14:51,2018/11/12 15:08,2018/11/12 15:08,,2018/11/12 14:40,0:15:16,0:15:16,,00,11,,,2018/11/12 14:40,2018/11/12 15:06,43416.611111111143416.6291666667,肯定的,,
-,-,14,2018/11/12 14:40,062-867-BANANA 062-868-BANANA,13053,乗客アプリ（地図から）,3338,805,9,2,,2018/11/12 14:53,2018/11/12 15:04,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/12 14:58,2018/11/12 14:58,2018/11/12 15:15,2018/11/12 15:15,,2018/11/12 14:40,0:11:29,0:22:58,,00,12,,,2018/11/12 14:40,2018/11/12 15:04,43416.611111111143416.6277777778,#N/A,,
-,-,14,2018/11/12 14:41,053-283-STRAWBERRY,13054,乗客アプリ（目的地から）,3765,246,6,1,,2018/11/12 14:48,2018/11/12 14:56,35.448676 139.635696,横浜平和プラザホテル,35.445857 139.647636,ホテルモントレ横浜,2018/11/12 14:48,2018/11/12 14:48,2018/11/12 14:57,2018/11/12 14:57,,2018/11/12 14:41,0:08:07,0:08:07,,00,07,,,2018/11/12 14:41,2018/11/12 14:56,43416.611805555643416.6222222222,#N/A,,
-,-,14,2018/11/12 14:42,167-541-CAKE,13055,乗客アプリWeb（簡単予約）,5287,811,1,1,,2018/11/12 14:55,2018/11/12 15:04,35.450554 139.632616,横浜桜木町ワシントンホテル,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/12 14:57,2018/11/12 14:57,2018/11/12 15:10,2018/11/12 15:10,,2018/11/12 14:42,0:09:11,0:09:11,,00,12,,,2018/11/12 14:42,2018/11/12 15:04,43416.612543416.6277777778,#N/A,,
-,-,14,2018/11/12 14:45,009-983-BLUE,13056,乗客アプリ（目的地から）,6035,816,7,1,,2018/11/12 14:58,2018/11/12 15:04,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.454389 139.630904,横浜ランドマークタワー,2018/11/12 15:00,2018/11/12 15:00,2018/11/12 15:09,2018/11/12 15:09,,2018/11/12 14:45,0:06:02,0:06:02,,00,12,,,2018/11/12 14:45,2018/11/12 15:04,43416.614583333343416.6277777778,#N/A,,
★,-,14,2018/11/12 14:46,062-807-BANANA 062-805-BANANA 068-227-BANANA 072-172-ORANGE,13057,乗客アプリ（目的地から）,5980,918,11,4,,2018/11/12 14:55,2018/11/12 15:02,35.441002 139.650809,横浜元町ショッピングストリート,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/12 14:56,2018/11/12 14:56,2018/11/12 15:06,2018/11/12 15:03,2018/11/12 14:56,2018/11/12 14:56,0:06:35,0:26:20,,00,00,,,2018/11/12 14:46,2018/11/12 15:02,43416.615277777843416.6263888889,#N/A,,
-,-,14,2018/11/12 14:47,167-562-CAKE,13059,乗客アプリWeb（地図から）,5992,416,8,1,,2018/11/12 14:55,2018/11/12 15:03,35.453715 139.638133,横浜ワールドポーターズ,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 14:59,2018/11/12 14:59,2018/11/12 15:10,2018/11/12 15:10,,2018/11/12 14:47,0:07:44,0:07:44,,00,07,,,2018/11/12 14:47,2018/11/12 15:03,43416.615972222243416.6270833333,#N/A,,
★,-,14,2018/11/12 14:48,167-572-CAKE,13060,乗客アプリWeb（目的地から）,6015,974,2,4,,2018/11/12 14:59,2018/11/12 15:08,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 15:01,2018/11/12 15:01,2018/11/12 15:16,2018/11/12 15:18,2018/11/12 14:58,2018/11/12 14:58,0:08:52,0:35:28,,00,01,,,2018/11/12 14:48,2018/11/12 15:08,43416.616666666743416.6305555556,#N/A,,
★,-,14,2018/11/12 14:50,003-905-BLUE 019-954-RED 019-494-RED,13062,まちかど端末（店舗から）,0,505,4,3,,2018/11/12 15:11,2018/11/12 15:18,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 15:11,2018/11/12 15:11,2018/11/12 15:26,2018/11/12 15:29,2018/11/12 14:59,2018/11/12 14:59,0:07:06,0:21:18,,00,11,,,2018/11/12 14:50,2018/11/12 15:18,43416.618055555643416.6375,#N/A,,
-,-,14,2018/11/12 14:53,018-162-RED,13064,まちかど端末（乗降ポイントから）,0,327,13,1,,2018/11/12 15:01,2018/11/12 15:06,35.452963 139.642093,横浜赤レンガ倉庫,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/12 15:05,2018/11/12 15:05,2018/11/12 15:14,2018/11/12 15:14,,2018/11/12 14:53,0:05:14,0:05:14,,00,07,,,2018/11/12 14:53,2018/11/12 15:06,43416.620138888943416.6291666667,#N/A,,
-,-,14,2018/11/12 14:57,167-579-CAKE,13068,乗客アプリWeb（地図から）,4926,198,10,2,,2018/11/12 15:06,2018/11/12 15:19,35.450554 139.632616,横浜桜木町ワシントンホテル,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/12 15:10,2018/11/12 15:10,2018/11/12 15:26,2018/11/12 15:26,,2018/11/12 14:57,0:13:11,0:26:22,,00,08,,,2018/11/12 14:57,2018/11/12 15:19,43416.622916666743416.6381944444,#N/A,,
-,-,14,2018/11/12 14:58,167-573-CAKE,13069,乗客アプリWeb（目的地から）,6018,927,4,3,,2018/11/12 15:11,2018/11/12 15:17,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 15:13,2018/11/12 15:13,2018/11/12 15:27,2018/11/12 15:27,,2018/11/12 14:58,0:06:36,0:19:48,,00,13,,,2018/11/12 14:58,2018/11/12 15:17,43416.623611111143416.6368055556,肯定的,,
★,☆,14,2018/11/12 13:18,103-616-SNOW,13006,乗客アプリ（地図から）,6022,407,5,1,2018/11/12 14:20,,,35.450447 139.635947,みなとみらい線　馬車道駅,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/12 14:18,,2018/11/12 14:32,,2018/11/12 14:18,2018/11/12 14:18,0:00:00,0:00:00,,00,02,,,2018/11/12 13:18,1900/1/0 0:00,43416.55416666670,#N/A,,
-,☆,14,2018/11/12 14:06,167-576-CAKE,13034,乗客アプリWeb（地図から）,6030,210,13,2,2018/11/12 14:07,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/12 14:25,,2018/11/12 14:39,,,2018/11/12 14:06,0:00:00,0:00:00,,00,18,,,2018/11/12 14:06,1900/1/0 0:00,43416.58750,#N/A,※156行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,14,2018/11/12 14:08,065-744-BANANA,13036,乗客アプリ（地図から）,4832,341,13,1,2018/11/12 14:08,,,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/12 14:32,,2018/11/12 14:41,,,2018/11/12 14:08,0:00:00,0:00:00,,00,24,,,2018/11/12 14:08,1900/1/0 0:00,43416.58888888890,#N/A,,
