,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車時間,合成キー,評価,,
-,☆,15,2018/11/12 15:52,018-328-RED,13113,乗客アプリ（目的地から）,4397,597,8,1,2018/11/12 15:52,,,35.454389 139.630904,横浜ランドマークタワー,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/12 15:57,,2018/11/12 16:05,,,2018/11/12 15:52,0:00:00,0:00:00,,00,04,,,2018/11/12 15:52,1900/1/0 0:00,43416.66111111110,#N/A,,
★,-,16,2018/11/12 15:59,031-442-YELLOW,13118,乗客アプリ（地図から）,5937,905,9,1,,2018/11/12 16:08,2018/11/12 16:13,35.452963 139.642093,横浜赤レンガ倉庫,35.456605 139.635327,横浜ベイホテル東急,2018/11/12 16:09,2018/11/12 16:09,2018/11/12 16:24,2018/11/12 16:24,2018/11/12 16:08,2018/11/12 16:08,0:05:18,0:05:18,403,00,00,04,04,2018/11/12 15:59,2018/11/12 16:13,43416.665972222243416.6756944444,#N/A,,
-,-,16,2018/11/12 16:02,167-547-CAKE,13119,乗客アプリWeb（地図から）,5923,759,6,1,,2018/11/12 16:09,2018/11/12 16:21,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/12 16:09,2018/11/12 16:09,2018/11/12 16:22,2018/11/12 16:22,,2018/11/12 16:02,0:11:37,0:11:37,,00,07,,,2018/11/12 16:02,2018/11/12 16:21,43416.668055555643416.68125,#N/A,,
-,-,16,2018/11/12 16:07,167-583-CAKE,13120,乗客アプリ（目的地から）,5037,323,13,1,,2018/11/12 16:15,2018/11/12 16:22,35.443908 139.635249,イセザキ・モール,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/12 16:14,2018/11/12 16:14,2018/11/12 16:23,2018/11/12 16:23,,2018/11/12 16:07,0:07:18,0:07:18,,00,07,,,2018/11/12 16:07,2018/11/12 16:22,43416.671527777843416.6819444444,#N/A,,
-,-,16,2018/11/12 16:08,110-551-SUN,13121,乗客アプリ（地図から）,4640,844,7,1,,2018/11/12 16:13,2018/11/12 16:18,35.445857 139.647636,ホテルモントレ横浜,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/12 16:10,2018/11/12 16:10,2018/11/12 16:15,2018/11/12 16:15,,2018/11/12 16:08,0:05:10,0:05:10,,02,04,,,2018/11/12 16:08,2018/11/12 16:18,43416.672222222243416.6791666667,#N/A,,
★,-,16,2018/11/12 16:09,027-162-GREEN,13122,まちかど端末（店舗から）,0,843,11,1,,2018/11/12 16:21,2018/11/12 16:29,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.443908 139.635249,イセザキ・モール,2018/11/12 16:19,2018/11/12 16:19,2018/11/12 16:30,2018/11/12 16:30,2018/11/12 16:19,2018/11/12 16:19,0:07:38,0:07:38,,02,02,,,2018/11/12 16:09,2018/11/12 16:29,43416.672916666743416.6868055556,#N/A,,
-,-,16,2018/11/12 16:09,167-560-CAKE,13123,乗客アプリWeb（地図から）,5987,401,8,1,,2018/11/12 16:11,2018/11/12 16:17,35.450554 139.632616,横浜桜木町ワシントンホテル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/12 16:14,2018/11/12 16:14,2018/11/12 16:26,2018/11/12 16:26,,2018/11/12 16:09,0:06:09,0:06:09,,00,01,,,2018/11/12 16:09,2018/11/12 16:17,43416.672916666743416.6784722222,#N/A,,
-,-,16,2018/11/12 16:11,003-390-BLUE,13124,まちかど端末（店舗から）,0,232,5,1,,2018/11/12 16:16,2018/11/12 16:21,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 16:16,2018/11/12 16:16,2018/11/12 16:27,2018/11/12 16:27,,2018/11/12 16:11,0:05:48,0:05:48,,00,04,,,2018/11/12 16:11,2018/11/12 16:21,43416.674305555643416.68125,#N/A,,
-,-,16,2018/11/12 16:13,027-840-GREEN,13126,乗客アプリ（地図から）,4033,939,9,1,,2018/11/12 16:18,2018/11/12 16:25,35.450447 139.635947,みなとみらい線　馬車道駅,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/12 16:24,2018/11/12 16:24,2018/11/12 16:38,2018/11/12 16:38,,2018/11/12 16:13,0:07:34,0:07:34,,00,04,,,2018/11/12 16:13,2018/11/12 16:25,43416.675694444443416.6840277778,#N/A,,
-,-,16,2018/11/12 16:21,026-481-GREEN,13127,乗客アプリ（目的地から）,3162,492,5,1,,2018/11/12 16:27,2018/11/12 16:34,35.448801 139.636702,ホテルルートイン横浜馬車道,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/12 16:26,2018/11/12 16:26,2018/11/12 16:35,2018/11/12 16:35,,2018/11/12 16:21,0:07:37,0:07:37,,00,05,,,2018/11/12 16:21,2018/11/12 16:34,43416.6812543416.6902777778,#N/A,,
-,-,16,2018/11/12 16:23,068-247-BANANA 068-235-BANANA,13128,まちかど端末（店舗から）,0,124,13,2,,2018/11/12 16:28,2018/11/12 16:32,35.456605 139.635327,横浜ベイホテル東急,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 16:30,2018/11/12 16:30,2018/11/12 16:41,2018/11/12 16:41,,2018/11/12 16:23,0:03:50,0:07:40,,00,05,,,2018/11/12 16:23,2018/11/12 16:32,43416.682638888943416.6888888889,#N/A,,
-,-,16,2018/11/12 16:24,166-749-agekke,13130,乗客アプリ（目的地から）,2306,745,8,1,,2018/11/12 16:28,2018/11/12 16:33,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/11/12 16:30,2018/11/12 16:30,2018/11/12 16:40,2018/11/12 16:40,,2018/11/12 16:24,0:05:09,0:05:09,,00,03,,,2018/11/12 16:24,2018/11/12 16:33,43416.683333333343416.6895833333,肯定的,,
-,-,16,2018/11/12 16:24,105-817-SNOW,13129,乗客アプリ（地図から）,5429,88,6,1,,2018/11/12 16:29,2018/11/12 16:38,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/12 16:28,2018/11/12 16:28,2018/11/12 16:40,2018/11/12 16:40,,2018/11/12 16:24,0:08:16,0:08:16,,01,05,,,2018/11/12 16:24,2018/11/12 16:38,43416.683333333343416.6930555556,#N/A,,
-,-,16,2018/11/12 16:24,167-582-CAKE,13131,乗客アプリWeb（地図から）,6040,153,4,1,,2018/11/12 16:28,2018/11/12 16:32,35.447541 139.644914,シルク博物館,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 16:29,2018/11/12 16:29,2018/11/12 16:40,2018/11/12 16:40,,2018/11/12 16:24,0:04:36,0:04:36,,00,03,,,2018/11/12 16:24,2018/11/12 16:32,43416.683333333343416.6888888889,#N/A,,
-,-,16,2018/11/12 16:25,016-973-RED,13132,まちかど端末（乗降ポイントから）,0,840,9,1,,2018/11/12 16:32,2018/11/12 16:50,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443659 139.650847,横浜マリンタワー,2018/11/12 16:34,2018/11/12 16:34,2018/11/12 16:52,2018/11/12 16:52,,2018/11/12 16:25,0:17:56,0:17:56,,00,06,,,2018/11/12 16:25,2018/11/12 16:50,43416.684027777843416.7013888889,#N/A,,
-,-,16,2018/11/12 16:26,003-391-BLUE,13133,まちかど端末（店舗から）,0,700,10,1,,2018/11/12 16:29,2018/11/12 16:39,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 16:30,2018/11/12 16:30,2018/11/12 16:40,2018/11/12 16:40,,2018/11/12 16:26,0:09:30,0:09:30,,00,03,,,2018/11/12 16:26,2018/11/12 16:39,43416.684722222243416.69375,#N/A,,
-,-,16,2018/11/12 16:26,103-616-SNOW,13134,乗客アプリ（簡単予約）,6022,390,7,1,,2018/11/12 16:37,2018/11/12 16:49,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/12 16:38,2018/11/12 16:38,2018/11/12 16:51,2018/11/12 16:51,,2018/11/12 16:26,0:12:29,0:12:29,,00,10,,,2018/11/12 16:26,2018/11/12 16:49,43416.684722222243416.7006944444,#N/A,,
-,-,16,2018/11/12 16:29,009-983-BLUE,13135,乗客アプリ（地図から）,6035,862,8,1,,2018/11/12 16:34,2018/11/12 16:43,35.456605 139.635327,横浜ベイホテル東急,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/12 16:37,2018/11/12 16:37,2018/11/12 16:51,2018/11/12 16:51,,2018/11/12 16:29,0:09:48,0:09:48,,00,04,,,2018/11/12 16:29,2018/11/12 16:43,43416.686805555643416.6965277778,#N/A,,
-,-,16,2018/11/12 16:33,068-390-BANANA 068-395-BANANA 068-392-BANANA,13136,乗客アプリ（目的地から）,5990,152,4,3,,2018/11/12 16:34,2018/11/12 16:42,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/12 16:34,2018/11/12 16:34,2018/11/12 16:46,2018/11/12 16:46,,2018/11/12 16:33,0:08:12,0:24:36,,00,01,,,2018/11/12 16:33,2018/11/12 16:42,43416.689583333343416.6958333333,#N/A,,
-,-,16,2018/11/12 16:36,166-606-agekke,13137,乗客アプリ（地図から）,1885,222,1,1,,2018/11/12 16:40,2018/11/12 16:49,35.443908 139.635249,イセザキ・モール,35.456605 139.635327,横浜ベイホテル東急,2018/11/12 16:39,2018/11/12 16:39,2018/11/12 16:52,2018/11/12 16:52,,2018/11/12 16:36,0:09:52,0:09:52,,00,03,,,2018/11/12 16:36,2018/11/12 16:49,43416.691666666743416.7006944444,#N/A,,
-,-,16,2018/11/12 16:36,008-512-BLUE 008-513-BLUE,13138,乗客アプリ（地図から）,2683,574,13,2,,2018/11/12 16:40,2018/11/12 16:56,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/12 16:44,2018/11/12 16:44,2018/11/12 16:57,2018/11/12 16:57,,2018/11/12 16:36,0:16:43,0:33:26,,00,03,,,2018/11/12 16:36,2018/11/12 16:56,43416.691666666743416.7055555556,肯定的,,
-,-,16,2018/11/12 16:37,071-178-ORANGE,13139,乗客アプリ（地図から）,2383,58,11,1,,2018/11/12 16:43,2018/11/12 16:51,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.456605 139.635327,横浜ベイホテル東急,2018/11/12 16:42,2018/11/12 16:43,2018/11/12 16:50,2018/11/12 16:51,,2018/11/12 16:37,0:08:00,0:08:00,,00,05,,,2018/11/12 16:37,2018/11/12 16:51,43416.692361111143416.7020833333,#N/A,,
-,-,16,2018/11/12 16:37,018-162-RED,13140,まちかど端末（店舗から）,0,615,2,1,,2018/11/12 16:39,2018/11/12 16:42,35.447541 139.644914,シルク博物館,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/12 16:39,2018/11/12 16:39,2018/11/12 16:43,2018/11/12 16:43,,2018/11/12 16:37,0:03:05,0:03:05,,00,01,,,2018/11/12 16:37,2018/11/12 16:42,43416.692361111143416.6958333333,#N/A,,
-,-,16,2018/11/12 16:40,064-698-BANANA 064-482-BANANA,13141,まちかど端末（乗降ポイントから）,0,244,2,2,,2018/11/12 16:43,2018/11/12 16:54,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/12 16:43,2018/11/12 16:43,2018/11/12 16:56,2018/11/12 16:56,,2018/11/12 16:40,0:11:16,0:22:32,,00,02,,,2018/11/12 16:40,2018/11/12 16:54,43416.694444444443416.7041666667,#N/A,,
-,-,16,2018/11/12 16:41,003-347-BLUE,13143,まちかど端末（乗降ポイントから）,0,397,5,1,,2018/11/12 16:47,2018/11/12 16:57,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/12 16:45,2018/11/12 16:45,2018/11/12 16:57,2018/11/12 16:57,,2018/11/12 16:41,0:10:04,0:10:04,,01,05,,,2018/11/12 16:41,2018/11/12 16:57,43416.695138888943416.70625,#N/A,,
★,-,16,2018/11/12 16:43,019-235-RED 019-234-RED,13146,乗客アプリ（地図から）,4708,644,13,2,,2018/11/12 16:50,2018/11/12 17:07,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443659 139.650847,横浜マリンタワー,2018/11/12 16:53,2018/11/12 16:53,2018/11/12 17:18,2018/11/12 17:18,2018/11/12 16:53,2018/11/12 16:53,0:17:22,0:34:44,,00,00,,,2018/11/12 16:43,2018/11/12 17:07,43416.696527777843416.7131944444,#N/A,,
-,-,16,2018/11/12 16:45,064-430-BANANA 064-429-BANANA,13148,乗客アプリ（地図から）,1162,98,6,2,,2018/11/12 16:47,2018/11/12 16:57,35.448676 139.635696,横浜平和プラザホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/12 16:49,2018/11/12 16:49,2018/11/12 17:02,2018/11/12 17:02,,2018/11/12 16:45,0:09:10,0:18:20,,00,02,,,2018/11/12 16:45,2018/11/12 16:57,43416.697916666743416.70625,#N/A,,
★,-,16,2018/11/12 16:45,019-740-RED,13149,乗客アプリ（簡単予約）,3203,455,1,1,,2018/11/12 16:57,2018/11/12 17:01,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/12 16:55,2018/11/12 16:55,2018/11/12 17:02,2018/11/12 17:02,2018/11/12 16:55,2018/11/12 16:55,0:04:55,0:04:55,,01,01,,,2018/11/12 16:45,2018/11/12 17:01,43416.697916666743416.7090277778,#N/A,,
★,-,16,2018/11/12 16:47,050-537-STRAWBERRY,13150,乗客アプリ（地図から）,5976,36,8,1,,2018/11/12 16:55,2018/11/12 17:07,35.441441 139.648505,横浜中華街朱雀門,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/12 16:57,2018/11/12 16:57,2018/11/12 17:16,2018/11/12 17:16,2018/11/12 16:57,2018/11/12 16:57,0:12:39,0:12:39,,00,00,,,2018/11/12 16:47,2018/11/12 17:07,43416.699305555643416.7131944444,#N/A,,
-,-,16,2018/11/12 16:48,018-328-RED,13152,乗客アプリ（目的地から）,4397,370,10,1,,2018/11/12 16:52,2018/11/12 16:57,35.454389 139.630904,横浜ランドマークタワー,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/12 16:53,2018/11/12 16:53,2018/11/12 17:01,2018/11/12 17:01,,2018/11/12 16:48,0:05:33,0:05:33,,00,03,,,2018/11/12 16:48,2018/11/12 16:57,43416.743416.70625,#N/A,,
-,-,16,2018/11/12 16:49,019-319-RED,13153,まちかど端末（乗降ポイントから）,0,118,6,1,,2018/11/12 16:57,2018/11/12 17:08,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/12 17:02,2018/11/12 17:02,2018/11/12 17:20,2018/11/12 17:20,,2018/11/12 16:49,0:11:11,0:11:11,,00,08,,,2018/11/12 16:49,2018/11/12 17:08,43416.700694444443416.7138888889,#N/A,,
-,-,16,2018/11/12 16:50,015-887-RED,13154,乗客アプリ（地図から）,5970,605,7,1,,2018/11/12 17:00,2018/11/12 17:16,35.443908 139.635249,イセザキ・モール,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/12 16:55,2018/11/12 16:56,2018/11/12 17:11,2018/11/12 17:21,,2018/11/12 16:50,0:15:40,0:15:40,,05,10,,,2018/11/12 16:50,2018/11/12 17:16,43416.701388888943416.7194444444,#N/A,,
-,-,16,2018/11/12 16:52,166-614-agekke,13156,乗客アプリ（地図から）,2435,791,11,1,,2018/11/12 16:56,2018/11/12 17:04,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/12 17:03,2018/11/12 17:04,2018/11/12 17:12,2018/11/12 17:13,,2018/11/12 16:52,0:07:56,0:07:56,,00,04,,,2018/11/12 16:52,2018/11/12 17:04,43416.702777777843416.7111111111,#N/A,,
-,-,16,2018/11/12 16:53,020-262-GREEN,13157,乗客アプリ（地図から）,3217,442,2,1,,2018/11/12 17:01,2018/11/12 17:10,35.454389 139.630904,横浜ランドマークタワー,35.443704 139.651332,ホテルメルパルク横浜,2018/11/12 17:03,2018/11/12 17:03,2018/11/12 17:18,2018/11/12 17:18,,2018/11/12 16:53,0:08:18,0:08:18,,00,08,,,2018/11/12 16:53,2018/11/12 17:10,43416.703472222243416.7152777778,肯定的,,
-,-,16,2018/11/12 16:53,068-390-BANANA 068-395-BANANA 068-392-BANANA,13158,乗客アプリ（目的地から）,5990,680,4,3,,2018/11/12 16:59,2018/11/12 17:07,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.443908 139.635249,イセザキ・モール,2018/11/12 16:58,2018/11/12 16:58,2018/11/12 17:06,2018/11/12 17:06,,2018/11/12 16:53,0:07:56,0:23:48,,00,05,,,2018/11/12 16:53,2018/11/12 17:07,43416.703472222243416.7131944444,#N/A,,
-,-,16,2018/11/12 16:56,016-973-RED,13160,まちかど端末（乗降ポイントから）,0,158,9,1,,2018/11/12 17:00,2018/11/12 17:10,35.447541 139.644914,シルク博物館,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/12 17:00,2018/11/12 17:00,2018/11/12 17:07,2018/11/12 17:07,,2018/11/12 16:56,0:09:19,0:09:19,,00,04,,,2018/11/12 16:56,2018/11/12 17:10,43416.705555555643416.7152777778,#N/A,,
-,☆,16,2018/11/12 16:12,027-840-GREEN,13125,乗客アプリ（目的地から）,4033,799,4,1,2018/11/12 16:13,,,35.448801 139.636702,ホテルルートイン横浜馬車道,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/12 16:19,,2018/11/12 16:34,,,2018/11/12 16:12,0:00:00,0:00:00,,00,07,,,2018/11/12 16:12,1900/1/0 0:00,43416.6750,#N/A,,
★,☆,16,2018/11/12 16:41,019-740-RED,13142,乗客アプリ（簡単予約）,3203,658,7,1,2018/11/12 16:45,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/12 16:51,,2018/11/12 16:57,,2018/11/12 16:51,2018/11/12 16:51,0:00:00,0:00:00,,00,00,,,2018/11/12 16:41,1900/1/0 0:00,43416.69513888890,#N/A,,
-,☆,16,2018/11/12 16:42,105-665-SNOW,13145,乗客アプリ（地図から）,2535,395,6,1,2018/11/12 16:42,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.456605 139.635327,横浜ベイホテル東急,2018/11/12 16:45,,2018/11/12 17:02,,,2018/11/12 16:42,0:00:00,0:00:00,,00,02,,,2018/11/12 16:42,1900/1/0 0:00,43416.69583333330,#N/A,,
-,☆,16,2018/11/12 16:43,008-088-BLUE,13147,乗客アプリ（簡単予約）,2978,150,10,1,2018/11/12 16:44,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/12 16:55,,2018/11/12 17:01,,,2018/11/12 16:43,0:00:00,0:00:00,,00,12,,,2018/11/12 16:43,1900/1/0 0:00,43416.69652777780,#N/A,,
-,☆,16,2018/11/12 16:48,017-428-RED 018-800-RED,13151,乗客アプリ（目的地から）,5467,849,4,2,2018/11/12 16:48,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.453715 139.638133,横浜ワールドポーターズ,2018/11/12 16:53,,2018/11/12 17:05,,,2018/11/12 16:48,0:00:00,0:00:00,,00,05,,,2018/11/12 16:48,1900/1/0 0:00,43416.70,#N/A,,
★,-,17,2018/11/12 16:41,027-905-GREEN,13144,乗客アプリ（地図から）,2554,854,11,1,,2018/11/12 17:40,2018/11/12 18:00,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/12 17:41,2018/11/12 17:41,2018/11/12 17:57,2018/11/12 18:10,2018/11/12 17:41,2018/11/12 17:41,0:20:28,0:20:28,362,00,00,08,06,2018/11/12 16:41,2018/11/12 18:00,43416.695138888943416.75,#N/A,,
★,-,17,2018/11/12 16:50,167-586-CAKE,13155,乗客アプリWeb（目的地から）,6049,388,7,1,,2018/11/12 17:00,2018/11/12 17:09,35.443908 139.635249,イセザキ・モール,35.456605 139.635327,横浜ベイホテル東急,2018/11/12 17:00,2018/11/12 17:00,2018/11/12 17:12,2018/11/12 17:12,2018/11/12 17:00,2018/11/12 17:00,0:08:34,0:08:34,,00,00,,,2018/11/12 16:50,2018/11/12 17:09,43416.701388888943416.7145833333,肯定的,,
★,-,17,2018/11/12 16:55,018-576-RED,13159,乗客アプリ（目的地から）,2269,17,11,1,,2018/11/12 17:48,2018/11/12 18:09,35.447541 139.644914,シルク博物館,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/12 17:55,2018/11/12 17:55,2018/11/12 18:11,2018/11/12 18:25,2018/11/12 17:55,2018/11/12 17:55,0:21:16,0:21:16,,00,00,,,2018/11/12 16:55,2018/11/12 18:09,43416.704861111143416.75625,#N/A,,
-,-,17,2018/11/12 17:03,110-538-SUN,13161,乗客アプリ（目的地から）,4139,197,10,1,,2018/11/12 17:09,2018/11/12 17:20,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/12 17:11,2018/11/12 17:11,2018/11/12 17:30,2018/11/12 17:30,,2018/11/12 17:03,0:10:51,0:10:51,,00,06,,,2018/11/12 17:03,2018/11/12 17:20,43416.710416666743416.7222222222,#N/A,,
-,-,17,2018/11/12 17:05,102-861-SNOW,13162,まちかど端末（店舗から）,0,785,5,1,,2018/11/12 17:11,2018/11/12 17:20,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 17:15,2018/11/12 17:15,2018/11/12 17:27,2018/11/12 17:27,,2018/11/12 17:05,0:08:38,0:08:38,,00,06,,,2018/11/12 17:05,2018/11/12 17:20,43416.711805555643416.7222222222,#N/A,,
-,-,17,2018/11/12 17:13,064-146-BANANA 068-192-BANANA,13164,乗客アプリ（目的地から）,4746,349,6,2,,2018/11/12 17:20,2018/11/12 17:30,35.441002 139.650809,横浜元町ショッピングストリート,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 17:17,2018/11/12 17:17,2018/11/12 17:33,2018/11/12 17:33,,2018/11/12 17:13,0:10:06,0:20:12,,03,06,,,2018/11/12 17:13,2018/11/12 17:30,43416.717361111143416.7291666667,#N/A,,
★,-,17,2018/11/12 17:17,008-512-BLUE 008-513-BLUE,13167,乗客アプリ（地図から）,2683,709,11,2,,2018/11/12 17:25,2018/11/12 17:51,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.445783 139.642958,横浜情報文化センター,2018/11/12 17:27,2018/11/12 17:27,2018/11/12 17:59,2018/11/12 17:59,2018/11/12 17:27,2018/11/12 17:27,0:25:52,0:51:44,,00,00,,,2018/11/12 17:17,2018/11/12 17:51,43416.720138888943416.74375,#N/A,,
-,-,17,2018/11/12 17:25,100-509-SNOW 107-347-SNOW,13169,乗客アプリ（目的地から）,1214,397,7,2,,2018/11/12 17:31,2018/11/12 17:38,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/12 17:28,2018/11/12 17:28,2018/11/12 17:40,2018/11/12 17:40,,2018/11/12 17:25,0:07:22,0:14:44,,02,06,,,2018/11/12 17:25,2018/11/12 17:38,43416.725694444443416.7347222222,#N/A,,
-,-,17,2018/11/12 17:26,016-973-RED,13170,まちかど端末（乗降ポイントから）,0,88,5,1,,2018/11/12 17:36,2018/11/12 17:46,35.441002 139.650809,横浜元町ショッピングストリート,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 17:40,2018/11/12 17:40,2018/11/12 17:55,2018/11/12 17:55,,2018/11/12 17:26,0:10:30,0:10:30,,00,09,,,2018/11/12 17:26,2018/11/12 17:46,43416.726388888943416.7402777778,#N/A,,
-,-,17,2018/11/12 17:32,018-739-RED 055-204-STRAWBERRY 068-223-BANANA 068-222-BANANA,13171,乗客アプリ（地図から）,5998,995,13,4,,2018/11/12 17:40,2018/11/12 17:52,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/11/12 17:38,2018/11/12 17:38,2018/11/12 18:00,2018/11/12 18:00,,2018/11/12 17:32,0:12:18,0:49:12,,02,08,,,2018/11/12 17:32,2018/11/12 17:52,43416.730555555643416.7444444444,肯定的,,
-,-,17,2018/11/12 17:33,050-536-STRAWBERRY 050-535-STRAWBERRY,13172,まちかど端末（乗降ポイントから）,0,375,6,2,,2018/11/12 17:42,2018/11/12 17:48,35.445857 139.647636,ホテルモントレ横浜,35.453715 139.638133,横浜ワールドポーターズ,2018/11/12 17:47,2018/11/12 17:47,2018/11/12 17:59,2018/11/12 17:59,,2018/11/12 17:33,0:05:57,0:11:54,,00,09,,,2018/11/12 17:33,2018/11/12 17:48,43416.7312543416.7416666667,#N/A,,
-,-,17,2018/11/12 17:33,167-590-CAKE,13173,乗客アプリWeb（地図から）,6054,550,7,1,,2018/11/12 17:45,2018/11/12 17:57,35.443908 139.635249,イセザキ・モール,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/12 17:46,2018/11/12 17:46,2018/11/12 18:01,2018/11/12 18:01,,2018/11/12 17:33,0:11:28,0:11:28,,00,11,,,2018/11/12 17:33,2018/11/12 17:57,43416.7312543416.7479166667,#N/A,,
-,-,17,2018/11/12 17:35,166-605-agekke,13174,まちかど端末（乗降ポイントから）,0,952,8,1,,2018/11/12 17:38,2018/11/12 17:47,35.454389 139.630904,横浜ランドマークタワー,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/12 17:38,2018/11/12 17:38,2018/11/12 17:47,2018/11/12 17:47,,2018/11/12 17:35,0:08:22,0:08:22,,00,03,,,2018/11/12 17:35,2018/11/12 17:47,43416.732638888943416.7409722222,#N/A,,
-,-,17,2018/11/12 17:40,018-893-RED 018-892-RED,13176,乗客アプリ（地図から）,1542,626,10,2,,2018/11/12 17:45,2018/11/12 17:56,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443908 139.635249,イセザキ・モール,2018/11/12 17:45,2018/11/12 17:45,2018/11/12 18:01,2018/11/12 18:01,,2018/11/12 17:40,0:11:09,0:22:18,,00,05,,,2018/11/12 17:40,2018/11/12 17:56,43416.736111111143416.7472222222,#N/A,,
-,-,17,2018/11/12 17:40,057-053-STRAWBERRY 057-055-STRAWBERRY 062-644-BANANA,13177,乗客アプリ（目的地から）,5476,567,9,3,,2018/11/12 17:49,2018/11/12 18:07,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/12 17:47,2018/11/12 17:47,2018/11/12 18:03,2018/11/12 18:03,,2018/11/12 17:40,0:18:41,0:56:03,,01,08,,,2018/11/12 17:40,2018/11/12 18:07,43416.736111111143416.7548611111,#N/A,,
