,,,日時,,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,計算用ダミー,
★,-,16,2018/11/29 15:21,015-890-RED 015-892-RED,21752,乗客アプリ（地図から）,5970,452,4,2,,2018/11/29 16:19,2018/11/29 16:29,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/29 16:21,2018/11/29 16:21,2018/11/29 16:36,2018/11/29 16:39,2018/11/29 16:21,2018/11/29 16:21,0:09:30,0:19:00,,00,00,,,,,
★,-,16,2018/11/29 15:23,006-698-BLUE,21758,乗客アプリ（目的地から）,1199,302,5,1,,2018/11/29 16:23,2018/11/29 16:33,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/29 16:23,2018/11/29 16:23,2018/11/29 16:37,2018/11/29 16:52,2018/11/29 16:23,2018/11/29 16:23,0:09:26,0:09:26,,00,00,,,,,
★,-,16,2018/11/29 15:39,166-409-agekke,21773,乗客アプリ（地図から）,7573,284,5,1,,2018/11/29 16:38,2018/11/29 16:42,35.452963 139.642093,横浜赤レンガ倉庫,35.456605 139.635327,横浜ベイホテル東急,2018/11/29 16:39,2018/11/29 16:39,2018/11/29 17:00,2018/11/29 17:00,2018/11/29 16:39,2018/11/29 16:39,0:03:57,0:03:57,,00,00,,,,,
★,-,16,2018/11/29 15:50,000-040-BLUE 023-602-GREEN,21776,乗客アプリ（目的地から）,7646,228,5,2,,2018/11/29 15:59,2018/11/29 16:05,35.448676 139.635696,横浜平和プラザホテル,35.456605 139.635327,横浜ベイホテル東急,2018/11/29 16:00,2018/11/29 16:00,2018/11/29 16:13,2018/11/29 16:13,2018/11/29 16:00,2018/11/29 16:00,0:06:20,0:12:40,,00,00,,,,,
★,-,16,2018/11/29 15:54,168-003-CAKE,21779,乗客アプリWeb（簡単予約）,7754,788,15,1,,2018/11/29 16:02,2018/11/29 16:24,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/29 16:04,2018/11/29 16:04,2018/11/29 16:15,2018/11/29 16:15,2018/11/29 16:04,2018/11/29 16:04,0:21:06,0:21:06,,00,00,,,,,
-,-,16,2018/11/29 16:00,166-401-agekke,21787,乗客アプリ（地図から）,1885,628,9,1,,2018/11/29 16:08,2018/11/29 16:18,35.443908 139.635249,イセザキ・モール,35.456605 139.635327,横浜ベイホテル東急,2018/11/29 16:10,2018/11/29 16:10,2018/11/29 16:23,2018/11/29 16:23,,2018/11/29 16:00,0:09:50,0:09:50,,00,08,,,,,
-,-,16,2018/11/29 16:03,116-149-SUN 116-150-SUN,21790,乗客アプリ（地図から）,3175,263,11,2,,2018/11/29 16:11,2018/11/29 16:17,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/29 16:12,2018/11/29 16:12,2018/11/29 16:24,2018/11/29 16:24,,2018/11/29 16:03,0:06:28,0:12:56,,00,08,,,,,
-,-,16,2018/11/29 16:03,168-000-CAKE,21792,乗客アプリWeb（地図から）,7660,7,15,1,,2018/11/29 16:10,2018/11/29 16:30,35.445783 139.642958,横浜情報文化センター,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/29 16:05,2018/11/29 16:10,2018/11/29 16:27,2018/11/29 16:38,,2018/11/29 16:03,0:19:36,0:19:36,,04,07,,,,,
-,-,16,2018/11/29 16:05,033-453-YELLOW 036-296-YELLOW,21793,まちかど端末（乗降ポイントから）,0,450,10,2,,2018/11/29 16:11,2018/11/29 16:22,35.441002 139.650809,横浜元町ショッピングストリート,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/29 16:10,2018/11/29 16:10,2018/11/29 16:26,2018/11/29 16:27,,2018/11/29 16:05,0:10:17,0:20:34,,01,06,,,,,
★,-,16,2018/11/29 16:06,028-472-GREEN,21794,まちかど端末（店舗から）,0,813,15,1,,2018/11/29 16:15,2018/11/29 16:32,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/29 16:16,2018/11/29 16:16,2018/11/29 16:41,2018/11/29 16:41,2018/11/29 16:16,2018/11/29 16:16,0:16:22,0:16:22,,00,00,,,,,
-,-,16,2018/11/29 16:06,062-904-BANANA,21795,乗客アプリ（地図から）,6535,403,13,1,,2018/11/29 16:12,2018/11/29 16:23,35.441002 139.650809,横浜元町ショッピングストリート,35.448676 139.635696,横浜平和プラザホテル,2018/11/29 16:11,2018/11/29 16:11,2018/11/29 16:22,2018/11/29 16:22,,2018/11/29 16:06,0:10:33,0:10:33,,00,05,,,,,
-,-,16,2018/11/29 16:07,035-976-YELLOW,21796,乗客アプリ（目的地から）,3162,458,8,1,,2018/11/29 16:09,2018/11/29 16:31,35.441441 139.648505,横浜中華街朱雀門,35.456605 139.635327,横浜ベイホテル東急,2018/11/29 16:10,2018/11/29 16:10,2018/11/29 16:30,2018/11/29 16:30,,2018/11/29 16:07,0:22:01,0:22:01,,00,02,,,,,
-,-,16,2018/11/29 16:08,025-161-GREEN,21797,まちかど端末（店舗から）,0,608,10,1,,2018/11/29 16:11,2018/11/29 16:14,35.441002 139.650809,横浜元町ショッピングストリート,35.441441 139.648505,横浜中華街朱雀門,2018/11/29 16:11,2018/11/29 16:11,2018/11/29 16:14,2018/11/29 16:14,,2018/11/29 16:08,0:02:42,0:02:42,,00,03,,,,,
-,-,16,2018/11/29 16:09,035-596-YELLOW 012-368-RED 012-369-RED,21798,まちかど端末（店舗から）,0,697,1,3,,2018/11/29 16:13,2018/11/29 16:19,35.452963 139.642093,横浜赤レンガ倉庫,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/29 16:11,2018/11/29 16:11,2018/11/29 16:26,2018/11/29 16:26,,2018/11/29 16:09,0:06:30,0:19:30,,01,03,,,,,
★,-,16,2018/11/29 16:11,117-067-SUN 117-066-SUN,21799,乗客アプリ（地図から）,7737,645,8,2,,2018/11/29 16:16,2018/11/29 16:32,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.456605 139.635327,横浜ベイホテル東急,2018/11/29 16:21,2018/11/29 16:21,2018/11/29 16:41,2018/11/29 16:41,2018/11/29 16:21,2018/11/29 16:21,0:16:05,0:32:10,,00,00,,,,,
-,-,16,2018/11/29 16:13,117-642-SUN,21801,まちかど端末（乗降ポイントから）,0,98,3,1,,2018/11/29 16:18,2018/11/29 16:29,35.44291 139.650404,元町・中華街駅（みなとみらい線）,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/29 16:19,2018/11/29 16:19,2018/11/29 16:40,2018/11/29 16:40,,2018/11/29 16:13,0:10:48,0:10:48,,00,04,,,,,
-,-,16,2018/11/29 16:14,166-361-agekke,21802,乗客アプリ（地図から）,5385,715,6,1,,2018/11/29 16:18,2018/11/29 16:27,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.454389 139.630904,横浜ランドマークタワー,2018/11/29 16:19,2018/11/29 16:19,2018/11/29 16:37,2018/11/29 16:37,,2018/11/29 16:14,0:09:09,0:09:09,,00,04,,,,,
-,-,16,2018/11/29 16:15,036-080-YELLOW 036-081-YELLOW,21803,まちかど端末（店舗から）,0,582,2,2,,2018/11/29 16:17,2018/11/29 16:26,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/29 16:18,2018/11/29 16:18,2018/11/29 16:35,2018/11/29 16:35,,2018/11/29 16:15,0:09:34,0:19:08,,00,02,,,,,
-,-,16,2018/11/29 16:15,167-996-CAKE,21805,乗客アプリWeb（地図から）,7732,209,7,2,,2018/11/29 16:26,2018/11/29 16:33,35.453715 139.638133,横浜ワールドポーターズ,35.443908 139.635249,イセザキ・モール,2018/11/29 16:28,2018/11/29 16:28,2018/11/29 16:42,2018/11/29 16:42,,2018/11/29 16:15,0:07:13,0:14:26,,00,10,,,,,
-,-,16,2018/11/29 16:16,166-425-agekke,21806,乗客アプリ（地図から）,5522,913,4,1,,2018/11/29 16:17,2018/11/29 16:26,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/11/29 16:22,2018/11/29 16:22,2018/11/29 16:31,2018/11/29 16:31,,2018/11/29 16:16,0:09:11,0:09:11,,00,00,,,,,
-,-,16,2018/11/29 16:17,019-578-RED,21808,乗客アプリ（地図から）,5964,32,8,1,,2018/11/29 16:20,2018/11/29 16:37,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/29 16:20,2018/11/29 16:20,2018/11/29 16:44,2018/11/29 16:44,,2018/11/29 16:17,0:17:18,0:17:18,,00,02,,,,,
-,-,16,2018/11/29 16:22,034-753-YELLOW 034-754-YELLOW,21811,乗客アプリ（目的地から）,7722,766,9,2,,2018/11/29 16:27,2018/11/29 16:34,35.456605 139.635327,横浜ベイホテル東急,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/29 16:29,2018/11/29 16:29,2018/11/29 16:43,2018/11/29 16:43,,2018/11/29 16:22,0:07:12,0:14:24,,00,04,,,,,
-,-,16,2018/11/29 16:23,036-277-YELLOW 076-067-ORANGE,21813,乗客アプリ（地図から）,3720,968,1,2,,2018/11/29 16:27,2018/11/29 16:36,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/29 16:30,2018/11/29 16:30,2018/11/29 16:40,2018/11/29 16:40,,2018/11/29 16:23,0:08:37,0:17:14,,00,04,,,,,
-,-,16,2018/11/29 16:31,167-997-CAKE,21818,乗客アプリWeb（目的地から）,59,772,3,2,,2018/11/29 16:35,2018/11/29 16:43,35.456605 139.635327,横浜ベイホテル東急,35.447541 139.644914,シルク博物館,2018/11/29 16:38,2018/11/29 16:38,2018/11/29 16:50,2018/11/29 16:50,,2018/11/29 16:31,0:07:38,0:15:16,,00,04,,,,,
-,-,16,2018/11/29 16:35,118-427-SUN 118-454-SUN,21819,まちかど端末（店舗から）,0,313,4,2,,2018/11/29 16:42,2018/11/29 16:52,35.44291 139.650404,元町・中華街駅（みなとみらい線）,35.454389 139.630904,横浜ランドマークタワー,2018/11/29 16:41,2018/11/29 16:41,2018/11/29 17:01,2018/11/29 17:01,,2018/11/29 16:35,0:09:55,0:19:50,,00,07,,,,,
-,-,16,2018/11/29 16:35,026-986-GREEN 026-985-GREEN,21820,乗客アプリ（Myルートから）,4745,447,13,2,,2018/11/29 16:38,2018/11/29 16:45,35.453715 139.638133,横浜ワールドポーターズ,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/29 16:39,2018/11/29 16:39,2018/11/29 16:56,2018/11/29 16:53,,2018/11/29 16:35,0:07:29,0:14:58,,00,02,,,,,
-,-,16,2018/11/29 16:38,076-147-ORANGE 076-146-ORANGE,21821,まちかど端末（店舗から）,0,444,7,2,,2018/11/29 16:43,2018/11/29 16:50,35.450554 139.632616,横浜桜木町ワシントンホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/29 16:43,2018/11/29 16:43,2018/11/29 16:56,2018/11/29 16:56,,2018/11/29 16:38,0:07:26,0:14:52,,00,05,,,,,
★,-,16,2018/11/29 16:38,030-486-YELLOW 030-487-YELLOW 028-511-GREEN 030-485-YELLOW,21822,まちかど端末（乗降ポイントから）,0,189,2,4,,2018/11/29 16:43,2018/11/29 16:51,35.452963 139.642093,横浜赤レンガ倉庫,35.441441 139.648505,横浜中華街朱雀門,2018/11/29 16:48,2018/11/29 16:48,2018/11/29 17:02,2018/11/29 17:02,2018/11/29 16:48,2018/11/29 16:48,0:08:07,0:32:28,,00,00,,,,,
-,-,16,2018/11/29 16:39,034-761-YELLOW 034-760-YELLOW,21824,乗客アプリ（地図から）,7730,676,1,2,,2018/11/29 16:45,2018/11/29 16:55,35.456605 139.635327,横浜ベイホテル東急,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/29 16:47,2018/11/29 16:47,2018/11/29 17:01,2018/11/29 17:01,,2018/11/29 16:39,0:10:11,0:20:22,,00,06,,,,,
-,-,16,2018/11/29 16:43,034-777-YELLOW 034-778-YELLOW,21825,乗客アプリ（簡単予約）,7724,102,15,2,,2018/11/29 16:49,2018/11/29 16:56,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/29 16:47,2018/11/29 16:47,2018/11/29 16:57,2018/11/29 16:57,,2018/11/29 16:43,0:07:18,0:14:36,,02,05,,,,,
-,-,16,2018/11/29 16:43,166-393-agekke,21826,乗客アプリ（地図から）,2306,326,8,1,,2018/11/29 16:45,2018/11/29 16:51,35.450554 139.632616,横浜桜木町ワシントンホテル,35.456605 139.635327,横浜ベイホテル東急,2018/11/29 16:46,2018/11/29 16:46,2018/11/29 16:57,2018/11/29 16:57,,2018/11/29 16:43,0:05:35,0:05:35,,00,01,,,,,
-,-,16,2018/11/29 16:49,076-137-ORANGE,21828,乗客アプリ（地図から）,2584,982,9,1,,2018/11/29 16:56,2018/11/29 17:02,35.450554 139.632616,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/29 16:58,2018/11/29 16:58,2018/11/29 17:08,2018/11/29 17:08,,2018/11/29 16:49,0:05:41,0:05:41,,00,06,,,,,
-,-,16,2018/11/29 16:50,166-385-agekke,21829,まちかど端末（乗降ポイントから）,0,271,8,1,,2018/11/29 16:58,2018/11/29 17:26,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.453715 139.638133,横浜ワールドポーターズ,2018/11/29 16:59,2018/11/29 16:59,2018/11/29 17:13,2018/11/29 17:24,,2018/11/29 16:50,0:27:17,0:27:17,,00,08,,,,,
-,-,16,2018/11/29 16:51,167-998-CAKE,21830,乗客アプリWeb（地図から）,7741,874,11,3,,2018/11/29 16:57,2018/11/29 17:00,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.456605 139.635327,横浜ベイホテル東急,2018/11/29 16:57,2018/11/29 16:57,2018/11/29 17:14,2018/11/29 17:14,,2018/11/29 16:51,0:03:37,0:10:51,,00,05,,,,,
-,-,16,2018/11/29 16:52,118-835-SUN 118-660-SUN,21831,乗客アプリ（Myルートから）,7705,92,5,2,,2018/11/29 16:53,2018/11/29 16:57,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/29 16:54,2018/11/29 16:54,2018/11/29 17:00,2018/11/29 17:00,,2018/11/29 16:52,0:03:58,0:07:56,,00,00,,,,,
★,☆,16,2018/11/29 15:22,036-079-YELLOW,21754,まちかど端末（店舗から）,0,961,2,1,2018/11/29 15:22,,,35.445857 139.647636,ホテルモントレ横浜,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/29 16:21,,2018/11/29 16:24,,2018/11/29 16:21,2018/11/29 16:21,0:00:00,0:00:00,,00,00,,,,,
★,☆,16,2018/11/29 15:52,012-526-RED,21777,乗客アプリ（目的地から）,1312,201,3,1,2018/11/29 15:52,,,35.456605 139.635327,横浜ベイホテル東急,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/29 16:02,,2018/11/29 16:08,,2018/11/29 16:02,2018/11/29 16:02,0:00:00,0:00:00,,00,00,,,,,
-,☆,16,2018/11/29 16:00,116-149-SUN 116-150-SUN,21788,乗客アプリ（地図から）,3175,912,11,2,2018/11/29 16:01,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/29 16:10,,2018/11/29 16:31,,,2018/11/29 16:00,0:00:00,0:00:00,,00,09,,,,,
-,☆,16,2018/11/29 16:02,062-904-BANANA,21789,乗客アプリ（地図から）,6535,758,10,1,2018/11/29 16:06,,,35.441002 139.650809,横浜元町ショッピングストリート,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/29 16:05,,2018/11/29 16:20,,,2018/11/29 16:02,0:00:00,0:00:00,,00,03,,,,,
-,☆,16,2018/11/29 16:03,076-777-ORANGE,21791,乗客アプリ（地図から）,6649,891,3,1,2018/11/29 16:03,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.443908 139.635249,イセザキ・モール,2018/11/29 16:11,,2018/11/29 16:17,,,2018/11/29 16:03,0:00:00,0:00:00,,00,08,,,,,
-,☆,16,2018/11/29 16:13,167-996-CAKE,21800,乗客アプリWeb（地図から）,7732,730,3,1,2018/11/29 16:13,,,35.453715 139.638133,横浜ワールドポーターズ,35.443908 139.635249,イセザキ・モール,2018/11/29 16:20,,2018/11/29 16:33,,,2018/11/29 16:13,0:00:00,0:00:00,,00,07,,,,,※300行と同一人物と思われるため一番短い待ち時間を採用
-,☆,16,2018/11/29 16:15,167-996-CAKE,21804,乗客アプリWeb（地図から）,7732,488,7,1,2018/11/29 16:15,,,35.453715 139.638133,横浜ワールドポーターズ,35.443908 139.635249,イセザキ・モール,2018/11/29 16:28,,2018/11/29 16:41,,,2018/11/29 16:15,0:00:00,0:00:00,,00,,,,,,※301行と同一人物と思われるため一番短い待ち時間を採用
-,☆,16,2018/11/29 16:16,076-144-ORANGE 076-142-ORANGE,21807,まちかど端末（店舗から）,0,509,11,2,2018/11/29 16:30,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/29 16:24,,2018/11/29 16:36,,,2018/11/29 16:16,0:00:00,0:00:00,,00,13,,,,,
-,☆,16,2018/11/29 16:19,025-534-GREEN,21809,乗客アプリ（地図から）,6191,972,9,1,2018/11/29 16:21,,,35.456605 139.635327,横浜ベイホテル東急,35.44291 139.650404,元町・中華街駅（みなとみらい線）,2018/11/29 16:28,,2018/11/29 16:44,,,2018/11/29 16:19,0:00:00,0:00:00,,00,09,,,,,
-,☆,16,2018/11/29 16:20,167-997-CAKE,21810,乗客アプリWeb（目的地から）,59,428,1,2,2018/11/29 16:20,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.447541 139.644914,シルク博物館,2018/11/29 16:27,,2018/11/29 16:39,,,2018/11/29 16:20,0:00:00,0:00:00,,00,,,,,,※同一人物と思われるため一番短い待ち時間を採用
-,☆,16,2018/11/29 16:23,026-986-GREEN 026-985-GREEN,21812,乗客アプリ（目的地から）,4745,515,13,2,2018/11/29 16:23,,,35.453715 139.638133,横浜ワールドポーターズ,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/29 16:29,,2018/11/29 16:46,,,2018/11/29 16:23,0:00:00,0:00:00,,00,06,,,,,
-,☆,16,2018/11/29 16:25,167-997-CAKE,21814,乗客アプリWeb（目的地から）,59,171,10,2,2018/11/29 16:25,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.447541 139.644914,シルク博物館,2018/11/29 16:30,,2018/11/29 16:43,,,2018/11/29 16:25,0:00:00,0:00:00,,00,,,,,,※同一人物と思われるため一番短い待ち時間を採用
-,☆,16,2018/11/29 16:28,167-997-CAKE,21816,乗客アプリWeb（目的地から）,59,61,6,2,2018/11/29 16:28,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.447541 139.644914,シルク博物館,2018/11/29 16:29,,2018/11/29 16:42,,,2018/11/29 16:28,0:00:00,0:00:00,,00,01,,,,,※同一人物と思われるため一番短い待ち時間を採用
-,☆,16,2018/11/29 16:29,167-997-CAKE,21817,乗客アプリWeb（目的地から）,59,158,6,2,2018/11/29 16:30,,,35.456605 139.635327,横浜ベイホテル東急,35.447541 139.644914,シルク博物館,2018/11/29 16:31,,2018/11/29 16:43,,,2018/11/29 16:29,0:00:00,0:00:00,,00,,,,,,※同一人物と思われるため一番短い待ち時間を採用
-,☆,16,2018/11/29 16:49,118-660-SUN,21827,乗客アプリ（目的地から）,7705,889,5,1,2018/11/29 16:52,,,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/29 16:54,,2018/11/29 16:59,,,2018/11/29 16:49,0:00:00,0:00:00,,00,05,,,,,
★,-,17,2018/11/29 16:25,009-621-BLUE,21815,乗客アプリ（地図から）,1210,743,4,1,,2018/11/29 17:20,2018/11/29 17:27,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/29 17:25,2018/11/29 17:25,2018/11/29 17:36,2018/11/29 17:36,2018/11/29 17:25,2018/11/29 17:25,0:06:19,0:06:19,745,00,00,17,12,,,
★,-,17,2018/11/29 16:38,100-738-SNOW 100-737-SNOW,21823,乗客アプリ（Myルートから）,2518,459,13,2,,2018/11/29 17:35,2018/11/29 17:41,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/11/29 17:38,2018/11/29 17:38,2018/11/29 17:51,2018/11/29 18:10,2018/11/29 17:38,2018/11/29 17:38,0:06:13,0:12:26,,00,00,,,,,
★,-,17,2018/11/29 16:55,025-919-GREEN,21832,乗客アプリ（Myルートから）,4442,244,11,1,,2018/11/29 17:57,2018/11/29 18:03,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/29 17:55,2018/11/29 18:00,2018/11/29 18:01,2018/11/29 18:07,2018/11/29 17:55,2018/11/29 17:55,0:05:51,0:05:51,,02,02,,,,,
★,-,17,2018/11/29 17:00,068-212-BANANA,21835,乗客アプリ（目的地から）,5037,294,8,1,,2018/11/29 17:10,2018/11/29 17:19,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.445783 139.642958,横浜情報文化センター,2018/11/29 17:10,2018/11/29 17:10,2018/11/29 17:23,2018/11/29 17:23,2018/11/29 17:10,2018/11/29 17:10,0:09:05,0:09:05,,00,00,,,,,
-,-,17,2018/11/29 17:01,168-002-CAKE,21836,乗客アプリ（目的地から）,5055,9,9,4,,2018/11/29 17:06,2018/11/29 17:14,35.452963 139.642093,横浜赤レンガ倉庫,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/29 17:03,2018/11/29 17:03,2018/11/29 17:16,2018/11/29 17:16,,2018/11/29 17:01,0:07:42,0:30:48,,02,05,,,,,
-,-,17,2018/11/29 17:02,104-559-SNOW,21837,乗客アプリ（地図から）,2620,632,15,1,,2018/11/29 17:08,2018/11/29 17:15,35.443908 139.635249,イセザキ・モール,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/11/29 17:08,2018/11/29 17:08,2018/11/29 17:18,2018/11/29 17:18,,2018/11/29 17:02,0:07:23,0:07:23,,00,06,,,,,
-,-,17,2018/11/29 17:02,118-662-SUN,21838,まちかど端末（店舗から）,0,599,3,1,,2018/11/29 17:09,2018/11/29 17:29,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/29 17:07,2018/11/29 17:09,2018/11/29 17:20,2018/11/29 17:30,,2018/11/29 17:02,0:19:51,0:19:51,,01,07,,,,,
-,-,17,2018/11/29 17:06,118-196-SUN,21840,まちかど端末（乗降ポイントから）,0,554,13,1,,2018/11/29 17:13,2018/11/29 17:18,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443704 139.651332,ホテルメルパルク横浜,2018/11/29 17:12,2018/11/29 17:12,2018/11/29 17:19,2018/11/29 17:19,,2018/11/29 17:06,0:04:40,0:04:40,,01,07,,,,,
-,-,17,2018/11/29 17:06,034-311-YELLOW,21841,乗客アプリ（Myルートから）,4397,497,11,1,,2018/11/29 17:13,2018/11/29 17:17,35.454389 139.630904,横浜ランドマークタワー,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/29 17:13,2018/11/29 17:13,2018/11/29 17:22,2018/11/29 17:22,,2018/11/29 17:06,0:04:45,0:04:45,,00,06,,,,,
-,-,17,2018/11/29 17:08,035-597-YELLOW 035-598-YELLOW,21843,まちかど端末（店舗から）,0,424,2,2,,2018/11/29 17:10,2018/11/29 17:18,35.452963 139.642093,横浜赤レンガ倉庫,35.443908 139.635249,イセザキ・モール,2018/11/29 17:09,2018/11/29 17:09,2018/11/29 17:22,2018/11/29 17:22,,2018/11/29 17:08,0:07:56,0:15:52,,00,01,,,,,
★,-,17,2018/11/29 17:09,167-991-CAKE,21844,乗客アプリWeb（目的地から）,7627,18,5,3,,2018/11/29 17:16,2018/11/29 17:26,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.443908 139.635249,イセザキ・モール,2018/11/29 17:19,2018/11/29 17:19,2018/11/29 17:36,2018/11/29 17:36,2018/11/29 17:19,2018/11/29 17:19,0:10:30,0:31:30,,00,00,,,,,
-,-,17,2018/11/29 17:11,036-565-YELLOW,21845,まちかど端末（乗降ポイントから）,0,54,7,1,,2018/11/29 17:14,2018/11/29 17:20,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.445783 139.642958,横浜情報文化センター,2018/11/29 17:13,2018/11/29 17:13,2018/11/29 17:22,2018/11/29 17:22,,2018/11/29 17:11,0:05:51,0:05:51,,00,03,,,,,
-,-,17,2018/11/29 17:11,017-655-RED,21846,まちかど端末（乗降ポイントから）,0,817,6,1,,2018/11/29 17:17,2018/11/29 17:25,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/29 17:14,2018/11/29 17:16,2018/11/29 17:26,2018/11/29 17:30,,2018/11/29 17:11,0:07:29,0:07:29,,03,06,,,,,
-,-,17,2018/11/29 17:11,036-082-YELLOW,21847,まちかど端末（乗降ポイントから）,0,142,10,1,,2018/11/29 17:14,2018/11/29 17:23,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/29 17:15,2018/11/29 17:15,2018/11/29 17:30,2018/11/29 17:30,,2018/11/29 17:11,0:08:37,0:08:37,,00,03,,,,,
-,-,17,2018/11/29 17:11,026-986-GREEN 026-985-GREEN,21848,乗客アプリ（目的地から）,4745,470,9,2,,2018/11/29 17:19,2018/11/29 17:30,35.441002 139.650809,横浜元町ショッピングストリート,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/29 17:19,2018/11/29 17:19,2018/11/29 17:36,2018/11/29 17:36,,2018/11/29 17:11,0:10:27,0:20:54,,00,08,,,,,
★,-,17,2018/11/29 17:11,168-004-CAKE,21849,乗客アプリWeb（地図から）,7758,270,3,1,,2018/11/29 17:17,2018/11/29 17:25,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/29 17:20,2018/11/29 17:20,2018/11/29 17:28,2018/11/29 17:28,2018/11/29 17:20,2018/11/29 17:20,0:08:43,0:08:43,,00,00,,,,,
-,-,17,2018/11/29 17:14,036-080-YELLOW 036-081-YELLOW,21850,まちかど端末（店舗から）,0,895,6,2,,2018/11/29 17:18,2018/11/29 17:39,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.454389 139.630904,横浜ランドマークタワー,2018/11/29 17:17,2018/11/29 17:17,2018/11/29 17:39,2018/11/29 17:39,,2018/11/29 17:14,0:21:52,0:43:44,,00,03,,,,,
