,,,日時,,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,計算用ダミー,
-,-,11,2018/11/29 11:18,116-132-SUN 116-127-SUN,21575,乗客アプリ（地図から）,7715,586,9,2,,2018/11/29 11:23,2018/11/29 11:38,35.450554 139.632616,横浜桜木町ワシントンホテル,35.453715 139.638133,横浜ワールドポーターズ,2018/11/29 11:23,2018/11/29 11:24,2018/11/29 11:31,2018/11/29 11:40,,2018/11/29 11:18,0:14:16,0:28:32,,00,05,,,,,
★,-,11,2018/11/29 11:22,007-359-BLUE,21577,乗客アプリ（Myルートから）,6060,262,9,1,,2018/11/29 11:33,2018/11/29 11:37,35.450554 139.632616,横浜桜木町ワシントンホテル,35.453715 139.638133,横浜ワールドポーターズ,2018/11/29 11:32,2018/11/29 11:32,2018/11/29 11:39,2018/11/29 11:39,2018/11/29 11:32,2018/11/29 11:32,0:04:46,0:04:46,,01,01,,,,,
★,-,11,2018/11/29 11:23,109-272-SNOW,21578,乗客アプリ（地図から）,1756,289,10,1,,2018/11/29 11:33,2018/11/29 11:37,35.441002 139.650809,横浜元町ショッピングストリート,35.445783 139.642958,横浜情報文化センター,2018/11/29 11:33,2018/11/29 11:33,2018/11/29 11:39,2018/11/29 11:39,2018/11/29 11:33,2018/11/29 11:33,0:04:36,0:04:36,,00,00,,,,,
-,-,11,2018/11/29 11:26,021-061-GREEN 024-033-GREEN,21583,乗客アプリ（地図から）,7716,990,4,2,,2018/11/29 11:33,2018/11/29 11:39,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/29 11:31,2018/11/29 11:31,2018/11/29 11:38,2018/11/29 11:38,,2018/11/29 11:26,0:06:35,0:13:10,,02,06,,,,,
-,-,11,2018/11/29 11:27,076-049-ORANGE 065-485-BANANA,21584,乗客アプリ（目的地から）,7717,349,8,2,,2018/11/29 11:36,2018/11/29 11:48,35.45435 139.631762,横浜ロイヤルパークホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/29 11:30,2018/11/29 11:34,2018/11/29 11:43,2018/11/29 11:49,,2018/11/29 11:27,0:11:45,0:23:30,,05,08,,,,,
-,-,11,2018/11/29 11:29,033-787-YELLOW 072-451-ORANGE 016-872-RED,21585,まちかど端末（店舗から）,0,191,7,3,,2018/11/29 11:39,2018/11/29 11:49,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.456605 139.635327,横浜ベイホテル東急,2018/11/29 11:36,2018/11/29 11:36,2018/11/29 11:54,2018/11/29 11:54,,2018/11/29 11:29,0:10:05,0:30:15,,03,09,,,,,
-,-,11,2018/11/29 11:31,116-121-SUN 116-120-SUN,21586,まちかど端末（乗降ポイントから）,0,951,13,2,,2018/11/29 11:38,2018/11/29 11:48,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/29 11:38,2018/11/29 11:38,2018/11/29 11:49,2018/11/29 11:49,,2018/11/29 11:31,0:10:09,0:20:18,,00,07,,,,,
★,-,11,2018/11/29 11:32,033-296-YELLOW 033-297-YELLOW,21587,まちかど端末（店舗から）,0,760,15,2,,2018/11/29 11:35,2018/11/29 11:40,35.452963 139.642093,横浜赤レンガ倉庫,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/29 11:42,2018/11/29 11:42,2018/11/29 11:50,2018/11/29 11:50,2018/11/29 11:42,2018/11/29 11:42,0:05:29,0:10:58,,00,00,,,,,
★,-,11,2018/11/29 11:34,024-369-GREEN,21588,乗客アプリ（簡単予約）,2979,252,9,1,,2018/11/29 11:45,2018/11/29 11:54,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.454389 139.630904,横浜ランドマークタワー,2018/11/29 11:44,2018/11/29 11:44,2018/11/29 11:50,2018/11/29 11:57,2018/11/29 11:44,2018/11/29 11:44,0:09:27,0:09:27,,00,00,,,,,
-,-,11,2018/11/29 11:34,036-151-YELLOW,21589,まちかど端末（乗降ポイントから）,0,878,8,1,,2018/11/29 11:39,2018/11/29 11:45,35.450554 139.632616,横浜桜木町ワシントンホテル,35.445783 139.642958,横浜情報文化センター,2018/11/29 11:39,2018/11/29 11:39,2018/11/29 11:46,2018/11/29 11:46,,2018/11/29 11:34,0:05:53,0:05:53,,00,04,,,,,
-,-,11,2018/11/29 11:36,076-473-ORANGE,21590,まちかど端末（乗降ポイントから）,0,631,11,1,,2018/11/29 11:43,2018/11/29 11:48,35.450554 139.632616,横浜桜木町ワシントンホテル,35.453715 139.638133,横浜ワールドポーターズ,2018/11/29 11:44,2018/11/29 11:44,2018/11/29 11:51,2018/11/29 11:51,,2018/11/29 11:36,0:04:59,0:04:59,,00,06,,,,,
-,-,11,2018/11/29 11:39,031-001-YELLOW 031-002-YELLOW 031-036-YELLOW 031-000-YELLOW 031-285-YELLOW,21591,乗客アプリ（地図から）,6745,361,10,5,,2018/11/29 11:51,2018/11/29 12:00,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/29 11:51,2018/11/29 11:51,2018/11/29 12:09,2018/11/29 12:09,,2018/11/29 11:39,0:09:47,0:48:55,,00,11,,,,,
★,-,11,2018/11/29 11:40,076-865-ORANGE 076-432-ORANGE,21592,乗客アプリ（目的地から）,7699,801,9,2,,2018/11/29 11:49,2018/11/29 12:24,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/29 11:50,2018/11/29 11:50,2018/11/29 12:08,2018/11/29 12:08,2018/11/29 11:50,2018/11/29 11:50,0:34:42,1:09:24,,00,00,,,,,
-,-,11,2018/11/29 11:44,034-769-YELLOW 034-768-YELLOW,21593,まちかど端末（乗降ポイントから）,0,282,5,2,,2018/11/29 11:46,2018/11/29 11:51,35.452963 139.642093,横浜赤レンガ倉庫,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/29 11:47,2018/11/29 11:47,2018/11/29 11:56,2018/11/29 11:56,,2018/11/29 11:44,0:04:44,0:09:28,,00,02,,,,,
-,-,11,2018/11/29 11:46,116-142-SUN 116-143-SUN,21594,乗客アプリ（目的地から）,6339,745,6,2,,2018/11/29 11:50,2018/11/29 11:53,35.450554 139.632616,横浜桜木町ワシントンホテル,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/11/29 11:50,2018/11/29 11:50,2018/11/29 11:56,2018/11/29 11:56,,2018/11/29 11:46,0:03:43,0:07:26,,00,03,,,,,
-,-,11,2018/11/29 11:47,112-191-SUN,21595,まちかど端末（乗降ポイントから）,0,365,15,1,,2018/11/29 11:50,2018/11/29 11:59,35.448676 139.635696,横浜平和プラザホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/29 11:51,2018/11/29 11:51,2018/11/29 11:58,2018/11/29 11:58,,2018/11/29 11:47,0:08:24,0:08:24,,00,03,,,,,
-,-,11,2018/11/29 11:47,030-335-YELLOW 033-913-YELLOW 010-741-RED,21596,まちかど端末（店舗から）,0,619,11,3,,2018/11/29 11:53,2018/11/29 12:10,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/29 11:56,2018/11/29 11:56,2018/11/29 12:11,2018/11/29 12:09,,2018/11/29 11:47,0:17:13,0:51:39,,00,05,,,,,
-,-,11,2018/11/29 11:49,116-147-SUN 116-146-SUN,21597,乗客アプリ（目的地から）,7591,777,13,2,,2018/11/29 11:53,2018/11/29 11:59,35.450554 139.632616,横浜桜木町ワシントンホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/29 11:51,2018/11/29 11:52,2018/11/29 12:01,2018/11/29 12:03,,2018/11/29 11:49,0:06:46,0:13:32,,02,03,,,,,
-,-,11,2018/11/29 11:50,115-557-SUN,21598,乗客アプリ（簡単予約）,4047,23,7,1,,2018/11/29 11:56,2018/11/29 12:05,35.450554 139.632616,横浜桜木町ワシントンホテル,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/29 11:57,2018/11/29 11:57,2018/11/29 12:07,2018/11/29 12:07,,2018/11/29 11:50,0:08:57,0:08:57,,00,06,,,,,
-,-,11,2018/11/29 11:50,076-434-ORANGE 070-657-ORANGE,21599,まちかど端末（店舗から）,0,558,8,2,,2018/11/29 11:56,2018/11/29 12:04,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/29 11:59,2018/11/29 11:59,2018/11/29 12:12,2018/11/29 12:12,,2018/11/29 11:50,0:07:27,0:14:54,,00,05,,,,,
-,-,11,2018/11/29 11:52,034-750-YELLOW 034-749-YELLOW,21600,まちかど端末（乗降ポイントから）,0,782,13,2,,2018/11/29 12:13,2018/11/29 12:21,35.452963 139.642093,横浜赤レンガ倉庫,35.441441 139.648505,横浜中華街朱雀門,2018/11/29 12:13,2018/11/29 12:13,2018/11/29 12:23,2018/11/29 12:26,,2018/11/29 11:52,0:07:53,0:15:46,,00,21,,,,,
-,-,11,2018/11/29 11:53,033-926-YELLOW,21601,乗客アプリ（地図から）,2137,967,11,1,,2018/11/29 12:00,2018/11/29 12:12,35.454389 139.630904,横浜ランドマークタワー,35.441441 139.648505,横浜中華街朱雀門,2018/11/29 11:56,2018/11/29 12:00,2018/11/29 12:11,2018/11/29 12:14,,2018/11/29 11:53,0:11:20,0:11:20,,03,06,,,,,
-,-,11,2018/11/29 11:56,141-126-STAR 054-428-STRAWBERRY,21603,乗客アプリ（地図から）,1158,260,9,2,,2018/11/29 12:13,2018/11/29 12:25,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.441441 139.648505,横浜中華街朱雀門,2018/11/29 12:04,2018/11/29 12:04,2018/11/29 12:20,2018/11/29 12:20,,2018/11/29 11:56,0:12:38,0:25:16,,08,16,,,,,
-,-,11,2018/11/29 11:58,167-991-CAKE,21604,乗客アプリWeb（地図から）,7714,129,10,1,,2018/11/29 12:05,2018/11/29 12:16,35.447541 139.644914,シルク博物館,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/29 12:07,2018/11/29 12:07,2018/11/29 12:17,2018/11/29 12:17,,2018/11/29 11:58,0:10:38,0:10:38,,00,06,,,,,
★,☆,11,2018/11/29 10:13,167-984-CAKE,21537,乗客アプリWeb（簡単予約）,7702,59,15,4,2018/11/29 10:14,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.454389 139.630904,横浜ランドマークタワー,2018/11/29 11:13,,2018/11/29 11:30,,2018/11/29 11:13,2018/11/29 11:13,0:00:00,0:00:00,,00,00,,,,,
★,☆,11,2018/11/29 10:41,167-986-CAKE,21556,乗客アプリWeb（簡単予約）,7707,118,13,4,2018/11/29 10:43,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/29 11:41,,2018/11/29 11:49,,2018/11/29 11:41,2018/11/29 11:41,0:00:00,0:00:00,,00,00,,,,,
★,☆,11,2018/11/29 11:19,007-359-BLUE,21576,乗客アプリ（地図から）,6060,98,9,1,2018/11/29 11:20,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.453715 139.638133,横浜ワールドポーターズ,2018/11/29 11:29,,2018/11/29 11:36,,2018/11/29 11:29,2018/11/29 11:29,0:00:00,0:00:00,,00,00,,,,,
-,☆,11,2018/11/29 11:24,021-061-GREEN 024-033-GREEN,21580,乗客アプリ（目的地から）,7716,442,4,2,2018/11/29 11:25,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/29 11:31,,2018/11/29 11:39,,,2018/11/29 11:24,0:00:00,0:00:00,,00,,,,,,※81行と同一人物と思われるため一番短い待ち時間を採用
-,☆,11,2018/11/29 11:26,021-061-GREEN,21581,乗客アプリ（目的地から）,7716,647,4,1,2018/11/29 11:26,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/29 11:30,,2018/11/29 11:36,,,2018/11/29 11:26,0:00:00,0:00:00,,00,04,,,,,※80行と同一人物と思われるため一番短い待ち時間を採用
-,☆,11,2018/11/29 11:26,065-485-BANANA,21582,乗客アプリ（目的地から）,7717,354,8,1,2018/11/29 11:26,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/29 11:29,,2018/11/29 11:40,,,2018/11/29 11:26,0:00:00,0:00:00,,00,03,,,,,
-,☆,11,2018/11/29 11:55,075-853-ORANGE 075-854-ORANGE 075-852-ORANGE,21602,まちかど端末（店舗から）,0,178,11,3,2018/11/29 11:56,,,35.456605 139.635327,横浜ベイホテル東急,35.443659 139.650847,横浜マリンタワー,2018/11/29 12:30,,2018/11/29 12:44,,,2018/11/29 11:55,0:00:00,0:00:00,,00,34,,,,,
★,-,12,2018/11/29 12:03,166-502-agekke,21605,乗客アプリ（地図から）,2171,739,2,1,,2018/11/29 12:11,2018/11/29 12:17,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.443704 139.651332,ホテルメルパルク横浜,2018/11/29 12:13,2018/11/29 12:13,2018/11/29 12:21,2018/11/29 12:21,2018/11/29 12:13,2018/11/29 12:13,0:06:40,0:06:40,377,00,00,08,05,,,
-,-,12,2018/11/29 12:04,057-526-STRAWBERRY,21606,乗客アプリ（地図から）,2129,883,1,1,,2018/11/29 12:09,2018/11/29 12:15,35.447546 139.64358,横浜開港資料館,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/29 12:15,2018/11/29 12:15,2018/11/29 12:24,2018/11/29 12:24,,2018/11/29 12:04,0:05:27,0:05:27,,00,05,,,,,
-,-,12,2018/11/29 12:04,033-296-YELLOW 033-297-YELLOW,21607,まちかど端末（店舗から）,0,981,11,2,,2018/11/29 12:19,2018/11/29 12:25,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/29 12:24,2018/11/29 12:24,2018/11/29 12:38,2018/11/29 12:38,,2018/11/29 12:04,0:05:29,0:10:58,,00,15,,,,,
-,-,12,2018/11/29 12:08,035-976-YELLOW,21610,乗客アプリ（目的地から）,3162,106,2,1,,2018/11/29 12:28,2018/11/29 12:41,35.450554 139.632616,横浜桜木町ワシントンホテル,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/29 12:34,2018/11/29 12:34,2018/11/29 12:46,2018/11/29 12:53,,2018/11/29 12:08,0:13:48,0:13:48,,00,19,,,,,
-,-,12,2018/11/29 12:08,167-991-CAKE,21611,乗客アプリWeb（目的地から）,7627,668,10,1,,2018/11/29 12:12,2018/11/29 12:25,35.448676 139.635696,横浜平和プラザホテル,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/29 12:11,2018/11/29 12:11,2018/11/29 12:28,2018/11/29 12:28,,2018/11/29 12:08,0:12:46,0:12:46,,01,04,,,,,
★,-,12,2018/11/29 12:14,021-061-GREEN 024-033-GREEN,21614,乗客アプリ（地図から）,7716,595,1,2,,2018/11/29 12:22,2018/11/29 12:29,35.450554 139.632616,横浜桜木町ワシントンホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/29 12:24,2018/11/29 12:24,2018/11/29 12:35,2018/11/29 12:35,2018/11/29 12:24,2018/11/29 12:24,0:07:26,0:14:52,,00,00,,,,,
-,-,12,2018/11/29 12:20,034-743-YELLOW 034-742-YELLOW,21618,まちかど端末（店舗から）,0,335,13,2,,2018/11/29 12:24,2018/11/29 12:29,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/29 12:26,2018/11/29 12:26,2018/11/29 12:34,2018/11/29 12:31,,2018/11/29 12:20,0:05:35,0:11:10,,00,03,,,,,
★,-,12,2018/11/29 12:21,033-912-YELLOW 033-328-YELLOW 033-327-YELLOW 033-326-YELLOW 033-329-YELLOW,21619,まちかど端末（乗降ポイントから）,0,181,2,5,,2018/11/29 12:36,2018/11/29 12:48,35.456605 139.635327,横浜ベイホテル東急,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/29 12:44,2018/11/29 12:44,2018/11/29 13:00,2018/11/29 13:00,2018/11/29 12:30,2018/11/29 12:30,0:11:36,0:58:00,,00,06,,,,,
-,-,12,2018/11/29 12:23,072-453-ORANGE 075-864-ORANGE,21620,まちかど端末（店舗から）,0,612,1,2,,2018/11/29 12:35,2018/11/29 12:45,35.456605 139.635327,横浜ベイホテル東急,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/29 12:40,2018/11/29 12:40,2018/11/29 12:55,2018/11/29 12:55,,2018/11/29 12:23,0:10:07,0:20:14,,00,12,,,,,
-,-,12,2018/11/29 12:24,076-720-ORANGE,21621,まちかど端末（店舗から）,0,240,13,1,,2018/11/29 12:31,2018/11/29 12:38,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/29 12:35,2018/11/29 12:35,2018/11/29 12:42,2018/11/29 12:42,,2018/11/29 12:24,0:06:52,0:06:52,,00,07,,,,,
-,-,12,2018/11/29 12:28,167-994-CAKE,21625,乗客アプリWeb（地図から）,7726,107,3,1,,2018/11/29 12:33,2018/11/29 12:39,35.450554 139.632616,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/29 12:38,2018/11/29 12:38,2018/11/29 12:59,2018/11/29 12:59,,2018/11/29 12:28,0:05:29,0:05:29,,00,05,,,,,
★,-,12,2018/11/29 12:28,118-835-SUN 118-660-SUN,21626,乗客アプリ（目的地から）,7705,382,4,2,,2018/11/29 12:36,2018/11/29 12:50,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/29 12:38,2018/11/29 12:38,2018/11/29 13:05,2018/11/29 13:06,2018/11/29 12:38,2018/11/29 12:38,0:13:52,0:27:44,,00,00,,,,,
-,-,12,2018/11/29 12:29,061-222-BANANA,21627,乗客アプリ（地図から）,6020,439,4,1,,2018/11/29 12:30,2018/11/29 12:45,35.445783 139.642958,横浜情報文化センター,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/29 12:32,2018/11/29 12:32,2018/11/29 12:57,2018/11/29 12:57,,2018/11/29 12:29,0:14:29,0:14:29,,00,01,,,,,
-,-,12,2018/11/29 12:29,109-272-SNOW,21628,乗客アプリ（地図から）,1756,641,11,1,,2018/11/29 12:37,2018/11/29 12:38,35.445783 139.642958,横浜情報文化センター,35.441441 139.648505,横浜中華街朱雀門,2018/11/29 12:37,2018/11/29 12:37,2018/11/29 12:42,2018/11/29 12:42,,2018/11/29 12:29,0:00:14,0:00:14,,00,08,,,,,
-,-,12,2018/11/29 12:32,020-254-GREEN 020-256-GREEN 020-255-GREEN,21630,乗客アプリ（Myルートから）,4719,657,15,3,,2018/11/29 12:36,2018/11/29 12:45,35.445783 139.642958,横浜情報文化センター,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/29 12:37,2018/11/29 12:37,2018/11/29 12:56,2018/11/29 12:56,,2018/11/29 12:32,0:08:28,0:25:24,,00,04,,,,,
-,-,12,2018/11/29 12:34,034-753-YELLOW 034-754-YELLOW,21631,乗客アプリ（目的地から）,7722,146,5,2,,2018/11/29 12:36,2018/11/29 12:41,35.452963 139.642093,横浜赤レンガ倉庫,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/29 12:36,2018/11/29 12:36,2018/11/29 12:46,2018/11/29 12:46,,2018/11/29 12:34,0:04:53,0:09:46,,00,02,,,,,
-,-,12,2018/11/29 12:35,076-473-ORANGE,21632,まちかど端末（乗降ポイントから）,0,292,6,1,,2018/11/29 12:39,2018/11/29 12:41,35.453715 139.638133,横浜ワールドポーターズ,35.456605 139.635327,横浜ベイホテル東急,2018/11/29 12:39,2018/11/29 12:39,2018/11/29 12:51,2018/11/29 12:51,,2018/11/29 12:35,0:01:47,0:01:47,,00,03,,,,,
-,-,12,2018/11/29 12:47,026-363-GREEN 026-364-GREEN,21634,乗客アプリ（地図から）,6674,296,1,2,,2018/11/29 12:55,2018/11/29 13:04,35.443908 139.635249,イセザキ・モール,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/29 12:55,2018/11/29 12:55,2018/11/29 13:10,2018/11/29 13:10,,2018/11/29 12:47,0:08:48,0:17:36,,00,08,,,,,
-,-,12,2018/11/29 12:47,027-083-GREEN,21635,まちかど端末（乗降ポイントから）,0,409,2,1,,2018/11/29 12:49,2018/11/29 12:59,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/29 12:50,2018/11/29 12:50,2018/11/29 13:07,2018/11/29 13:07,,2018/11/29 12:47,0:09:40,0:09:40,,00,01,,,,,
★,-,12,2018/11/29 12:48,034-126-YELLOW,21636,乗客アプリ（Myルートから）,2215,505,5,1,,2018/11/29 12:58,2018/11/29 13:02,35.450554 139.632616,横浜桜木町ワシントンホテル,35.453715 139.638133,横浜ワールドポーターズ,2018/11/29 12:58,2018/11/29 12:58,2018/11/29 13:06,2018/11/29 13:06,2018/11/29 12:58,2018/11/29 12:58,0:03:52,0:03:52,,00,00,,,,,
-,-,12,2018/11/29 12:49,033-712-YELLOW,21637,乗客アプリ（地図から）,6079,527,3,1,,2018/11/29 12:52,2018/11/29 12:59,35.453715 139.638133,横浜ワールドポーターズ,35.454389 139.630904,横浜ランドマークタワー,2018/11/29 12:52,2018/11/29 12:52,2018/11/29 13:02,2018/11/29 13:02,,2018/11/29 12:49,0:07:23,0:07:23,,00,02,,,,,
-,-,12,2018/11/29 12:50,017-655-RED,21638,まちかど端末（乗降ポイントから）,0,543,6,1,,2018/11/29 12:57,2018/11/29 13:08,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443704 139.651332,ホテルメルパルク横浜,2018/11/29 12:56,2018/11/29 12:56,2018/11/29 13:14,2018/11/29 13:14,,2018/11/29 12:50,0:11:26,0:11:26,,01,06,,,,,
-,-,12,2018/11/29 12:51,030-335-YELLOW 033-913-YELLOW 010-741-RED,21640,乗客アプリ（地図から）,2438,904,7,3,,2018/11/29 13:00,2018/11/29 13:10,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/29 13:01,2018/11/29 13:01,2018/11/29 13:21,2018/11/29 13:21,,2018/11/29 12:51,0:09:51,0:29:33,,00,08,,,,,
-,-,12,2018/11/29 12:52,034-777-YELLOW 034-778-YELLOW,21641,乗客アプリ（簡単予約）,7724,244,4,2,,2018/11/29 12:56,2018/11/29 13:01,35.452963 139.642093,横浜赤レンガ倉庫,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/29 12:56,2018/11/29 12:56,2018/11/29 13:06,2018/11/29 13:06,,2018/11/29 12:52,0:05:36,0:11:12,,00,04,,,,,
-,-,12,2018/11/29 12:52,022-336-GREEN 022-337-GREEN,21642,乗客アプリ（目的地から）,4860,764,15,2,,2018/11/29 12:57,2018/11/29 13:01,35.452963 139.642093,横浜赤レンガ倉庫,35.456605 139.635327,横浜ベイホテル東急,2018/11/29 12:56,2018/11/29 12:56,2018/11/29 13:12,2018/11/29 13:12,,2018/11/29 12:52,0:03:49,0:07:38,,00,04,,,,,
-,-,12,2018/11/29 12:54,019-356-RED,21643,乗客アプリ（地図から）,1478,532,8,1,,2018/11/29 13:02,2018/11/29 13:09,35.448801 139.636702,ホテルルートイン横浜馬車道,35.453715 139.638133,横浜ワールドポーターズ,2018/11/29 13:01,2018/11/29 13:01,2018/11/29 13:08,2018/11/29 13:08,,2018/11/29 12:54,0:07:35,0:07:35,,00,07,,,,,
-,-,12,2018/11/29 12:55,034-734-YELLOW 034-735-YELLOW,21644,まちかど端末（店舗から）,0,703,2,2,,2018/11/29 13:02,2018/11/29 13:11,35.445857 139.647636,ホテルモントレ横浜,35.453715 139.638133,横浜ワールドポーターズ,2018/11/29 13:04,2018/11/29 13:04,2018/11/29 13:16,2018/11/29 13:16,,2018/11/29 12:55,0:09:41,0:19:22,,00,06,,,,,
-,-,12,2018/11/29 12:59,166-385-agekke,21646,まちかど端末（店舗から）,0,740,3,1,,2018/11/29 13:10,2018/11/29 13:17,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/29 13:06,2018/11/29 13:06,2018/11/29 13:17,2018/11/29 13:17,,2018/11/29 12:59,0:06:37,0:06:37,,03,10,,,,,
★,☆,12,2018/11/29 11:24,068-312-BANANA 061-222-BANANA 061-221-BANANA,21579,乗客アプリ（地図から）,6020,399,3,3,2018/11/29 12:26,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/29 12:24,,2018/11/29 12:40,,2018/11/29 12:24,2018/11/29 12:24,0:00:00,0:00:00,,00,02,,,,,
-,☆,12,2018/11/29 12:06,033-341-YELLOW 033-538-YELLOW 033-532-YELLOW 026-826-GREEN,21608,乗客アプリ（地図から）,3790,979,1,4,2018/11/29 12:06,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/29 12:33,,2018/11/29 12:53,,,2018/11/29 12:06,0:00:00,0:00:00,,00,26,,,,,
-,☆,12,2018/11/29 12:07,076-240-ORANGE,21609,乗客アプリ（地図から）,2905,688,1,1,2018/11/29 12:15,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.443908 139.635249,イセザキ・モール,2018/11/29 12:31,,2018/11/29 12:42,,,2018/11/29 12:07,0:00:00,0:00:00,,00,23,,,,,
-,☆,12,2018/11/29 12:11,036-436-YELLOW,21612,乗客アプリ（目的地から）,6493,555,13,1,2018/11/29 12:11,,,35.447541 139.644914,シルク博物館,35.443908 139.635249,イセザキ・モール,2018/11/29 12:19,,2018/11/29 12:35,,,2018/11/29 12:11,0:00:00,0:00:00,,00,08,,,,,
★,☆,12,2018/11/29 12:13,033-912-YELLOW 033-328-YELLOW 033-327-YELLOW 033-326-YELLOW 033-329-YELLOW,21613,まちかど端末（乗降ポイントから）,0,473,2,5,2018/11/29 12:14,,,35.456605 139.635327,横浜ベイホテル東急,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/29 12:44,,2018/11/29 13:00,,2018/11/29 12:23,2018/11/29 12:23,0:00:00,0:00:00,,00,21,,,,,※117行と同一人物と思われるため一番短い待ち時間を採用
-,☆,12,2018/11/29 12:15,033-328-YELLOW 033-912-YELLOW 033-326-YELLOW 033-327-YELLOW 033-329-YELLOW,21615,まちかど端末（乗降ポイントから）,0,255,2,5,2018/11/29 12:16,,,35.456605 139.635327,横浜ベイホテル東急,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/29 12:44,,2018/11/29 13:00,,,2018/11/29 12:15,0:00:00,0:00:00,,00,,,,,,※116行と同一人物と思われるため一番短い待ち時間を採用
