,,,日時,,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,計算用ダミー,,
-,-,16,2018/11/22 16:02,018-279-RED 024-389-GREEN,17826,乗客アプリ（地図から）,2002,841,13,2,,2018/11/22 16:07,2018/11/22 16:20,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/22 16:06,2018/11/22 16:06,2018/11/22 16:27,2018/11/22 16:27,,2018/11/22 16:02,0:12:44,0:25:28,,00,04,,,,,,
-,-,16,2018/11/22 16:03,065-690-BANANA 065-691-BANANA,17827,乗客アプリ（目的地から）,4746,889,9,2,,2018/11/22 16:09,2018/11/22 16:26,35.441002 139.650809,横浜元町ショッピングストリート,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/22 16:05,2018/11/22 16:05,2018/11/22 16:21,2018/11/22 16:21,,2018/11/22 16:03,0:16:13,0:32:26,,04,05,,,,,,
-,-,16,2018/11/22 16:06,166-484-agekke,17829,乗客アプリ（目的地から）,3162,859,11,1,,2018/11/22 16:08,2018/11/22 16:15,35.453715 139.638133,横浜ワールドポーターズ,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/22 16:09,2018/11/22 16:09,2018/11/22 16:22,2018/11/22 16:22,,2018/11/22 16:06,0:07:04,0:07:04,,00,01,,,,,,
-,-,16,2018/11/22 16:06,073-663-ORANGE,17830,乗客アプリ（地図から）,4409,697,1,1,,2018/11/22 16:17,2018/11/22 16:28,35.443908 139.635249,イセザキ・モール,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/22 16:10,2018/11/22 16:10,2018/11/22 16:22,2018/11/22 16:22,,2018/11/22 16:06,0:10:20,0:10:20,,07,11,,,,,,
-,-,16,2018/11/22 16:09,102-810-SNOW,17831,まちかど端末（店舗から）,0,255,2,1,,2018/11/22 16:18,2018/11/22 16:30,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/22 16:17,2018/11/22 16:17,2018/11/22 16:30,2018/11/22 16:33,,2018/11/22 16:09,0:11:26,0:11:26,,01,09,,,,,,
-,-,16,2018/11/22 16:12,023-324-GREEN,17832,乗客アプリ（目的地から）,4256,780,11,1,,2018/11/22 16:21,2018/11/22 16:25,35.44291 139.650404,元町・中華街駅（みなとみらい線）,35.453715 139.638133,横浜ワールドポーターズ,2018/11/22 16:23,2018/11/22 16:23,2018/11/22 16:36,2018/11/22 16:36,,2018/11/22 16:12,0:04:36,0:04:36,,00,08,,,,,,
-,-,16,2018/11/22 16:12,019-065-RED 065-841-BANANA 065-842-BANANA 065-843-BANANA,17833,乗客アプリ（目的地から）,7004,381,15,4,,2018/11/22 16:17,2018/11/22 16:22,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.454389 139.630904,横浜ランドマークタワー,2018/11/22 16:16,2018/11/22 16:16,2018/11/22 16:28,2018/11/22 16:28,,2018/11/22 16:12,0:04:51,0:19:24,,00,04,,,,,,
-,-,16,2018/11/22 16:13,065-695-BANANA 065-696-BANANA 065-694-BANANA,17834,まちかど端末（乗降ポイントから）,0,605,3,3,,2018/11/22 16:16,2018/11/22 16:22,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/22 16:19,2018/11/22 16:19,2018/11/22 16:32,2018/11/22 16:32,,2018/11/22 16:13,0:05:40,0:17:00,,00,03,,,,,,
★,-,16,2018/11/22 16:13,117-286-SUN,17835,乗客アプリ（地図から）,4073,920,2,1,,2018/11/22 16:22,2018/11/22 16:30,35.447546 139.64358,横浜開港資料館,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/22 16:23,2018/11/22 16:23,2018/11/22 16:32,2018/11/22 16:32,2018/11/22 16:23,2018/11/22 16:23,0:07:25,0:07:25,,00,00,,,,,,
-,-,16,2018/11/22 16:14,026-652-GREEN,17836,まちかど端末（店舗から）,0,595,6,1,,2018/11/22 16:18,2018/11/22 16:25,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.443908 139.635249,イセザキ・モール,2018/11/22 16:21,2018/11/22 16:21,2018/11/22 16:32,2018/11/22 16:32,,2018/11/22 16:14,0:06:18,0:06:18,,00,04,,,,,,
-,-,16,2018/11/22 16:19,027-293-GREEN 116-297-SUN 117-411-SUN 117-410-SUN,17840,乗客アプリ（地図から）,6753,365,10,4,,2018/11/22 16:26,2018/11/22 16:33,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443908 139.635249,イセザキ・モール,2018/11/22 16:28,2018/11/22 16:28,2018/11/22 16:40,2018/11/22 16:40,,2018/11/22 16:19,0:06:52,0:27:28,,00,06,,,,,,
★,-,16,2018/11/22 16:22,020-724-GREEN,17841,乗客アプリ（地図から）,6661,638,6,1,,2018/11/22 16:28,2018/11/22 16:57,35.443908 139.635249,イセザキ・モール,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/22 16:32,2018/11/22 16:32,2018/11/22 16:47,2018/11/22 17:02,2018/11/22 16:32,2018/11/22 16:32,0:28:34,0:28:34,,00,00,,,,,,
★,-,16,2018/11/22 16:24,018-956-RED 003-720-BLUE 018-955-RED,17842,乗客アプリ（目的地から）,7009,535,5,3,,2018/11/22 16:29,2018/11/22 16:33,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.454389 139.630904,横浜ランドマークタワー,2018/11/22 16:34,2018/11/22 16:34,2018/11/22 16:45,2018/11/22 16:45,2018/11/22 16:34,2018/11/22 16:34,0:04:03,0:12:09,,00,00,,,,,,
-,-,16,2018/11/22 16:25,115-922-SUN,17843,乗客アプリ（地図から）,6948,694,7,1,,2018/11/22 16:33,2018/11/22 16:41,35.44291 139.650404,元町・中華街駅（みなとみらい線）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/22 16:33,2018/11/22 16:33,2018/11/22 16:47,2018/11/22 16:47,,2018/11/22 16:25,0:07:08,0:07:08,,00,08,,,,,,
-,-,16,2018/11/22 16:28,166-396-agekke,17844,まちかど端末（店舗から）,0,328,13,1,,2018/11/22 16:34,2018/11/22 16:41,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/11/22 16:33,2018/11/22 16:33,2018/11/22 16:43,2018/11/22 16:43,,2018/11/22 16:28,0:06:49,0:06:49,,00,06,,,,,,
-,-,16,2018/11/22 16:28,166-484-agekke,17845,まちかど端末（乗降ポイントから）,0,909,3,1,,2018/11/22 16:34,2018/11/22 16:45,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/22 16:37,2018/11/22 16:37,2018/11/22 16:56,2018/11/22 16:56,,2018/11/22 16:28,0:11:00,0:11:00,,00,06,,,,,,
★,-,16,2018/11/22 16:28,008-153-BLUE,17846,乗客アプリ（地図から）,5812,387,6,1,,2018/11/22 16:38,2018/11/22 16:52,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/11/22 16:38,2018/11/22 16:38,2018/11/22 16:51,2018/11/22 16:51,2018/11/22 16:38,2018/11/22 16:38,0:14:24,0:14:24,,00,00,,,,,,
★,-,16,2018/11/22 16:30,065-761-BANANA 065-762-BANANA,17848,乗客アプリ（目的地から）,4513,696,4,2,,2018/11/22 16:37,2018/11/22 16:44,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/22 16:40,2018/11/22 16:40,2018/11/22 16:52,2018/11/22 16:52,2018/11/22 16:40,2018/11/22 16:40,0:06:57,0:13:54,,00,00,,,,,,
-,-,16,2018/11/22 16:33,063-924-BANANA 063-925-BANANA,17850,まちかど端末（店舗から）,0,158,2,2,,2018/11/22 16:37,2018/11/22 16:44,35.450554 139.632616,横浜桜木町ワシントンホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/22 16:34,2018/11/22 16:34,2018/11/22 16:47,2018/11/22 16:47,,2018/11/22 16:33,0:07:23,0:14:46,,02,04,,,,,,
-,-,16,2018/11/22 16:37,025-198-GREEN,17851,乗客アプリ（簡単予約）,7016,2,10,1,,2018/11/22 16:43,2018/11/22 16:54,35.443659 139.650847,横浜マリンタワー,35.454389 139.630904,横浜ランドマークタワー,2018/11/22 16:45,2018/11/22 16:45,2018/11/22 17:05,2018/11/22 17:05,,2018/11/22 16:37,0:10:59,0:10:59,,00,06,,,,,,
-,-,16,2018/11/22 16:40,024-852-GREEN,17852,乗客アプリ（簡単予約）,3203,782,9,1,,2018/11/22 16:45,2018/11/22 16:51,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/22 16:43,2018/11/22 16:43,2018/11/22 16:50,2018/11/22 16:50,,2018/11/22 16:40,0:05:30,0:05:30,,02,05,,,,,,
-,-,16,2018/11/22 16:41,077-603-ORANGE 077-604-ORANGE,17853,乗客アプリ（目的地から）,7017,547,15,2,,2018/11/22 16:45,2018/11/22 16:51,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.454389 139.630904,横浜ランドマークタワー,2018/11/22 16:42,2018/11/22 16:42,2018/11/22 16:56,2018/11/22 16:56,,2018/11/22 16:41,0:05:41,0:11:22,,03,04,,,,,,
-,-,16,2018/11/22 16:41,107-493-SNOW 113-772-SUN,17854,乗客アプリ（地図から）,5353,665,5,2,,2018/11/22 16:49,2018/11/22 16:59,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/22 16:50,2018/11/22 16:50,2018/11/22 17:09,2018/11/22 17:09,,2018/11/22 16:41,0:09:46,0:19:32,,00,08,,,,,,
-,-,16,2018/11/22 16:45,025-451-GREEN,17857,まちかど端末（店舗から）,0,847,11,1,,2018/11/22 16:49,2018/11/22 16:56,35.453715 139.638133,横浜ワールドポーターズ,35.44291 139.650404,元町・中華街駅（みなとみらい線）,2018/11/22 16:49,2018/11/22 16:49,2018/11/22 17:04,2018/11/22 17:04,,2018/11/22 16:45,0:07:13,0:07:13,,00,03,,,,,,
-,-,16,2018/11/22 16:46,026-315-GREEN,17858,乗客アプリ（地図から）,5203,636,3,1,,2018/11/22 16:49,2018/11/22 16:59,35.454389 139.630904,横浜ランドマークタワー,35.441441 139.648505,横浜中華街朱雀門,2018/11/22 16:51,2018/11/22 16:51,2018/11/22 17:07,2018/11/22 17:07,,2018/11/22 16:46,0:10:02,0:10:02,,00,02,,,,,,
-,-,16,2018/11/22 16:47,031-243-YELLOW,17859,まちかど端末（乗降ポイントから）,0,657,1,1,,2018/11/22 16:53,2018/11/22 17:00,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/22 16:52,2018/11/22 16:52,2018/11/22 17:01,2018/11/22 17:01,,2018/11/22 16:47,0:06:57,0:06:57,,00,06,,,,,,
-,-,16,2018/11/22 16:51,025-540-GREEN,17861,乗客アプリ（地図から）,3836,606,8,1,,2018/11/22 16:53,2018/11/22 17:06,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/22 16:53,2018/11/22 16:53,2018/11/22 17:02,2018/11/22 17:02,,2018/11/22 16:51,0:12:58,0:12:58,,00,02,,,,,,
-,-,16,2018/11/22 16:51,166-552-agekke,17862,乗客アプリ（地図から）,2306,702,2,1,,2018/11/22 16:56,2018/11/22 17:00,35.452963 139.642093,横浜赤レンガ倉庫,35.456605 139.635327,横浜ベイホテル東急,2018/11/22 16:56,2018/11/22 16:56,2018/11/22 17:11,2018/11/22 17:11,,2018/11/22 16:51,0:03:44,0:03:44,,00,05,,,,,,
-,-,16,2018/11/22 16:55,114-201-SUN,17864,乗客アプリ（目的地から）,1747,121,4,1,,2018/11/22 17:05,2018/11/22 17:12,35.452963 139.642093,横浜赤レンガ倉庫,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/22 17:01,2018/11/22 17:01,2018/11/22 17:13,2018/11/22 17:13,,2018/11/22 16:55,0:07:02,0:07:02,,03,09,,,,,,
-,-,16,2018/11/22 16:56,069-682-BANANA 069-680-BANANA,17866,まちかど端末（店舗から）,0,57,13,2,,2018/11/22 17:01,2018/11/22 17:22,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.456605 139.635327,横浜ベイホテル東急,2018/11/22 17:01,2018/11/22 17:01,2018/11/22 17:21,2018/11/22 17:21,,2018/11/22 16:56,0:21:44,0:43:28,,00,05,,,,,,
-,-,16,2018/11/22 16:59,167-853-CAKE,17867,乗客アプリWeb（目的地から）,5648,939,15,1,,2018/11/22 17:07,2018/11/22 17:13,35.447541 139.644914,シルク博物館,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/22 17:05,2018/11/22 17:05,2018/11/22 17:17,2018/11/22 17:17,,2018/11/22 16:59,0:06:32,0:06:32,,01,08,,,,,,
★,☆,16,2018/11/22 15:29,015-313-RED,17804,乗客アプリ（地図から）,7003,523,13,1,2018/11/22 15:30,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/22 16:29,,2018/11/22 16:43,,2018/11/22 16:29,2018/11/22 16:29,0:00:00,0:00:00,,00,00,,,,,※310行と同一人物と思われるため一番短い待ち時間を採用,
★,☆,16,2018/11/22 15:31,015-313-RED,17805,乗客アプリ（地図から）,7003,518,13,1,2018/11/22 15:45,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/22 16:31,,2018/11/22 16:43,,2018/11/22 16:31,2018/11/22 16:31,0:00:00,0:00:00,,00,,,,,,※309行と同一人物と思われるため一番短い待ち時間を採用,
★,☆,16,2018/11/22 15:51,023-286-GREEN,17819,乗客アプリ（目的地から）,1345,242,10,1,2018/11/22 15:52,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.443073 139.651914,横浜人形の家,2018/11/22 16:51,,2018/11/22 17:08,,2018/11/22 16:51,2018/11/22 16:51,0:00:00,0:00:00,,00,00,,,,,,
★,☆,16,2018/11/22 16:01,117-286-SUN,17825,乗客アプリ（地図から）,4073,986,10,1,2018/11/22 16:12,,,35.447546 139.64358,横浜開港資料館,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/22 16:11,,2018/11/22 16:20,,2018/11/22 16:11,2018/11/22 16:11,0:00:00,0:00:00,,00,00,,,,,,
-,☆,16,2018/11/22 16:05,073-663-ORANGE,17828,乗客アプリ（地図から）,4409,377,1,1,2018/11/22 16:06,,,35.443908 139.635249,イセザキ・モール,35.447546 139.64358,横浜開港資料館,2018/11/22 16:10,,2018/11/22 16:17,,,2018/11/22 16:05,0:00:00,0:00:00,,00,04,,,,,,
-,☆,16,2018/11/22 16:15,065-762-BANANA,17837,乗客アプリ（目的地から）,4513,888,4,1,2018/11/22 16:27,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/22 16:22,,2018/11/22 16:33,,,2018/11/22 16:15,0:00:00,0:00:00,,00,11,,,,,,
-,☆,16,2018/11/22 16:17,024-797-GREEN 024-795-GREEN 024-796-GREEN 026-245-GREEN 024-798-GREEN,17838,乗客アプリ（地図から）,67,382,10,5,2018/11/22 16:17,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/22 16:27,,2018/11/22 16:49,,,2018/11/22 16:17,0:00:00,0:00:00,,00,10,,,,,,
-,☆,16,2018/11/22 16:19,027-293-GREEN,17839,乗客アプリ（地図から）,6753,806,7,1,2018/11/22 16:19,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443908 139.635249,イセザキ・モール,2018/11/22 16:23,,2018/11/22 16:36,,,2018/11/22 16:19,0:00:00,0:00:00,,00,04,,,,,,
★,-,17,2018/11/22 16:30,022-118-GREEN,17849,乗客アプリ（Myルートから）,1325,352,4,1,,2018/11/22 17:29,2018/11/22 17:34,35.450554 139.632616,横浜桜木町ワシントンホテル,35.453715 139.638133,横浜ワールドポーターズ,2018/11/22 17:30,2018/11/22 17:30,2018/11/22 17:38,2018/11/22 17:38,2018/11/22 17:30,2018/11/22 17:30,0:04:24,0:04:24,538,00,00,16,13,,,,
★,-,17,2018/11/22 16:43,167-847-CAKE,17856,乗客アプリ（目的地から）,1108,722,10,4,,2018/11/22 17:51,2018/11/22 18:04,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/22 17:43,2018/11/22 17:51,2018/11/22 18:03,2018/11/22 18:21,2018/11/22 17:43,2018/11/22 17:43,0:13:28,0:53:52,,07,07,,,,,,
★,-,17,2018/11/22 16:56,026-035-GREEN,17865,乗客アプリ（地図から）,4442,403,8,1,,2018/11/22 17:56,2018/11/22 18:05,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/22 17:56,2018/11/22 17:56,2018/11/22 18:06,2018/11/22 18:06,2018/11/22 17:56,2018/11/22 17:56,0:09:16,0:09:16,,00,00,,,,,,
-,-,17,2018/11/22 17:00,067-390-BANANA,17868,まちかど端末（店舗から）,0,501,9,1,,2018/11/22 17:06,2018/11/22 17:17,35.456605 139.635327,横浜ベイホテル東急,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/22 17:08,2018/11/22 17:08,2018/11/22 17:22,2018/11/22 17:22,,2018/11/22 17:00,0:11:53,0:11:53,,00,05,,,,,,
-,-,17,2018/11/22 17:00,000-027-BLUE,17869,まちかど端末（店舗から）,0,776,3,1,,2018/11/22 17:06,2018/11/22 17:14,35.447541 139.644914,シルク博物館,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/22 17:05,2018/11/22 17:05,2018/11/22 17:18,2018/11/22 17:18,,2018/11/22 17:00,0:07:38,0:07:38,,00,06,,,,,,
-,-,17,2018/11/22 17:03,026-820-GREEN,17870,まちかど端末（乗降ポイントから）,0,630,10,1,,2018/11/22 17:07,2018/11/22 17:11,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/22 17:07,2018/11/22 17:07,2018/11/22 17:15,2018/11/22 17:15,,2018/11/22 17:03,0:03:51,0:03:51,,00,04,,,,,,
-,-,17,2018/11/22 17:04,024-997-GREEN 024-996-GREEN,17871,まちかど端末（乗降ポイントから）,0,688,5,2,,2018/11/22 17:07,2018/11/22 17:14,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/22 17:06,2018/11/22 17:06,2018/11/22 17:18,2018/11/22 17:18,,2018/11/22 17:04,0:06:09,0:12:18,,01,03,,,,,,
★,-,17,2018/11/22 17:05,000-351-BLUE,17873,乗客アプリ（地図から）,2568,883,13,1,,2018/11/22 17:12,2018/11/22 17:30,35.448801 139.636702,ホテルルートイン横浜馬車道,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/22 17:15,2018/11/22 17:15,2018/11/22 17:34,2018/11/22 17:34,2018/11/22 17:15,2018/11/22 17:15,0:17:51,0:17:51,,00,00,,,,,,
-,-,17,2018/11/22 17:06,025-004-GREEN 025-003-GREEN 025-005-GREEN,17874,まちかど端末（乗降ポイントから）,0,718,7,3,,2018/11/22 17:16,2018/11/22 17:21,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.448676 139.635696,横浜平和プラザホテル,2018/11/22 17:09,2018/11/22 17:09,2018/11/22 17:19,2018/11/22 17:19,,2018/11/22 17:06,0:05:39,0:16:57,,06,10,,,,,,
-,-,17,2018/11/22 17:06,009-576-BLUE,17875,まちかど端末（乗降ポイントから）,0,739,6,1,,2018/11/22 17:12,2018/11/22 17:17,35.447541 139.644914,シルク博物館,35.453715 139.638133,横浜ワールドポーターズ,2018/11/22 17:10,2018/11/22 17:10,2018/11/22 17:21,2018/11/22 17:21,,2018/11/22 17:06,0:05:19,0:05:19,,01,05,,,,,,
-,-,17,2018/11/22 17:08,029-593-GREEN,17877,まちかど端末（乗降ポイントから）,0,432,11,1,,2018/11/22 17:11,2018/11/22 17:15,35.447541 139.644914,シルク博物館,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/22 17:11,2018/11/22 17:11,2018/11/22 17:23,2018/11/22 17:26,,2018/11/22 17:08,0:03:19,0:03:19,,00,03,,,,,,
-,-,17,2018/11/22 17:09,023-893-GREEN,17878,まちかど端末（乗降ポイントから）,0,729,11,1,,2018/11/22 17:12,2018/11/22 17:15,35.447541 139.644914,シルク博物館,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/22 17:12,2018/11/22 17:12,2018/11/22 17:16,2018/11/22 17:16,,2018/11/22 17:09,0:03:06,0:03:06,,00,02,,,,,,
-,-,17,2018/11/22 17:12,117-538-SUN 114-472-SUN,17881,まちかど端末（店舗から）,0,854,9,2,,2018/11/22 17:25,2018/11/22 17:29,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443659 139.650847,横浜マリンタワー,2018/11/22 17:22,2018/11/22 17:22,2018/11/22 17:30,2018/11/22 17:30,,2018/11/22 17:12,0:03:43,0:07:26,,03,13,,,,,,
-,-,17,2018/11/22 17:14,166-468-agekke,17882,乗客アプリ（地図から）,2424,950,5,1,,2018/11/22 17:23,2018/11/22 17:27,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.445783 139.642958,横浜情報文化センター,2018/11/22 17:24,2018/11/22 17:24,2018/11/22 17:29,2018/11/22 17:29,,2018/11/22 17:14,0:03:57,0:03:57,,00,09,,,,,,
-,-,17,2018/11/22 17:15,065-696-BANANA 065-695-BANANA 065-694-BANANA,17884,まちかど端末（乗降ポイントから）,0,916,11,3,,2018/11/22 17:24,2018/11/22 17:31,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/22 17:22,2018/11/22 17:24,2018/11/22 17:37,2018/11/22 17:39,,2018/11/22 17:15,0:07:12,0:21:36,,01,08,,,,,,
-,-,17,2018/11/22 17:18,105-918-SNOW 105-917-SNOW,17886,乗客アプリ（地図から）,5359,416,6,2,,2018/11/22 17:20,2018/11/22 17:43,35.453715 139.638133,横浜ワールドポーターズ,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/22 17:26,2018/11/22 17:26,2018/11/22 17:39,2018/11/22 17:39,,2018/11/22 17:18,0:22:49,0:45:38,,00,02,,,,,,
★,-,17,2018/11/22 17:18,069-685-BANANA 077-606-ORANGE,17887,乗客アプリ（地図から）,7002,310,7,2,,2018/11/22 17:47,2018/11/22 18:01,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/22 17:29,2018/11/22 17:29,2018/11/22 17:46,2018/11/22 17:50,2018/11/22 17:28,2018/11/22 17:28,0:14:13,0:28:26,,18,19,,,,,,
-,-,17,2018/11/22 17:18,020-545-GREEN 025-468-GREEN,17888,乗客アプリ（目的地から）,6976,956,3,2,,2018/11/22 17:27,2018/11/22 17:32,35.452963 139.642093,横浜赤レンガ倉庫,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/22 17:29,2018/11/22 17:29,2018/11/22 17:39,2018/11/22 17:39,,2018/11/22 17:18,0:05:09,0:10:18,,00,08,,,,,,
★,-,17,2018/11/22 17:18,066-299-BANANA,17889,乗客アプリ（目的地から）,5037,813,7,1,,2018/11/22 17:47,2018/11/22 17:50,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.443908 139.635249,イセザキ・モール,2018/11/22 17:30,2018/11/22 17:30,2018/11/22 17:40,2018/11/22 17:40,2018/11/22 17:28,2018/11/22 17:28,0:03:34,0:03:34,,16,18,,,,,,
★,-,17,2018/11/22 17:21,065-670-BANANA 065-672-BANANA 065-671-BANANA,17894,乗客アプリ（目的地から）,5476,71,6,3,,2018/11/22 17:29,2018/11/22 17:49,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/22 17:31,2018/11/22 17:31,2018/11/22 17:50,2018/11/22 17:50,2018/11/22 17:31,2018/11/22 17:31,0:20:21,1:01:03,,00,00,,,,,,
-,-,17,2018/11/22 17:21,073-663-ORANGE,17895,乗客アプリ（地図から）,4409,218,11,1,,2018/11/22 17:37,2018/11/22 17:53,35.452963 139.642093,横浜赤レンガ倉庫,35.443908 139.635249,イセザキ・モール,2018/11/22 17:39,2018/11/22 17:39,2018/11/22 17:50,2018/11/22 18:05,,2018/11/22 17:21,0:15:51,0:15:51,,00,16,,,,,,
-,-,17,2018/11/22 17:21,007-707-BLUE,17896,乗客アプリ（地図から）,2535,366,8,1,,2018/11/22 17:28,2018/11/22 17:34,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/22 17:26,2018/11/22 17:34,2018/11/22 17:35,2018/11/22 17:43,,2018/11/22 17:21,0:05:58,0:05:58,,02,07,,,,,,
-,-,17,2018/11/22 17:24,117-551-SUN,17898,まちかど端末（乗降ポイントから）,0,715,5,1,,2018/11/22 17:32,2018/11/22 17:44,35.44291 139.650404,元町・中華街駅（みなとみらい線）,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/22 17:33,2018/11/22 17:33,2018/11/22 17:54,2018/11/22 17:54,,2018/11/22 17:24,0:12:43,0:12:43,,00,08,,,,,,
-,-,17,2018/11/22 17:25,026-514-GREEN,17900,乗客アプリ（地図から）,3962,299,15,1,,2018/11/22 17:29,2018/11/22 17:41,35.447541 139.644914,シルク博物館,35.456605 139.635327,横浜ベイホテル東急,2018/11/22 17:27,2018/11/22 17:27,2018/11/22 17:50,2018/11/22 17:50,,2018/11/22 17:25,0:12:21,0:12:21,,01,04,,,,,,
-,-,17,2018/11/22 17:26,020-773-GREEN 000-034-BLUE 000-026-BLUE 020-774-GREEN,17902,まちかど端末（店舗から）,0,315,9,4,,2018/11/22 17:35,2018/11/22 17:38,35.447541 139.644914,シルク博物館,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/22 17:37,2018/11/22 17:37,2018/11/22 17:43,2018/11/22 17:39,,2018/11/22 17:26,0:03:02,0:12:08,,00,08,,,,,,
★,-,17,2018/11/22 17:30,070-681-ORANGE 070-867-ORANGE,17905,まちかど端末（店舗から）,0,211,8,2,,2018/11/22 17:37,2018/11/22 17:42,35.450554 139.632616,横浜桜木町ワシントンホテル,35.456605 139.635327,横浜ベイホテル東急,2018/11/22 17:40,2018/11/22 17:40,2018/11/22 18:04,2018/11/22 18:04,2018/11/22 17:40,2018/11/22 17:40,0:05:03,0:10:06,,00,00,,,,,,
