,,,日時,,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,計算用ダミー,,
-,-,17,2018/11/22 17:34,013-963-RED 019-039-RED,17909,乗客アプリ（地図から）,2092,270,13,2,,2018/11/22 18:00,2018/11/22 18:07,35.445857 139.647636,ホテルモントレ横浜,35.453715 139.638133,横浜ワールドポーターズ,2018/11/22 17:58,2018/11/22 17:58,2018/11/22 18:10,2018/11/22 18:10,,2018/11/22 17:34,0:06:56,0:13:52,,01,25,,,,,,
-,-,17,2018/11/22 17:36,019-877-RED,17910,乗客アプリ（目的地から）,4437,466,10,1,,2018/11/22 17:51,2018/11/22 17:55,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/22 17:51,2018/11/22 17:53,2018/11/22 18:03,2018/11/22 18:09,,2018/11/22 17:36,0:04:15,0:04:15,,00,15,,,,,,
-,-,17,2018/11/22 17:36,007-707-BLUE,17912,乗客アプリ（地図から）,2535,858,9,1,,2018/11/22 17:50,2018/11/22 18:05,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443073 139.651914,横浜人形の家,2018/11/22 17:50,2018/11/22 17:53,2018/11/22 18:09,2018/11/22 18:10,,2018/11/22 17:36,0:15:23,0:15:23,,00,13,,,,,,
-,-,17,2018/11/22 17:37,072-510-ORANGE 072-462-ORANGE,17915,乗客アプリ（簡単予約）,7001,679,11,2,,2018/11/22 17:40,2018/11/22 17:44,35.452963 139.642093,横浜赤レンガ倉庫,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/22 17:39,2018/11/22 17:40,2018/11/22 17:50,2018/11/22 17:49,,2018/11/22 17:37,0:04:31,0:09:02,,00,02,,,,,,
-,-,17,2018/11/22 17:43,166-468-agekke,17925,乗客アプリ（目的地から）,2424,659,15,1,,2018/11/22 17:54,2018/11/22 17:57,35.445783 139.642958,横浜情報文化センター,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/22 17:54,2018/11/22 17:54,2018/11/22 17:58,2018/11/22 17:58,,2018/11/22 17:43,0:03:49,0:03:49,,00,11,,,,,,
-,-,17,2018/11/22 17:44,070-586-ORANGE 070-587-ORANGE,17927,まちかど端末（乗降ポイントから）,0,822,13,2,,2018/11/22 18:18,2018/11/22 18:38,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.453715 139.638133,横浜ワールドポーターズ,2018/11/22 18:23,2018/11/22 18:23,2018/11/22 18:37,2018/11/22 18:39,,2018/11/22 17:44,0:20:21,0:40:42,,00,33,,,,,,
-,-,17,2018/11/22 17:58,023-886-GREEN,17958,まちかど端末（店舗から）,0,381,9,1,,2018/11/22 18:02,2018/11/22 18:16,35.447541 139.644914,シルク博物館,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/22 18:05,2018/11/22 18:05,2018/11/22 18:24,2018/11/22 18:24,,2018/11/22 17:58,0:13:59,0:13:59,,00,04,,,,,,
-,-,17,2018/11/22 17:58,026-093-GREEN 026-092-GREEN 026-091-GREEN 026-090-GREEN,17959,まちかど端末（店舗から）,0,426,6,4,,2018/11/22 18:33,2018/11/22 18:42,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.443073 139.651914,横浜人形の家,2018/11/22 18:33,2018/11/22 18:33,2018/11/22 18:48,2018/11/22 18:48,,2018/11/22 17:58,0:09:10,0:36:40,,00,34,,,,,,
★,☆,17,2018/11/22 16:29,022-118-GREEN,17847,乗客アプリ（目的地から）,1325,381,7,1,2018/11/22 16:29,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.453715 139.638133,横浜ワールドポーターズ,2018/11/22 17:29,,2018/11/22 17:38,,2018/11/22 17:29,2018/11/22 17:29,0:00:00,0:00:00,,00,00,,,,,,
★,☆,17,2018/11/22 16:42,167-847-CAKE,17855,乗客アプリ（目的地から）,1108,274,5,1,2018/11/22 16:43,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/22 17:42,,2018/11/22 17:59,,2018/11/22 17:42,2018/11/22 17:42,0:00:00,0:00:00,,00,00,,,,,,
★,☆,17,2018/11/22 16:48,025-197-GREEN 025-196-GREEN 025-195-GREEN,17860,乗客アプリ（簡単予約）,6945,13,11,3,2018/11/22 17:03,,,35.443659 139.650847,横浜マリンタワー,35.443908 139.635249,イセザキ・モール,2018/11/22 17:48,,2018/11/22 18:02,,2018/11/22 17:48,2018/11/22 17:48,0:00:00,0:00:00,,00,00,,,,,,
★,☆,17,2018/11/22 16:53,019-271-RED 018-499-RED,17863,乗客アプリ（地図から）,5773,346,10,2,2018/11/22 17:26,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/22 17:53,,2018/11/22 18:04,,2018/11/22 17:53,2018/11/22 17:53,0:00:00,0:00:00,,00,00,,,,,,
-,☆,17,2018/11/22 17:07,020-545-GREEN 025-468-GREEN,17876,乗客アプリ（目的地から）,6976,735,1,2,2018/11/22 17:10,,,35.452963 139.642093,横浜赤レンガ倉庫,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/22 17:15,,2018/11/22 17:26,,,2018/11/22 17:07,0:00:00,0:00:00,,00,08,,,,,,
-,☆,17,2018/11/22 17:11,029-862-GREEN,17880,乗客アプリ（Myルートから）,3993,431,15,1,2018/11/22 17:12,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/22 17:25,,2018/11/22 17:43,,,2018/11/22 17:11,0:00:00,0:00:00,,00,13,,,,,,
★,☆,17,2018/11/22 17:17,027-205-GREEN 027-219-GREEN,17885,まちかど端末（店舗から）,0,944,15,2,2018/11/22 17:33,,,35.447541 139.644914,シルク博物館,35.453715 139.638133,横浜ワールドポーターズ,2018/11/22 17:26,,2018/11/22 17:38,,2018/11/22 17:26,2018/11/22 17:26,0:00:00,0:00:00,,00,06,,,,,,
-,☆,17,2018/11/22 17:19,073-663-ORANGE,17890,乗客アプリ（地図から）,4409,915,5,1,2018/11/22 17:20,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.443908 139.635249,イセザキ・モール,2018/11/22 17:39,,2018/11/22 17:52,,,2018/11/22 17:19,0:00:00,0:00:00,,00,20,,,,,,
-,☆,17,2018/11/22 17:20,026-821-GREEN 026-801-GREEN,17892,まちかど端末（店舗から）,0,964,13,2,2018/11/22 17:21,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/22 17:39,,2018/11/22 17:56,,,2018/11/22 17:20,0:00:00,0:00:00,,00,19,,,,,,
-,☆,17,2018/11/22 17:21,007-707-BLUE,17893,乗客アプリ（地図から）,2535,847,6,1,2018/11/22 17:21,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.447541 139.644914,シルク博物館,2018/11/22 17:31,,2018/11/22 17:47,,,2018/11/22 17:21,0:00:00,0:00:00,,00,10,,,,,,
-,☆,17,2018/11/22 17:23,025-007-GREEN,17897,まちかど端末（店舗から）,0,453,13,1,2018/11/22 17:24,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/22 17:37,,2018/11/22 17:47,,,2018/11/22 17:23,0:00:00,0:00:00,,00,13,,,,,※361行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,17,2018/11/22 17:24,025-007-GREEN,17899,まちかど端末（店舗から）,0,704,13,1,2018/11/22 17:40,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/22 17:37,,2018/11/22 17:48,,,2018/11/22 17:24,0:00:00,0:00:00,,00,,,,,,※362行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,17,2018/11/22 17:26,026-832-GREEN 031-022-YELLOW 030-357-YELLOW,17901,まちかど端末（乗降ポイントから）,0,865,8,3,2018/11/22 17:26,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/22 17:52,,2018/11/22 18:12,,,2018/11/22 17:26,0:00:00,0:00:00,,00,26,,,,,,
-,☆,17,2018/11/22 17:26,018-499-RED,17903,乗客アプリ（Myルートから）,5773,484,10,1,2018/11/22 17:42,2018/11/22 17:37,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/22 17:34,2018/11/22 17:41,2018/11/22 17:52,,,2018/11/22 17:26,,,,02,15,,,,,,
-,☆,17,2018/11/22 17:27,026-244-GREEN 026-246-GREEN 026-247-GREEN,17904,まちかど端末（店舗から）,0,684,13,3,2018/11/22 17:30,,,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/22 18:02,,2018/11/22 18:16,,,2018/11/22 17:27,0:00:00,0:00:00,,00,34,,,,,,
★,☆,17,2018/11/22 17:32,019-039-RED,17906,乗客アプリ（地図から）,2092,246,13,1,2018/11/22 17:32,,,35.445857 139.647636,ホテルモントレ横浜,35.453715 139.638133,横浜ワールドポーターズ,2018/11/22 17:58,,2018/11/22 18:09,,2018/11/22 17:42,2018/11/22 17:42,0:00:00,0:00:00,,00,,,,,,※368行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,17,2018/11/22 17:32,023-886-GREEN,17907,まちかど端末（店舗から）,0,659,11,1,2018/11/22 17:35,,,35.443073 139.651914,横浜人形の家,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/22 18:01,,2018/11/22 18:16,,,2018/11/22 17:32,0:00:00,0:00:00,,00,28,,,,,,
★,☆,17,2018/11/22 17:33,013-963-RED 019-039-RED,17908,乗客アプリ（地図から）,2092,168,13,2,2018/11/22 17:33,,,35.445857 139.647636,ホテルモントレ横浜,35.453715 139.638133,横浜ワールドポーターズ,2018/11/22 17:58,,2018/11/22 18:10,,2018/11/22 17:43,2018/11/22 17:43,0:00:00,0:00:00,,00,15,,,,,※366行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,17,2018/11/22 17:36,023-886-GREEN,17911,まちかど端末（店舗から）,0,130,11,1,2018/11/22 17:37,,,35.443073 139.651914,横浜人形の家,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/22 18:01,,2018/11/22 18:16,,,2018/11/22 17:36,0:00:00,0:00:00,,00,24,,,,,,
-,☆,17,2018/11/22 17:36,022-192-GREEN 022-197-GREEN,17913,乗客アプリ（地図から）,2303,748,11,2,2018/11/22 17:36,,,35.441002 139.650809,横浜元町ショッピングストリート,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/22 18:04,,2018/11/22 18:24,,,2018/11/22 17:36,0:00:00,0:00:00,,00,,,,,,※同一人物と思われるため一番短い待ち時間を採用,
-,☆,17,2018/11/22 17:37,022-192-GREEN 022-197-GREEN,17914,乗客アプリ（地図から）,2303,685,11,2,2018/11/22 17:37,,,35.441002 139.650809,横浜元町ショッピングストリート,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/22 18:00,,2018/11/22 18:17,,,2018/11/22 17:37,0:00:00,0:00:00,,00,23,,,,,※同一人物と思われるため一番短い待ち時間を採用,
-,☆,17,2018/11/22 17:37,022-192-GREEN 022-197-GREEN,17916,乗客アプリ（Myルートから）,2303,504,11,2,2018/11/22 17:37,,,35.441002 139.650809,横浜元町ショッピングストリート,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/22 18:15,,2018/11/22 18:32,,,2018/11/22 17:37,0:00:00,0:00:00,,00,,,,,,※同一人物と思われるため一番短い待ち時間を採用,
-,☆,17,2018/11/22 17:37,113-758-SUN 113-759-SUN,17917,乗客アプリ（目的地から）,3931,133,9,2,2018/11/22 17:38,,,35.448676 139.635696,横浜平和プラザホテル,35.443659 139.650847,横浜マリンタワー,2018/11/22 17:56,,2018/11/22 18:09,,,2018/11/22 17:37,0:00:00,0:00:00,,00,18,,,,,,
-,☆,17,2018/11/22 17:37,022-192-GREEN 022-197-GREEN,17918,乗客アプリ（Myルートから）,2303,277,11,2,2018/11/22 17:38,,,35.441002 139.650809,横浜元町ショッピングストリート,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/22 18:15,,2018/11/22 18:32,,,2018/11/22 17:37,0:00:00,0:00:00,,00,,,,,,※同一人物と思われるため一番短い待ち時間を採用,
★,☆,17,2018/11/22 17:38,026-090-GREEN,17919,まちかど端末（店舗から）,0,787,11,1,2018/11/22 17:39,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/22 18:14,,2018/11/22 18:25,,2018/11/22 17:48,2018/11/22 17:48,0:00:00,0:00:00,,00,25,,,,,,
-,☆,17,2018/11/22 17:39,103-432-SNOW,17920,乗客アプリ（目的地から）,6832,823,4,1,2018/11/22 17:39,,,35.443908 139.635249,イセザキ・モール,35.456605 139.635327,横浜ベイホテル東急,2018/11/22 18:19,,2018/11/22 18:32,,,2018/11/22 17:39,0:00:00,0:00:00,,00,40,,,,,,
-,☆,17,2018/11/22 17:39,022-192-GREEN 022-197-GREEN,17921,乗客アプリ（Myルートから）,2303,454,11,2,2018/11/22 17:39,,,35.441002 139.650809,横浜元町ショッピングストリート,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/22 18:16,,2018/11/22 18:33,,,2018/11/22 17:39,0:00:00,0:00:00,,00,,,,,,※同一人物と思われるため一番短い待ち時間を採用,
-,☆,17,2018/11/22 17:40,022-192-GREEN 022-197-GREEN,17922,乗客アプリ（目的地から）,2303,428,11,2,2018/11/22 17:40,,,35.44291 139.650404,元町・中華街駅（みなとみらい線）,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/22 18:14,,2018/11/22 18:30,,,2018/11/22 17:40,0:00:00,0:00:00,,00,,,,,,※同一人物と思われるため一番短い待ち時間を採用,
★,☆,17,2018/11/22 17:41,111-716-SUN,17923,乗客アプリ（目的地から）,4397,677,13,1,2018/11/22 17:52,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.454389 139.630904,横浜ランドマークタワー,2018/11/22 17:51,,2018/11/22 18:20,,2018/11/22 17:51,2018/11/22 17:51,0:00:00,0:00:00,,00,01,,,,,,
-,☆,17,2018/11/22 17:41,027-205-GREEN 027-219-GREEN,17924,まちかど端末（店舗から）,0,58,11,2,2018/11/22 18:11,,,35.447541 139.644914,シルク博物館,35.453715 139.638133,横浜ワールドポーターズ,2018/11/22 18:09,,2018/11/22 18:21,,,2018/11/22 17:41,0:00:00,0:00:00,,00,29,,,,,,
-,☆,17,2018/11/22 17:43,022-192-GREEN 022-197-GREEN,17926,乗客アプリ（Myルートから）,2303,992,3,2,2018/11/22 17:44,,,35.441002 139.650809,横浜元町ショッピングストリート,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/22 18:34,,2018/11/22 18:51,,,2018/11/22 17:43,0:00:00,0:00:00,,00,,,,,,※同一人物と思われるため一番短い待ち時間を採用,
★,☆,17,2018/11/22 17:45,020-545-GREEN,17928,乗客アプリ（目的地から）,6976,750,8,1,2018/11/22 17:45,,,35.456605 139.635327,横浜ベイホテル東急,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/22 17:55,,2018/11/22 18:10,,2018/11/22 17:55,2018/11/22 17:55,0:00:00,0:00:00,,00,00,,,,,※386行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,17,2018/11/22 17:45,167-842-CAKE,17929,乗客アプリ（目的地から）,59,873,9,1,2018/11/22 17:45,,,35.445857 139.647636,ホテルモントレ横浜,35.443659 139.650847,横浜マリンタワー,2018/11/22 18:07,,2018/11/22 18:10,,,2018/11/22 17:45,0:00:00,0:00:00,,00,,,,,,※※同一人物と思われるため一番短い待ち時間を採用,
-,☆,17,2018/11/22 17:46,167-842-CAKE,17930,乗客アプリ（目的地から）,59,48,10,1,2018/11/22 17:46,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443659 139.650847,横浜マリンタワー,2018/11/22 17:58,,2018/11/22 18:24,,,2018/11/22 17:46,0:00:00,0:00:00,,00,,,,,,※※同一人物と思われるため一番短い待ち時間を採用,
-,☆,17,2018/11/22 17:46,019-815-RED,17931,乗客アプリ（簡単予約）,5351,851,11,1,2018/11/22 17:47,,,35.445783 139.642958,横浜情報文化センター,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/22 18:13,,2018/11/22 18:33,,,2018/11/22 17:46,0:00:00,0:00:00,,00,27,,,,,,
★,☆,17,2018/11/22 17:47,020-545-GREEN 025-468-GREEN,17932,乗客アプリ（目的地から）,6976,363,11,2,2018/11/22 17:47,,,35.456605 139.635327,横浜ベイホテル東急,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/22 18:32,,2018/11/22 18:43,,2018/11/22 17:57,2018/11/22 17:57,0:00:00,0:00:00,,00,,,,,,※382行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,17,2018/11/22 17:47,032-424-YELLOW,17933,まちかど端末（店舗から）,0,609,11,1,2018/11/22 17:52,,,35.452963 139.642093,横浜赤レンガ倉庫,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/22 18:27,,2018/11/22 18:40,,,2018/11/22 17:47,0:00:00,0:00:00,,00,39,,,,,,
-,☆,17,2018/11/22 17:47,167-842-CAKE,17934,乗客アプリ（Myルートから）,59,613,6,1,2018/11/22 17:48,,,35.443659 139.650847,横浜マリンタワー,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/22 18:47,,2018/11/22 19:08,,,2018/11/22 17:47,0:00:00,0:00:00,,00,,,,,,※※同一人物と思われるため一番短い待ち時間を採用,
-,☆,17,2018/11/22 17:48,020-545-GREEN 025-468-GREEN,17935,乗客アプリ（目的地から）,6976,75,5,2,2018/11/22 17:48,,,35.456605 139.635327,横浜ベイホテル東急,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/22 18:39,,2018/11/22 18:50,,,2018/11/22 17:48,0:00:00,0:00:00,,00,50,,,,,,
-,☆,17,2018/11/22 17:49,069-690-BANANA 070-588-ORANGE,17937,まちかど端末（乗降ポイントから）,0,224,13,2,2018/11/22 17:49,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.453715 139.638133,横浜ワールドポーターズ,2018/11/22 18:24,,2018/11/22 18:38,,,2018/11/22 17:49,0:00:00,0:00:00,,00,35,,,,,,
-,☆,17,2018/11/22 17:49,000-026-BLUE,17938,乗客アプリ（地図から）,6791,740,5,1,2018/11/22 17:50,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/22 18:45,,2018/11/22 19:05,,,2018/11/22 17:49,0:00:00,0:00:00,,00,,,,,,"※395,393行と同一人物と思われるため一番短い待ち時間を採用",
-,☆,17,2018/11/22 17:50,167-842-CAKE,17939,乗客アプリ（Myルートから）,59,359,9,1,2018/11/22 17:50,,,35.445857 139.647636,ホテルモントレ横浜,35.443659 139.650847,横浜マリンタワー,2018/11/22 18:00,,2018/11/22 18:09,,,2018/11/22 17:50,0:00:00,0:00:00,,00,10,,,,,※※同一人物と思われるため一番短い待ち時間を採用,
-,☆,17,2018/11/22 17:50,000-026-BLUE,17940,乗客アプリ（地図から）,6791,50,6,1,2018/11/22 17:51,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/22 18:45,,2018/11/22 19:04,,,2018/11/22 17:50,0:00:00,0:00:00,,00,,,,,,"※391,395行と同一人物と思われるため一番短い待ち時間を採用",
-,☆,17,2018/11/22 17:51,009-576-BLUE,17941,まちかど端末（乗降ポイントから）,0,769,5,1,2018/11/22 17:55,,,35.453715 139.638133,横浜ワールドポーターズ,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/22 18:40,,2018/11/22 18:50,,,2018/11/22 17:51,0:00:00,0:00:00,,00,48,,,,,,
-,☆,17,2018/11/22 17:52,000-026-BLUE,17942,乗客アプリ（地図から）,6791,868,10,1,2018/11/22 17:52,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.443908 139.635249,イセザキ・モール,2018/11/22 18:17,,2018/11/22 18:23,,,2018/11/22 17:52,0:00:00,0:00:00,,00,25,,,,,"※391,393行と同一人物と思われるため一番短い待ち時間を採用",
-,☆,17,2018/11/22 17:53,111-716-SUN,17943,乗客アプリ（目的地から）,4397,912,11,1,2018/11/22 17:53,,,35.448801 139.636702,ホテルルートイン横浜馬車道,35.454389 139.630904,横浜ランドマークタワー,2018/11/22 18:16,,2018/11/22 18:33,,,2018/11/22 17:53,0:00:00,0:00:00,,00,23,,,,,,
-,☆,17,2018/11/22 17:54,020-545-GREEN,17945,乗客アプリ（目的地から）,6976,325,8,1,2018/11/22 17:54,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/22 18:01,,2018/11/22 18:06,,,2018/11/22 17:54,0:00:00,0:00:00,,00,06,,,,,※399行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,17,2018/11/22 17:54,066-299-BANANA,17946,乗客アプリ（目的地から）,5037,916,11,1,2018/11/22 18:01,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.443908 139.635249,イセザキ・モール,2018/11/22 18:30,,2018/11/22 18:40,,,2018/11/22 17:54,0:00:00,0:00:00,,00,36,,,,,,
-,☆,17,2018/11/22 17:55,020-545-GREEN 025-468-GREEN,17947,乗客アプリ（目的地から）,6976,856,6,2,2018/11/22 17:55,,,35.456605 139.635327,横浜ベイホテル東急,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/22 18:43,,2018/11/22 18:55,,,2018/11/22 17:55,0:00:00,0:00:00,,00,,,,,,※397行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,17,2018/11/22 17:55,032-424-YELLOW,17948,乗客アプリ（地図から）,2654,638,10,1,2018/11/22 18:03,,,35.453715 139.638133,横浜ワールドポーターズ,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/22 18:19,,2018/11/22 18:29,,,2018/11/22 17:55,0:00:00,0:00:00,,00,23,,,,,,
