,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,,
-,-,15,2018/12/10 15:19,010-644-RED,29244,まちかど端末（店舗から）,0,961,13,1,,2018/12/10 15:22,2018/12/10 15:27,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.453715 139.638133,横浜ワールドポーターズ,2018/12/10 15:20,2018/12/10 15:20,2018/12/10 15:32,2018/12/10 15:32,,2018/12/10 15:19,0:05:17,0:05:17,,01,03,,,,,
-,-,15,2018/12/10 15:20,037-816-YELLOW,29246,乗客アプリ（地図から）,6917,6,4,1,,2018/12/10 15:35,2018/12/10 16:09,35.44291 139.650404,元町・中華街駅（みなとみらい線）,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/12/10 15:43,2018/12/10 15:43,2018/12/10 16:10,2018/12/10 16:10,,2018/12/10 15:20,0:33:33,0:33:33,,00,15,,,,,
★,-,15,2018/12/10 15:28,121-375-SKY,29250,乗客アプリ（地図から）,4730,421,2,1,,2018/12/10 15:35,2018/12/10 16:03,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.441002 139.650809,横浜元町ショッピングストリート,2018/12/10 15:38,2018/12/10 15:38,2018/12/10 16:05,2018/12/10 16:03,2018/12/10 15:38,2018/12/10 15:38,0:27:46,0:27:46,,00,00,,,,,
-,-,15,2018/12/10 15:29,070-771-ORANGE,29251,乗客アプリ（地図から）,8403,744,13,1,,2018/12/10 15:37,2018/12/10 15:40,35.456605 139.635327,横浜ベイホテル東急,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/10 15:36,2018/12/10 15:36,2018/12/10 15:44,2018/12/10 15:42,,2018/12/10 15:29,0:02:49,0:02:49,,01,08,,,,,
-,-,15,2018/12/10 15:29,120-794-SKY 121-355-SKY,29252,乗客アプリ（地図から）,6259,950,7,2,,2018/12/10 15:40,2018/12/10 15:47,35.450447 139.635947,馬車道駅（みなとみらい線）,35.454389 139.630904,横浜ランドマークタワー,2018/12/10 15:37,2018/12/10 15:40,2018/12/10 15:50,2018/12/10 15:56,,2018/12/10 15:29,0:06:33,0:13:06,,03,10,,,,,
-,-,15,2018/12/10 15:30,027-466-GREEN 012-441-RED 012-440-RED,29253,まちかど端末（店舗から）,0,217,6,3,,2018/12/10 15:39,2018/12/10 15:44,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/12/10 15:45,2018/12/10 15:45,2018/12/10 15:56,2018/12/10 15:56,,2018/12/10 15:30,0:04:59,0:14:57,,00,09,,,,,
-,-,15,2018/12/10 15:32,034-074-YELLOW 103-003-SNOW,29254,まちかど端末（乗降ポイントから）,0,266,1,2,,2018/12/10 15:49,2018/12/10 16:05,35.445783 139.642958,横浜情報文化センター,35.45435 139.631762,横浜ロイヤルパークホテル,2018/12/10 15:43,2018/12/10 15:49,2018/12/10 15:59,2018/12/10 16:17,,2018/12/10 15:32,0:16:23,0:32:46,,05,17,,,,,
-,-,15,2018/12/10 15:33,103-764-SNOW,29255,乗客アプリ（Myルートから）,6349,359,3,1,,2018/12/10 15:39,2018/12/10 15:59,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.441002 139.650809,横浜元町ショッピングストリート,2018/12/10 15:44,2018/12/10 15:44,2018/12/10 16:01,2018/12/10 16:06,,2018/12/10 15:33,0:19:49,0:19:49,,00,06,,,,,
-,-,15,2018/12/10 15:36,166-298-agekke,29256,乗客アプリ（地図から）,1338,204,5,1,,2018/12/10 15:46,2018/12/10 15:53,35.443908 139.635249,イセザキ・モール,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/10 15:42,2018/12/10 15:49,2018/12/10 15:49,2018/12/10 15:57,,2018/12/10 15:36,0:06:15,0:06:15,,04,10,,,,,
-,-,15,2018/12/10 15:36,040-156-BLACK 040-159-BLACK 040-142-BLACK 040-141-BLACK 029-176-GREEN 040-143-BLACK,29257,乗客アプリ（目的地から）,8917,958,6,6,,2018/12/10 16:05,2018/12/10 16:14,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/12/10 16:04,2018/12/10 16:04,2018/12/10 16:26,2018/12/10 16:17,,2018/12/10 15:36,0:09:40,0:58:00,,00,28,,,,,
-,-,15,2018/12/10 15:36,143-364-STAR 143-365-STAR,29258,乗客アプリ（目的地から）,5021,130,4,2,,2018/12/10 15:43,2018/12/10 16:02,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.456605 139.635327,横浜ベイホテル東急,2018/12/10 15:45,2018/12/10 15:46,2018/12/10 16:05,2018/12/10 16:08,,2018/12/10 15:36,0:18:19,0:36:38,,00,07,,,,,
-,-,15,2018/12/10 15:36,027-499-GREEN,29259,乗客アプリ（簡単予約）,5287,4,5,1,,2018/12/10 15:46,2018/12/10 16:03,35.443908 139.635249,イセザキ・モール,35.443073 139.651914,横浜人形の家,2018/12/10 15:43,2018/12/10 15:50,2018/12/10 16:04,2018/12/10 16:04,,2018/12/10 15:36,0:17:00,0:17:00,,03,10,,,,,
-,-,15,2018/12/10 15:38,120-720-SKY,29260,まちかど端末（乗降ポイントから）,0,117,1,1,,2018/12/10 15:53,2018/12/10 16:09,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/12/10 15:52,2018/12/10 15:53,2018/12/10 16:06,2018/12/10 16:11,,2018/12/10 15:38,0:15:47,0:15:47,,00,14,,,,,
-,-,15,2018/12/10 15:38,077-489-ORANGE 077-488-ORANGE 077-487-ORANGE,29261,乗客アプリ（地図から）,8886,186,8,3,,2018/12/10 15:47,2018/12/10 15:52,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/12/10 15:45,2018/12/10 15:45,2018/12/10 15:57,2018/12/10 15:57,,2018/12/10 15:38,0:05:04,0:15:12,,01,09,,,,,
-,-,15,2018/12/10 15:39,103-361-SNOW,29263,乗客アプリ（地図から）,8916,18,3,1,,2018/12/10 15:45,2018/12/10 15:52,35.45435 139.631762,横浜ロイヤルパークホテル,35.44291 139.650404,元町・中華街駅（みなとみらい線）,2018/12/10 15:47,2018/12/10 15:47,2018/12/10 16:02,2018/12/10 16:02,,2018/12/10 15:39,0:06:51,0:06:51,,00,06,,,,,
-,-,15,2018/12/10 15:39,038-224-YELLOW 038-222-YELLOW,29264,乗客アプリ（地図から）,2331,877,13,2,,2018/12/10 15:42,2018/12/10 15:51,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/12/10 16:01,2018/12/10 16:01,2018/12/10 16:15,2018/12/10 16:15,,2018/12/10 15:39,0:08:33,0:17:06,,00,02,,,,,
-,-,15,2018/12/10 15:40,056-511-STRAWBERRY 056-900-STRAWBERRY 052-276-STRAWBERRY,29265,乗客アプリ（地図から）,6052,979,11,3,,2018/12/10 16:06,2018/12/10 16:11,35.450554 139.632616,横浜桜木町ワシントンホテル,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/12/10 16:10,2018/12/10 16:10,2018/12/10 16:25,2018/12/10 16:25,,2018/12/10 15:40,0:05:15,0:15:45,,00,25,,,,,
-,-,15,2018/12/10 15:41,168-348-CAKE,29266,乗客アプリWeb（目的地から）,8931,551,5,1,,2018/12/10 15:55,2018/12/10 16:01,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443659 139.650847,横浜マリンタワー,2018/12/10 15:57,2018/12/10 15:57,2018/12/10 16:10,2018/12/10 16:03,,2018/12/10 15:41,0:06:40,0:06:40,,00,13,,,,,
★,-,15,2018/12/10 15:41,077-511-ORANGE,29267,乗客アプリ（地図から）,2535,147,2,1,,2018/12/10 15:53,2018/12/10 16:03,35.450447 139.635947,馬車道駅（みなとみらい線）,35.441002 139.650809,横浜元町ショッピングストリート,2018/12/10 15:51,2018/12/10 15:51,2018/12/10 16:12,2018/12/10 16:03,2018/12/10 15:51,2018/12/10 15:51,0:09:08,0:09:08,,02,02,,,,,
★,-,15,2018/12/10 15:42,023-872-GREEN,29268,乗客アプリ（目的地から）,5461,170,4,1,,2018/12/10 15:54,2018/12/10 16:03,35.443908 139.635249,イセザキ・モール,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/12/10 15:56,2018/12/10 15:56,2018/12/10 16:12,2018/12/10 16:10,2018/12/10 15:52,2018/12/10 15:52,0:09:49,0:09:49,,00,01,,,,,
-,-,15,2018/12/10 15:43,024-336-GREEN,29269,乗客アプリ（地図から）,6661,27,15,1,,2018/12/10 15:49,2018/12/10 16:09,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.443908 139.635249,イセザキ・モール,2018/12/10 15:53,2018/12/10 15:53,2018/12/10 16:10,2018/12/10 16:10,,2018/12/10 15:43,0:20:13,0:20:13,,00,05,,,,,
-,-,15,2018/12/10 15:44,040-181-BLACK,29271,まちかど端末（店舗から）,0,438,3,1,,2018/12/10 16:07,2018/12/10 16:12,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.443659 139.650847,横浜マリンタワー,2018/12/10 16:12,2018/12/10 16:12,2018/12/10 16:19,2018/12/10 16:19,,2018/12/10 15:44,0:05:36,0:05:36,,00,22,,,,,
-,-,15,2018/12/10 15:46,063-218-BANANA,29272,乗客アプリ（目的地から）,1103,345,7,1,,2018/12/10 15:54,2018/12/10 16:17,35.453715 139.638133,横浜ワールドポーターズ,35.443659 139.650847,横浜マリンタワー,2018/12/10 16:07,2018/12/10 16:07,2018/12/10 16:21,2018/12/10 16:14,,2018/12/10 15:46,0:23:27,0:23:27,,00,07,,,,,
-,-,15,2018/12/10 15:48,040-066-BLACK,29273,まちかど端末（店舗から）,0,717,9,1,,2018/12/10 15:50,2018/12/10 16:01,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/12/10 15:50,2018/12/10 15:51,2018/12/10 15:59,2018/12/10 16:05,,2018/12/10 15:48,0:10:37,0:10:37,,00,02,,,,,
-,-,15,2018/12/10 15:54,121-377-SKY,29279,乗客アプリ（Myルートから）,7586,131,7,1,,2018/12/10 15:59,2018/12/10 16:03,35.450554 139.632616,横浜桜木町ワシントンホテル,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/12/10 15:58,2018/12/10 15:58,2018/12/10 16:05,2018/12/10 16:05,,2018/12/10 15:54,0:03:36,0:03:36,,00,05,,,,,
-,-,15,2018/12/10 15:57,025-222-GREEN,29282,乗客アプリ（地図から）,8453,690,10,1,,2018/12/10 16:06,2018/12/10 16:13,35.445783 139.642958,横浜情報文化センター,35.441441 139.648505,横浜中華街朱雀門,2018/12/10 16:08,2018/12/10 16:08,2018/12/10 16:13,2018/12/10 16:13,,2018/12/10 15:57,0:06:47,0:06:47,,00,09,,,,,
-,-,15,2018/12/10 15:58,121-423-SKY,29284,まちかど端末（乗降ポイントから）,0,753,5,1,,2018/12/10 16:10,2018/12/10 16:17,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443659 139.650847,横浜マリンタワー,2018/12/10 16:11,2018/12/10 16:11,2018/12/10 16:18,2018/12/10 16:20,,2018/12/10 15:58,0:07:06,0:07:06,,00,11,,,,,
★,☆,15,2018/12/10 14:12,020-164-GREEN,29178,乗客アプリ（Myルートから）,6362,984,13,1,2018/12/10 14:12,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.441441 139.648505,横浜中華街朱雀門,2018/12/10 15:12,,2018/12/10 15:25,,2018/12/10 15:12,2018/12/10 15:12,0:00:00,0:00:00,,00,00,,,,,
★,☆,15,2018/12/10 14:37,143-364-STAR,29205,乗客アプリ（目的地から）,5021,631,15,1,2018/12/10 15:35,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.456605 139.635327,横浜ベイホテル東急,2018/12/10 15:37,,2018/12/10 15:56,,2018/12/10 15:37,2018/12/10 15:37,0:00:00,0:00:00,,00,00,,,,,
★,☆,15,2018/12/10 14:57,118-989-SUN,29225,乗客アプリ（地図から）,8602,560,5,1,2018/12/10 15:33,,,35.443908 139.635249,イセザキ・モール,35.445783 139.642958,横浜情報文化センター,2018/12/10 15:57,,2018/12/10 16:04,,2018/12/10 15:57,2018/12/10 15:57,0:00:00,0:00:00,,00,00,,,,,
-,☆,15,2018/12/10 15:03,056-916-STRAWBERRY 056-917-STRAWBERRY,29231,まちかど端末（店舗から）,0,373,13,2,2018/12/10 15:05,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/10 15:34,,2018/12/10 15:40,,,2018/12/10 15:03,0:00:00,0:00:00,,00,30,,,,,
-,☆,15,2018/12/10 15:05,103-764-SNOW,29234,乗客アプリ（地図から）,6349,845,7,1,2018/12/10 15:09,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.441002 139.650809,横浜元町ショッピングストリート,2018/12/10 15:44,,2018/12/10 16:01,,,2018/12/10 15:05,0:00:00,0:00:00,,00,,,,,"※388,389行と同一人物と思われるため一番短い待ち時間を採用",
-,☆,15,2018/12/10 15:11,103-764-SNOW,29238,乗客アプリ（地図から）,6349,455,3,1,2018/12/10 15:13,,,35.456605 139.635327,横浜ベイホテル東急,35.441002 139.650809,横浜元町ショッピングストリート,2018/12/10 15:42,,2018/12/10 15:59,,,2018/12/10 15:11,0:00:00,0:00:00,,00,30,,,,"※387,389行と同一人物と思われるため一番短い待ち時間を採用",
-,☆,15,2018/12/10 15:14,103-764-SNOW,29240,乗客アプリ（地図から）,6349,922,3,1,2018/12/10 15:32,,,35.441002 139.650809,横浜元町ショッピングストリート,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/12/10 15:47,,2018/12/10 16:03,,,2018/12/10 15:14,0:00:00,0:00:00,,00,,,,,"※388,387行と同一人物と思われるため一番短い待ち時間を採用",
-,☆,15,2018/12/10 15:14,166-347-agekke,29241,乗客アプリ（地図から）,1751,443,2,1,2018/12/10 15:18,,,35.452963 139.642093,横浜赤レンガ倉庫,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/12/10 15:52,,2018/12/10 16:01,,,2018/12/10 15:14,0:00:00,0:00:00,,00,38,,,,,
-,☆,15,2018/12/10 15:19,121-372-SKY 121-371-SKY,29245,乗客アプリ（地図から）,5574,423,2,2,2018/12/10 15:19,,,35.452963 139.642093,横浜赤レンガ倉庫,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/12/10 15:52,,2018/12/10 16:06,,,2018/12/10 15:19,0:00:00,0:00:00,,00,33,,,,,
-,☆,15,2018/12/10 15:27,077-511-ORANGE,29248,乗客アプリ（地図から）,2535,430,8,1,2018/12/10 15:27,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/12/10 15:47,,2018/12/10 15:56,,,2018/12/10 15:27,0:00:00,0:00:00,,00,,,,,※393行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,15,2018/12/10 15:28,077-511-ORANGE,29249,乗客アプリ（地図から）,2535,410,13,1,2018/12/10 15:28,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/12/10 15:37,,2018/12/10 15:44,,,2018/12/10 15:28,0:00:00,0:00:00,,00,09,,,,※392行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,15,2018/12/10 15:39,063-218-BANANA,29262,乗客アプリ（目的地から）,1103,705,7,1,2018/12/10 15:44,,,35.453715 139.638133,横浜ワールドポーターズ,35.443659 139.650847,横浜マリンタワー,2018/12/10 15:46,,2018/12/10 16:11,,,2018/12/10 15:39,0:00:00,0:00:00,,00,07,,,,,
-,☆,15,2018/12/10 15:43,166-330-agekke,29270,乗客アプリ（目的地から）,2314,276,1,1,2018/12/10 15:55,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.445857 139.647636,ホテルモントレ横浜,2018/12/10 15:54,,2018/12/10 15:59,,,2018/12/10 15:43,0:00:00,0:00:00,,00,12,,,,,
-,☆,15,2018/12/10 15:51,121-377-SKY,29275,乗客アプリ（地図から）,7586,896,13,1,2018/12/10 15:52,,,35.450447 139.635947,馬車道駅（みなとみらい線）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/10 16:07,,2018/12/10 16:14,,,2018/12/10 15:51,0:00:00,0:00:00,,00,,,,,"※397,398行と同一人物と思われるため一番短い待ち時間を採用",
-,☆,15,2018/12/10 15:52,121-377-SKY,29276,乗客アプリ（Myルートから）,7586,519,10,1,2018/12/10 15:53,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/12/10 16:04,,2018/12/10 16:10,,,2018/12/10 15:52,0:00:00,0:00:00,,00,,,,,"※396,398行と同一人物と思われるため一番短い待ち時間を採用",
-,☆,15,2018/12/10 15:53,121-377-SKY,29278,乗客アプリ（Myルートから）,7586,419,10,1,2018/12/10 15:54,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/12/10 16:05,,2018/12/10 16:11,,,2018/12/10 15:53,0:00:00,0:00:00,,00,11,,,,"※397,396行と同一人物と思われるため一番短い待ち時間を採用",
-,☆,15,2018/12/10 15:56,034-192-YELLOW,29281,乗客アプリ（Myルートから）,6068,394,2,1,2018/12/10 16:11,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/12/10 16:09,,2018/12/10 16:27,,,2018/12/10 15:56,0:00:00,0:00:00,,00,14,,,,,
★,-,16,2018/12/10 15:07,168-337-CAKE,29235,乗客アプリWeb（地図から）,8907,684,8,2,,2018/12/10 16:04,2018/12/10 16:09,35.454389 139.630904,横浜ランドマークタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/10 16:06,2018/12/10 16:06,2018/12/10 16:19,2018/12/10 16:27,2018/12/10 16:06,2018/12/10 16:06,0:05:02,0:10:04,887,00,00,06,06,,,
★,-,16,2018/12/10 15:50,006-573-BLUE 038-278-YELLOW,29274,まちかど端末（乗降ポイントから）,0,380,9,2,,2018/12/10 15:56,2018/12/10 16:05,35.452963 139.642093,横浜赤レンガ倉庫,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/10 16:00,2018/12/10 16:00,2018/12/10 16:17,2018/12/10 16:09,2018/12/10 16:00,2018/12/10 16:00,0:09:05,0:18:10,,00,00,,,,,
★,-,16,2018/12/10 15:52,032-909-YELLOW,29277,まちかど端末（乗降ポイントから）,0,385,4,1,,2018/12/10 16:50,2018/12/10 17:10,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/12/10 16:52,2018/12/10 16:52,2018/12/10 17:11,2018/12/10 17:20,2018/12/10 16:52,2018/12/10 16:52,0:20:02,0:20:02,,00,00,,,,,
★,-,16,2018/12/10 15:55,039-055-YELLOW,29280,乗客アプリ（地図から）,4073,541,15,1,,2018/12/10 16:01,2018/12/10 16:16,35.447546 139.64358,横浜開港資料館,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/10 16:05,2018/12/10 16:05,2018/12/10 16:19,2018/12/10 16:18,2018/12/10 16:05,2018/12/10 16:05,0:14:17,0:14:17,,00,00,,,,,
★,-,16,2018/12/10 15:58,023-824-GREEN 066-233-BANANA,29285,乗客アプリ（地図から）,5455,13,10,2,,2018/12/10 16:58,2018/12/10 17:13,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.443073 139.651914,横浜人形の家,2018/12/10 16:58,2018/12/10 16:58,2018/12/10 17:03,2018/12/10 17:13,2018/12/10 16:58,2018/12/10 16:58,0:14:25,0:28:50,,00,00,,,,,
★,-,16,2018/12/10 16:02,029-628-GREEN 019-555-RED 030-376-YELLOW,29287,乗客アプリ（地図から）,2934,168,10,3,,2018/12/10 16:16,2018/12/10 16:27,35.441002 139.650809,横浜元町ショッピングストリート,35.453715 139.638133,横浜ワールドポーターズ,2018/12/10 16:16,2018/12/10 16:16,2018/12/10 16:33,2018/12/10 16:41,2018/12/10 16:12,2018/12/10 16:12,0:10:56,0:32:48,,00,04,,,,,
-,-,16,2018/12/10 16:02,121-262-SKY,29288,乗客アプリ（目的地から）,4091,390,9,1,,2018/12/10 16:18,2018/12/10 16:31,35.445857 139.647636,ホテルモントレ横浜,35.456605 139.635327,横浜ベイホテル東急,2018/12/10 16:19,2018/12/10 16:19,2018/12/10 16:39,2018/12/10 16:43,,2018/12/10 16:02,0:13:43,0:13:43,,00,15,,,,,
★,-,16,2018/12/10 16:04,015-504-RED,29289,乗客アプリ（Myルートから）,3867,676,2,1,,2018/12/10 16:15,2018/12/10 16:25,35.445783 139.642958,横浜情報文化センター,35.454389 139.630904,横浜ランドマークタワー,2018/12/10 16:14,2018/12/10 16:14,2018/12/10 16:35,2018/12/10 16:33,2018/12/10 16:14,2018/12/10 16:14,0:09:45,0:09:45,,00,01,,,,,
-,-,16,2018/12/10 16:04,121-435-SKY,29290,まちかど端末（乗降ポイントから）,0,637,5,1,,2018/12/10 16:10,2018/12/10 16:12,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.445857 139.647636,ホテルモントレ横浜,2018/12/10 16:12,2018/12/10 16:12,2018/12/10 16:17,2018/12/10 16:17,,2018/12/10 16:04,0:02:19,0:02:19,,00,06,,,,,
★,-,16,2018/12/10 16:06,065-342-BANANA,29291,乗客アプリ（目的地から）,5074,579,3,1,,2018/12/10 16:18,2018/12/10 16:28,35.441441 139.648505,横浜中華街朱雀門,35.443908 139.635249,イセザキ・モール,2018/12/10 16:24,2018/12/10 16:24,2018/12/10 16:34,2018/12/10 16:30,2018/12/10 16:15,2018/12/10 16:15,0:10:24,0:10:24,,00,02,,,,,
★,-,16,2018/12/10 16:07,019-495-RED 110-099-SUN 110-098-SUN,29293,乗客アプリ（目的地から）,8896,81,8,3,,2018/12/10 16:15,2018/12/10 16:21,35.450447 139.635947,馬車道駅（みなとみらい線）,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/12/10 16:17,2018/12/10 16:17,2018/12/10 16:36,2018/12/10 16:36,2018/12/10 16:17,2018/12/10 16:17,0:05:31,0:16:33,,00,00,,,,,
-,-,16,2018/12/10 16:08,166-346-agekke,29296,乗客アプリ（地図から）,2306,43,1,1,,2018/12/10 16:22,2018/12/10 16:30,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/12/10 16:25,2018/12/10 16:25,2018/12/10 16:45,2018/12/10 16:49,,2018/12/10 16:08,0:08:12,0:08:12,,00,14,,,,,
-,-,16,2018/12/10 16:09,077-511-ORANGE,29300,乗客アプリ（地図から）,2535,572,5,1,,2018/12/10 16:15,2018/12/10 16:23,35.44291 139.650404,元町・中華街駅（みなとみらい線）,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/10 16:20,2018/12/10 16:20,2018/12/10 16:36,2018/12/10 16:35,,2018/12/10 16:09,0:07:39,0:07:39,,00,06,,,,,
-,-,16,2018/12/10 16:10,121-377-SKY,29302,乗客アプリ（Myルートから）,7586,925,13,1,,2018/12/10 16:15,2018/12/10 16:22,35.450447 139.635947,馬車道駅（みなとみらい線）,35.441441 139.648505,横浜中華街朱雀門,2018/12/10 16:17,2018/12/10 16:17,2018/12/10 16:27,2018/12/10 16:24,,2018/12/10 16:10,0:06:58,0:06:58,,00,04,,,,,
-,-,16,2018/12/10 16:11,038-337-YELLOW,29303,まちかど端末（乗降ポイントから）,0,538,4,1,,2018/12/10 16:17,2018/12/10 16:23,35.454389 139.630904,横浜ランドマークタワー,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/12/10 16:18,2018/12/10 16:18,2018/12/10 16:28,2018/12/10 16:24,,2018/12/10 16:11,0:06:04,0:06:04,,00,06,,,,,
-,-,16,2018/12/10 16:12,117-820-SUN,29305,まちかど端末（乗降ポイントから）,0,61,15,1,,2018/12/10 16:23,2018/12/10 16:33,35.44291 139.650404,元町・中華街駅（みなとみらい線）,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/12/10 16:29,2018/12/10 16:30,2018/12/10 16:49,2018/12/10 16:51,,2018/12/10 16:12,0:09:31,0:09:31,,00,11,,,,,
-,-,16,2018/12/10 16:12,019-793-RED,29306,まちかど端末（店舗から）,0,274,11,1,,2018/12/10 16:27,2018/12/10 16:39,35.443073 139.651914,横浜人形の家,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/10 16:30,2018/12/10 16:30,2018/12/10 16:45,2018/12/10 16:46,,2018/12/10 16:12,0:12:26,0:12:26,,00,14,,,,,
★,-,16,2018/12/10 16:12,009-051-BLUE 009-050-BLUE,29307,乗客アプリ（簡単予約）,5685,545,6,2,,2018/12/10 16:24,2018/12/10 16:46,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/10 16:24,2018/12/10 16:24,2018/12/10 16:36,2018/12/10 16:50,2018/12/10 16:22,2018/12/10 16:22,0:22:05,0:44:10,,00,01,,,,,
★,-,16,2018/12/10 16:17,040-093-BLACK,29312,乗客アプリ（簡単予約）,7901,762,2,1,,2018/12/10 16:39,2018/12/10 16:50,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443704 139.651332,ホテルメルパルク横浜,2018/12/10 16:41,2018/12/10 16:41,2018/12/10 17:00,2018/12/10 17:00,2018/12/10 16:27,2018/12/10 16:27,0:10:18,0:10:18,,00,12,,,,,
-,-,16,2018/12/10 16:17,032-924-YELLOW,29313,乗客アプリ（地図から）,2530,271,4,1,,2018/12/10 16:25,2018/12/10 16:29,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.453715 139.638133,横浜ワールドポーターズ,2018/12/10 16:26,2018/12/10 16:26,2018/12/10 16:38,2018/12/10 16:38,,2018/12/10 16:17,0:04:03,0:04:03,,00,07,,,,,
★,-,16,2018/12/10 16:18,065-320-BANANA,29314,乗客アプリ（地図から）,5359,128,9,1,,2018/12/10 16:24,2018/12/10 16:38,35.443073 139.651914,横浜人形の家,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/12/10 16:28,2018/12/10 16:28,2018/12/10 16:59,2018/12/10 16:51,2018/12/10 16:28,2018/12/10 16:28,0:13:34,0:13:34,,00,00,,,,,
-,-,16,2018/12/10 16:21,025-222-GREEN 025-221-GREEN 032-793-YELLOW,29316,乗客アプリ（地図から）,8453,433,13,3,,2018/12/10 16:23,2018/12/10 16:29,35.441441 139.648505,横浜中華街朱雀門,35.445783 139.642958,横浜情報文化センター,2018/12/10 16:24,2018/12/10 16:24,2018/12/10 16:32,2018/12/10 16:30,,2018/12/10 16:21,0:05:35,0:16:45,,00,01,,,,,
-,-,16,2018/12/10 16:21,077-034-ORANGE,29317,乗客アプリ（Myルートから）,5037,951,3,1,,2018/12/10 16:29,2018/12/10 16:35,35.443908 139.635249,イセザキ・モール,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/12/10 16:27,2018/12/10 16:30,2018/12/10 16:36,2018/12/10 16:39,,2018/12/10 16:21,0:05:51,0:05:51,,01,07,,,,,
