,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,,
-,-,10,2018/12/10 10:12,040-224-BLACK,28907,乗客アプリ（地図から）,8547,121,15,1,,2018/12/10 10:20,2018/12/10 10:31,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/12/10 10:22,2018/12/10 10:22,2018/12/10 10:36,2018/12/10 10:33,,2018/12/10 10:12,0:11:20,0:11:20,,00,08,,,,,
-,-,10,2018/12/10 10:13,168-326-CAKE,28908,乗客アプリWeb（地図から）,8158,291,5,1,,2018/12/10 10:16,2018/12/10 10:21,35.450554 139.632616,横浜桜木町ワシントンホテル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/12/10 10:16,2018/12/10 10:17,2018/12/10 10:26,2018/12/10 10:26,,2018/12/10 10:13,0:05:05,0:05:05,,00,03,,,,,
-,-,10,2018/12/10 10:14,166-322-agekke,28909,まちかど端末（乗降ポイントから）,0,162,6,1,,2018/12/10 10:20,2018/12/10 10:30,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/10 10:24,2018/12/10 10:24,2018/12/10 10:33,2018/12/10 10:33,,2018/12/10 10:14,0:10:00,0:10:00,,00,06,,,,,
-,-,10,2018/12/10 10:14,166-204-agekke,28910,乗客アプリ（目的地から）,1888,744,5,1,,2018/12/10 10:22,2018/12/10 10:29,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/12/10 10:26,2018/12/10 10:26,2018/12/10 10:34,2018/12/10 10:34,,2018/12/10 10:14,0:07:41,0:07:41,,00,07,,,,,
-,-,10,2018/12/10 10:22,053-141-STRAWBERRY 056-397-STRAWBERRY 056-520-STRAWBERRY 056-004-STRAWBERRY 053-101-STRAWBERRY,28911,まちかど端末（乗降ポイントから）,0,626,8,5,,2018/12/10 10:36,2018/12/10 11:04,35.443704 139.651332,ホテルメルパルク横浜,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/12/10 10:37,2018/12/10 10:37,2018/12/10 10:58,2018/12/10 11:11,,2018/12/10 10:22,0:27:56,2:19:40,,00,13,,,,,
-,-,10,2018/12/10 10:24,168-329-CAKE,28912,乗客アプリWeb（地図から）,8895,412,9,2,,2018/12/10 10:33,2018/12/10 10:43,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443659 139.650847,横浜マリンタワー,2018/12/10 10:32,2018/12/10 10:32,2018/12/10 10:44,2018/12/10 10:44,,2018/12/10 10:24,0:10:34,0:21:08,,00,09,,,,,
-,-,10,2018/12/10 10:27,001-007-BLUE,28918,乗客アプリ（Myルートから）,1312,948,3,1,,2018/12/10 10:33,2018/12/10 10:38,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/12/10 10:34,2018/12/10 10:34,2018/12/10 10:41,2018/12/10 10:41,,2018/12/10 10:27,0:04:50,0:04:50,,00,05,,,,,
-,-,10,2018/12/10 10:28,032-568-YELLOW,28920,乗客アプリ（目的地から）,4380,411,13,1,,2018/12/10 10:30,2018/12/10 10:42,35.443908 139.635249,イセザキ・モール,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/12/10 10:30,2018/12/10 10:30,2018/12/10 10:43,2018/12/10 10:42,,2018/12/10 10:28,0:12:01,0:12:01,,00,01,,,,,
-,-,10,2018/12/10 10:32,121-203-SKY,28921,乗客アプリ（地図から）,8891,831,5,1,,2018/12/10 10:41,2018/12/10 10:47,35.443908 139.635249,イセザキ・モール,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/12/10 10:39,2018/12/10 10:39,2018/12/10 10:43,2018/12/10 10:43,,2018/12/10 10:32,0:05:51,0:05:51,,02,08,,,,,
-,-,10,2018/12/10 10:32,039-952-YELLOW,28922,まちかど端末（店舗から）,0,659,15,1,,2018/12/10 10:35,2018/12/10 10:50,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/10 10:36,2018/12/10 10:36,2018/12/10 10:51,2018/12/10 10:58,,2018/12/10 10:32,0:15:06,0:15:06,,00,03,,,,,
-,-,10,2018/12/10 10:32,121-202-SKY 121-204-SKY,28923,乗客アプリ（地図から）,8359,498,11,2,,2018/12/10 10:38,2018/12/10 10:45,35.443908 139.635249,イセザキ・モール,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/12/10 10:40,2018/12/10 10:40,2018/12/10 10:45,2018/12/10 10:45,,2018/12/10 10:32,0:07:06,0:14:12,,00,05,,,,,
-,-,10,2018/12/10 10:33,040-180-BLACK 040-201-BLACK,28925,まちかど端末（店舗から）,0,571,2,2,,2018/12/10 10:38,2018/12/10 10:46,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/10 10:37,2018/12/10 10:37,2018/12/10 10:48,2018/12/10 10:48,,2018/12/10 10:33,0:08:05,0:16:10,,00,04,,,,,
★,-,10,2018/12/10 10:38,039-055-YELLOW,28926,乗客アプリ（地図から）,4073,559,15,1,,2018/12/10 10:42,2018/12/10 10:46,35.450554 139.632616,横浜桜木町ワシントンホテル,35.445783 139.642958,横浜情報文化センター,2018/12/10 10:48,2018/12/10 10:48,2018/12/10 10:56,2018/12/10 10:56,2018/12/10 10:48,2018/12/10 10:48,0:04:27,0:04:27,,00,00,,,,,
★,-,10,2018/12/10 10:39,119-047-SUN,28927,乗客アプリ（簡単予約）,5143,852,8,1,,2018/12/10 10:46,2018/12/10 10:57,35.441441 139.648505,横浜中華街朱雀門,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/10 10:49,2018/12/10 10:49,2018/12/10 11:01,2018/12/10 10:57,2018/12/10 10:49,2018/12/10 10:49,0:11:09,0:11:09,,00,00,,,,,
-,-,10,2018/12/10 10:40,040-181-BLACK,28929,まちかど端末（店舗から）,0,417,13,1,,2018/12/10 10:45,2018/12/10 10:55,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/12/10 10:44,2018/12/10 10:44,2018/12/10 10:55,2018/12/10 10:55,,2018/12/10 10:40,0:10:01,0:10:01,,01,05,,,,,
-,-,10,2018/12/10 10:40,034-074-YELLOW 103-003-SNOW,28930,まちかど端末（乗降ポイントから）,0,499,3,2,,2018/12/10 10:45,2018/12/10 10:57,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443073 139.651914,横浜人形の家,2018/12/10 10:47,2018/12/10 10:47,2018/12/10 10:59,2018/12/10 10:59,,2018/12/10 10:40,0:11:24,0:22:48,,00,04,,,,,
-,-,10,2018/12/10 10:41,035-990-YELLOW,28932,まちかど端末（店舗から）,0,352,6,1,,2018/12/10 10:47,2018/12/10 10:54,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/10 10:47,2018/12/10 10:47,2018/12/10 10:57,2018/12/10 10:57,,2018/12/10 10:41,0:06:35,0:06:35,,00,06,,,,,
-,-,10,2018/12/10 10:43,040-202-BLACK,28933,まちかど端末（店舗から）,0,462,1,1,,2018/12/10 10:53,2018/12/10 10:57,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/12/10 10:53,2018/12/10 10:53,2018/12/10 10:59,2018/12/10 10:59,,2018/12/10 10:43,0:04:43,0:04:43,,00,09,,,,,
-,-,10,2018/12/10 10:48,166-330-agekke,28934,乗客アプリ（目的地から）,2314,746,10,1,,2018/12/10 10:51,2018/12/10 10:57,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/12/10 10:51,2018/12/10 10:51,2018/12/10 10:58,2018/12/10 10:58,,2018/12/10 10:48,0:06:04,0:06:04,,00,02,,,,,
-,-,10,2018/12/10 10:49,142-196-STAR 142-197-STAR,28935,乗客アプリ（地図から）,8257,628,11,2,,2018/12/10 10:53,2018/12/10 10:58,35.450554 139.632616,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/10 10:53,2018/12/10 10:53,2018/12/10 11:03,2018/12/10 10:59,,2018/12/10 10:49,0:04:38,0:09:16,,00,04,,,,,
-,-,10,2018/12/10 10:49,065-918-BANANA 065-919-BANANA,28936,乗客アプリ（目的地から）,5670,183,5,2,,2018/12/10 11:02,2018/12/10 11:16,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.454389 139.630904,横浜ランドマークタワー,2018/12/10 11:01,2018/12/10 11:03,2018/12/10 11:09,2018/12/10 11:18,,2018/12/10 10:49,0:14:35,0:29:10,,01,12,,,,,
-,-,10,2018/12/10 10:56,037-334-YELLOW 037-333-YELLOW,28941,まちかど端末（乗降ポイントから）,0,181,6,2,,2018/12/10 11:03,2018/12/10 11:37,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/12/10 11:03,2018/12/10 11:03,2018/12/10 11:17,2018/12/10 11:38,,2018/12/10 10:56,0:33:52,1:07:44,,00,06,,,,,
-,-,10,2018/12/10 10:57,053-184-STRAWBERRY 121-203-SKY 121-202-SKY,28942,まちかど端末（店舗から）,0,986,13,3,,2018/12/10 11:01,2018/12/10 11:05,35.448801 139.636702,ホテルルートイン横浜馬車道,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/10 11:00,2018/12/10 11:00,2018/12/10 11:07,2018/12/10 11:07,,2018/12/10 10:57,0:03:55,0:11:45,,00,04,,,,,
-,-,10,2018/12/10 10:58,038-427-YELLOW 036-393-YELLOW 038-037-YELLOW 027-667-GREEN,28943,まちかど端末（店舗から）,0,741,11,4,,2018/12/10 11:05,2018/12/10 11:15,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/10 11:06,2018/12/10 11:06,2018/12/10 11:19,2018/12/10 11:14,,2018/12/10 10:58,0:10:34,0:42:16,,00,06,,,,,
★,☆,10,2018/12/10 9:04,103-764-SNOW,28886,乗客アプリ（Myルートから）,6349,252,8,1,2018/12/10 9:54,,,35.445857 139.647636,ホテルモントレ横浜,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/12/10 10:12,,2018/12/10 10:18,,2018/12/10 9:14,2018/12/10 9:14,0:00:00,0:00:00,,00,12,,,,2018/12/10 10:00,※10時以前に予約しているため
-,☆,10,2018/12/10 10:09,121-362-SKY,28904,乗客アプリ（Myルートから）,3457,438,5,1,2018/12/10 10:09,,,35.450447 139.635947,馬車道駅（みなとみらい線）,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/12/10 10:21,,2018/12/10 10:28,,,2018/12/10 10:09,0:00:00,0:00:00,,00,12,,,,,
-,☆,10,2018/12/10 10:24,001-007-BLUE,28913,乗客アプリ（Myルートから）,1312,923,3,1,2018/12/10 10:24,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/12/10 10:33,,2018/12/10 10:42,,,2018/12/10 10:24,0:00:00,0:00:00,,00,,,,,※同一人物と思われるため一番短い待ち時間を採用,
-,☆,10,2018/12/10 10:25,001-007-BLUE,28914,乗客アプリ（Myルートから）,1312,702,3,1,2018/12/10 10:26,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/12/10 10:34,,2018/12/10 10:41,,,2018/12/10 10:25,0:00:00,0:00:00,,00,,,,,※同一人物と思われるため一番短い待ち時間を採用,
-,☆,10,2018/12/10 10:26,001-007-BLUE,28916,乗客アプリ（Myルートから）,1312,994,13,1,2018/12/10 10:27,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/12/10 10:34,,2018/12/10 10:42,,,2018/12/10 10:26,0:00:00,0:00:00,,00,08,,,,※同一人物と思われるため一番短い待ち時間を採用,
-,☆,10,2018/12/10 10:27,121-208-SKY,28917,乗客アプリ（地図から）,6624,428,2,1,2018/12/10 10:27,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.44291 139.650404,元町・中華街駅（みなとみらい線）,2018/12/10 10:32,,2018/12/10 10:46,,,2018/12/10 10:27,0:00:00,0:00:00,,00,04,,,,,
-,☆,10,2018/12/10 10:41,166-330-agekke,28931,乗客アプリ（目的地から）,2314,124,10,1,2018/12/10 10:46,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/12/10 10:44,,2018/12/10 10:51,,,2018/12/10 10:41,0:00:00,0:00:00,,00,05,,,,,
★,-,11,2018/12/10 10:06,111-971-SUN,28899,乗客アプリ（Myルートから）,3510,613,10,1,,2018/12/10 11:05,2018/12/10 11:11,35.445783 139.642958,横浜情報文化センター,35.443908 139.635249,イセザキ・モール,2018/12/10 11:06,2018/12/10 11:06,2018/12/10 11:12,2018/12/10 11:11,2018/12/10 11:06,2018/12/10 11:06,0:06:34,0:06:34,750,00,00,09,06,,,
★,-,11,2018/12/10 10:09,015-881-RED 033-531-YELLOW 033-605-YELLOW 015-882-RED 033-611-YELLOW 033-613-YELLOW,28905,乗客アプリ（簡単予約）,4223,127,2,6,,2018/12/10 11:10,2018/12/10 11:19,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/10 11:09,2018/12/10 11:09,2018/12/10 11:24,2018/12/10 11:24,2018/12/10 11:09,2018/12/10 11:09,0:09:05,0:54:30,,00,00,,,,,
★,-,11,2018/12/10 10:28,168-295-CAKE,28919,乗客アプリWeb（地図から）,5923,102,15,1,,2018/12/10 11:26,2018/12/10 11:36,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.45435 139.631762,横浜ロイヤルパークホテル,2018/12/10 11:28,2018/12/10 11:28,2018/12/10 11:35,2018/12/10 11:36,2018/12/10 11:28,2018/12/10 11:28,0:09:50,0:09:50,,00,00,,,,,
★,-,11,2018/12/10 10:32,057-092-STRAWBERRY 057-093-STRAWBERRY,28924,乗客アプリ（目的地から）,5969,416,8,2,,2018/12/10 11:32,2018/12/10 11:37,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/12/10 11:32,2018/12/10 11:32,2018/12/10 11:38,2018/12/10 11:38,2018/12/10 11:32,2018/12/10 11:32,0:04:57,0:09:54,,00,00,,,,,
★,-,11,2018/12/10 10:39,039-954-YELLOW 039-955-YELLOW,28928,まちかど端末（乗降ポイントから）,0,508,15,2,,2018/12/10 11:32,2018/12/10 11:41,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/10 11:39,2018/12/10 11:39,2018/12/10 11:49,2018/12/10 11:40,2018/12/10 11:39,2018/12/10 11:39,0:08:48,0:17:36,,00,00,,,,,
★,-,11,2018/12/10 10:54,039-497-YELLOW,28939,乗客アプリ（Myルートから）,6994,60,8,1,,2018/12/10 11:52,2018/12/10 11:56,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/10 11:54,2018/12/10 11:54,2018/12/10 12:01,2018/12/10 12:01,2018/12/10 11:54,2018/12/10 11:54,0:04:05,0:04:05,,00,00,,,,,
★,-,11,2018/12/10 10:59,006-535-BLUE 006-536-BLUE,28944,まちかど端末（乗降ポイントから）,0,147,1,2,,2018/12/10 11:07,2018/12/10 11:13,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/12/10 11:08,2018/12/10 11:08,2018/12/10 11:20,2018/12/10 11:20,2018/12/10 11:08,2018/12/10 11:08,0:06:29,0:12:58,,00,00,,,,,
-,-,11,2018/12/10 11:00,019-495-RED 110-098-SUN 110-099-SUN,28945,乗客アプリ（目的地から）,8896,655,3,3,,2018/12/10 11:08,2018/12/10 11:13,35.450554 139.632616,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/10 11:08,2018/12/10 11:08,2018/12/10 11:19,2018/12/10 11:15,,2018/12/10 11:00,0:05:39,0:16:57,,00,07,,,,,
★,-,11,2018/12/10 11:00,143-353-STAR 143-350-STAR,28946,乗客アプリ（地図から）,4466,188,5,2,,2018/12/10 11:10,2018/12/10 11:22,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.453715 139.638133,横浜ワールドポーターズ,2018/12/10 11:10,2018/12/10 11:10,2018/12/10 11:27,2018/12/10 11:27,2018/12/10 11:10,2018/12/10 11:10,0:12:46,0:25:32,,00,00,,,,,
-,-,11,2018/12/10 11:04,035-990-YELLOW,28948,まちかど端末（乗降ポイントから）,0,908,9,1,,2018/12/10 11:14,2018/12/10 11:23,35.452963 139.642093,横浜赤レンガ倉庫,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/12/10 11:15,2018/12/10 11:15,2018/12/10 11:26,2018/12/10 11:25,,2018/12/10 11:04,0:08:51,0:08:51,,00,09,,,,,
-,-,11,2018/12/10 11:06,056-702-STRAWBERRY 056-701-STRAWBERRY 056-703-STRAWBERRY 056-704-STRAWBERRY 056-705-STRAWBERRY,28949,まちかど端末（店舗から）,0,662,10,5,,2018/12/10 11:16,2018/12/10 11:25,35.450554 139.632616,横浜桜木町ワシントンホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/12/10 11:16,2018/12/10 11:16,2018/12/10 11:30,2018/12/10 11:28,,2018/12/10 11:06,0:08:41,0:43:25,,00,09,,,,,
